path_id,return_date,strategy,basis,ret
path_00,2015-02-27,larger E1 capped,full_cost_net,-0.15369755452291675
path_00,2015-02-27,larger E1 capped,gross,0.07613785022219452
path_00,2015-02-27,larger Equal premium capped,full_cost_net,0.11005471120010263
path_00,2015-02-27,larger Equal premium capped,gross,0.36620656280560726
path_00,2015-02-27,larger Equal risk capped,full_cost_net,0.07379961688559045
path_00,2015-02-27,larger Equal risk capped,gross,0.34612311046210004
path_00,2015-02-27,larger GM paper,full_cost_net,-2.861189300809645
path_00,2015-02-27,larger GM paper,gross,-0.17309956829525985
path_00,2015-02-27,larger+VIX E1 capped,full_cost_net,0.008833929571581994
path_00,2015-02-27,larger+VIX E1 capped,gross,0.2186980282173191
path_00,2015-02-27,larger+VIX Equal premium capped,full_cost_net,0.08660776409789364
path_00,2015-02-27,larger+VIX Equal premium capped,gross,0.33108005052094613
path_00,2015-02-27,larger+VIX Equal risk capped,full_cost_net,0.0609313903635903
path_00,2015-02-27,larger+VIX Equal risk capped,gross,0.327075073345187
path_00,2015-02-27,larger+VIX GM paper,full_cost_net,-0.47855366887002787
path_00,2015-02-27,larger+VIX GM paper,gross,-0.100554585278891
path_00,2015-02-27,orig E1 capped,full_cost_net,0.32069678759227815
path_00,2015-02-27,orig E1 capped,gross,0.35164849505279294
path_00,2015-02-27,orig Equal premium capped,full_cost_net,0.31156441657551925
path_00,2015-02-27,orig Equal premium capped,gross,0.37361569204365347
path_00,2015-02-27,orig Equal risk capped,full_cost_net,0.3452543593435503
path_00,2015-02-27,orig Equal risk capped,gross,0.4070211155695979
path_00,2015-02-27,orig GM paper,full_cost_net,-0.3678337508060985
path_00,2015-02-27,orig GM paper,gross,-0.05813693714701497
path_00,2015-02-27,orig+VIX E1 capped,full_cost_net,0.41037899243382225
path_00,2015-02-27,orig+VIX E1 capped,gross,0.4804899410582085
path_00,2015-02-27,orig+VIX Equal premium capped,full_cost_net,0.1607894130804351
path_00,2015-02-27,orig+VIX Equal premium capped,gross,0.2353038741393625
path_00,2015-02-27,orig+VIX Equal risk capped,full_cost_net,0.28344352785388466
path_00,2015-02-27,orig+VIX Equal risk capped,gross,0.3576708767066082
path_00,2015-02-27,orig+VIX GM paper,full_cost_net,-0.30332499033797
path_00,2015-02-27,orig+VIX GM paper,gross,-0.14370264210017214
path_00,2015-03-31,larger E1 capped,full_cost_net,-0.42846613169778497
path_00,2015-03-31,larger E1 capped,gross,-0.11617163037945998
