Strategy,Return basis,path_id,method,n_source_obs,status,n_obs,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,var_95,cvar_95,terminal_wealth,defaulted,reason
larger GM paper,Gross before costs,0,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,0.3194613573631364,0.6220298801555392,0.7738428145299143,1.1967840558941762,-0.6125036317629577,0.28652826799209535,0.3408424714216662,3.9992944320439086,False,insufficient_egarch_obs
larger GM paper,Gross before costs,1,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,0.00017087166973395185,0.5895222188896279,0.30740572577851966,0.4489536518754881,-0.6672196594977717,0.27502367185037174,0.34418735745054246,1.000854650369839,False,insufficient_egarch_obs
larger GM paper,Gross before costs,2,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.5406208123980869,0.8827612392195107,-0.3535674222735507,-0.44504045896086275,-0.9941829494737064,0.4510433578075924,0.504299213248069,0.02045768922498373,False,insufficient_egarch_obs
larger GM paper,Gross before costs,3,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,0.19882972544573785,0.5522517984684956,0.6270904686562493,0.9102056752025096,-0.5293687176610244,0.27472477539099877,0.3366741855207107,2.476210236048154,False,insufficient_egarch_obs
larger GM paper,Gross before costs,4,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,0.26925683695960223,0.7042269064468641,0.7186978387437007,1.0881656153174692,-0.6992622630468142,0.3605447762493185,0.40679373885044257,3.294181753005666,False,insufficient_egarch_obs
larger GM paper,Gross before costs,5,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,0.9060762400591611,0.5025379359964208,1.5763542905486898,2.661430221265007,-0.5639213157650739,0.2387990347836684,0.2857214712014395,25.159461342321247,False,insufficient_egarch_obs
larger GM paper,Gross before costs,6,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.1439662544995226,0.7227259883402167,0.1694396455143589,0.23774618232911582,-0.9205780198918395,0.35488571295344556,0.3997051402271712,0.45967874839980044,False,insufficient_egarch_obs
larger GM paper,Gross before costs,7,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,0.04083126814523208,0.570255657913757,0.37204186485089863,0.5205151196578734,-0.5708233803367697,0.2928883867751581,0.32898252585985494,1.221523012278033,False,insufficient_egarch_obs
larger GM paper,Gross before costs,8,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.1500438384172964,0.651664231093928,0.09860378468596692,0.13905953613195018,-0.8551940912020974,0.31696233202722,0.3911426614775236,0.4435909046625934,False,insufficient_egarch_obs
larger GM paper,Gross before costs,9,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,0.27221649180408214,0.6041648963000072,0.7150499312922767,1.0962959759443283,-0.5319456759561412,0.29016975560678193,0.3399567135300239,3.332768173414572,False,insufficient_egarch_obs
larger GM paper,Gross before costs,10,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,0.0688542543270445,0.7296498172417377,0.4766672746845931,0.7125559233758787,-0.8958753267929921,0.3624164396918797,0.433335426915525,1.3950586007518575,False,insufficient_egarch_obs
larger GM paper,Gross before costs,11,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,0.18011488576399914,0.4184368219017513,0.6035553325450711,0.985274879875777,-0.5749376724761889,0.1707252157450069,0.1982344931014475,2.288871663501528,False,insufficient_egarch_obs
larger GM paper,Gross before costs,12,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.029594423537513737,0.5205101135593525,0.20239737221700713,0.3048951928735415,-0.6954958602065902,0.23446438020357752,0.2759598228957944,0.8605307972350738,False,insufficient_egarch_obs
larger GM paper,Gross before costs,13,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.04706387945495427,0.5956569285704603,0.22558013771252902,0.3256968446082454,-0.843037449033554,0.26081339066727305,0.3273019077610762,0.7858125215820146,False,insufficient_egarch_obs
larger GM paper,Gross before costs,14,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,0.4710294313712624,0.515035557572574,1.020927568589815,1.7078017074270693,-0.5693672023257682,0.21725604245082386,0.3015139498154569,6.888216828159546,False,insufficient_egarch_obs
larger GM paper,Gross before costs,15,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,0.3734686531725293,0.7009503502761772,0.8396758888014452,1.2536301546707047,-0.6220179315870088,0.3254126119891597,0.4122514682595881,4.887578656157161,False,insufficient_egarch_obs
larger GM paper,Gross before costs,16,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.4823145429139847,0.4788615753260893,-1.087513411074664,-1.2042725580691653,-0.9505402647041377,0.26277821905783405,0.2704752944242985,0.03718174982050941,False,insufficient_egarch_obs
larger GM paper,Gross before costs,17,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.1128662622481792,0.5128874513081623,0.03255812328947776,0.04437079430397151,-0.633951210786631,0.26643266243982133,0.2901989859623426,0.5494718892830087,False,insufficient_egarch_obs
larger GM paper,Gross before costs,18,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.2019489993046234,0.5552024552340121,-0.10554882776649883,-0.13941518374596015,-0.8885941220561286,0.2380944437513772,0.35855804844472033,0.3237078509228837,False,insufficient_egarch_obs
larger GM paper,Gross before costs,19,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,0.11635233078754781,0.646573504636636,0.5098017571582634,0.7537968502503015,-0.6685078321520779,0.3213934379804791,0.35541478397215126,1.7338296173207022,False,insufficient_egarch_obs
