config,return_date,strategy,display_strategy,train_start,train_end,status,solver_status,capacity_infeasible,deployed_gross,gross_ret,net_ret
orig+VIX,2023-12-29,orig+VIX Equal risk capped,Equal risk capped,2020-10-30,2023-11-30,ok,reference,True,0.6071870612499998,-0.16600059770304793,-0.1854849064584682
orig+VIX,2024-07-31,orig+VIX E1 capped,E1 capped,2021-04-30,2024-06-28,ok,optimal,True,0.7415980610788848,0.286200372609842,0.26552220582450053
orig+VIX,2024-07-31,orig+VIX GM paper,GM paper,2021-04-30,2024-06-28,ok,optimal,False,0.9999999021793803,0.1798445337751352,0.12833214989162775
orig+VIX,2024-07-31,orig+VIX Equal premium capped,Equal premium capped,2021-04-30,2024-06-28,ok,reference,True,0.7611448450000001,0.07672459849918693,0.05547417343054713
orig+VIX,2024-07-31,orig+VIX Equal risk capped,Equal risk capped,2021-04-30,2024-06-28,ok,reference,True,0.761144845,0.03996311557533644,0.018185239663394727
orig+VIX,2025-01-31,orig+VIX E1 capped,E1 capped,2021-11-30,2024-12-31,ok,optimal,False,0.8435909249188059,-0.03160705473587426,-0.05725967775989995
orig+VIX,2025-01-31,orig+VIX GM paper,GM paper,2021-11-30,2024-12-31,ok,optimal,False,0.9999997867521397,0.15794578982246915,0.12424365816631142
orig+VIX,2025-01-31,orig+VIX Equal premium capped,Equal premium capped,2021-11-30,2024-12-31,ok,reference,False,1.0,-0.3486852623568317,-0.37527519843180873
orig+VIX,2025-01-31,orig+VIX Equal risk capped,Equal risk capped,2021-11-30,2024-12-31,ok,reference,False,1.0,-0.34783098046967575,-0.3771029756693992
orig+VIX,2025-08-29,orig+VIX E1 capped,E1 capped,2022-06-30,2025-07-31,ok,optimal,False,0.8472106917751029,0.10906408713490004,0.08529773101449467
orig+VIX,2025-08-29,orig+VIX GM paper,GM paper,2022-06-30,2025-07-31,ok,optimal,False,0.9633122202476387,-0.028477105006031816,-0.09215887798477257
orig+VIX,2025-08-29,orig+VIX Equal premium capped,Equal premium capped,2022-06-30,2025-07-31,ok,reference,False,0.9999999999999999,-0.1680257664916442,-0.1931738096366944
orig+VIX,2025-08-29,orig+VIX Equal risk capped,Equal risk capped,2022-06-30,2025-07-31,ok,reference,False,1.0,-0.07755502056587116,-0.10549257781002747
orig+VIX,2026-02-27,orig+VIX E1 capped,E1 capped,2022-12-30,2026-01-30,ok,optimal,False,0.9041830725564711,0.002894416048633802,-0.0215943350581027
orig+VIX,2026-02-27,orig+VIX GM paper,GM paper,2022-12-30,2026-01-30,ok,optimal,False,0.9984876027387319,0.04768713666201624,0.009055298693609326
orig+VIX,2026-02-27,orig+VIX Equal premium capped,Equal premium capped,2022-12-30,2026-01-30,ok,reference,False,1.0,-0.4167471555948955,-0.43982175200975915
orig+VIX,2026-02-27,orig+VIX Equal risk capped,Equal risk capped,2022-12-30,2026-01-30,ok,reference,False,1.0,-0.42935714795966795,-0.4542407698945234
larger,2021-04-30,larger E1 capped,E1 capped,2018-02-28,2021-03-31,ok,optimal,False,0.6074834413423297,0.4500005233812474,0.4348188877874876
larger,2021-04-30,larger GM paper,GM paper,2018-02-28,2021-03-31,ok,optimal,False,0.9999993245283417,0.05160712978180575,-0.8946035993973358
larger,2021-04-30,larger Equal premium capped,Equal premium capped,2018-02-28,2021-03-31,ok,reference,False,0.9999999999999999,0.6055099457777116,0.5832114899183125
larger,2021-04-30,larger Equal risk capped,Equal risk capped,2018-02-28,2021-03-31,ok,reference,False,0.9999999999999999,0.5943543248545622,0.5722212509907285
larger,2021-11-30,larger E1 capped,E1 capped,2018-09-28,2021-10-29,ok,optimal,False,0.7078454985334656,0.668120388068473,0.6510583925273813
larger,2021-11-30,larger GM paper,GM paper,2018-09-28,2021-10-29,ok,optimal,False,0.999999789101307,-0.013448131632921988,-0.2370139474089877
larger,2021-11-30,larger Equal premium capped,Equal premium capped,2018-09-28,2021-10-29,ok,reference,False,1.0,0.800661573689085,0.7769568756201586
larger,2021-11-30,larger Equal risk capped,Equal risk capped,2018-09-28,2021-10-29,ok,reference,False,1.0,0.6834716348065605,0.6606060943600627
larger,2022-06-30,larger E1 capped,E1 capped,2019-04-30,2022-05-31,ok,optimal,False,0.7124839164942993,0.028270317596160305,0.00979503060830926
larger,2022-06-30,larger GM paper,GM paper,2019-04-30,2022-05-31,ok,optimal,False,0.999999993628634,0.11263729062303401,-0.7227785459604197
larger,2022-06-30,larger Equal premium capped,Equal premium capped,2019-04-30,2022-05-31,ok,reference,False,1.0,0.3142011660413452,0.29029185171561434
larger,2022-06-30,larger Equal risk capped,Equal risk capped,2019-04-30,2022-05-31,ok,reference,False,0.9999999999999999,0.29997694379215256,0.27657232752753697
larger,2022-12-30,larger E1 capped,E1 capped,2019-10-31,2022-11-30,ok,optimal,True,0.6167802875318149,-0.1787448448351347,-0.19476522305617033
larger,2022-12-30,larger GM paper,GM paper,2019-10-31,2022-11-30,ok,optimal,False,0.9999999884258904,0.17137622736638147,-0.19797239410455475
larger,2022-12-30,larger Equal premium capped,Equal premium capped,2019-10-31,2022-11-30,ok,reference,True,0.7439438125000002,0.002216125025141614,-0.01604893454732298
larger,2022-12-30,larger Equal risk capped,Equal risk capped,2019-10-31,2022-11-30,ok,reference,True,0.7439438125000001,0.002224160187191338,-0.01588991017779509
larger,2023-06-30,larger E1 capped,E1 capped,2020-04-30,2023-05-31,ok,optimal,False,0.6142030400512516,0.27935195505777893,0.2648120615215378
larger,2023-06-30,larger GM paper,GM paper,2020-04-30,2023-05-31,ok,optimal,False,0.9999996327819483,0.15200008741332757,-0.853395740996481
larger,2023-06-30,larger Equal premium capped,Equal premium capped,2020-04-30,2023-05-31,ok,reference,False,1.0,0.48887407197144167,0.4666802784673319
larger,2023-06-30,larger Equal risk capped,Equal risk capped,2020-04-30,2023-05-31,ok,reference,False,1.0,0.498333616712124,0.47615278692292035
larger,2023-12-29,larger E1 capped,E1 capped,2020-10-30,2023-11-30,ok,optimal,True,0.5723092877785084,0.2522143717084834,0.23747705811310815
larger,2023-12-29,larger GM paper,GM paper,2020-10-30,2023-11-30,ok,optimal,False,0.9999999243878019,-0.028386653657998417,-2.788794950303
larger,2023-12-29,larger Equal premium capped,Equal premium capped,2020-10-30,2023-11-30,ok,reference,True,0.7225684562499999,0.2922290504590907,0.27531066227992573
larger,2023-12-29,larger Equal risk capped,Equal risk capped,2020-10-30,2023-11-30,ok,reference,True,0.7225684562499998,0.297478098795405,0.2806083823390502
larger,2024-07-31,larger E1 capped,E1 capped,2021-04-30,2024-06-28,ok,optimal,False,0.6720138458472489,0.008670861325736148,-0.007104400989896245
larger,2024-07-31,larger GM paper,GM paper,2021-04-30,2024-06-28,ok,optimal,False,0.9999998316120886,0.1941695094853514,-3.1059191073198043
larger,2024-07-31,larger Equal premium capped,Equal premium capped,2021-04-30,2024-06-28,ok,reference,False,1.0,-0.06516383532229071,-0.08866969912475912
larger,2024-07-31,larger Equal risk capped,Equal risk capped,2021-04-30,2024-06-28,ok,reference,False,1.0,-0.002243094330823675,-0.0254181752063388
larger,2025-01-31,larger E1 capped,E1 capped,2021-11-30,2024-12-31,ok,optimal,False,0.6547688790957179,-0.07291387570493825,-0.08717015978100799
larger,2025-01-31,larger GM paper,GM paper,2021-11-30,2024-12-31,ok,optimal,False,0.9999995580043902,0.003194671752097783,-0.6719671643889743
larger,2025-01-31,larger Equal premium capped,Equal premium capped,2021-11-30,2024-12-31,ok,reference,False,1.0,-0.03864242545038495,-0.0622188453856825
larger,2025-01-31,larger Equal risk capped,Equal risk capped,2021-11-30,2024-12-31,ok,reference,False,0.9999999999999999,-0.10100580543982651,-0.12407527232693434
larger,2025-08-29,larger E1 capped,E1 capped,2022-06-30,2025-07-31,ok,optimal,False,0.657633779912691,-0.10322591093081154,-0.11769099638570235
larger,2025-08-29,larger GM paper,GM paper,2022-06-30,2025-07-31,ok,optimal,False,0.999999310872246,-0.09693614228615668,-3.4201980922650876
larger,2025-08-29,larger Equal premium capped,Equal premium capped,2022-06-30,2025-07-31,ok,reference,False,0.9999999999999998,-0.12117050634292606,-0.14324511899571507
larger,2025-08-29,larger Equal risk capped,Equal risk capped,2022-06-30,2025-07-31,ok,reference,False,1.0,-0.06308122314586961,-0.08483843818020695
larger,2026-02-27,larger E1 capped,E1 capped,2022-12-30,2026-01-30,ok,optimal,False,0.7045829068279019,-0.03902038586364194,-0.05494217332700589
