config,strategy,display_strategy,basis,n_months,sharpe,sortino,ann_return,ann_vol,max_drawdown,terminal_wealth,defaulted
larger,larger E1 capped,E1 capped,gross,10,1.636708104076393,6.368512067573636,2.201398618644464,0.9477976408257694,-0.20105421970437998,2.637038442906058,False
larger,larger E1 capped,E1 capped,full_cost_net,10,1.4395465251901778,4.980863144636104,1.6864645889540544,0.9472053515196475,-0.2442598272619343,2.278509972116251,False
larger,larger Equal premium capped,Equal premium capped,gross,10,2.0617155949858215,8.579162193602139,5.0955813437955255,1.1979336512457128,-0.38437892678933927,4.510028392830293,False
larger,larger Equal premium capped,Equal premium capped,full_cost_net,10,1.8426732947486446,6.647165395992985,3.80727606568282,1.1974317969334236,-0.4461138573935416,3.700404659104703,False
larger,larger Equal risk capped,Equal risk capped,gross,10,2.303226780133997,11.648186406509382,5.638399044211721,1.071748633976612,-0.28771619269338833,4.842312304540017,False
larger,larger Equal risk capped,Equal risk capped,full_cost_net,10,2.0625479092880923,8.681158390686319,4.274962366574587,1.071283164877124,-0.3551890257323058,3.998061508850824,False
larger,larger GM paper,GM paper,gross,10,2.2746450170762564,6.792388684021861,0.9942404919472851,0.3333240094457061,-0.09693614228615655,1.7775204603719479,False
larger,larger GM paper,GM paper,full_cost_net,10,-3.7236843711522325,-2.5972613896235526,-1.0,4.3213485256865365,-1.0,0.0,True
larger+VIX,larger+VIX E1 capped,E1 capped,gross,10,3.105246589778608,,8.169272999342306,0.861228228194003,0.0,6.337905402198246,False
larger+VIX,larger+VIX E1 capped,E1 capped,full_cost_net,10,2.763190946532988,168.63198969200752,6.132748567143864,0.861223002912344,-0.012882374821486464,5.140997933930088,False
larger+VIX,larger+VIX Equal premium capped,Equal premium capped,gross,10,1.400534545337786,3.900968234109043,1.8345312678248242,1.1336124902202624,-0.4796459552926331,2.382690921397873,False
larger+VIX,larger+VIX Equal premium capped,Equal premium capped,full_cost_net,10,1.1275399586610761,2.7421836651272464,1.1033758167562393,1.132987472502055,-0.5390106557230269,1.8582211420258121,False
larger+VIX,larger+VIX Equal risk capped,Equal risk capped,gross,10,1.3876994257250241,3.933681234693217,1.7280328765056345,1.0826822321260532,-0.4645243947107506,2.3078522408741877,False
larger+VIX,larger+VIX Equal risk capped,Equal risk capped,full_cost_net,10,1.104460358190935,2.701637721557051,1.0314200728249467,1.0844872411087945,-0.5255267208620406,1.805093834775932,False
larger+VIX,larger+VIX GM paper,GM paper,gross,10,4.708594197675801,22.495069911017392,1.9294391048278556,0.24421097312318166,-0.04666362432427951,2.448990284305996,False
larger+VIX,larger+VIX GM paper,GM paper,full_cost_net,10,-3.6637344252622692,-2.578706125083166,-1.0,2.461338916113575,-1.0,0.0,True
orig,orig E1 capped,E1 capped,gross,10,1.319358718678498,4.829809569846392,1.32290412266731,0.8760755188519462,-0.2974602873334775,2.0184875295728144,False
orig,orig E1 capped,E1 capped,full_cost_net,10,1.1888317717781285,3.9393547039329984,1.080929752837735,0.8755544386712159,-0.32445522234310686,1.8416814613159926,False
orig,orig Equal premium capped,Equal premium capped,gross,10,1.024119540108524,2.24185104933467,0.8421740120478718,1.139721226055429,-0.5789728543332692,1.6638297143626086,False
orig,orig Equal premium capped,Equal premium capped,full_cost_net,10,0.8674653149402545,1.7970204260003149,0.5382268690365015,1.1443580115317242,-0.6082744430480453,1.4316944045342623,False
orig,orig Equal risk capped,Equal risk capped,gross,10,1.0855345865196644,2.4097886467935825,0.9550825206652533,1.1154938860898544,-0.5415157209260284,1.7483870353663489,False
orig,orig Equal risk capped,Equal risk capped,full_cost_net,10,0.9291142866942232,1.95615334458944,0.6412230396854826,1.1202580639464976,-0.5724056309692394,1.5111456924247308,False
orig,orig GM paper,GM paper,gross,10,1.013760826651938,2.3238107947870814,0.7606432702810679,0.897359926934251,-0.5308568862455583,1.6022347347272594,False
orig,orig GM paper,GM paper,full_cost_net,10,-0.6876182865380975,-0.9823404193607407,-0.6637193053230123,0.9506583161837954,-0.7779054637014269,0.403259815031077,False
orig+VIX,orig+VIX E1 capped,E1 capped,gross,10,2.4558977541118248,40.77646350619823,5.337209174937046,0.9277790456599804,-0.04003756055014318,4.65852433613763,False
orig+VIX,orig+VIX E1 capped,E1 capped,full_cost_net,10,2.2072435039242464,22.051009613148917,4.131821452120446,0.922195942001451,-0.05792958905634016,3.907445670109778,False
orig+VIX,orig+VIX Equal premium capped,Equal premium capped,gross,10,0.3484109229004564,0.6534358125483134,-0.2017976000643127,1.2651197321642036,-0.7113330934299699,0.8287576005640211,False
orig+VIX,orig+VIX Equal premium capped,Equal premium capped,full_cost_net,10,0.12959877997375469,0.2256140219808798,-0.4097090677396169,1.2649138735623366,-0.7527889274645686,0.6444982758738227,False
orig+VIX,orig+VIX Equal risk capped,Equal risk capped,gross,10,0.2899122223773142,0.5313186624003906,-0.2465574264647692,1.224054568000393,-0.7022521095068592,0.7898448615035758,False
orig+VIX,orig+VIX Equal risk capped,Equal risk capped,full_cost_net,10,0.06269593702646697,0.10653942100844045,-0.4466999918966271,1.2270895924133864,-0.7478103682490029,0.6106615332547141,False
orig+VIX,orig+VIX GM paper,GM paper,gross,10,3.412988133852201,24.09222453444627,2.545036695117657,0.4106193875320484,-0.04481989167082001,2.870894803213923,False
orig+VIX,orig+VIX GM paper,GM paper,full_cost_net,10,-0.6300427593028506,-0.6834719835126996,-1.0,1.426220461445818,-1.0,0.0,True
