universe_family,basis,path_id,strategy,sharpe,sortino,max_drawdown,ann_return,terminal_wealth,defaulted
resampled,gross,2,orig E1 capped,0.4335691231320018,0.9166846161378835,-0.8280693747812188,0.05344649485221553,1.297365701236743,False
resampled,gross,2,orig GM paper,0.5445672741688926,1.1079455206657143,-0.8605970130664026,0.07457215570200781,1.4327747350158608,False
resampled,gross,2,orig Equal premium capped,0.07334626578630592,0.13487100224332063,-0.9506631927214253,-0.4416069233184715,0.054287535319578,False
resampled,gross,2,orig Equal risk capped,0.07377737989920377,0.13526416360852964,-0.9462800913026578,-0.42460524964766744,0.06307096506660005,False
resampled,gross,2,orig+VIX E1 capped,1.084657898110867,2.822542023216091,-0.5687468859809748,0.9247836512130936,26.41858823542827,False
resampled,gross,2,orig+VIX GM paper,0.9199637601875198,2.198262413737141,-0.6923587410680583,0.6152051446629423,10.993562407880358,False
resampled,gross,2,orig+VIX Equal premium capped,-0.9942217912419709,-1.3128033517368023,-0.9999990985083648,-0.9496058638990931,3.250124688904077e-07,False
resampled,gross,2,orig+VIX Equal risk capped,-1.1209092918480774,-1.419730272357966,-0.9999985581103784,-0.9444588960138368,5.285335247587966e-07,False
resampled,gross,2,larger E1 capped,0.5750691319320482,1.2738692982835433,-0.7051767396309008,0.1883260612670261,2.3696167379924025,False
resampled,gross,2,larger GM paper,0.38695216137838495,0.5995810259539859,-0.6896182253583054,0.04124338819410189,1.223943255372533,False
resampled,gross,2,larger Equal premium capped,0.44277868080884886,0.999588805718467,-0.8899628737296966,-0.23066522248725174,0.26951120454118405,False
resampled,gross,2,larger Equal risk capped,0.6016840802502198,1.4156068283515928,-0.8513406095449318,0.021015240167541194,1.1095863951342781,False
resampled,gross,2,larger+VIX E1 capped,1.5878797274746466,4.8538879893307785,-0.34244620482643406,1.9942352859347068,240.67424619921314,False
resampled,gross,2,larger+VIX GM paper,0.6670107139332765,1.234453261248009,-0.581597429517103,0.2609016199372898,3.1871757576343334,False
resampled,gross,2,larger+VIX Equal premium capped,0.14131828501740565,0.2827544247693164,-0.9832796238651524,-0.5052602881129384,0.029640386274898897,False
resampled,gross,2,larger+VIX Equal risk capped,0.36612928166282854,0.7856266985525977,-0.9239039200179204,-0.26613138781861645,0.2128587786188817,False
resampled,gross,3,orig E1 capped,1.0163857754420467,2.502841826703212,-0.6902035430789281,0.6823940395440993,13.478408205339898,False
resampled,gross,3,orig GM paper,0.6220442172584465,1.1251992254694896,-0.8740626569630432,0.161286867283724,2.1120177979323946,False
resampled,gross,3,orig Equal premium capped,0.6151810577369065,1.2790006006111203,-0.8858053829144621,0.16889856538458647,2.18214762632443,False
resampled,gross,3,orig Equal risk capped,0.6421297676887386,1.3425298357902624,-0.8752086306302481,0.2081325830565539,2.5737892732022267,False
resampled,gross,3,orig+VIX E1 capped,1.8317587984669144,5.432900826307226,-0.5555504049814752,2.6195942649238635,621.2972868801644,False
resampled,gross,3,orig+VIX GM paper,1.4285079080783747,3.1212074040661646,-0.672074692112504,1.3936832123089156,78.5838622502086,False
resampled,gross,3,orig+VIX Equal premium capped,-0.7092337204757575,-0.9648265753823905,-0.9999471198207475,-0.8518842756992464,7.128626049526727e-05,False
resampled,gross,3,orig+VIX Equal risk capped,-0.8073287376612378,-1.0702294653811515,-0.9999407694590846,-0.8503551527205216,7.50427666130072e-05,False
resampled,gross,3,larger E1 capped,0.5059900667411961,1.0250422052687247,-0.6898700391218968,0.14946529238018025,2.006685499001463,False
resampled,gross,3,larger GM paper,-0.26140094249448853,-0.3187814401775944,-0.9239396843320561,-0.3531726655920401,0.11322486793740402,False
resampled,gross,3,larger Equal premium capped,0.5255023189290805,1.1759691165653292,-0.8982722323270509,-0.047644856031732075,0.7834200089971725,False
resampled,gross,3,larger Equal risk capped,0.6777276375721336,1.496243461604093,-0.8843020893560666,0.1994016457369876,2.4821224466377814,False
resampled,gross,3,larger+VIX E1 capped,2.0905612962261855,6.116381507045483,-0.4083864781202091,2.8327349056346263,827.0731263086307,False
resampled,gross,3,larger+VIX GM paper,0.21162849829063707,0.3170292418336159,-0.7126758974905384,-0.04562738749842643,0.7917532226854274,False
resampled,gross,3,larger+VIX Equal premium capped,0.06217393468313758,0.11925680648449534,-0.9744091865127205,-0.48203200861251294,0.03728332301007787,False
resampled,gross,3,larger+VIX Equal risk capped,0.30484014875182724,0.6053296098939625,-0.9356874712885206,-0.22266215883603124,0.28382395621510914,False
resampled,gross,4,orig E1 capped,0.957770255423958,2.169248978553202,-0.5251945691331363,0.6217316875912511,11.217472489986811,False
resampled,gross,4,orig GM paper,1.241025214301661,2.71537249803698,-0.8311256276161287,1.2195476855572882,53.86695172903023,False
resampled,gross,4,orig Equal premium capped,0.5649293064774912,1.097428989081536,-0.7780139285406418,0.05425865527687779,1.3023744748246586,False
resampled,gross,4,orig Equal risk capped,0.5932600761851407,1.1632939711146746,-0.7714551330282492,0.09746798113907751,1.5920594917350674,False
resampled,gross,4,orig+VIX E1 capped,1.6183896395442814,4.66505394998883,-0.42213918145340723,2.12673206552789,298.8500531315895,False
resampled,gross,4,orig+VIX GM paper,1.6221290260977563,4.370573419328,-0.5383601299100269,1.9546437920998372,225.17784164696837,False
resampled,gross,4,orig+VIX Equal premium capped,-0.5969869938435506,-0.7996818337850392,-0.9999683207917484,-0.8707030185631864,3.6136154124410175e-05,False
resampled,gross,4,orig+VIX Equal risk capped,-0.6188395613895977,-0.8261455047499369,-0.9999495386274424,-0.8576354411306804,5.84802787101558e-05,False
resampled,gross,4,larger E1 capped,0.8667024317929889,1.9490586452043346,-0.5653695374465327,0.4907192801059519,7.361720794505298,False
resampled,gross,4,larger GM paper,0.022869651737652534,0.03083978514176678,-0.8143430032352665,-0.2185348895603194,0.291439199689598,False
resampled,gross,4,larger Equal premium capped,0.7674951457139527,1.844228807619221,-0.8771086260813065,0.31103731763908127,3.8732476724864884,False
resampled,gross,4,larger Equal risk capped,0.8130030836705904,1.9085822324511506,-0.8618864176873496,0.4171463029949489,5.715752839040225,False
resampled,gross,4,larger+VIX E1 capped,1.8878675089662802,5.626800536341856,-0.36635438409940935,2.4567491576734697,493.5592873113094,False
resampled,gross,4,larger+VIX GM paper,0.40860735999266407,0.6413440278990293,-0.6589734136752066,0.07720005904853511,1.450380134589517,False
resampled,gross,4,larger+VIX Equal premium capped,0.3760975152664867,0.7769604850339076,-0.9161364853792207,-0.236426015599994,0.25957066873863777,False
resampled,gross,4,larger+VIX Equal risk capped,0.5162539000207624,1.08986263826827,-0.885095148900429,-0.025270731332745267,0.8798730893814837,False
resampled,gross,5,orig E1 capped,1.3103945343211607,4.436486581175046,-0.4542929562233927,1.5260424182153463,102.8497393836581,False
resampled,gross,5,orig GM paper,1.1722564242320677,2.7736450232214938,-0.8250763215577289,1.1806724490618974,49.3119507573069,False
resampled,gross,5,orig Equal premium capped,0.8207943248463956,2.21483736759804,-0.7993255670899366,0.4981685315937938,7.547504024661758,False
resampled,gross,5,orig Equal risk capped,0.8489907568698815,2.2960876285499436,-0.7849058001457572,0.5641255420216171,9.361771577517763,False
resampled,gross,5,orig+VIX E1 capped,1.7768626028905115,6.603318766162869,-0.4240970047404019,3.13203125821592,1204.5310266916042,False
resampled,gross,5,orig+VIX GM paper,1.569744940822348,4.189942144877139,-0.5261680607440011,1.8953836441775724,203.48414882841686,False
resampled,gross,5,orig+VIX Equal premium capped,-0.13374966453320386,-0.250973343122967,-0.9998570109831538,-0.8158359588222748,0.00021184790880700253,False
resampled,gross,5,orig+VIX Equal risk capped,-0.16822036876887492,-0.3078820764406996,-0.9996949760495101,-0.783612729391255,0.0004744151451808049,False
resampled,gross,5,larger E1 capped,1.4765181872448632,4.9445004581622305,-0.5033804552933007,1.9637560594678058,228.67162319745415,False
resampled,gross,5,larger GM paper,0.29890747444964744,0.4349591546944653,-0.7536763547012715,-0.10041840178858585,0.5891187085272072,False
resampled,gross,5,larger Equal premium capped,1.2427775114318704,4.263089094843658,-0.7670701843175086,2.0205589042821064,251.441261489077,False
resampled,gross,5,larger Equal risk capped,1.418140027623747,5.131746417050302,-0.727962799611795,3.0324683631501896,1066.2396881181946,False
resampled,gross,5,larger+VIX E1 capped,2.394064206867336,10.916048720831938,-0.29328702409040197,6.122699729970049,18332.562799827854,False
resampled,gross,5,larger+VIX GM paper,0.6400020739220311,1.1585097980837809,-0.6019120171831918,0.23330104118713524,2.853287217004798,False
resampled,gross,5,larger+VIX Equal premium capped,0.9753438831560065,2.9511725230967714,-0.8227163112358924,0.83726209626661,20.934161822186795,False
resampled,gross,5,larger+VIX Equal risk capped,1.2240968239115286,4.100832830302603,-0.7598837776751155,1.8866409049899442,200.43049884777406,False
resampled,gross,6,orig E1 capped,1.1778949094334554,2.958166642224375,-0.795533794852013,0.9523597643663888,28.366074822488322,False
resampled,gross,6,orig GM paper,0.9222761185418298,2.085075270851282,-0.9732099565339215,0.6444763229663673,12.026468681000807,False
resampled,gross,6,orig Equal premium capped,0.8012510191304929,1.7277684344983215,-0.9217717764466818,0.4107486951526824,5.587895635465947,False
resampled,gross,6,orig Equal risk capped,0.810206971306314,1.74656450384637,-0.9201128888506622,0.42935360480389884,5.9662082243933945,False
resampled,gross,6,orig+VIX E1 capped,1.9567435765047774,6.488553959132707,-0.6230632364711601,3.2175098425614657,1334.3830722922944,False
resampled,gross,6,orig+VIX GM paper,1.5539968565472455,4.286357563638829,-0.828766955400345,1.9384730110024644,219.08292520649292,False
resampled,gross,6,orig+VIX Equal premium capped,-0.5037925190581365,-0.7103971762687151,-0.9999002153624519,-0.8415454910222426,9.989022925781249e-05,False
resampled,gross,6,orig+VIX Equal risk capped,-0.6993280500384582,-0.933154853384029,-0.9999211222303842,-0.8523005886731607,7.029004509185623e-05,False
resampled,gross,6,larger E1 capped,1.0259069106765144,2.445819081763587,-0.743529667646446,0.7407666924177612,15.984639342701392,False
resampled,gross,6,larger GM paper,0.2669153053386556,0.37322565030680194,-0.8017074591521528,-0.07149523601958252,0.6901137521175605,False
resampled,gross,6,larger Equal premium capped,0.8897862359384454,2.2191389430685207,-0.9313652005465947,0.5819549011733356,9.90764624800813,False
resampled,gross,6,larger Equal risk capped,1.021803913203087,2.574386660336598,-0.9058524951201776,0.9060376317346281,25.156913371578483,False
resampled,gross,6,larger+VIX E1 capped,2.3183711029100627,8.092931173332572,-0.32231217105205734,4.372583662183036,4476.26650510545,False
resampled,gross,6,larger+VIX GM paper,0.7333076927333996,1.3423459995467186,-0.6100257712104971,0.3203955989707423,4.013472952520728,False
resampled,gross,6,larger+VIX Equal premium capped,0.4390220201805628,0.9287537882293484,-0.9649690523551729,-0.16077730647718147,0.41628052707234137,False
resampled,gross,6,larger+VIX Equal risk capped,0.6685329853269542,1.4909312393721728,-0.9436713030979738,0.18940405340384192,2.380384266403552,False
resampled,gross,7,orig E1 capped,0.7870069010737065,1.4665837964759996,-0.6104949354887905,0.34869945305585004,4.4624761387441,False
resampled,gross,7,orig GM paper,1.0604417257427539,2.0986619779194005,-0.6244344478521786,0.712482277480319,14.727547371179325,False
resampled,gross,7,orig Equal premium capped,0.30053868612050316,0.49699642878594286,-0.7993839041115464,-0.06365404044909306,0.7197500504094151,False
resampled,gross,7,orig Equal risk capped,0.3111961854673404,0.5142092170884927,-0.7954979081232929,-0.05369441648071094,0.7588518773933128,False
resampled,gross,7,orig+VIX E1 capped,1.7223680288248124,3.8851889743696235,-0.4032025311117663,1.7414632061809492,154.8503201017906,False
resampled,gross,7,orig+VIX GM paper,1.8446781564788142,4.237914523865785,-0.45702444419399324,2.160147848980221,315.1642938963901,False
resampled,gross,7,orig+VIX Equal premium capped,-1.5257647201443008,-1.6388264527761027,-0.9999852052674063,-0.8976295001604905,1.1242790525304084e-05,False
resampled,gross,7,orig+VIX Equal risk capped,-1.7763829635613189,-1.7839137190827892,-0.9999927407287266,-0.9112495706257795,5.506204211130982e-06,False
resampled,gross,7,larger E1 capped,0.10937295004437564,0.18885026255852225,-0.7884514282200045,-0.09029604762735721,0.6230177326214177,False
resampled,gross,7,larger GM paper,1.2449893744050844,2.2663886005716667,-0.32265983053486447,0.5156651387979321,7.9986429066258555,False
resampled,gross,7,larger Equal premium capped,-0.23065368647058568,-0.3443716344224487,-0.9661328187491203,-0.5205607956153522,0.025331897375713164,False
resampled,gross,7,larger Equal risk capped,-0.1457027083780969,-0.21513118957615526,-0.9467023029875279,-0.47819606478554166,0.038684478820374534,False
resampled,gross,7,larger+VIX E1 capped,1.7382676035107751,3.8943687272036356,-0.4405501045684006,1.5800405168024487,114.3227415824571,False
resampled,gross,7,larger+VIX GM paper,1.9339488167360679,4.876435281074128,-0.17341476565437874,0.8079090066450081,19.314472060349814,False
resampled,gross,7,larger+VIX Equal premium capped,-1.0228544762763867,-1.2521445784017977,-0.9990597111532012,-0.7678481111897384,0.0006743123400002719,False
resampled,gross,7,larger+VIX Equal risk capped,-0.7134621681839315,-0.9264427829574603,-0.9959460046567946,-0.6871058826946304,0.002999072678660406,False
resampled,gross,8,orig E1 capped,1.4795893872977512,3.638245189885106,-0.5659173107455442,1.2620401478441607,59.22451919958422,False
resampled,gross,8,orig GM paper,1.7475737769084103,5.629244652683465,-0.4260276910690358,2.3930789167339293,449.7485825141842,False
resampled,gross,8,orig Equal premium capped,0.7765203834978572,1.5459677364085542,-0.8253955960523065,0.39980453024936513,5.374486465322569,False
resampled,gross,8,orig Equal risk capped,0.8133680221791929,1.6297785591934257,-0.8127696446155412,0.4468416122895955,6.340229150666399,False
resampled,gross,8,orig+VIX E1 capped,2.038700217189933,5.423708549253145,-0.48940298591626874,2.888628591859449,889.1649305243433,False
resampled,gross,8,orig+VIX GM paper,1.926281428802896,5.479379746122904,-0.3883585729560941,2.7201946551077794,712.5712932149985,False
resampled,gross,8,orig+VIX Equal premium capped,-0.8975484219003549,-1.187572993880326,-0.9999214186217057,-0.8379225593637841,0.00011184404115716971,False
resampled,gross,8,orig+VIX Equal risk capped,-0.9436130041700327,-1.2274350111001575,-0.9998864396280503,-0.8274064089349316,0.0001531522300292229,False
resampled,gross,8,larger E1 capped,1.1615987841009827,2.943376342251147,-0.4945526463839187,0.8673009952831434,22.702393313591333,False
resampled,gross,8,larger GM paper,1.1473822597750143,1.9748901865946429,-0.47183876528506963,0.6301953280960362,11.513257576823019,False
resampled,gross,8,larger Equal premium capped,0.8325332828154024,1.9369708255579159,-0.8672612467174018,0.5004847271871897,7.60602758940377,False
resampled,gross,8,larger Equal risk capped,1.0218356137682671,2.3626291567330493,-0.8371816038410023,0.8611707403759719,22.33217804670848,False
resampled,gross,8,larger+VIX E1 capped,2.1181462094772963,5.705313773843837,-0.4323705078171479,3.3779570521651037,1608.2645311926826,False
resampled,gross,8,larger+VIX GM paper,1.4746568277491678,3.357852876176594,-0.39007294916979673,1.0155519711865963,33.26365784380035,False
resampled,gross,8,larger+VIX Equal premium capped,0.3409752428553546,0.6860782819282594,-0.9512209847216806,-0.18280051445140155,0.3644520712892072,False
resampled,gross,8,larger+VIX Equal risk capped,0.6941320151792436,1.4852622081637483,-0.9175632871543838,0.257987568266987,3.1505164142850517,False
resampled,gross,9,orig E1 capped,-0.2351443974385925,-0.41132245050296484,-0.9316872141655791,-0.36539950468395566,0.10292053466940101,False
resampled,gross,9,orig GM paper,-0.5996031437933446,-0.8975092611922029,-0.9838611428486858,-0.5829344727271892,0.012618899242528693,False
resampled,gross,9,orig Equal premium capped,-0.3359214817779191,-0.5690034233560801,-0.9933527714340364,-0.6225481637136547,0.007661392508374072,False
resampled,gross,9,orig Equal risk capped,-0.35681112744498866,-0.5975858108308653,-0.9929328943240393,-0.6184235672431323,0.008089239949636987,False
resampled,gross,9,orig+VIX E1 capped,0.6850932671044586,1.4742178303741096,-0.7211371950640575,0.311108077756034,3.8742930319164213,False
resampled,gross,9,orig+VIX GM paper,0.08860821312963534,0.15323500721073555,-0.8531793618043484,-0.16345165718483223,0.4096898609317278,False
resampled,gross,9,orig+VIX Equal premium capped,-1.4318095355953455,-1.7320419146746797,-0.9999999572524492,-0.9671728739095267,3.8121002800804425e-08,False
resampled,gross,9,orig+VIX Equal risk capped,-1.666819253918657,-1.8647605804458016,-0.9999999624768325,-0.9678018257473212,3.460638470868173e-08,False
resampled,gross,9,larger E1 capped,-0.1492659241206288,-0.27165303602354796,-0.8880592187669493,-0.35476162123739063,0.11184097810782141,False
resampled,gross,9,larger GM paper,0.23867508293100023,0.3983774554874228,-0.6489071531113286,-0.022084345587812804,0.8943489299546761,False
resampled,gross,9,larger Equal premium capped,-0.07282954617674617,-0.1377302107909999,-0.9908760849098183,-0.6086597993656664,0.009178512773354327,False
resampled,gross,9,larger Equal risk capped,0.0639223193141593,0.123972123138313,-0.9733692665095819,-0.5146692116982557,0.026927077128035503,False
resampled,gross,9,larger+VIX E1 capped,1.2299602190775192,3.1667378240500526,-0.36635438409940924,1.061494603794011,37.23154097656858,False
resampled,gross,9,larger+VIX GM paper,0.7175899976465097,1.4945832264690173,-0.48829796041510865,0.2837438919566222,3.4865183171429144,False
resampled,gross,9,larger+VIX Equal premium capped,-0.4485163218184694,-0.7460367440657402,-0.9992099237865107,-0.763637249674367,0.0007377261431293873,False
resampled,gross,9,larger+VIX Equal risk capped,-0.23585701176195184,-0.41764903842657275,-0.9963172787558526,-0.6734217218429317,0.0037148088773438716,False
resampled,gross,10,orig E1 capped,0.5304124202502015,1.1379018360505537,-0.7226997747852493,0.13314135384492087,1.868187434974714,False
resampled,gross,10,orig GM paper,0.3031135256761739,0.5566284113261819,-0.8867832956435456,-0.0907099421786054,0.6216017274102192,False
resampled,gross,10,orig Equal premium capped,0.14823672450403705,0.27648078955916133,-0.9561301096673147,-0.39820438906584055,0.07893054107076675,False
resampled,gross,10,orig Equal risk capped,0.16871567710206636,0.31536791467960795,-0.9442442557864641,-0.37068912187328407,0.09870205494771361,False
resampled,gross,10,orig+VIX E1 capped,1.059061248540217,2.692465769829828,-0.529052444110556,0.9100709270612435,25.424210256997696,False
resampled,gross,10,orig+VIX GM paper,0.7379566055734911,1.7103958920874043,-0.6884122291631438,0.36932759328584863,4.814340449975615,False
resampled,gross,10,orig+VIX Equal premium capped,-0.8432697804879974,-1.1461478155776872,-0.9999990875894664,-0.9305335261895773,1.6176191178709648e-06,False
resampled,gross,10,orig+VIX Equal risk capped,-0.8908292030237525,-1.1826238229948152,-0.9999981972383757,-0.9219249439526374,2.9010921461331287e-06,False
resampled,gross,10,larger E1 capped,0.7670591103884994,1.6726087671155814,-0.6889622010092267,0.4038356290578997,5.452319569146847,False
resampled,gross,10,larger GM paper,1.2357453988615972,2.7095990809094017,-0.4411116621097326,0.8411327538680933,21.15560847606233,False
resampled,gross,10,larger Equal premium capped,0.5139022380548086,1.1172256561187333,-0.9628583466778197,-0.09295275368071532,0.6139733858358982,False
resampled,gross,10,larger Equal risk capped,0.6418039521320369,1.4112141417189492,-0.9410245161363981,0.10387339845348142,1.6390656105895032,False
resampled,gross,10,larger+VIX E1 capped,1.4884464908106327,3.9477581439587515,-0.486811114112199,1.6982255431442335,143.0181797879389,False
resampled,gross,10,larger+VIX GM paper,1.3863091467141504,3.76889230418717,-0.39007294916979673,1.0148915385438642,33.20919630228809,False
resampled,gross,10,larger+VIX Equal premium capped,0.1971208863620268,0.38557037806138755,-0.9818399671091194,-0.39492281335208457,0.08110617020887889,False
resampled,gross,10,larger+VIX Equal risk capped,0.38480887228587096,0.7889321743125877,-0.9634193365078548,-0.1888040805856469,0.3512600725915553,False
resampled,gross,11,orig E1 capped,0.8527052245229805,2.478208175125552,-0.6918317702180664,0.5805736261573429,9.864467688385645,False
resampled,gross,11,orig GM paper,0.36179135700072934,0.6768177015343938,-0.8832314817534347,-0.06543925113561755,0.7129148882977826,False
resampled,gross,11,orig Equal premium capped,0.4900919239319185,1.2235140702802472,-0.8841149461961825,0.026066464362229924,1.1373063591677948,False
resampled,gross,11,orig Equal risk capped,0.499892598932744,1.2359946515145006,-0.8769715655376187,0.047010634478342306,1.2582167549377792,False
resampled,gross,11,orig+VIX E1 capped,1.5933972874888789,4.930755547914178,-0.551785843678355,2.06698263849132,271.3667214657789,False
resampled,gross,11,orig+VIX GM paper,0.9216851756801593,2.037019657406957,-0.5673977638434629,0.5690602743830593,9.51038580460866,False
resampled,gross,11,orig+VIX Equal premium capped,-0.5389600663953866,-0.9266451899073879,-0.9999916667053944,-0.8903210608164009,1.5871435426156497e-05,False
resampled,gross,11,orig+VIX Equal risk capped,-0.6341781102371253,-1.0346330198833011,-0.9999901395292977,-0.8873897339897604,1.810881040803187e-05,False
resampled,gross,11,larger E1 capped,0.649111854346221,1.6913473193271598,-0.7989722721963672,0.3037274861700847,3.7664664973075443,False
resampled,gross,11,larger GM paper,0.7654808264588674,1.224942857038618,-0.6964676251553694,0.3086074851704135,3.837487736098401,False
resampled,gross,11,larger Equal premium capped,0.6540701843819064,1.716597864433514,-0.9458896279047353,0.10496269802560998,1.6471687167631648,False
resampled,gross,11,larger Equal risk capped,0.7593033929224576,2.0203577863936957,-0.9307858710830387,0.31659351970689786,3.956020794701833,False
resampled,gross,11,larger+VIX E1 capped,1.7860500031792168,5.780259746170581,-0.46926014631853197,2.6501562874832216,647.9735812409933,False
resampled,gross,11,larger+VIX GM paper,1.2234530421078822,2.6099281323674983,-0.4003793247108093,0.7663034400940221,17.19200678538959,False
resampled,gross,11,larger+VIX Equal premium capped,0.3206867900902689,0.741829855623666,-0.9893602985845167,-0.39681055313963287,0.07984885143179764,False
resampled,gross,11,larger+VIX Equal risk capped,0.49496071980060413,1.209533405969383,-0.9725489165122054,-0.16126118978206705,0.4150818044437155,False
resampled,gross,12,orig E1 capped,0.26817315987564383,0.4730615315578764,-0.9050497960779696,-0.045796691129475375,0.7910511952854883,False
resampled,gross,12,orig GM paper,0.15915080469708132,0.2691911034176693,-0.9505742871825521,-0.19214849712940218,0.34407861882096635,False
resampled,gross,12,orig Equal premium capped,-0.1661162413561468,-0.24390965907427553,-0.9910547963182569,-0.44216939797482224,0.05401466385269771,False
resampled,gross,12,orig Equal risk capped,-0.14044881992135974,-0.20805018751761598,-0.9897181000576949,-0.42485200216637653,0.0629358441154306,False
resampled,gross,12,orig+VIX E1 capped,1.2488367204672648,2.750520719494295,-0.5946532128059766,1.042456757042507,35.54384055327254,False
resampled,gross,12,orig+VIX GM paper,0.8038820999263271,1.7084834069795836,-0.7068027056568364,0.4257425014307368,5.891223248004911,False
resampled,gross,12,orig+VIX Equal premium capped,-1.7737778732566658,-1.7960586059834223,-0.9999998522449288,-0.9536869903914962,2.1306642587977523e-07,False
resampled,gross,12,orig+VIX Equal risk capped,-1.7881092374312653,-1.8050415381396008,-0.9999997982676767,-0.9514658870586634,2.6929945968425646e-07,False
resampled,gross,12,larger E1 capped,0.23052829409502543,0.41693122959137807,-0.7729231652173851,-0.059888644525628365,0.7343388287589937,False
resampled,gross,12,larger GM paper,0.8777429954655079,1.6876957784984574,-0.5662164492532302,0.43289418907346144,6.040468268607969,False
resampled,gross,12,larger Equal premium capped,0.16456344109226015,0.29609123478106386,-0.9684692041200658,-0.34776300077465105,0.11803944428186802,False
resampled,gross,12,larger Equal risk capped,0.3216536559319022,0.5845384469876584,-0.9437739608045818,-0.2178159396583742,0.29278229276377815,False
resampled,gross,12,larger+VIX E1 capped,1.6077990460928269,4.236496421868635,-0.4489977857254899,1.6399907253974826,128.23660321410836,False
