feasible,max_breach,scenario_cvar_loss,worst_stress_return,short_margin_used,collateral_used,gross_nav,breach_base,breach_cap,breach_cvar,breach_stress,breach_margin,breach_collateral,breach_assignment,method,method_status,solver,predicted_annual_vol,breach_volatility,breach_sign,breach_positive_edge,expected_net_return,predictable_cost,net_utility,continuous_l1_distance,integer_contracts,available,selected,config,strategy,return_date,decision_date
True,0.0,0.0495519146773432,-0.0777345549914198,0.0487207994079589,0.1006947994079589,0.059259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2079413030178641,0.0,0.0,0.0,0.0017652039094765,0.0010307589763666,0.0011696420568803,0.0127372779993898,78,True,True,orig,R1.1 25pct EGARCH diagnostic,2018-05-31,2018-04-30
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0719962779993898,0,True,False,orig,R1.1 25pct EGARCH diagnostic,2018-05-31,2018-04-30
True,0.0,0.0744942885300815,-0.1222366756200765,0.251313000869751,0.286297000869751,0.051861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2076245280584556,0.0,0.0,0.0,0.0021522416012461,0.0014358295028893,0.0013350854406403,0.0105405650779714,125,True,True,orig,R1.1 25pct positive-edge deployment,2018-06-29,2018-05-31
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0624015650779714,0,True,False,orig,R1.1 25pct positive-edge deployment,2018-06-29,2018-05-31
True,0.0,0.0840553313486364,-0.1241129993074532,0.2383620011901855,0.2864400011901855,0.064069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2129988678554214,0.0,0.0,0.0,0.0027267098729691,0.0017235123880663,0.0017957602917579,0.0125980684062211,151,True,True,orig,R1.1 25pct EGARCH diagnostic,2018-06-29,2018-05-31
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0766670684062211,0,True,False,orig,R1.1 25pct EGARCH diagnostic,2018-06-29,2018-05-31
True,0.0,0.0842094381113579,-0.109424076095489,0.081376000213623,0.143490000213623,0.074293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2300102281464734,0.0,0.0,0.0,0.00206419082886,0.0013921048450755,0.0012892419647611,0.0066508168493785,102,True,True,orig,R1.1 25pct positive-edge deployment,2018-07-31,2018-06-29
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0809438168493785,0,True,False,orig,R1.1 25pct positive-edge deployment,2018-07-31,2018-06-29
True,0.0,0.0747621678098188,-0.1053775021184476,0.0766380001068115,0.1310910001068115,0.0658739999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2075020856108778,0.0,0.0,0.0,0.0017647033387067,0.0012742585980139,0.0011504046488441,0.0120346577927313,95,True,True,orig,R1.1 25pct EGARCH diagnostic,2018-07-31,2018-06-29
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0779086577927313,0,True,False,orig,R1.1 25pct EGARCH diagnostic,2018-07-31,2018-06-29
True,0.0,0.0726089488650583,-0.090553282686494,0.1499712014770508,0.2025922014770508,0.067184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2161947067729083,0.0,0.0,0.0,0.001817420318527,0.0018135991894693,0.0012472546173551,0.0094125124913393,132,True,True,orig,R1.1 25pct positive-edge deployment,2018-08-31,2018-07-31
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0765965124913393,0,True,False,orig,R1.1 25pct positive-edge deployment,2018-08-31,2018-07-31
