feasible,max_breach,scenario_cvar_loss,worst_stress_return,short_margin_used,collateral_used,gross_nav,breach_base,breach_cap,breach_cvar,breach_stress,breach_margin,breach_collateral,breach_assignment,method,method_status,solver,predicted_annual_vol,breach_volatility,breach_sign,breach_positive_edge,expected_net_return,predictable_cost,net_utility,continuous_l1_distance,integer_contracts,available,selected,config,strategy,return_date,decision_date
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0718758006512236,0,True,False,orig,R1.1 25pct EGARCH diagnostic,2025-05-30,2025-04-30
True,0.0,0.0866655752502972,-0.0692322992966939,0.1706002001953125,0.2012512001953125,0.050893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2185790179325289,0.0,0.0,0.0,0.0014056812282877,0.000942114334502,0.0008587600177365,0.0090943159671109,60,True,True,orig,R1.1 25pct positive-edge deployment,2025-06-30,2025-05-30
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0599873159671109,0,True,False,orig,R1.1 25pct positive-edge deployment,2025-06-30,2025-05-30
True,0.0,0.090507549764632,-0.0602513914446356,0.13175080078125,0.18064680078125,0.06501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2323811642083592,0.0,0.0,0.0,0.0017869461987801,0.001108024798437,0.0011676650355412,0.0060161274951435,76,True,True,orig,R1.1 25pct EGARCH diagnostic,2025-06-30,2025-05-30
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0710261274951435,0,True,False,orig,R1.1 25pct EGARCH diagnostic,2025-06-30,2025-05-30
True,0.0,0.0632292873365348,-0.0894131296041394,0.1021990036010742,0.1427270036010742,0.051854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2279974196205625,0.0,0.0,0.0,0.0021536343071508,0.0009941500789288,0.0013158006990106,0.0059594465113712,84,True,True,orig,R1.1 25pct positive-edge deployment,2025-07-31,2025-06-30
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0578134465113712,0,True,False,orig,R1.1 25pct positive-edge deployment,2025-07-31,2025-06-30
True,0.0,0.0857785811332063,-0.1084683361427331,0.1085186038208008,0.1703226038208007,0.073976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.223050820254267,0.0,0.0,0.0,0.002767659114404,0.0014664495869266,0.0017515992802777,0.0097778424244035,120,True,True,orig,R1.1 25pct EGARCH diagnostic,2025-07-31,2025-06-30
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0837538424244035,0,True,False,orig,R1.1 25pct EGARCH diagnostic,2025-07-31,2025-06-30
True,0.0,0.0483753867795901,-0.0758519735730533,0.0889349975585937,0.1235789975585937,0.041894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2308346604249412,0.0,0.0,0.0,0.0024731801960299,0.0007616056561131,0.0013962642353588,0.0040178902764525,78,True,True,orig,R1.1 25pct positive-edge deployment,2025-08-29,2025-07-31
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0459118902764525,0,True,False,orig,R1.1 25pct positive-edge deployment,2025-08-29,2025-07-31
True,0.0,0.0613496304648513,-0.1108842197414727,0.1280641967773437,0.1777951967773437,0.059007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2356797196568079,0.0,0.0,0.000246,0.0031772683543896,0.0010941209095711,0.0019304090184659,0.0067449514787676,107,True,True,orig,R1.1 25pct EGARCH diagnostic,2025-08-29,2025-07-31
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0657519514787676,0,True,False,orig,R1.1 25pct EGARCH diagnostic,2025-08-29,2025-07-31
True,0.0,0.0636676131061082,-0.1191440197903747,0.0975407958984375,0.1485537958984375,0.063923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2338652050813957,0.0,0.0,0.0,0.0027687784145074,0.0012359473444509,0.0015563478647098,0.0057524307729116,98,True,True,orig,R1.1 25pct positive-edge deployment,2025-09-30,2025-08-29
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0696754307729116,0,True,False,orig,R1.1 25pct positive-edge deployment,2025-09-30,2025-08-29
True,0.0,0.0816591688664828,-0.1271844038051209,0.0975407958984375,0.1651937958984375,0.080563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2295418602086408,0.0,0.0,0.0,0.0034528140283233,0.0015785676244595,0.0020366008189436,0.0110389332181314,127,True,True,orig,R1.1 25pct EGARCH diagnostic,2025-09-30,2025-08-29
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0916019332181314,0,True,False,orig,R1.1 25pct EGARCH diagnostic,2025-09-30,2025-08-29
True,0.0,0.0609803204250867,-0.0803054571178836,0.1375916012573242,0.1739476012573242,0.054108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2146386648003937,0.0,0.0,0.0,0.002491031458946,0.0008928822386864,0.0014704048050109,0.014172873889182,70,True,True,orig,R1.1 25pct positive-edge deployment,2025-10-31,2025-09-30
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068280873889182,0,True,False,orig,R1.1 25pct positive-edge deployment,2025-10-31,2025-09-30
True,0.0,0.0897183243094848,-0.1206126891208476,0.1669668014526367,0.2224858014526367,0.079353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2298478123346043,0.0,0.0,0.0,0.0035557324736986,0.0013017699605174,0.0021786350259614,0.0107689994813333,98,True,True,orig,R1.1 25pct EGARCH diagnostic,2025-10-31,2025-09-30
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0901219994813333,0,True,False,orig,R1.1 25pct EGARCH diagnostic,2025-10-31,2025-09-30
True,0.0,0.0707650859005537,-0.0698594183169363,0.1494912017822265,0.1862432017822266,0.070548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2251966923581572,0.0,0.0,0.0,0.0021755521380819,0.0010549066714812,0.0013086598464284,0.0077290344275789,61,True,True,orig,R1.1 25pct positive-edge deployment,2025-11-28,2025-10-31
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0782770344275789,0,True,False,orig,R1.1 25pct positive-edge deployment,2025-11-28,2025-10-31
True,0.0,0.0876522331154632,-0.0720892279329199,0.1762046041870117,0.2221106041870117,0.077856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2231504557714118,0.0,0.0,0.0,0.0025519631479463,0.0012850431343803,0.0016059338144355,0.0139257036135682,90,True,True,orig,R1.1 25pct EGARCH diagnostic,2025-11-28,2025-10-31
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0917817036135682,0,True,False,orig,R1.1 25pct EGARCH diagnostic,2025-11-28,2025-10-31
True,0.0,0.0654685068231067,-0.0894388455627323,0.1364923999023437,0.1817153999023437,0.068234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2147910859574574,0.0,0.0,0.0,0.0024229739910575,0.0013323454658006,0.0014244306494695,0.0142039434653316,79,True,True,orig,R1.1 25pct positive-edge deployment,2025-12-31,2025-11-28
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0824379434653316,0,True,False,orig,R1.1 25pct positive-edge deployment,2025-12-31,2025-11-28
True,0.0,0.0844030389445346,-0.1142464485183082,0.1541923999023437,0.2168133999023437,0.0876819999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2141960599997418,0.0,0.0,0.0,0.0030088118555285,0.0017333036224329,0.002009387964437,0.0156614762366665,104,True,True,orig,R1.1 25pct EGARCH diagnostic,2025-12-31,2025-11-28
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1033434762366665,0,True,False,orig,R1.1 25pct EGARCH diagnostic,2025-12-31,2025-11-28
True,0.0,0.0595805817764699,-0.1218118463333919,0.1921970007324219,0.2281770007324219,0.059687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2273765081726803,0.0,0.0,0.0,0.0035511911146021,0.0012352200955534,0.0020792517190004,0.0079799084082836,104,True,True,orig,R1.1 25pct positive-edge deployment,2026-01-30,2025-12-31
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0676669084082837,0,True,False,orig,R1.1 25pct positive-edge deployment,2026-01-30,2025-12-31
True,0.0,0.0818643433534931,-0.1505747804930968,0.2233876013183593,0.2733936013183594,0.079093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2336016197164222,0.0,0.0,0.0,0.0045354881364672,0.001627496550573,0.0027879089291683,0.0072314339295536,149,True,True,orig,R1.1 25pct EGARCH diagnostic,2026-01-30,2025-12-31
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0863244339295536,0,True,False,orig,R1.1 25pct EGARCH diagnostic,2026-01-30,2025-12-31
True,0.0,0.0744019728416108,-0.099587503238711,0.2322238049316407,0.2681648049316407,0.072377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2145479099481194,0.0,0.0,0.0,0.0025949276959157,0.0013532994781652,0.001522129588613,0.0130527138389504,75,True,True,orig,R1.1 25pct positive-edge deployment,2026-02-27,2026-01-30
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0854297138389504,0,True,False,orig,R1.1 25pct positive-edge deployment,2026-02-27,2026-01-30
True,0.0,0.084473452086204,-0.1095487763629408,0.2203494049072266,0.2675074049072266,0.081938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2138876777831819,0.0,0.0,0.0,0.0031865926903895,0.0014827855515343,0.0020166356036051,0.0162879192770749,89,True,True,orig,R1.1 25pct EGARCH diagnostic,2026-02-27,2026-01-30
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0982259192770749,0,True,False,orig,R1.1 25pct EGARCH diagnostic,2026-02-27,2026-01-30
True,0.0,0.0769478577779032,-0.1160309380508363,0.1634172021484375,0.2103142021484375,0.077815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.230236188329229,0.0,0.0,0.0,0.0027219331556976,0.0012824451054386,0.0015149533090408,0.0073987541536551,81,True,True,orig,R1.1 25pct positive-edge deployment,2026-03-31,2026-02-27
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0852137541536551,0,True,False,orig,R1.1 25pct positive-edge deployment,2026-03-31,2026-02-27
True,0.0,0.0883044252858794,-0.1192815075773139,0.1504536022949218,0.2098616022949219,0.088321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2184715546954014,0.0,0.0,0.0,0.0031451828884604,0.001329365830969,0.0018742560557129,0.0140356515237356,91,True,True,orig,R1.1 25pct EGARCH diagnostic,2026-03-31,2026-02-27
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1023566515237356,0,True,False,orig,R1.1 25pct EGARCH diagnostic,2026-03-31,2026-02-27
True,0.0,0.0723878713472492,-0.0964173464497633,0.1653409967041015,0.2028389967041015,0.06013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2371080497253517,0.0,0.0,0.0,0.0020782060188847,0.0012074070925089,0.0012320783994321,0.003073909042015,92,True,True,orig,R1.1 25pct positive-edge deployment,2026-04-30,2026-03-31
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063203909042015,0,True,False,orig,R1.1 25pct positive-edge deployment,2026-04-30,2026-03-31
True,0.0,0.0693270917641748,-0.0964568729318708,0.1379891961669921,0.1844441961669921,0.063817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2362195786592499,0.0,0.0,0.0,0.0024757179314116,0.0011793356007475,0.0015482553566954,0.0051467562106567,109,True,True,orig,R1.1 25pct EGARCH diagnostic,2026-04-30,2026-03-31
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689637562106568,0,True,False,orig,R1.1 25pct EGARCH diagnostic,2026-04-30,2026-03-31
True,0.0,0.0851972600109494,-0.1082703251914395,0.0769035993957519,0.1581385993957519,0.092756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2158853697121245,0.0,0.0,0.0,0.0015335399144726,0.0019422802558251,0.0012151965321295,0.0150631537100512,121,True,True,larger,R1.1 25pct positive-edge deployment,2018-02-28,2018-01-31
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1078191537100512,0,True,False,larger,R1.1 25pct positive-edge deployment,2018-02-28,2018-01-31
True,0.0,0.0854831782564179,-0.0951204936580956,0.0718983995819091,0.1551653995819091,0.094716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.219347312558421,0.0,0.0,0.0,0.0016233727164274,0.0019470972984437,0.0013243224526702,0.0157457771527198,110,True,True,larger,R1.1 25pct EGARCH diagnostic,2018-02-28,2018-01-31
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1104617771527198,0,True,False,larger,R1.1 25pct EGARCH diagnostic,2018-02-28,2018-01-31
True,0.0,0.0723123716406703,-0.1178198878114233,0.1072663993835449,0.1515873993835449,0.056156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2088284288252414,0.0,0.0,0.0,0.0018270948620384,0.0014192924727628,0.0012864155188275,0.0130802833856273,87,True,True,larger,R1.1 25pct positive-edge deployment,2018-04-30,2018-02-28
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0692362833856273,0,True,False,larger,R1.1 25pct positive-edge deployment,2018-04-30,2018-02-28
True,0.0,0.0810073375703117,-0.1143190649813008,0.1375153984069824,0.1787213984069824,0.055841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2139371444456045,0.0,0.0,0.0,0.001996284431246,0.0013737479419788,0.0013897386462169,0.014179404560218,61,True,True,larger,R1.1 25pct EGARCH diagnostic,2018-04-30,2018-02-28
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.070020404560218,0,True,False,larger,R1.1 25pct EGARCH diagnostic,2018-04-30,2018-02-28
True,0.0,0.0623434673512688,-0.0989240492084341,0.0544299994659423,0.1177799994659423,0.071081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2089971821502106,0.0,0.0,0.0,0.0019259410814564,0.0013558551887355,0.0012477158523487,0.0148168386082812,123,True,True,larger,R1.1 25pct positive-edge deployment,2018-05-31,2018-04-30
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0858978386082812,0,True,False,larger,R1.1 25pct positive-edge deployment,2018-05-31,2018-04-30
True,0.0,0.054181976966093,-0.0825434875253484,0.0548863996887206,0.1121743996887207,0.0650459999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2016200311069759,0.0,0.0,0.0,0.001728925030935,0.0011864494247087,0.0011434935017488,0.0155858604983415,104,True,True,larger,R1.1 25pct EGARCH diagnostic,2018-05-31,2018-04-30
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0806318604983415,0,True,False,larger,R1.1 25pct EGARCH diagnostic,2018-05-31,2018-04-30
True,0.0,0.0710461865459332,-0.1188789098963391,0.2352887999725341,0.2739087999725342,0.055551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2100341078557663,0.0,0.0,0.001016,0.0020780175391169,0.0015687561149311,0.0013173858035456,0.0141561129187424,151,True,True,larger,R1.1 25pct positive-edge deployment,2018-06-29,2018-05-31
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0697071129187424,0,True,False,larger,R1.1 25pct positive-edge deployment,2018-06-29,2018-05-31
True,0.0,0.0734727693947346,-0.1171957207921638,0.2194326000976562,0.2693986000976562,0.065985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2128957653888623,0.0,0.0,0.001143,0.0024136454933333,0.0018061429990865,0.0015449085157151,0.017423258180509,180,True,True,larger,R1.1 25pct EGARCH diagnostic,2018-06-29,2018-05-31
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083408258180509,0,True,False,larger,R1.1 25pct EGARCH diagnostic,2018-06-29,2018-05-31
True,0.0,0.0616170113627672,-0.1006915803113554,0.0612150008392334,0.1243830008392334,0.0700639999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2044746538922185,0.0,0.0,0.0,0.0017698819816491,0.001310492893186,0.0011866820322324,0.0176559389995742,133,True,True,larger,R1.1 25pct positive-edge deployment,2018-07-31,2018-06-29
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0877199389995742,0,True,False,larger,R1.1 25pct positive-edge deployment,2018-07-31,2018-06-29
True,0.0,0.0616281464374698,-0.0995506741347014,0.0604214007568359,0.1226074007568359,0.0689039999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2099379032386304,0.0,0.0,0.0,0.001719673993416,0.0012897058490224,0.0011067696342272,0.0155856986148869,132,True,True,larger,R1.1 25pct EGARCH diagnostic,2018-07-31,2018-06-29
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0844896986148869,0,True,False,larger,R1.1 25pct EGARCH diagnostic,2018-07-31,2018-06-29
True,0.0,0.0754277853274617,-0.087638576010592,0.1823223979949951,0.2347413979949951,0.06977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2087194246001046,0.0,0.0,0.0,0.0018872771980461,0.0019547512245698,0.0013360039870823,0.013643039788296,167,True,True,larger,R1.1 25pct positive-edge deployment,2018-08-31,2018-07-31
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083413039788296,0,True,False,larger,R1.1 25pct positive-edge deployment,2018-08-31,2018-07-31
True,0.0,0.0751584388371286,-0.0824182331017508,0.1733619984436035,0.2222949984436035,0.066172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2113173094635327,0.0,0.0,0.0,0.0017418118842158,0.0017799972696411,0.0012000024967604,0.0116374373237471,138,True,True,larger,R1.1 25pct EGARCH diagnostic,2018-08-31,2018-07-31
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0778094373237471,0,True,False,larger,R1.1 25pct EGARCH diagnostic,2018-08-31,2018-07-31
True,0.0,0.0695926791144714,-0.1202548935139096,0.0691090016937256,0.1405720016937255,0.078065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2257928104124206,0.0,0.0,0.0,0.0026585623167567,0.001605347421333,0.0016074437057508,0.0092786373588566,168,True,True,larger,R1.1 25pct positive-edge deployment,2018-09-28,2018-08-31
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0873436373588566,0,True,False,larger,R1.1 25pct positive-edge deployment,2018-09-28,2018-08-31
True,0.0,0.081327732036741,-0.1452982317934828,0.0741430017089843,0.1583020017089844,0.091811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2283082260639467,0.0,0.0,0.0002319999999999,0.0032165730055209,0.0018255872680934,0.0019878432110298,0.009716554627238,176,True,True,larger,R1.1 25pct EGARCH diagnostic,2018-09-28,2018-08-31
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101527554627238,0,True,False,larger,R1.1 25pct EGARCH diagnostic,2018-09-28,2018-08-31
True,0.0,0.0708561486983292,-0.096051376681451,0.1593679992675781,0.2126469992675781,0.071635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2107645639232432,0.0,0.0,0.0,0.0022485736636276,0.0017462245995934,0.0015067174512776,0.0191425275724971,191,True,True,larger,R1.1 25pct positive-edge deployment,2018-10-31,2018-09-28
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0907775275724971,0,True,False,larger,R1.1 25pct positive-edge deployment,2018-10-31,2018-09-28
True,0.0,0.0709682863711355,-0.0912959936340862,0.1476003994750976,0.2042343994750976,0.0743279999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2128621790616717,0.0,0.0,0.0,0.0024032012991772,0.0017977597500494,0.0017057138055472,0.0204045021069501,196,True,True,larger,R1.1 25pct EGARCH diagnostic,2018-10-31,2018-09-28
True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash_abstention,available_if_direct_conversion_infeasible,deterministic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0947325021069501,0,True,False,larger,R1.1 25pct EGARCH diagnostic,2018-10-31,2018-09-28
True,0.0,0.0822901011161704,-0.0799814416748243,0.0571589993286132,0.1195469993286132,0.074303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truncate_toward_cash,evaluated,deterministic,0.2055768873574756,0.0,0.0,0.0,0.0008690945094275,0.0014626569820278,0.0006647162970844,0.0135567868174162,66,True,True,larger,R1.1 25pct positive-edge deployment,2018-11-30,2018-10-31
