train_end,n_obs,valid,fallback,variance_ratio,forecast_variance,baseline_variance,failure_reason,raw_variance_ratio,realized_variance,underlying,decision_date,config
2018-05-31,756,True,False,0.6437470291344195,0.0028460020510335,0.004420994462468,,0.6437470291344195,0.0015206404266272,AAPL,2018-05-31,orig
2018-05-31,756,True,False,0.5,0.0018346841182786,0.0062760880887322,,0.2923292491022494,0.0033289670175261,AMZN,2018-05-31,orig
2018-05-31,756,True,False,0.938187169701576,0.0042357920452848,0.0045148688684713,,0.938187169701576,0.0032973951800121,GOOGL,2018-05-31,orig
2018-05-31,756,True,False,2.0,0.0107087157924864,0.0039869639010165,,2.6859324685021497,0.0020733359944361,JPM,2018-05-31,orig
2018-05-31,756,True,False,0.6049654788041543,0.0034314879428025,0.0056722045522094,,0.6049654788041543,0.0031988473780091,META,2018-05-31,orig
2018-05-31,756,True,False,0.5137309929863141,0.0021114044946971,0.0041099418246571,,0.5137309929863141,0.0021330896029699,MSFT,2018-05-31,orig
2018-05-31,756,True,False,0.6105232672126325,0.0090937823577303,0.014895062720948,,0.6105232672126325,0.0069232578638188,NVDA,2018-05-31,orig
2018-05-31,756,True,False,1.0919393388774852,0.0140889566160826,0.0129026916738489,,1.0919393388774852,0.0245477985738749,TSLA,2018-05-31,orig
2018-06-29,756,True,False,0.837667786598335,0.0037116110352962,0.0044308866768873,,0.837667786598335,0.0019042087291808,AAPL,2018-06-29,orig
2018-06-29,756,True,False,1.1715675733710618,0.0073599849122907,0.0062821685061777,,1.1715675733710618,0.0036371141675567,AMZN,2018-06-29,orig
2018-06-29,756,True,False,1.0063510354164409,0.0045842257393734,0.0045552949001303,,1.0063510354164409,0.0053086148050965,GOOGL,2018-06-29,orig
2018-06-29,756,True,False,1.2311193525985755,0.0049067395686182,0.003985592102229,,1.2311193525985755,0.0042164496031394,JPM,2018-06-29,orig
2018-06-29,756,True,False,0.8891410558375183,0.0050094604343351,0.0056340446787901,,0.8891410558375183,0.0402271771987912,META,2018-06-29,orig
2018-06-29,756,True,False,1.1495104537226009,0.0047234939080192,0.0041091352346753,,1.1495104537226009,0.0038295810048169,MSFT,2018-06-29,orig
2018-06-29,756,True,False,1.2601000869346513,0.0188136535815376,0.0149302851230684,,1.2601000869346513,0.0051396624925765,NVDA,2018-06-29,orig
2018-06-29,756,True,False,1.1453174356214428,0.0153999188367276,0.0134459830591609,,1.1453174356214428,0.0153043906822794,TSLA,2018-06-29,orig
2018-07-31,756,True,False,0.7598647713214494,0.0032979565835739,0.0043401888178584,,0.7598647713214494,0.0056989711169839,AAPL,2018-07-31,orig
2018-07-31,756,True,False,1.3412205678701508,0.008076159077296,0.0060214995734228,,1.3412205678701508,0.0030799810148486,AMZN,2018-07-31,orig
2018-07-31,756,True,False,1.414965884663437,0.0054293283667134,0.003837073688886,,1.414965884663437,0.0017425381203993,GOOGL,2018-07-31,orig
2018-07-31,756,True,False,1.043990924096585,0.0042195727778372,0.0040417715139512,,1.043990924096585,0.0011509976873611,JPM,2018-07-31,orig
2018-07-31,756,True,False,2.0,0.0815125707455665,0.0065630758039967,,12.419873422142713,0.0047362702868232,META,2018-07-31,orig
2018-07-31,756,True,False,1.6201379773057851,0.0066787684695394,0.0041223454811212,,1.6201379773057851,0.0015126132721403,MSFT,2018-07-31,orig
2018-07-31,756,True,False,1.029316362960938,0.0154062835426997,0.0149674911398299,,1.029316362960938,0.0067914343207502,NVDA,2018-07-31,orig
2018-07-31,756,True,False,1.2781210580301077,0.0171752798290592,0.0134379131938647,,1.2781210580301077,0.0542646288314125,TSLA,2018-07-31,orig
2018-08-31,756,True,False,0.5,0.0014488066514058,0.0040073245825359,,0.3615396311343973,0.0038353305384597,AAPL,2018-08-31,orig
2018-08-31,756,True,False,0.5,0.0022917535871328,0.005664640528913,,0.4045717597498786,0.0046319211199528,AMZN,2018-08-31,orig
2018-08-31,756,True,False,1.1978610519948192,0.0041692493533455,0.003480578441383,,1.1978610519948192,0.0021764223904537,GOOGL,2018-08-31,orig
2018-08-31,756,True,False,0.703573579454656,0.002662888046206,0.0037848039266483,,0.703573579454656,0.0018032262809918,JPM,2018-08-31,orig
2018-08-31,756,True,False,1.1651996416414463,0.0073723960440282,0.0063271526874506,,1.1651996416414463,0.005581795851298,META,2018-08-31,orig
2018-08-31,756,True,False,0.511477984922447,0.0019460921071394,0.0038048404125047,,0.511477984922447,0.0023313037915492,MSFT,2018-08-31,orig
2018-08-31,756,True,False,0.5942102339685722,0.0085026085523092,0.0143090914061217,,0.5942102339685722,0.0063698814868718,NVDA,2018-08-31,orig
2018-08-31,756,True,False,1.3838757755314086,0.0195200463401617,0.0141053457870277,,1.3838757755314086,0.0709834657405432,TSLA,2018-08-31,orig
2018-09-28,756,True,False,0.98583993959003,0.0038722574188411,0.0039278763857461,,0.98583993959003,0.0086702121234573,AAPL,2018-09-28,orig
2018-09-28,756,True,False,0.8080646959659792,0.0045366971921314,0.0056142747168383,,0.8080646959659792,0.0284725663961946,AMZN,2018-09-28,orig
2018-09-28,756,True,False,0.9248690072930882,0.0031717411976165,0.0034293950522784,,0.9248690072930882,0.0127876804504372,GOOGL,2018-09-28,orig
2018-09-28,756,True,False,1.3871622033405766,0.0051356773343995,0.0037022904185478,,1.3871622033405766,0.0041298448961017,JPM,2018-09-28,orig
2018-09-28,756,True,False,1.1922689283112928,0.0075270632203786,0.0063132260194349,,1.1922689283112928,0.0113518312323223,META,2018-09-28,orig
2018-09-28,756,True,False,0.6039976738517843,0.0022606994950272,0.0037428943734343,,0.6039976738517843,0.0143160522537746,MSFT,2018-09-28,orig
2018-09-28,756,True,False,0.8243940273255689,0.0117989214680882,0.0143122355051083,,0.8243940273255689,0.0386269319442007,NVDA,2018-09-28,orig
2018-09-28,756,True,False,1.9059992919090736,0.0286964442874149,0.0150558525437185,,1.9059992919090736,0.0774908475327245,TSLA,2018-09-28,orig
2018-10-31,756,True,False,2.0,0.008431685230608,0.0040283045471595,,2.0931101737462736,0.0173194854952401,AAPL,2018-10-31,orig
2018-10-31,756,True,False,2.0,0.0344988831160987,0.0062296617192838,,5.537842128619597,0.0200561145411669,AMZN,2018-10-31,orig
2018-10-31,756,True,False,2.0,0.014286484629836,0.0036453802236133,,3.919065708782286,0.0072925231400719,GOOGL,2018-10-31,orig
2018-10-31,756,True,False,1.502165882062332,0.0055945645841788,0.0037243320800882,,1.502165882062332,0.0036712880221782,JPM,2018-10-31,orig
2018-10-31,756,True,False,1.9575871572357,0.0128026378008708,0.0065400090890203,,1.9575871572357,0.0091297614416349,META,2018-10-31,orig
2018-10-31,756,True,False,2.0,0.0137659863504299,0.0038040541289284,,3.618767210945959,0.0084233554570012,MSFT,2018-10-31,orig
2018-10-31,756,True,False,2.0,0.035222071352785,0.0155120441884087,,2.270627321904131,0.0706821229223602,NVDA,2018-10-31,orig
2018-10-31,756,True,False,1.7505338631412326,0.0294348102708054,0.016814761993799,,1.7505338631412326,0.0128682071852201,TSLA,2018-10-31,orig
2018-11-30,756,True,False,2.0,0.0115374105255162,0.0044007990387018,,2.6216626626330832,0.0248445168327224,AAPL,2018-11-30,orig
2018-11-30,756,True,False,1.256267220572291,0.0083414280654111,0.0066398517200912,,1.256267220572291,0.0283564607810875,AMZN,2018-11-30,orig
2018-11-30,756,True,False,1.6131581410191629,0.0060666725977774,0.0037607426349066,,1.6131581410191629,0.011260444681459,GOOGL,2018-11-30,orig
2018-11-30,756,True,False,1.0920137005863126,0.0040834689519473,0.0037393935165418,,1.0920137005863126,0.0074761823732575,JPM,2018-11-30,orig
2018-11-30,756,True,False,1.6786518932914831,0.0110997831577845,0.0066123198038517,,1.6786518932914831,0.0220399693082317,META,2018-11-30,orig
2018-11-30,756,True,False,1.6906560456445558,0.0067209666669428,0.0039753601474748,,1.6906560456445558,0.0150633566695628,MSFT,2018-11-30,orig
2018-11-30,756,True,False,1.2085827255480792,0.020415493385589,0.0168920943134702,,1.2085827255480792,0.0274837041550767,NVDA,2018-11-30,orig
2018-11-30,756,True,False,1.1792964423765195,0.0194532316093297,0.0164956247727904,,1.1792964423765195,0.0356516596931858,TSLA,2018-11-30,orig
2018-12-31,756,True,False,2.0,0.0128965175113226,0.0046818399668821,,2.7545831558849505,0.0199717138962278,AAPL,2018-12-31,orig
2018-12-31,756,True,False,2.0,0.0185944702114434,0.0072730872928368,,2.5566130946560772,0.0127002911046573,AMZN,2018-12-31,orig
2018-12-31,756,True,False,2.0,0.0082699335122791,0.003973698169911,,2.081168009915644,0.0079142082530752,GOOGL,2018-12-31,orig
2018-12-31,756,True,False,1.5698666345635126,0.0059278398281801,0.0037760149159602,,1.5698666345635126,0.003091570057901,JPM,2018-12-31,orig
2018-12-31,756,True,False,2.0,0.0156592185274448,0.0070569515546559,,2.2189777563533535,0.0219882371942021,META,2018-12-31,orig
2018-12-31,756,True,False,2.0,0.0147063438726727,0.0042486966772878,,3.461377685841401,0.0078807078804608,MSFT,2018-12-31,orig
2018-12-31,756,True,False,1.0812430000097657,0.0188579975150856,0.0174410354702091,,1.0812430000097657,0.0462291858223296,NVDA,2018-12-31,orig
2018-12-31,756,True,False,1.6807260685815044,0.0287215249620439,0.0170887603274246,,1.6807260685815044,0.0351479706916324,TSLA,2018-12-31,orig
2019-01-31,756,True,False,1.3363484516974906,0.0064547852625693,0.0048301663045818,,1.3363484516974906,0.0021134018453454,AAPL,2019-01-31,orig
2019-01-31,756,True,False,1.6565891144089508,0.011350391569019,0.006851663741053,,1.6565891144089508,0.0056924717496703,AMZN,2019-01-31,orig
2019-01-31,756,True,False,1.470400921321021,0.0058340179418227,0.0039676375723305,,1.470400921321021,0.0028513631474851,GOOGL,2019-01-31,orig
2019-01-31,756,True,False,0.6882693882280955,0.0024709092429504,0.0035900321664917,,0.6882693882280955,0.0019222624913204,JPM,2019-01-31,orig
2019-01-31,756,True,False,1.235543208553359,0.0082649925593174,0.0066893593863014,,1.235543208553359,0.0032821019250075,META,2019-01-31,orig
2019-01-31,756,True,False,2.0,0.0095423532200641,0.0041743343242089,,2.285958066349272,0.0027225070901818,MSFT,2019-01-31,orig
2019-01-31,756,True,False,2.0,0.0662219499601696,0.0183558934930466,,3.607666931890572,0.0059814863660631,NVDA,2019-01-31,orig
2019-01-31,756,True,False,1.420037306981967,0.0251526103924564,0.0177126405544329,,1.420037306981967,0.0157710064210232,TSLA,2019-01-31,orig
2019-02-28,756,True,False,0.623464263502237,0.0029737872483296,0.0047697797972008,,0.623464263502237,0.0043572428412812,AAPL,2019-02-28,orig
2019-02-28,756,True,False,0.5,0.0022451699966227,0.006606485061811,,0.3398433471984977,0.0048478915146997,AMZN,2019-02-28,orig
2019-02-28,756,True,False,0.8351349886868015,0.003238693875367,0.0038780483625284,,0.8351349886868015,0.0030424286579683,GOOGL,2019-02-28,orig
2019-02-28,756,True,False,0.8994625152992731,0.0029292680580156,0.003256687197288,,0.8994625152992731,0.0024815605351875,JPM,2019-02-28,orig
2019-02-28,756,True,False,0.9971729478975994,0.006468223706133,0.0064865615536105,,0.9971729478975994,0.0054520231655019,META,2019-02-28,orig
2019-02-28,756,True,False,0.5219719624618963,0.0021341795112159,0.0040886861071042,,0.5219719624618963,0.002514665297243,MSFT,2019-02-28,orig
2019-02-28,756,True,False,0.6721084117895153,0.0120673070976531,0.0179544056970265,,0.6721084117895153,0.0156233262558404,NVDA,2019-02-28,orig
2019-02-28,756,True,False,0.8107094683125243,0.0136311619681699,0.0168138679773197,,0.8107094683125243,0.0172283496757703,TSLA,2019-02-28,orig
2019-04-30,756,True,False,0.8623835458492685,0.0040123123629121,0.0046525845515301,,0.8623835458492685,0.0099588588450386,AAPL,2019-04-30,orig
2019-04-30,756,True,False,0.5252907243176183,0.0034340101520397,0.0065373515903991,,0.5252907243176183,0.004715249571578,AMZN,2019-04-30,orig
2019-04-30,756,True,False,2.0,0.0112277185417304,0.0039367928536809,,2.8519962718466436,0.0048054928834894,GOOGL,2019-04-30,orig
2019-04-30,756,True,False,0.6392465005538248,0.0020436861289069,0.0031970235693685,,0.6392465005538248,0.0023107145084595,JPM,2019-04-30,orig
2019-04-30,756,True,False,0.5431963554918543,0.0035867042584076,0.006602960830177,,0.5431963554918543,0.0045307919237281,META,2019-04-30,orig
2019-04-30,756,True,False,0.5,0.0010972625469182,0.0038889857389157,,0.2821461996988931,0.0039210628884746,MSFT,2019-04-30,orig
2019-04-30,756,True,False,0.9399025172933538,0.017245677688473,0.0183483684437143,,0.9399025172933538,0.0112022795376736,NVDA,2019-04-30,orig
2019-04-30,756,True,False,1.346163400318671,0.0231518618330086,0.0171984038694916,,1.346163400318671,0.0202700673088928,TSLA,2019-04-30,orig
2019-05-31,756,True,False,2.0,0.0105891645408481,0.0048164983887576,,2.198519273994699,0.004777076465852,AAPL,2019-05-31,orig
2019-05-31,756,True,False,1.2611784411065974,0.0079569552822387,0.0063091431179691,,1.2611784411065974,0.0055346761945474,AMZN,2019-05-31,orig
2019-05-31,756,True,False,1.9475425567797435,0.0078080102909596,0.0040091602947409,,1.9475425567797435,0.0062098130587537,GOOGL,2019-05-31,orig
2019-05-31,756,True,False,1.56983526846961,0.0049806412453196,0.0031727158545591,,1.56983526846961,0.0029287866265025,JPM,2019-05-31,orig
2019-05-31,756,True,False,1.152598218478509,0.0075792023713092,0.0065757540223463,,1.152598218478509,0.0112780418851839,META,2019-05-31,orig
2019-05-31,756,True,False,1.488683638764824,0.0058110387065738,0.0039034745564849,,1.488683638764824,0.0050242281186668,MSFT,2019-05-31,orig
2019-05-31,756,True,False,1.2452212538067935,0.0223522314295633,0.0179504095045196,,1.2452212538067935,0.0146022754895877,NVDA,2019-05-31,orig
2019-05-31,756,True,False,1.5355902713569871,0.0268057719473607,0.0174563309284792,,1.5355902713569871,0.0184456711590506,TSLA,2019-05-31,orig
2019-06-28,756,True,False,0.8542568540030241,0.0041537846054726,0.0048624539399456,,0.8542568540030241,0.0023601657322476,AAPL,2019-06-28,orig
2019-06-28,756,True,False,0.566669991663413,0.0036142509197606,0.0063780524342772,,0.566669991663413,0.002046159447715,AMZN,2019-06-28,orig
2019-06-28,756,True,False,1.361635202497276,0.0055537730115035,0.004078752518529,,1.361635202497276,0.0108183522560323,GOOGL,2019-06-28,orig
2019-06-28,756,True,False,1.0035059663732793,0.0030346011584288,0.0030239991192041,,1.0035059663732793,0.0016615298465991,JPM,2019-06-28,orig
2019-06-28,756,True,False,0.9201902156017648,0.0062596319128311,0.0068025412645119,,0.9201902156017648,0.0028780418649065,META,2019-06-28,orig
2019-06-28,756,True,False,1.0905243152795985,0.0042488699171484,0.0038961716466258,,1.0905243152795985,0.0010444362079648,MSFT,2019-06-28,orig
2019-06-28,756,True,False,0.6235094917546344,0.0113084121337111,0.0181367120841863,,0.6235094917546344,0.0057617126960187,NVDA,2019-06-28,orig
2019-06-28,756,True,False,1.0578747682286804,0.0184363333023395,0.0174277087005388,,1.0578747682286804,0.0277958230653267,TSLA,2019-06-28,orig
2019-07-31,756,True,False,0.6265039281664131,0.0029919720098358,0.0047756636077166,,0.6265039281664131,0.011441580536248,AAPL,2019-07-31,orig
2019-07-31,756,True,False,1.260586244886856,0.0080556884634256,0.0063904302431513,,1.260586244886856,0.0058450803070115,AMZN,2019-07-31,orig
2019-07-31,756,True,False,1.0971084421933075,0.0047506789126448,0.0043301817121628,,1.0971084421933075,0.0059421703038376,GOOGL,2019-07-31,orig
2019-07-31,756,True,False,0.8439396955792806,0.0024932929631208,0.0029543496723536,,0.8439396955792806,0.0070689399375011,JPM,2019-07-31,orig
2019-07-31,756,True,False,0.9411355359161858,0.0063965497737227,0.0067966297410029,,0.9411355359161858,0.0075936744240701,META,2019-07-31,orig
2019-07-31,756,True,False,1.5073437335371818,0.0057553968562854,0.003818237823419,,1.5073437335371818,0.006790218577253,MSFT,2019-07-31,orig
2019-07-31,756,True,False,1.1749717532759103,0.0213668026246045,0.0181849500339325,,1.1749717532759103,0.0254468998146069,NVDA,2019-07-31,orig
2019-07-31,756,True,False,1.085639717175839,0.0195297893542104,0.0179891994049506,,1.085639717175839,0.0139529438923621,TSLA,2019-07-31,orig
2019-08-30,756,True,False,1.5059153648166093,0.0076156075708314,0.0050571285403937,,1.5059153648166093,0.0037349017428959,AAPL,2019-08-30,orig
2019-08-30,756,True,False,0.8423761877119922,0.0055044026095939,0.0065343758404954,,0.8423761877119922,0.0025970722117465,AMZN,2019-08-30,orig
2019-08-30,756,True,False,1.2779013830333907,0.0056922072950774,0.0044543400380126,,1.2779013830333907,0.0025862454657182,GOOGL,2019-08-30,orig
2019-08-30,756,True,False,1.4099785379800065,0.0043991738118524,0.0031200289177131,,1.4099785379800065,0.0028827998301369,JPM,2019-08-30,orig
2019-08-30,756,True,False,1.1376890633479706,0.0079442476296473,0.0069827933532815,,1.1376890633479706,0.004281732238992,META,2019-08-30,orig
2019-08-30,756,True,False,1.250957464614963,0.00499554699374,0.0039933787798913,,1.250957464614963,0.0024953113536081,MSFT,2019-08-30,orig
2019-08-30,756,True,False,0.7931159152054356,0.0148596988974199,0.0187358475760393,,0.7931159152054356,0.0096050348799526,NVDA,2019-08-30,orig
2019-08-30,756,True,False,1.044411703772382,0.0191146128609718,0.0183017987944126,,1.044411703772382,0.016243681693097,TSLA,2019-08-30,orig
2019-09-30,756,True,False,0.8430819680650282,0.0042228884784716,0.0050088705943546,,0.8430819680650282,0.0039954460773575,AAPL,2019-09-30,orig
2019-09-30,756,True,False,0.9915650963468472,0.0064677486880245,0.0065227676043188,,0.9915650963468472,0.0021207982586142,AMZN,2019-09-30,orig
2019-09-30,756,True,False,0.9126794554550912,0.0040818000892646,0.0044723260339297,,0.9126794554550912,0.0030939054446427,GOOGL,2019-09-30,orig
2019-09-30,756,True,False,0.8753344106754346,0.0027615052930197,0.0031548003361239,,0.8753344106754346,0.0040779707800012,JPM,2019-09-30,orig
2019-09-30,756,True,False,1.245142798674141,0.0087599612359306,0.0070353065088265,,1.245142798674141,0.0059049821990211,META,2019-09-30,orig
2019-09-30,756,True,False,0.9983332553840406,0.0039959738229232,0.004002645210277,,0.9983332553840406,0.0034182981941378,MSFT,2019-09-30,orig
2019-09-30,756,True,False,0.9148538587543312,0.0171758189718723,0.018774385446938,,0.9148538587543312,0.0110131842498238,NVDA,2019-09-30,orig
2019-09-30,756,True,False,0.93028739473162,0.017262374611402,0.0185559588457952,,0.93028739473162,0.0469822875622227,TSLA,2019-09-30,orig
2019-10-31,756,True,False,0.7068307861049905,0.0035920416109359,0.0050818975086384,,0.7068307861049905,0.0021535495059943,AAPL,2019-10-31,orig
2019-10-31,756,True,False,0.5489912823692532,0.0035416635252974,0.0064512199720419,,0.5489912823692532,0.0014375919276498,AMZN,2019-10-31,orig
2019-10-31,756,True,False,0.7261197957818252,0.0032821233014061,0.004520085143626,,0.7261197957818252,0.0014936325275379,GOOGL,2019-10-31,orig
2019-10-31,756,True,False,0.6938710732558585,0.0022459811859352,0.0032368854568275,,0.6938710732558585,0.0009900553555189,JPM,2019-10-31,orig
2019-10-31,756,True,False,0.8291541311631895,0.0059438917821053,0.007168621078649,,0.8291541311631895,0.001937912127446,META,2019-10-31,orig
2019-10-31,756,True,False,1.002046622736024,0.0040281762202528,0.0040199489014335,,1.002046622736024,0.0007972605140935,MSFT,2019-10-31,orig
2019-10-31,756,True,False,0.6393826878793821,0.0121113802593771,0.0189423024566814,,0.6393826878793821,0.0088119556099561,NVDA,2019-10-31,orig
2019-10-31,756,True,False,0.6805922674602006,0.0133420741777201,0.0196036229261162,,0.6805922674602006,0.0087686219426096,TSLA,2019-10-31,orig
2019-11-29,756,True,False,0.5470284505022583,0.0027536148712279,0.0050337690273691,,0.5470284505022583,0.0026695086617075,AAPL,2019-11-29,orig
2019-11-29,756,True,False,0.5424049549858203,0.0034000093644239,0.0062683965792916,,0.5424049549858203,0.0028267635969536,AMZN,2019-11-29,orig
2019-11-29,756,True,False,0.5863773044279059,0.002594859291467,0.0044252382755481,,0.5863773044279059,0.0011613408345585,GOOGL,2019-11-29,orig
2019-11-29,756,True,False,0.5,0.0014876629489746,0.0030575075587389,,0.4865606774127365,0.0019781983018969,JPM,2019-11-29,orig
2019-11-29,756,True,False,2.0,736503.4022848615,0.0069878266447617,,105398064.3376378,0.0028326867576825,META,2019-11-29,orig
2019-11-29,756,True,False,0.5,0.0013822422959567,0.0039590414284009,,0.3491355978346015,0.0009216993443271,MSFT,2019-11-29,orig
2019-11-29,756,True,False,0.7232287265210842,0.0118210039780711,0.0163447655556122,,0.7232287265210842,0.0047196680610808,NVDA,2019-11-29,orig
2019-11-29,756,True,False,0.8359601232011931,0.0163961145832574,0.0196135128078488,,0.8359601232011931,0.0113673272347577,TSLA,2019-11-29,orig
2019-12-31,756,True,False,0.5,0.0018626151480954,0.0050701356277727,,0.3673698861017735,0.0065136931610331,AAPL,2019-12-31,orig
2019-12-31,756,True,False,0.5,0.0031333362336552,0.0062826200930295,,0.4987308140964429,0.0079478912353263,AMZN,2019-12-31,orig
2019-12-31,756,True,False,0.5,0.0021750920031307,0.0044057102447457,,0.4936983783090861,0.0031526537076163,GOOGL,2019-12-31,orig
2019-12-31,756,True,False,0.5,0.0014902628221092,0.0030564346291458,,0.4875821023287353,0.0034293607980229,JPM,2019-12-31,orig
2019-12-31,756,True,False,0.7892983129819356,0.0055149074418207,0.0069871015193047,,0.7892983129819356,0.0079861832790932,META,2019-12-31,orig
2019-12-31,756,True,False,0.5,0.0014263961864653,0.0039175316815318,,0.3641058458288252,0.003717804027685,MSFT,2019-12-31,orig
2019-12-31,756,True,False,0.5809790941422677,0.0092178098223284,0.0158659922797002,,0.5809790941422677,0.0071239750348477,NVDA,2019-12-31,orig
2019-12-31,756,True,False,0.6434019000300529,0.0126558860275045,0.0196702652368813,,0.6434019000300529,0.0369821017480545,TSLA,2019-12-31,orig
2020-01-31,756,True,False,2.0,0.0120455681453605,0.0052310708544438,,2.3026964230713425,0.020995773327941,AAPL,2020-01-31,orig
2020-01-31,756,True,False,1.1481798258039375,0.0073747512608224,0.0064229932412013,,1.1481798258039375,0.0088065080678516,AMZN,2020-01-31,orig
2020-01-31,756,True,False,0.7872243622149815,0.0034855832836114,0.0044276872654247,,0.7872243622149815,0.0114165646866896,GOOGL,2020-01-31,orig
2020-01-31,756,True,False,1.6708551856932166,0.0051547205039616,0.0030850791547341,,1.6708551856932166,0.0110196182396831,JPM,2020-01-31,orig
2020-01-31,756,True,False,2.0,1.550927719519659e+21,0.0071390110904604,,2.1724685672391024e+23,0.010420547081107,META,2020-01-31,orig
2020-01-31,756,True,False,1.240254609861433,0.0049355251873471,0.003979445146266,,1.240254609861433,0.0193135515061048,MSFT,2020-01-31,orig
2020-01-31,756,True,False,1.2803547528236363,0.02019310736175,0.0157714940466437,,1.2803547528236363,0.0332502447459207,NVDA,2020-01-31,orig
2020-01-31,756,True,False,0.8753353950417064,0.0179450791002728,0.0205008036941289,,0.8753353950417064,0.1395354968839686,TSLA,2020-01-31,orig
2020-02-28,756,True,False,2.0,0.0233865996000161,0.0054421692213941,,4.297293716645031,0.0888282082497007,AAPL,2020-02-28,orig
2020-02-28,756,True,False,2.0,0.0166548152567144,0.0065601450867899,,2.538787639049611,0.0356900468126001,AMZN,2020-02-28,orig
2020-02-28,756,True,False,2.0,0.0129625882105959,0.0046715619720665,,2.7747867390190817,0.0600391861046061,GOOGL,2020-02-28,orig
2020-02-28,756,True,False,2.0,0.0174230206169481,0.0032339566169655,,5.387524534357015,0.142056375552701,JPM,2020-02-28,orig
2020-02-28,756,True,False,2.0,0.0436466152365997,0.0072935602723892,,5.984267436827796,0.0727965952294786,META,2020-02-28,orig
2020-02-28,756,True,False,2.0,0.0270991698295487,0.0043103099127097,,6.287058327207919,0.100984827545008,MSFT,2020-02-28,orig
2020-02-28,756,True,False,2.0,0.0441197631926755,0.0161440622294722,,2.7328786624800943,0.139520585608406,NVDA,2020-02-28,orig
2020-02-28,756,True,False,2.0,0.061240690676017,0.0236862754402005,,2.585492633935972,0.1795894108388379,TSLA,2020-02-28,orig
2020-03-31,756,True,False,2.0,0.0243356965391597,0.0078758306448782,,3.08992125865297,0.0198230911932604,AAPL,2020-03-31,orig
