config,strategy,participation,aum,mode,solver_status,capacity_infeasible,sum_of_caps,n_binding,deployed_gross,gross_sharpe,net_sharpe,gross_ann_ret,net_ann_ret,mean_monthly_capacity_cost,max_capacity_ratio,mean_capacity_ratio,capacity_penalized_share,spread_proxy_fill
orig+VIX,GM X=inf,inf,5000000.0,uncapped,optimal,False,,,0.999999895343944,1.3743892124363595,-1.4251752110323714,1.2463291387634756,-172.7055012729187,14.470492257871332,938.7784845363534,9.4030514347553,0.4566062176165803,True
orig+VIX,GM X=0.02,0.02,5000000.0,hard,infeasible,True,0.088836486,54.0,0.0,,,0.0,0.0,0.0,,,0.0,True
orig+VIX,GM X=0.02,0.02,5000000.0,relaxed,optimal,True,0.088836486,54.0,0.0022498834160685727,1.671064064179595,1.1848436472178547,0.0028385094180506444,0.002011935841890608,8.873996941615305e-10,1.80922724656333,0.02047128964191798,0.0006476683937823834,True
orig+VIX,Equal premium capped X=0.02,0.02,5000000.0,relaxed,reference,True,0.088836486,54.0,0.0843946617,-0.6831614631406572,-0.8977746467839179,-0.08651202879063033,-0.11363995586306208,0.00010396376529428509,13.055065597667637,0.345171704224394,0.06930051813471502,True
orig+VIX,Equal risk capped X=0.02,0.02,5000000.0,relaxed,reference,True,0.088836486,54.0,0.08439466170000001,-0.7953703163315913,-1.027051131851916,-0.09430566537864993,-0.12174411281709221,0.00011197374894684784,13.055065597667637,0.34391270519525813,0.06735751295336788,True
orig+VIX,GM X=0.05,0.05,5000000.0,hard,infeasible,True,0.21862048500000003,54.0,0.0,,,0.0,0.0,0.0,,,0.0,True
orig+VIX,GM X=0.05,0.05,5000000.0,relaxed,optimal,True,0.21862048500000003,54.0,0.005905069534177785,1.6709232242638585,1.184569495341908,0.007451334387991394,0.0052804351665271644,1.0569749154715273e-07,4.755318783708795,0.05368837412121049,0.005829015544041451,True
orig+VIX,Equal premium capped X=0.05,0.05,5000000.0,relaxed,reference,True,0.21862048500000003,54.0,0.20768946074999997,-0.7090064279845082,-0.9924079712922097,-0.22135944661935977,-0.31088238106117705,0.0021200040910637273,32.637663994169095,0.8281296943269698,0.20693005181347152,True
orig+VIX,Equal risk capped X=0.05,0.05,5000000.0,relaxed,reference,True,0.21862048500000003,54.0,0.20768946075000005,-0.8239645162660537,-1.1336722413679883,-0.24092115145191528,-0.3328529553952777,0.002275325903383077,32.637663994169095,0.8249885458295878,0.20207253886010362,True
orig+VIX,GM X=0.10,0.10,5000000.0,hard,infeasible,True,0.43724097000000006,54.0,0.0,,,0.0,0.0,0.0,,,0.0,True
orig+VIX,GM X=0.10,0.10,5000000.0,relaxed,optimal,True,0.43724097000000006,54.0,0.010891919668881962,1.670924300499086,1.1831503596567507,0.01374428295827505,0.00972567292099719,1.3953109384397118e-06,8.773195433440332,0.09900554326971311,0.017810880829015545,True
orig+VIX,Equal premium capped X=0.10,0.10,5000000.0,relaxed,reference,True,0.43724097000000006,54.0,0.41537892149999994,-0.7090064279845082,-1.2392497443923263,-0.44271889323871955,-0.8035894313756541,0.019392063953235783,65.27532798833819,1.6562593886539396,0.40382124352331605,True
orig+VIX,Equal risk capped X=0.10,0.10,5000000.0,relaxed,reference,True,0.43724097000000006,54.0,0.4153789215000001,-0.8239645162660537,-1.4061361151360232,-0.48184230290383057,-0.8593241741863595,0.020685507089749817,65.27532798833819,1.6499770916591756,0.4028497409326425,True
orig+VIX,Equal premium,,5000000.0,naive,reference,False,,,0.9999999999999998,-0.029556763365263826,-1.9277402239044095,-0.05552159864526898,-69.27941309542716,5.740958979101503,1032.247409059003,13.605288987880499,0.7632772020725389,True
orig+VIX,Equal risk,,5000000.0,naive,reference,False,,,0.9999999999999998,0.08183086586465663,-2.5933794144468387,0.10434553413680825,-27.98489231728626,2.318341703850472,579.4112133830746,10.540914425529632,0.6849093264248705,True
orig+VIX,GM X=inf,inf,10000000.0,uncapped,optimal,False,,,0.999999895343944,1.3743892124363595,-1.4349905085816936,1.2463291387634756,-696.7541472141373,58.14121275297287,1877.5569690727068,18.8061028695106,0.5582901554404145,True
orig+VIX,GM X=0.02,0.02,10000000.0,hard,infeasible,True,0.044418243,54.0,0.0,,,0.0,0.0,0.0,,,0.0,True
orig+VIX,GM X=0.02,0.02,10000000.0,relaxed,optimal,True,0.044418243,54.0,0.0011402691704873534,1.6709369098975615,1.1848495845023972,0.001438985597085633,0.001020021744601814,4.835103557100592e-10,1.837441377824879,0.020725380965071823,0.0006476683937823834,True
orig+VIX,Equal premium capped X=0.02,0.02,10000000.0,relaxed,reference,True,0.044418243,54.0,0.04219733085,-0.6831614631406572,-0.8977746467839179,-0.043256014395315165,-0.05681997793153104,5.1981882647142545e-05,13.055065597667637,0.345171704224394,0.06930051813471502,True
orig+VIX,Equal risk capped X=0.02,0.02,10000000.0,relaxed,reference,True,0.044418243,54.0,0.042197330850000006,-0.7953703163315913,-1.027051131851916,-0.047152832689324964,-0.06087205640854611,5.598687447342392e-05,13.055065597667637,0.34391270519525813,0.06735751295336788,True
orig+VIX,GM X=0.05,0.05,10000000.0,hard,infeasible,True,0.10931024250000002,54.0,0.0,,,0.0,0.0,0.0,,,0.0,True
orig+VIX,GM X=0.05,0.05,10000000.0,relaxed,optimal,True,0.10931024250000002,54.0,0.0026938838828232336,1.671025138230307,1.1845347109295057,0.003398219186406163,0.0024080381960968084,3.544530131058902e-08,4.326005583522513,0.049108366724842645,0.0048575129533678756,True
orig+VIX,Equal premium capped X=0.05,0.05,10000000.0,relaxed,reference,True,0.10931024250000002,54.0,0.10384473037499999,-0.7090064279845082,-0.9924079712922097,-0.11067972330967989,-0.15544119053058852,0.0010600020455318636,32.637663994169095,0.8281296943269698,0.20693005181347152,True
orig+VIX,Equal risk capped X=0.05,0.05,10000000.0,relaxed,reference,True,0.10931024250000002,54.0,0.10384473037500003,-0.8239645162660537,-1.1336722413679883,-0.12046057572595764,-0.16642647769763885,0.0011376629516915385,32.637663994169095,0.8249885458295878,0.20207253886010362,True
orig+VIX,GM X=0.10,0.10,10000000.0,hard,infeasible,True,0.21862048500000003,54.0,0.0,,,0.0,0.0,0.0,,,0.0,True
orig+VIX,GM X=0.10,0.10,10000000.0,relaxed,optimal,True,0.21862048500000003,54.0,0.005905069534177785,1.6709232242638585,1.18267169843649,0.007451334387991394,0.005270155251169809,9.623571046601107e-07,9.51063756741759,0.10737674824242098,0.020077720207253884,True
orig+VIX,Equal premium capped X=0.10,0.10,10000000.0,relaxed,reference,True,0.21862048500000003,54.0,0.20768946074999997,-0.7090064279845082,-1.2392497443923263,-0.22135944661935977,-0.40179471568782704,0.009696031976617892,65.27532798833819,1.6562593886539396,0.40382124352331605,True
orig+VIX,Equal risk capped X=0.10,0.10,10000000.0,relaxed,reference,True,0.21862048500000003,54.0,0.20768946075000005,-0.8239645162660537,-1.4061361151360232,-0.24092115145191528,-0.42966208709317977,0.010342753544874909,65.27532798833819,1.6499770916591756,0.4028497409326425,True
orig+VIX,Equal premium,,10000000.0,naive,reference,False,,,0.9999999999999998,-0.029556763365263826,-1.9316145073113,-0.05552159864526898,-277.43154441659163,23.086969922531882,2064.494818118006,27.210577975760998,0.885038860103627,True
orig+VIX,Equal risk,,10000000.0,naive,reference,False,,,0.9999999999999998,0.08183086586465663,-2.637487477494235,0.10434553413680825,-112.81696918532697,9.387681442853864,1158.8224267661492,21.081828851059264,0.8270725388601037,True
orig+VIX,GM X=inf,inf,25000000.0,uncapped,optimal,False,,,0.999999895343944,1.3743892124363595,-1.4391929839711195,1.2463291387634756,-4371.471125913346,364.3676276445734,4693.892422681766,47.0152571737765,0.6696891191709845,True
orig+VIX,GM X=0.02,0.02,25000000.0,hard,infeasible,True,0.017767297200000004,54.0,0.0,,,0.0,0.0,0.0,,,0.0,True
orig+VIX,GM X=0.02,0.02,25000000.0,relaxed,optimal,True,0.017767297200000004,54.0,0.0004792365824289869,1.6709047970604933,1.1847759505109146,0.0006047038013735554,0.00042862534313224183,2.5291812979656975e-10,1.9302175419134235,0.02177931963111043,0.0006476683937823834,True
orig+VIX,Equal premium capped X=0.02,0.02,25000000.0,relaxed,reference,True,0.017767297200000004,54.0,0.016878932340000003,-0.6831614631406575,-0.8977746467839186,-0.01730240575812608,-0.02272799117261243,2.0792753058857023e-05,13.055065597667637,0.34517170422439414,0.06930051813471502,True
orig+VIX,Equal risk capped X=0.02,0.02,25000000.0,relaxed,reference,True,0.017767297200000004,54.0,0.016878932340000003,-0.7953703163315915,-1.0270511318519167,-0.018861133075729987,-0.024348822563418457,2.2394749789369568e-05,13.055065597667637,0.34391270519525824,0.06735751295336788,True
orig+VIX,GM X=0.05,0.05,25000000.0,hard,infeasible,True,0.043724097,54.0,0.0,,,0.0,0.0,0.0,,,0.0,True
orig+VIX,GM X=0.05,0.05,25000000.0,relaxed,optimal,True,0.043724097,54.0,0.0011181198538386405,1.6709349758656635,1.1846194595896709,0.0014109101879671475,0.0009998935634634712,1.6529151163109625e-08,4.5020680788972385,0.05082918232555872,0.0051813471502590676,True
orig+VIX,Equal premium capped X=0.05,0.05,25000000.0,relaxed,reference,True,0.043724097,54.0,0.04153789215000001,-0.7090064279845083,-0.9924079712922098,-0.044271889323871966,-0.06217647621223543,0.00042400081821274556,32.637663994169095,0.8281296943269698,0.20693005181347152,True
orig+VIX,Equal risk capped X=0.05,0.05,25000000.0,relaxed,reference,True,0.043724097,54.0,0.041537892150000005,-0.823964516266053,-1.1336722413679878,-0.04818423029038302,-0.06657059107905551,0.00045506518067661543,32.637663994169095,0.8249885458295878,0.20207253886010362,True
orig+VIX,GM X=0.10,0.10,25000000.0,hard,infeasible,True,0.087448194,54.0,0.0,,,0.0,0.0,0.0,,,0.0,True
orig+VIX,GM X=0.10,0.10,25000000.0,relaxed,optimal,True,0.087448194,54.0,0.002340293714619451,1.6709241334297718,1.1827502469622924,0.0029531771349492184,0.0020888682862674796,3.705966140017479e-07,9.425570387201645,0.10636139069389342,0.019430051813471502,True
orig+VIX,Equal premium capped X=0.10,0.10,25000000.0,relaxed,reference,True,0.087448194,54.0,0.08307578430000002,-0.7090064279845083,-1.2392497443923265,-0.08854377864774393,-0.16071788627513084,0.0038784127906471566,65.27532798833819,1.6562593886539396,0.40382124352331605,True
orig+VIX,Equal risk capped X=0.10,0.10,25000000.0,relaxed,reference,True,0.087448194,54.0,0.08307578430000001,-0.823964516266053,-1.4061361151360225,-0.09636846058076604,-0.1718648348372718,0.004137101417949964,65.27532798833819,1.6499770916591756,0.4028497409326425,True
orig+VIX,Equal premium,,25000000.0,naive,reference,False,,,0.9999999999999998,-0.029556763365263826,-1.934830665517514,-0.05552159864526898,-1737.6005213225128,144.7677179980254,5161.237045295015,68.0264449394025,0.9698834196891192,True
orig+VIX,Equal risk,,25000000.0,naive,reference,False,,,0.9999999999999998,0.08183086586465663,-2.6538623476382126,0.10434553413680825,-709.5283537081287,59.11363015308735,2897.056066915374,52.70457212764816,0.9400906735751295,True
larger+VIX,GM X=inf,inf,1000000.0,uncapped,optimal,False,,,0.9999996047636934,0.7646532722533432,-1.836542798337894,0.49689290367790506,-13.134063795414312,1.1054297560670459,539.8258468483342,2.6807123327243096,0.2618998272884283,True
larger+VIX,GM X=0.02,0.02,1000000.0,hard,optimal,True,0.6261882,267.0,0.5978850808144249,0.7456903920873758,0.5004314817604898,0.5829525490510167,0.3908442694286868,0.0006724718888518143,18.903997584035903,0.38602379215852695,0.08145077720207254,True
larger+VIX,GM X=0.02,0.02,1000000.0,relaxed,optimal,True,0.6261882,267.0,0.2601538440452272,1.6626065910154717,1.0276063735421277,0.23140994254487407,0.14267279111536962,8.75995145372235e-05,11.140798393673165,0.2829429474953679,0.05547495682210708,True
larger+VIX,Equal premium capped X=0.02,0.02,1000000.0,relaxed,reference,True,0.6261882,267.0,0.59487879,-0.18256616283406038,-0.40760057005803013,-0.15367834246701592,-0.3428973846213773,0.0006562875636630398,18.904000000000003,0.3879753009670852,0.08234887737478411,True
larger+VIX,Equal risk capped X=0.02,0.02,1000000.0,relaxed,reference,True,0.6261882,267.0,0.59487879,-0.2610313711855787,-0.5004973095997977,-0.20913304124246945,-0.40078924393530313,0.0007022889803654544,18.904000000000003,0.386698773856027,0.0813126079447323,True
larger+VIX,GM X=0.05,0.05,1000000.0,hard,optimal,False,1.5148233500000001,267.0,0.9418762384360968,1.6788537640783985,1.1094064452064063,1.2414426429370629,0.8167174781860957,0.010284584675995844,30.80764129488333,0.7847211296358462,0.2029706390328152,True
larger+VIX,Equal premium capped X=0.05,0.05,1000000.0,hard,reference,False,1.5148233500000001,267.0,1.0,0.31707038140823524,0.07315945121517858,0.47925714549380316,0.11052489892013798,0.005280272594564937,47.26,0.8801834695774756,0.23101899827288427,True
larger+VIX,Equal risk capped X=0.05,0.05,1000000.0,hard,reference,False,1.5148233500000001,267.0,1.0,0.5318138872348496,0.2663982516059365,0.7758521560685097,0.3873836477195506,0.008451444275008546,47.26,0.8694501910193551,0.22659758203799654,True
larger+VIX,GM X=0.10,0.10,1000000.0,hard,optimal,False,2.9477457,264.0,0.9999990218671961,1.52896686022378,0.7046580264335466,0.9915636180479726,0.45791405047959877,0.016985127370739584,55.70399225267596,1.114035144657133,0.27274611398963733,True
larger+VIX,Equal premium capped X=0.10,0.10,1000000.0,hard,reference,False,2.9477457,264.0,1.0,0.5511726383074307,0.20211657183880197,0.8454459534668393,0.3088499876034274,0.018134870601884453,94.52,1.501880576863596,0.36594127806563037,True
larger+VIX,Equal risk capped X=0.10,0.10,1000000.0,hard,reference,False,2.9477457,264.0,1.0,0.6266458482861157,0.21415016699228281,0.7997909310693451,0.27338329016881757,0.019205398095077326,80.48148148148148,1.4542842321888856,0.351986183074266,True
larger+VIX,Equal premium,,1000000.0,naive,reference,False,,,1.0,0.48513564180639357,-1.2891001727792821,0.7704041686225576,-2.069083714872511,0.2065269486745072,149.81273408239701,3.4972542403525226,0.4773747841105354,True
larger+VIX,Equal risk,,1000000.0,naive,reference,False,,,0.9999999999999999,0.5755618640569028,-1.381691190303191,0.632519986416876,-1.5876400034981502,0.15819306394162103,159.88907272755804,2.986658721992768,0.43115716753022454,True
larger+VIX,GM X=inf,inf,5000000.0,uncapped,optimal,False,,,0.9999996047636934,0.7646532722533432,-1.9007580134334907,0.49689290367790506,-339.2972742943523,28.28569729764522,2699.1292342416714,13.403561663621549,0.4297754749568221,True
larger+VIX,GM X=0.02,0.02,5000000.0,hard,infeasible,True,0.12523764,267.0,0.0,,,0.0,0.0,0.0,,,0.0,True
larger+VIX,GM X=0.02,0.02,5000000.0,relaxed,optimal,True,0.12523764,267.0,0.00047511405209702993,0.5397737805539701,-0.22395468532603446,0.00013619141839901544,-5.634895764985755e-05,3.1079664106918814e-13,1.0252623557999823,0.007318381450545083,6.90846286701209e-05,True
larger+VIX,Equal premium capped X=0.02,0.02,5000000.0,relaxed,reference,True,0.12523764,267.0,0.118975758,-0.18256616283406,-0.40760057005802997,-0.030735668493403118,-0.06857947692427543,0.000131257512732608,18.904000000000003,0.3879753009670852,0.08241796200345423,True
larger+VIX,Equal risk capped X=0.02,0.02,5000000.0,relaxed,reference,True,0.12523764,267.0,0.118975758,-0.261031371185578,-0.5004973095997971,-0.041826608248493796,-0.08015784878706055,0.0001404577960730909,18.904000000000003,0.386698773856027,0.08138169257340241,True
larger+VIX,GM X=0.05,0.05,5000000.0,hard,infeasible,True,0.30296467,267.0,0.0,,,0.0,0.0,0.0,,,0.0,True
larger+VIX,GM X=0.05,0.05,5000000.0,relaxed,optimal,True,0.30296467,267.0,0.000905129825778349,0.5399117947050189,-0.22382089230460178,0.00025953982006416017,-0.00010729158759142052,1.3594560346521428e-09,1.9566347065212928,0.013943655462102232,0.0004145077720207254,True
larger+VIX,Equal premium capped X=0.05,0.05,5000000.0,relaxed,reference,True,0.30296467,267.0,0.2878164365,-0.2063178330467548,-0.5011490540402863,-0.08504049271572173,-0.2064389263023721,0.002722244644160792,47.26000000000001,0.9190867950971852,0.24151986183074267,True
larger+VIX,Equal risk capped X=0.05,0.05,5000000.0,relaxed,reference,True,0.30296467,267.0,0.2878164365,-0.2873724142902381,-0.6051579719027417,-0.1126545944250029,-0.23711870207834373,0.00290094740765543,47.26000000000001,0.9159763917515288,0.23910189982728844,True
larger+VIX,GM X=0.10,0.10,5000000.0,hard,optimal,True,0.60592934,267.0,0.5978850775293402,0.6947117689810134,0.040063357127093725,0.5438247818157884,0.03164437423771351,0.027211251056533756,94.51999687312666,1.842067955958992,0.44082901554404147,True
larger+VIX,GM X=0.10,0.10,5000000.0,relaxed,optimal,True,0.60592934,267.0,0.21607988442871628,1.6299980666286995,0.6392416117784389,0.18840889341766204,0.07413746015750133,0.003347486506271506,55.703994842975796,1.263925258603785,0.3106044905008636,True
larger+VIX,Equal premium capped X=0.10,0.10,5000000.0,relaxed,reference,True,0.60592934,267.0,0.575632873,-0.2063178330467548,-0.7788871866934489,-0.17008098543144345,-0.6497929698097707,0.025187415722073798,94.52000000000002,1.8381735901943703,0.4398618307426598,True
larger+VIX,Equal risk capped X=0.10,0.10,5000000.0,relaxed,reference,True,0.60592934,267.0,0.575632873,-0.2873724142902381,-0.9113943497346573,-0.2253091888500058,-0.7244956545982649,0.02665674901877563,94.52000000000002,1.8319527835030576,0.43937823834196893,True
larger+VIX,Equal premium,,5000000.0,naive,reference,False,,,1.0,0.48513564180639357,-4.2494456115089445,0.7704041686225576,-64.8683501644848,5.439799152808864,749.0636704119851,17.48627120176261,0.7843868739205527,True
larger+VIX,Equal risk,,5000000.0,naive,reference,False,,,0.9999999999999999,0.5755618640569028,-5.085211276139928,0.632519986416876,-50.55539353966464,4.238839191955496,799.44536363779,14.933293609963838,0.7233851468048359,True
larger+VIX,GM X=inf,inf,10000000.0,uncapped,optimal,False,,,0.9999996047636934,0.7646532722533432,-1.9061123949132137,0.49689290367790506,-1361.648385603817,113.48162324010057,5398.258468483343,26.807123327243097,0.4949913644214162,True
larger+VIX,GM X=0.02,0.02,10000000.0,hard,infeasible,True,0.06261882,267.0,0.0,,,0.0,0.0,0.0,,,0.0,True
larger+VIX,GM X=0.02,0.02,10000000.0,relaxed,optimal,True,0.06261882,267.0,0.00023200214811255464,0.539878745598935,-0.2238275400138684,6.651962474340666e-05,-2.7501318555864785e-05,1.6518915289639231e-15,1.0026338302357312,0.007147839424644423,6.90846286701209e-05,True
larger+VIX,Equal premium capped X=0.02,0.02,10000000.0,relaxed,reference,True,0.06261882,267.0,0.059487879,-0.18256616283406,-0.40760057005802997,-0.015367834246701559,-0.03428973846213772,6.5628756366304e-05,18.904000000000003,0.3879753009670852,0.08241796200345423,True
larger+VIX,Equal risk capped X=0.02,0.02,10000000.0,relaxed,reference,True,0.06261882,267.0,0.059487879,-0.261031371185578,-0.5004973095997971,-0.020913304124246898,-0.04007892439353027,7.022889803654546e-05,18.904000000000003,0.386698773856027,0.08138169257340241,True
larger+VIX,GM X=0.05,0.05,10000000.0,hard,infeasible,True,0.151482335,267.0,0.0,,,0.0,0.0,0.0,,,0.0,True
larger+VIX,GM X=0.05,0.05,10000000.0,relaxed,optimal,True,0.151482335,267.0,0.00044181324413749895,0.5398636023996474,-0.2238830972654122,0.0001266715835108574,-5.2384305567658435e-05,5.883377587654204e-10,1.9089766151451655,0.013612109061614414,0.0003454231433506045,True
larger+VIX,Equal premium capped X=0.05,0.05,10000000.0,relaxed,reference,True,0.151482335,267.0,0.14390821825,-0.2063178330467548,-0.5011490540402863,-0.042520246357860864,-0.10321946315118605,0.001361122322080396,47.26000000000001,0.9190867950971852,0.24151986183074267,True
larger+VIX,Equal risk capped X=0.05,0.05,10000000.0,relaxed,reference,True,0.151482335,267.0,0.14390821825,-0.2873724142902381,-0.6051579719027417,-0.05632729721250145,-0.11855935103917187,0.001450473703827715,47.26000000000001,0.9159763917515288,0.23910189982728844,True
larger+VIX,GM X=0.10,0.10,10000000.0,hard,infeasible,True,0.30296467,267.0,0.0,,,0.0,0.0,0.0,,,0.0,True
larger+VIX,GM X=0.10,0.10,10000000.0,relaxed,optimal,True,0.30296467,267.0,0.000905129825778349,0.5399117947050189,-0.22428903829751434,0.00025953982006416017,-0.00010751266964706654,1.978296067182252e-08,3.9132694130425856,0.027887310924204465,0.0015889464594127808,True
larger+VIX,Equal premium capped X=0.10,0.10,10000000.0,relaxed,reference,True,0.30296467,267.0,0.2878164365,-0.2063178330467548,-0.7788871866934489,-0.08504049271572173,-0.3248964849048854,0.012593707861036899,94.52000000000002,1.8381735901943703,0.4398618307426598,True
larger+VIX,Equal risk capped X=0.10,0.10,10000000.0,relaxed,reference,True,0.30296467,267.0,0.2878164365,-0.2873724142902381,-0.9113943497346573,-0.1126545944250029,-0.36224782729913246,0.013328374509387815,94.52000000000002,1.8319527835030576,0.43937823834196893,True
larger+VIX,Equal premium,,10000000.0,naive,reference,False,,,1.0,0.48513564180639357,-4.254380752449241,0.7704041686225576,-262.5241144407351,21.911112842496383,1498.1273408239701,34.97254240352522,0.8653540587219344,True
larger+VIX,Equal risk,,10000000.0,naive,reference,False,,,0.9999999999999999,0.5755618640569028,-5.148875029372404,0.632519986416876,-205.0186069607214,17.110773643710225,1598.89072727558,29.866587219927677,0.8124352331606217,True
larger+VIX,GM X=inf,inf,25000000.0,uncapped,optimal,False,,,0.9999996047636934,0.7646532722533432,-1.9091394524067273,0.49689290367790506,-8526.370529499805,710.5418018980997,13495.646171208356,67.01780831810775,0.5742314335060449,True
larger+VIX,GM X=0.02,0.02,25000000.0,hard,infeasible,True,0.025047528,267.0,0.0,,,0.0,0.0,0.0,,,0.0,True
larger+VIX,GM X=0.02,0.02,25000000.0,relaxed,optimal,True,0.025047528,267.0,9.347099066566949e-05,0.5400321490541969,-0.22364489192452813,2.680960140018568e-05,-1.1071715497986029e-05,1.2854657930582537e-14,1.0115656864688385,0.007200569602757412,6.90846286701209e-05,True
larger+VIX,Equal premium capped X=0.02,0.02,25000000.0,relaxed,reference,True,0.025047528,267.0,0.023795151599999998,-0.18256616283405933,-0.4076005700580291,-0.0061471336986806,-0.013715895384855056,2.625150254652159e-05,18.904000000000003,0.3879753009670852,0.08241796200345423,True
larger+VIX,Equal risk capped X=0.02,0.02,25000000.0,relaxed,reference,True,0.025047528,267.0,0.023795151599999998,-0.2610313711855776,-0.5004973095997967,-0.008365321649698745,-0.016031569757412097,2.809155921461818e-05,18.904000000000003,0.386698773856027,0.08138169257340241,True
larger+VIX,GM X=0.05,0.05,25000000.0,hard,infeasible,True,0.060592934,267.0,0.0,,,0.0,0.0,0.0,,,0.0,True
larger+VIX,GM X=0.05,0.05,25000000.0,relaxed,optimal,True,0.060592934,267.0,0.0001770171358428332,0.5398842615267505,-0.22383816173758295,5.0755977748477015e-05,-2.0984788228232712e-05,2.3810798255380983e-10,1.913019160638632,0.013634279915324779,0.0003454231433506045,True
larger+VIX,Equal premium capped X=0.05,0.05,25000000.0,relaxed,reference,True,0.060592934,267.0,0.0575632873,-0.20631783304675477,-0.5011490540402864,-0.01700809854314434,-0.04128778526047442,0.0005444489288321582,47.25999999999999,0.9190867950971852,0.24151986183074267,True
larger+VIX,Equal risk capped X=0.05,0.05,25000000.0,relaxed,reference,True,0.060592934,267.0,0.057563287299999995,-0.2873724142902378,-0.605157971902741,-0.02253091888500056,-0.04742374041566871,0.000580189481531086,47.25999999999999,0.9159763917515289,0.23910189982728844,True
larger+VIX,GM X=0.10,0.10,25000000.0,hard,infeasible,True,0.121185868,267.0,0.0,,,0.0,0.0,0.0,,,0.0,True
larger+VIX,GM X=0.10,0.10,25000000.0,relaxed,optimal,True,0.121185868,267.0,0.0003230769200029309,0.5399411839382017,-0.2241020714332787,9.264583189711858e-05,-3.834414121139115e-05,4.8551573304602296e-09,3.4929972782034238,0.024886050593036554,0.001450777202072539,True
larger+VIX,Equal premium capped X=0.10,0.10,25000000.0,relaxed,reference,True,0.121185868,267.0,0.1151265746,-0.20631783304675477,-0.7788871866934487,-0.03401619708628868,-0.12995859396195414,0.0050374831444147585,94.51999999999998,1.8381735901943703,0.4398618307426598,True
larger+VIX,Equal risk capped X=0.10,0.10,25000000.0,relaxed,reference,True,0.121185868,267.0,0.11512657459999999,-0.2873724142902378,-0.9113943497346565,-0.04506183777000112,-0.14489913091965292,0.005331349803755127,94.51999999999998,1.8319527835030578,0.43937823834196893,True
