config,strategy,knobs_label,participation,aum,mode,solver_status,capacity_infeasible,sum_of_caps,deployed_gross,gross_sharpe,net_sharpe,gross_ann_ret,net_ann_ret,mean_monthly_capacity_cost,max_capacity_ratio,capacity_penalized_share,spread_proxy_fill
orig,Equal risk capped,naive_capped,0.05,5000000.0,relaxed,reference,True,0.147708535,0.14032310825,0.5502190612573528,0.32699152626591704,0.1352038404819686,0.08059069716011355,0.0018531024435773536,32.637663994169095,0.20092790863668808,False
orig,GM paper,default,,10000000.0,uncapped,optimal,False,,0.9999997389333717,0.8421199757145471,-1.6028502695111866,0.8941654470114354,-885.1997430373058,73.81791919371376,1848.664819145551,0.6384725196288366,False
orig,Delta neutral,delta,,10000000.0,uncapped,reference,False,,0.9999998670441654,0.7813226406905281,-1.814493501684519,0.7777224854901758,-711.3214573094491,59.31833255674634,1467.0185865308936,0.6077801570306923,False
orig,Equal premium,naive,,10000000.0,naive,reference,False,,0.9999999999999999,0.26720609586855976,-1.9283390177095479,0.5349314313520563,-370.63277138753733,30.905278275641557,2275.15755466066,0.9182726623840114,False
orig,Equal risk,naive,,10000000.0,naive,reference,False,,1.0,0.3398774829634941,-2.633316066835835,0.45098340578702545,-137.90203579745724,11.508346626673646,1240.0150562653496,0.8779443254817987,False
orig,GM combined,primary,0.05,10000000.0,hard,infeasible,True,0.0738542675,0.0,,,0.0,0.0,0.0,,0.0,False
orig,GM combined,primary,0.05,10000000.0,relaxed,optimal,True,0.0738542675,0.001914914895568825,0.6992954185467788,0.39707858774051247,0.0010596207911632769,0.0006040374877913348,1.3859655743665394e-07,2.7917586858792083,0.0021413276231263384,False
orig,GM combined alt,alt,0.05,10000000.0,hard,infeasible,True,0.0738542675,0.0,,,0.0,0.0,0.0,,0.0,False
orig,GM combined alt,alt,0.05,10000000.0,relaxed,optimal,True,0.0738542675,0.002526926484509821,0.8684857814503213,0.636000427701435,0.002519346929680829,0.0018472428571652758,1.712428807229374e-07,3.120016171594346,0.0046395431834403995,False
orig,Equal premium capped,naive_capped,0.05,10000000.0,relaxed,reference,True,0.0738542675,0.07016155412499998,0.5339601177891415,0.34997817375459295,0.06718324364382063,0.044083745741113955,0.0005712824163158193,32.637663994169095,0.20378301213418987,False
orig,Equal risk capped,naive_capped,0.05,10000000.0,relaxed,reference,True,0.0738542675,0.070161554125,0.5502190612573528,0.32699152626591704,0.0676019202409843,0.040295348580056775,0.0009265512217886768,32.637663994169095,0.20092790863668808,False
orig,GM paper,default,,25000000.0,uncapped,optimal,False,,0.9999997389333717,0.8421199757145471,-1.606573445393823,0.8941654470114354,-5550.796891771521,462.6176815882317,4621.662047863878,0.7466095645967167,False
