underlying,quote_symbol,asset_class,moneyness_bucket,tenor_bucket,chain_timestamp,source_url,n_quotes,n_liquid_quotes,total_volume,total_open_interest,fill_relative_spread,fill_abs_spread,median_relative_spread,p25_relative_spread,p75_relative_spread,median_abs_spread,p25_abs_spread,p75_abs_spread,median_mid,fill_method
C,C,equity_option,call_near,46_120d,2026-07-03 20:41:28,https://cdn.cboe.com/api/global/delayed_quotes/options/C.json,12,5,844.0,22236.0,0.03508771929824549,0.14999999999999947,0.03508771929824565,0.03508771929824549,0.04112149532710276,0.19999999999999973,0.14999999999999947,0.20000000000000018,4.275,cboe_current_liquid_quartile_p25_relative_spread
C,C,equity_option,call_near,all,2026-07-03 20:41:28,https://cdn.cboe.com/api/global/delayed_quotes/options/C.json,77,20,5469.0,67721.0,0.0763297872340425,0.13749999999999993,0.15481231403067064,0.0763297872340425,0.23206521739130437,0.19999999999999996,0.13749999999999993,0.4649999999999999,2.135,cboe_current_liquid_quartile_p25_relative_spread
C,C,equity_option,call_near,le_45d,2026-07-03 20:41:28,https://cdn.cboe.com/api/global/delayed_quotes/options/C.json,65,17,4625.0,45485.0,0.1478599221789883,0.12,0.22222222222222227,0.1478599221789883,0.25454545454545463,0.18999999999999995,0.12,0.5399999999999998,1.285,cboe_current_liquid_quartile_p25_relative_spread
C,C,equity_option,put_near,46_120d,2026-07-03 20:41:28,https://cdn.cboe.com/api/global/delayed_quotes/options/C.json,12,5,791.0,28628.0,0.054054054054054015,0.20000000000000018,0.05490196078431367,0.054054054054054015,0.06360424028268541,0.2999999999999998,0.20000000000000018,0.2999999999999998,4.4,cboe_current_liquid_quartile_p25_relative_spread
C,C,equity_option,put_near,all,2026-07-03 20:41:28,https://cdn.cboe.com/api/global/delayed_quotes/options/C.json,86,22,4373.0,64930.0,0.06494455952235889,0.11499999999999996,0.09883011754269241,0.06494455952235889,0.1914722445695897,0.19000000000000006,0.11499999999999996,0.3000000000000005,2.365,cboe_current_liquid_quartile_p25_relative_spread
C,C,equity_option,put_near,le_45d,2026-07-03 20:41:28,https://cdn.cboe.com/api/global/delayed_quotes/options/C.json,74,19,3582.0,36302.0,0.0958083832335329,0.08499999999999999,0.16000000000000003,0.0958083832335329,0.20344827586206898,0.13,0.08499999999999999,0.5499999999999998,1.105,cboe_current_liquid_quartile_p25_relative_spread
C,C,equity_option,put_wing,46_120d,2026-07-03 20:41:28,https://cdn.cboe.com/api/global/delayed_quotes/options/C.json,18,5,809.0,28162.0,0.07821229050279328,0.18999999999999995,0.08356545961002794,0.07821229050279328,0.0966921119592875,0.19999999999999973,0.18999999999999995,0.20999999999999996,1.965,cboe_current_liquid_quartile_p25_relative_spread
C,C,equity_option,put_wing,all,2026-07-03 20:41:28,https://cdn.cboe.com/api/global/delayed_quotes/options/C.json,78,20,1339.0,69805.0,0.09341044887197261,0.15750000000000006,0.2060473588342441,0.09341044887197261,0.3294130225596065,0.21000000000000002,0.15750000000000006,0.3725,1.06,cboe_current_liquid_quartile_p25_relative_spread
C,C,equity_option,put_wing,le_45d,2026-07-03 20:41:28,https://cdn.cboe.com/api/global/delayed_quotes/options/C.json,60,15,530.0,41643.0,0.10471124620060793,0.15000000000000002,0.24561403508771928,0.10471124620060793,0.43019903912148255,0.30999999999999994,0.15000000000000002,1.0,0.64,cboe_current_liquid_quartile_p25_relative_spread
CCL,CCL,equity_option,all,all,2026-07-03 11:58:50,https://cdn.cboe.com/api/global/delayed_quotes/options/CCL.json,150,38,19774.0,323342.0,0.09058457507777967,0.07,0.1244358478401031,0.09058457507777967,0.18871946220691918,0.09000000000000005,0.07,0.13499999999999976,0.765,cboe_current_liquid_quartile_p25_relative_spread
CCL,CCL,equity_option,atm,46_120d,2026-07-03 11:58:50,https://cdn.cboe.com/api/global/delayed_quotes/options/CCL.json,6,5,743.0,19665.0,0.08421052631578954,0.17999999999999994,0.0858369098712447,0.08421052631578954,0.0952380952380952,0.20000000000000018,0.17999999999999994,0.2400000000000002,2.26,cboe_current_liquid_quartile_p25_relative_spread
CCL,CCL,equity_option,atm,all,2026-07-03 11:58:50,https://cdn.cboe.com/api/global/delayed_quotes/options/CCL.json,25,7,6286.0,39779.0,0.09572309857988659,0.07499999999999998,0.12080536912751688,0.09572309857988659,0.1244358478401031,0.08999999999999997,0.07499999999999998,0.10000000000000009,0.7050000000000001,cboe_current_liquid_quartile_p25_relative_spread
CCL,CCL,equity_option,atm,le_45d,2026-07-03 11:58:50,https://cdn.cboe.com/api/global/delayed_quotes/options/CCL.json,19,5,5543.0,20114.0,0.10309278350515462,0.07,0.12080536912751688,0.10309278350515462,0.12765957446808504,0.08999999999999997,0.07,0.09000000000000008,0.7050000000000001,cboe_current_liquid_quartile_p25_relative_spread
CCL,CCL,equity_option,call_near,46_120d,2026-07-03 11:58:50,https://cdn.cboe.com/api/global/delayed_quotes/options/CCL.json,12,5,1138.0,38333.0,0.06228373702422151,0.10000000000000009,0.06666666666666672,0.06228373702422151,0.10232558139534872,0.10999999999999988,0.10000000000000009,0.13999999999999968,1.5,cboe_current_liquid_quartile_p25_relative_spread
CCL,CCL,equity_option,call_near,all,2026-07-03 11:58:50,https://cdn.cboe.com/api/global/delayed_quotes/options/CCL.json,41,11,6224.0,87029.0,0.08759472929610161,0.05,0.14285714285714277,0.08759472929610161,0.2305764411027569,0.07999999999999996,0.05,0.09500000000000008,0.755,cboe_current_liquid_quartile_p25_relative_spread
CCL,CCL,equity_option,call_near,le_45d,2026-07-03 11:58:50,https://cdn.cboe.com/api/global/delayed_quotes/options/CCL.json,29,8,5086.0,48696.0,0.13032166508987697,0.04749999999999999,0.15975319655069872,0.13032166508987697,0.32539682539682546,0.06000000000000004,0.04749999999999999,0.08249999999999998,0.28250000000000003,cboe_current_liquid_quartile_p25_relative_spread
CCL,CCL,equity_option,put_near,46_120d,2026-07-03 11:58:50,https://cdn.cboe.com/api/global/delayed_quotes/options/CCL.json,12,5,2938.0,59073.0,0.062322946175637446,0.1499999999999999,0.11070110701107004,0.062322946175637446,0.11320754716981134,0.20000000000000018,0.1499999999999999,0.27,1.7650000000000001,cboe_current_liquid_quartile_p25_relative_spread
CCL,CCL,equity_option,put_near,all,2026-07-03 11:58:50,https://cdn.cboe.com/api/global/delayed_quotes/options/CCL.json,42,11,6703.0,88599.0,0.10707469143656945,0.050000000000000044,0.15873015873015886,0.10707469143656945,0.2325581395348837,0.11000000000000001,0.050000000000000044,0.17500000000000004,0.5800000000000001,cboe_current_liquid_quartile_p25_relative_spread
CCL,CCL,equity_option,put_near,le_45d,2026-07-03 11:58:50,https://cdn.cboe.com/api/global/delayed_quotes/options/CCL.json,30,8,3765.0,29526.0,0.15037593984962416,0.05000000000000003,0.19564414913252126,0.15037593984962416,0.3614008941877795,0.05499999999999999,0.05000000000000003,0.14500000000000002,0.315,cboe_current_liquid_quartile_p25_relative_spread
CCL,CCL,equity_option,put_wing,46_120d,2026-07-03 11:58:50,https://cdn.cboe.com/api/global/delayed_quotes/options/CCL.json,16,5,218.0,64575.0,0.07692307692307698,0.050000000000000044,0.09032258064516137,0.07692307692307698,0.1010101010101011,0.06999999999999995,0.050000000000000044,0.07000000000000006,0.715,cboe_current_liquid_quartile_p25_relative_spread
CCL,CCL,equity_option,put_wing,all,2026-07-03 11:58:50,https://cdn.cboe.com/api/global/delayed_quotes/options/CCL.json,42,11,561.0,107935.0,0.08362282878411917,0.06499999999999997,0.12389380530973444,0.08362282878411917,0.6142857142857143,0.08000000000000007,0.06499999999999997,0.115,0.51,cboe_current_liquid_quartile_p25_relative_spread
CCL,CCL,equity_option,put_wing,le_45d,2026-07-03 11:58:50,https://cdn.cboe.com/api/global/delayed_quotes/options/CCL.json,26,7,343.0,43360.0,0.6142857142857143,0.09499999999999999,0.8,0.6142857142857143,0.9485294117647058,0.11000000000000001,0.09499999999999999,0.16999999999999998,0.175,cboe_current_liquid_quartile_p25_relative_spread
CHTR,CHTR,equity_option,all,all,2026-07-04 23:18:40,https://cdn.cboe.com/api/global/delayed_quotes/options/CHTR.json,179,45,6947.0,39893.0,0.15593220338983055,1.2999999999999998,0.27692307692307705,0.15593220338983055,0.45989304812834225,2.6999999999999993,1.2999999999999998,5.199999999999999,12.65,cboe_current_liquid_quartile_p25_relative_spread
CHTR,CHTR,equity_option,atm,46_120d,2026-07-04 23:18:40,https://cdn.cboe.com/api/global/delayed_quotes/options/CHTR.json,12,5,194.0,5054.0,0.05471124620060782,0.8999999999999986,0.07142857142857154,0.05471124620060782,0.09356725146198817,1.4000000000000021,0.8999999999999986,1.5999999999999979,16.45,cboe_current_liquid_quartile_p25_relative_spread
CHTR,CHTR,equity_option,atm,all,2026-07-04 23:18:40,https://cdn.cboe.com/api/global/delayed_quotes/options/CHTR.json,62,16,1897.0,10520.0,0.15490294792191087,1.7500000000000004,0.24530485091232762,0.15490294792191087,0.3333453757225434,2.8499999999999988,1.7500000000000004,5.3500000000000005,14.8,cboe_current_liquid_quartile_p25_relative_spread
CHTR,CHTR,equity_option,atm,le_45d,2026-07-04 23:18:40,https://cdn.cboe.com/api/global/delayed_quotes/options/CHTR.json,50,13,1703.0,5466.0,0.18815331010452957,2.3000000000000007,0.24761904761904777,0.18815331010452957,0.35838150289017345,2.9999999999999982,2.3000000000000007,5.799999999999999,14.75,cboe_current_liquid_quartile_p25_relative_spread
CHTR,CHTR,equity_option,call_near,46_120d,2026-07-04 23:18:40,https://cdn.cboe.com/api/global/delayed_quotes/options/CHTR.json,12,5,158.0,5567.0,0.12038834951456316,1.9000000000000004,0.14559386973180077,0.12038834951456316,0.15286624203821647,2.3999999999999986,1.9000000000000004,3.1000000000000014,15.7,cboe_current_liquid_quartile_p25_relative_spread
CHTR,CHTR,equity_option,call_near,all,2026-07-04 23:18:40,https://cdn.cboe.com/api/global/delayed_quotes/options/CHTR.json,38,10,762.0,12214.0,0.17020523708421792,1.2249999999999996,0.3062358276643991,0.17020523708421792,0.49597896690380444,2.1499999999999995,1.2249999999999996,4.7,10.7,cboe_current_liquid_quartile_p25_relative_spread
CHTR,CHTR,equity_option,call_near,le_45d,2026-07-04 23:18:40,https://cdn.cboe.com/api/global/delayed_quotes/options/CHTR.json,26,7,604.0,6647.0,0.2597680097680097,1.0499999999999996,0.37735849056603765,0.2597680097680097,0.5792349726775956,1.9,1.0499999999999996,5.1,4.55,cboe_current_liquid_quartile_p25_relative_spread
CHTR,CHTR,equity_option,put_near,46_120d,2026-07-04 23:18:40,https://cdn.cboe.com/api/global/delayed_quotes/options/CHTR.json,12,5,3074.0,6729.0,0.07650273224043708,0.6999999999999993,0.0903225806451612,0.07650273224043708,0.11940298507462696,1.3999999999999986,0.6999999999999993,2.400000000000002,15.5,cboe_current_liquid_quartile_p25_relative_spread
CHTR,CHTR,equity_option,put_near,all,2026-07-04 23:18:40,https://cdn.cboe.com/api/global/delayed_quotes/options/CHTR.json,48,12,3579.0,9789.0,0.1363737486095661,1.0499999999999998,0.2945309026233882,0.1363737486095661,0.39194282001299546,2.175,1.0499999999999998,4.325,10.024999999999999,cboe_current_liquid_quartile_p25_relative_spread
CHTR,CHTR,equity_option,put_near,le_45d,2026-07-04 23:18:40,https://cdn.cboe.com/api/global/delayed_quotes/options/CHTR.json,36,9,505.0,3060.0,0.27692307692307705,1.0999999999999996,0.3364485981308411,0.27692307692307705,0.4098765432098764,2.7,1.0999999999999996,4.3,8.65,cboe_current_liquid_quartile_p25_relative_spread
CHTR,CHTR,equity_option,put_wing,46_120d,2026-07-04 23:18:40,https://cdn.cboe.com/api/global/delayed_quotes/options/CHTR.json,11,5,163.0,2796.0,0.14965986394557831,1.1000000000000005,0.2194092827004219,0.14965986394557831,0.22594142259414235,2.5,1.1000000000000005,2.700000000000001,9.55,cboe_current_liquid_quartile_p25_relative_spread
CHTR,CHTR,equity_option,put_wing,all,2026-07-04 23:18:40,https://cdn.cboe.com/api/global/delayed_quotes/options/CHTR.json,31,8,709.0,7370.0,0.22430838762071223,1.0500000000000005,0.25311227457824315,0.22430838762071223,0.5506140059741121,2.6000000000000005,1.0500000000000005,3.4249999999999994,8.45,cboe_current_liquid_quartile_p25_relative_spread
CHTR,CHTR,equity_option,put_wing,le_45d,2026-07-04 23:18:40,https://cdn.cboe.com/api/global/delayed_quotes/options/CHTR.json,20,5,546.0,4574.0,0.34482758620689646,0.9000000000000001,0.47328244274809156,0.34482758620689646,0.7826086956521741,1.4999999999999996,0.9000000000000001,3.0999999999999996,4.35,cboe_current_liquid_quartile_p25_relative_spread
CMCSA,CMCSA,equity_option,all,all,2026-07-04 02:10:15,https://cdn.cboe.com/api/global/delayed_quotes/options/CMCSA.json,109,28,36762.0,308338.0,0.12036144578313263,0.07749999999999997,0.20703558797901972,0.12036144578313263,0.27012025901942643,0.11500000000000005,0.07749999999999997,0.20249999999999996,0.775,cboe_current_liquid_quartile_p25_relative_spread
CMCSA,CMCSA,equity_option,atm,46_120d,2026-07-04 02:10:15,https://cdn.cboe.com/api/global/delayed_quotes/options/CMCSA.json,10,5,5502.0,31407.0,0.08301886792452821,0.1399999999999999,0.09782608695652172,0.08301886792452821,0.20320855614973268,0.17999999999999994,0.1399999999999999,0.19000000000000006,1.565,cboe_current_liquid_quartile_p25_relative_spread
CMCSA,CMCSA,equity_option,atm,all,2026-07-04 02:10:15,https://cdn.cboe.com/api/global/delayed_quotes/options/CMCSA.json,29,8,21103.0,68949.0,0.0997020854021846,0.07750000000000004,0.14579717332010914,0.0997020854021846,0.20512207206437622,0.12499999999999989,0.07750000000000004,0.19250000000000003,1.0125,cboe_current_liquid_quartile_p25_relative_spread
CMCSA,CMCSA,equity_option,atm,le_45d,2026-07-04 02:10:15,https://cdn.cboe.com/api/global/delayed_quotes/options/CMCSA.json,19,5,15601.0,37542.0,0.10526315789473673,0.06999999999999995,0.10810810810810821,0.10526315789473673,0.18348623853211007,0.07999999999999996,0.06999999999999995,0.08000000000000007,0.74,cboe_current_liquid_quartile_p25_relative_spread
CMCSA,CMCSA,equity_option,call_near,46_120d,2026-07-04 02:10:15,https://cdn.cboe.com/api/global/delayed_quotes/options/CMCSA.json,14,5,1623.0,33984.0,0.12048192771084347,0.15000000000000013,0.15172413793103454,0.12048192771084347,0.1780104712041885,0.33000000000000007,0.15000000000000013,0.3400000000000001,1.9100000000000001,cboe_current_liquid_quartile_p25_relative_spread
CMCSA,CMCSA,equity_option,call_near,all,2026-07-04 02:10:15,https://cdn.cboe.com/api/global/delayed_quotes/options/CMCSA.json,36,9,11926.0,141238.0,0.17667844522968199,0.060000000000000026,0.23008849557522118,0.17667844522968199,0.2400000000000001,0.08999999999999997,0.060000000000000026,0.15000000000000013,0.42,cboe_current_liquid_quartile_p25_relative_spread
CMCSA,CMCSA,equity_option,call_near,le_45d,2026-07-04 02:10:15,https://cdn.cboe.com/api/global/delayed_quotes/options/CMCSA.json,22,6,10303.0,107254.0,0.1995238095238094,0.0625,0.23904761904761906,0.1995238095238094,0.24493150684931503,0.07999999999999996,0.0625,0.09749999999999998,0.37,cboe_current_liquid_quartile_p25_relative_spread
CMCSA,CMCSA,equity_option,put_near,46_120d,2026-07-04 02:10:15,https://cdn.cboe.com/api/global/delayed_quotes/options/CMCSA.json,8,5,863.0,14611.0,0.14770459081836332,0.28,0.2672811059907835,0.14770459081836332,0.2978723404255319,0.28000000000000025,0.28,0.29000000000000004,1.085,cboe_current_liquid_quartile_p25_relative_spread
CMCSA,CMCSA,equity_option,put_near,all,2026-07-04 02:10:15,https://cdn.cboe.com/api/global/delayed_quotes/options/CMCSA.json,19,5,1608.0,30836.0,0.2978723404255319,0.13,0.33766233766233766,0.2978723404255319,0.38167938931297707,0.25,0.13,0.28,0.655,cboe_current_liquid_quartile_p25_relative_spread
CMCSA,CMCSA,equity_option,put_near,le_45d,2026-07-04 02:10:15,https://cdn.cboe.com/api/global/delayed_quotes/options/CMCSA.json,11,5,745.0,16225.0,0.42105263157894746,0.12,0.47328244274809167,0.42105263157894746,0.7790432801822322,0.13,0.12,0.6200000000000001,0.385,cboe_current_liquid_quartile_p25_relative_spread
CMCSA,CMCSA,equity_option,put_wing,46_120d,2026-07-04 02:10:15,https://cdn.cboe.com/api/global/delayed_quotes/options/CMCSA.json,14,5,800.0,65040.0,0.3783783783783784,0.14,0.42424242424242425,0.3783783783783784,0.46464646464646464,0.22999999999999998,0.14,0.26,0.33,cboe_current_liquid_quartile_p25_relative_spread
CMCSA,CMCSA,equity_option,put_wing,all,2026-07-04 02:10:15,https://cdn.cboe.com/api/global/delayed_quotes/options/CMCSA.json,25,7,2125.0,67315.0,0.4013104013104013,0.125,0.46464646464646464,0.4013104013104013,0.675990675990676,0.16999999999999998,0.125,0.245,0.33,cboe_current_liquid_quartile_p25_relative_spread
CMCSA,CMCSA,equity_option,put_wing,le_45d,2026-07-04 02:10:15,https://cdn.cboe.com/api/global/delayed_quotes/options/CMCSA.json,11,5,1325.0,2275.0,0.564102564102564,0.10999999999999999,0.647887323943662,0.564102564102564,0.8000000000000002,0.16999999999999998,0.10999999999999999,0.22999999999999998,0.205,cboe_current_liquid_quartile_p25_relative_spread
COST,COST,equity_option,all,all,2026-07-04 00:40:20,https://cdn.cboe.com/api/global/delayed_quotes/options/COST.json,644,161,17032.0,86551.0,0.15035460992907793,1.75,0.22222222222222224,0.15035460992907793,0.49452954048140046,2.799999999999997,1.75,4.650000000000002,12.125,cboe_current_liquid_quartile_p25_relative_spread
COST,COST,equity_option,atm,46_120d,2026-07-04 00:40:20,https://cdn.cboe.com/api/global/delayed_quotes/options/COST.json,66,17,1233.0,9595.0,0.07518796992481204,2.8499999999999943,0.10994441012970976,0.07518796992481204,0.13463098134630977,4.149999999999999,2.8499999999999943,5.649999999999999,38.625,cboe_current_liquid_quartile_p25_relative_spread
COST,COST,equity_option,atm,all,2026-07-04 00:40:20,https://cdn.cboe.com/api/global/delayed_quotes/options/COST.json,173,44,5370.0,24952.0,0.1327313769751694,2.337500000000001,0.1720982831294336,0.1327313769751694,0.20820925553319913,3.5749999999999993,2.337500000000001,4.65,22.4,cboe_current_liquid_quartile_p25_relative_spread
COST,COST,equity_option,atm,le_45d,2026-07-04 00:40:20,https://cdn.cboe.com/api/global/delayed_quotes/options/COST.json,107,27,4137.0,15357.0,0.14291325136612015,1.8499999999999996,0.17872340425531916,0.14291325136612015,0.22054507337526202,2.900000000000002,1.8499999999999996,4.124999999999998,16.0,cboe_current_liquid_quartile_p25_relative_spread
COST,COST,equity_option,call_near,46_120d,2026-07-04 00:40:20,https://cdn.cboe.com/api/global/delayed_quotes/options/COST.json,66,17,1133.0,10222.0,0.11351079859367148,2.6499999999999986,0.15209988649262193,0.11351079859367148,0.19381443298969084,3.1499999999999986,2.6499999999999986,3.9000000000000004,18.775,cboe_current_liquid_quartile_p25_relative_spread
COST,COST,equity_option,call_near,all,2026-07-04 00:40:20,https://cdn.cboe.com/api/global/delayed_quotes/options/COST.json,167,42,3801.0,20948.0,0.162343860797469,1.725,0.24054133568696678,0.162343860797469,0.48272130437919347,3.375,1.725,4.950000000000001,10.4625,cboe_current_liquid_quartile_p25_relative_spread
COST,COST,equity_option,call_near,le_45d,2026-07-04 00:40:20,https://cdn.cboe.com/api/global/delayed_quotes/options/COST.json,101,26,2668.0,10726.0,0.19842341195048646,1.1875,0.4129628402993973,0.19842341195048646,0.5238533921168652,3.625,1.1875,5.250000000000002,7.0875,cboe_current_liquid_quartile_p25_relative_spread
COST,COST,equity_option,put_near,46_120d,2026-07-04 00:40:20,https://cdn.cboe.com/api/global/delayed_quotes/options/COST.json,59,15,939.0,11476.0,0.13705569578711796,1.775,0.20588235294117646,0.13705569578711796,0.24418175470098258,2.3000000000000007,1.775,3.2249999999999988,11.125,cboe_current_liquid_quartile_p25_relative_spread
COST,COST,equity_option,put_near,all,2026-07-04 00:40:20,https://cdn.cboe.com/api/global/delayed_quotes/options/COST.json,160,40,3410.0,25839.0,0.22249651699948675,1.35,0.46092422697927293,0.22249651699948675,0.5851507611241218,2.3200000000000003,1.35,3.8525,6.525,cboe_current_liquid_quartile_p25_relative_spread
COST,COST,equity_option,put_near,le_45d,2026-07-04 00:40:20,https://cdn.cboe.com/api/global/delayed_quotes/options/COST.json,101,26,2471.0,14363.0,0.4847434962314613,1.33,0.5322049930745583,0.4847434962314613,0.8234617414248022,2.37,1.33,6.0125,4.12,cboe_current_liquid_quartile_p25_relative_spread
COST,COST,equity_option,put_wing,46_120d,2026-07-04 00:40:20,https://cdn.cboe.com/api/global/delayed_quotes/options/COST.json,62,16,1069.0,8549.0,0.2840798317172028,1.2125,0.3639996004395165,0.2840798317172028,0.6569588298622713,1.75,1.2125,2.5300000000000002,3.67,cboe_current_liquid_quartile_p25_relative_spread
COST,COST,equity_option,put_wing,all,2026-07-04 00:40:20,https://cdn.cboe.com/api/global/delayed_quotes/options/COST.json,144,36,4451.0,14812.0,0.6032144310321443,1.2000000000000002,1.2637890651141002,0.6032144310321443,1.581233616861927,1.5899999999999999,1.2000000000000002,2.1799999999999997,1.5474999999999999,cboe_current_liquid_quartile_p25_relative_spread
COST,COST,equity_option,put_wing,le_45d,2026-07-04 00:40:20,https://cdn.cboe.com/api/global/delayed_quotes/options/COST.json,82,21,3382.0,6263.0,1.2784313725490195,1.14,1.507936507936508,1.2784313725490195,1.6871508379888265,1.51,1.14,1.9599999999999997,1.0299999999999998,cboe_current_liquid_quartile_p25_relative_spread
CRM,CRM,equity_option,all,all,2026-07-03 20:41:38,https://cdn.cboe.com/api/global/delayed_quotes/options/CRM.json,202,51,26302.0,245530.0,0.06237437593204946,0.20499999999999985,0.08641975308641967,0.06237437593204946,0.13201160541586074,0.34999999999999964,0.20499999999999985,0.6249999999999996,4.6,cboe_current_liquid_quartile_p25_relative_spread
CRM,CRM,equity_option,atm,46_120d,2026-07-03 20:41:38,https://cdn.cboe.com/api/global/delayed_quotes/options/CRM.json,12,5,2162.0,26492.0,0.06629834254143642,0.75,0.06986899563318769,0.06629834254143642,0.07258064516129036,0.7999999999999989,0.75,0.8999999999999986,11.45,cboe_current_liquid_quartile_p25_relative_spread
CRM,CRM,equity_option,atm,all,2026-07-03 20:41:38,https://cdn.cboe.com/api/global/delayed_quotes/options/CRM.json,43,11,10496.0,65634.0,0.054013539651837486,0.18999999999999995,0.06185567010309275,0.054013539651837486,0.08082265920981416,0.2999999999999998,0.18999999999999995,0.4249999999999998,4.6,cboe_current_liquid_quartile_p25_relative_spread
CRM,CRM,equity_option,atm,le_45d,2026-07-03 20:41:38,https://cdn.cboe.com/api/global/delayed_quotes/options/CRM.json,31,8,8334.0,39142.0,0.05841836734693873,0.1725000000000002,0.06736508201510914,0.05841836734693873,0.07775572794515608,0.24999999999999978,0.1725000000000002,0.3624999999999996,3.6875,cboe_current_liquid_quartile_p25_relative_spread
CRM,CRM,equity_option,call_near,46_120d,2026-07-03 20:41:38,https://cdn.cboe.com/api/global/delayed_quotes/options/CRM.json,12,5,941.0,41025.0,0.055045871559633,0.5500000000000007,0.08791208791208799,0.055045871559633,0.092526690391459,0.6499999999999995,0.5500000000000007,0.8000000000000007,9.1,cboe_current_liquid_quartile_p25_relative_spread
CRM,CRM,equity_option,call_near,all,2026-07-03 20:41:38,https://cdn.cboe.com/api/global/delayed_quotes/options/CRM.json,41,11,8842.0,68678.0,0.08217091550424882,0.21499999999999997,0.11555555555555547,0.08217091550424882,0.1468579511012327,0.2400000000000002,0.21499999999999997,0.4650000000000005,2.45,cboe_current_liquid_quartile_p25_relative_spread
CRM,CRM,equity_option,call_near,le_45d,2026-07-03 20:41:38,https://cdn.cboe.com/api/global/delayed_quotes/options/CRM.json,29,8,7901.0,27653.0,0.10827160493827151,0.18999999999999995,0.1331367179271119,0.10827160493827151,0.15533362281082655,0.22499999999999998,0.18999999999999995,0.27500000000000024,1.5275,cboe_current_liquid_quartile_p25_relative_spread
CRM,CRM,equity_option,put_near,46_120d,2026-07-03 20:41:38,https://cdn.cboe.com/api/global/delayed_quotes/options/CRM.json,12,5,980.0,31923.0,0.06101694915254228,0.4500000000000002,0.06363636363636357,0.06101694915254228,0.0807174887892377,0.45000000000000107,0.4500000000000002,0.6999999999999993,11.0,cboe_current_liquid_quartile_p25_relative_spread
CRM,CRM,equity_option,put_near,all,2026-07-03 20:41:38,https://cdn.cboe.com/api/global/delayed_quotes/options/CRM.json,42,11,4624.0,67471.0,0.08123067899952349,0.25,0.10334346504559266,0.08123067899952349,0.15077245352186436,0.4500000000000002,0.25,0.6999999999999997,5.574999999999999,cboe_current_liquid_quartile_p25_relative_spread
CRM,CRM,equity_option,put_near,le_45d,2026-07-03 20:41:38,https://cdn.cboe.com/api/global/delayed_quotes/options/CRM.json,30,8,3644.0,35548.0,0.09994349622009194,0.21499999999999997,0.12703162588746117,0.09994349622009194,0.17293172148308233,0.33499999999999996,0.21499999999999997,0.7125000000000001,2.2624999999999997,cboe_current_liquid_quartile_p25_relative_spread
CRM,CRM,equity_option,put_wing,46_120d,2026-07-03 20:41:38,https://cdn.cboe.com/api/global/delayed_quotes/options/CRM.json,18,5,565.0,19493.0,0.06701940035273367,0.2100000000000002,0.06797116374871276,0.06701940035273367,0.08391608391608399,0.24999999999999956,0.2100000000000002,0.6000000000000005,3.9749999999999996,cboe_current_liquid_quartile_p25_relative_spread
CRM,CRM,equity_option,put_wing,all,2026-07-03 20:41:38,https://cdn.cboe.com/api/global/delayed_quotes/options/CRM.json,76,19,2340.0,43747.0,0.08660089910089913,0.16999999999999998,0.13636363636363638,0.08660089910089913,0.27897495631916125,0.24999999999999956,0.16999999999999998,0.5500000000000003,1.6,cboe_current_liquid_quartile_p25_relative_spread
CRM,CRM,equity_option,put_wing,le_45d,2026-07-03 20:41:38,https://cdn.cboe.com/api/global/delayed_quotes/options/CRM.json,58,15,1775.0,24254.0,0.13346371729161044,0.14,0.24175824175824173,0.13346371729161044,0.48541261461517093,0.31999999999999995,0.14,1.2849999999999997,0.8799999999999999,cboe_current_liquid_quartile_p25_relative_spread
CSCO,CSCO,equity_option,all,all,2026-07-03 20:18:11,https://cdn.cboe.com/api/global/delayed_quotes/options/CSCO.json,272,68,62020.0,218265.0,0.06896551724137934,0.13749999999999993,0.09780067998300046,0.06896551724137934,0.14321074964639322,0.25,0.13749999999999993,0.37749999999999995,2.655,cboe_current_liquid_quartile_p25_relative_spread
CSCO,CSCO,equity_option,atm,46_120d,2026-07-03 20:18:11,https://cdn.cboe.com/api/global/delayed_quotes/options/CSCO.json,12,5,1966.0,24618.0,0.03460207612456748,0.25,0.03508771929824549,0.03460207612456748,0.04145077720207258,0.29999999999999893,0.25,0.40000000000000036,8.55,cboe_current_liquid_quartile_p25_relative_spread
CSCO,CSCO,equity_option,atm,all,2026-07-03 20:18:11,https://cdn.cboe.com/api/global/delayed_quotes/options/CSCO.json,70,18,20620.0,63471.0,0.06645938593082008,0.19250000000000006,0.08320115356885366,0.06645938593082008,0.09580952380952387,0.24,0.19250000000000006,0.28749999999999987,2.8875,cboe_current_liquid_quartile_p25_relative_spread
CSCO,CSCO,equity_option,atm,le_45d,2026-07-03 20:18:11,https://cdn.cboe.com/api/global/delayed_quotes/options/CSCO.json,58,15,18654.0,38853.0,0.07747534516765285,0.19000000000000006,0.08547008547008536,0.07747534516765285,0.10063157894736846,0.20999999999999996,0.19000000000000006,0.2749999999999999,2.535,cboe_current_liquid_quartile_p25_relative_spread
CSCO,CSCO,equity_option,call_near,46_120d,2026-07-03 20:18:11,https://cdn.cboe.com/api/global/delayed_quotes/options/CSCO.json,6,5,1403.0,26397.0,0.03257328990228013,0.2999999999999998,0.04580152671755722,0.03257328990228013,0.05714285714285728,0.3000000000000007,0.2999999999999998,0.34999999999999964,7.675,cboe_current_liquid_quartile_p25_relative_spread
