config,participation,aum,asset_id,train_volume,cap_contracts,w_cap,bound,has_volume,weight,utilization
orig+VIX,0.02,1000000.0,MSFT_call_atm,818.0,16.36,0.005317,0.005317,True,4.292131771751096e-05,0.008072469008371443
orig+VIX,0.02,1000000.0,MSFT_call_call_near,399.5,7.99,0.00128639,0.00128639,True,-0.00013280032979537176,0.10323488972657728
orig+VIX,0.02,1000000.0,MSFT_call_put_near,116.0,2.32,0.0021459999999999995,0.0021459999999999995,True,4.994136716790394e-05,0.023271839314027935
orig+VIX,0.02,1000000.0,MSFT_put_atm,393.0,7.86,0.0024759,0.0024759,True,-0.00010839264390424762,0.043779087969727216
orig+VIX,0.02,1000000.0,MSFT_put_put_near,277.0,5.54,0.00111908,0.00111908,True,-0.00025316949135697044,0.22623002051414595
orig+VIX,0.02,1000000.0,NVDA_call_atm,216.0,4.32,0.006436800000000001,0.006436800000000001,True,2.8616511901800542e-05,0.004445766825410225
orig+VIX,0.02,1000000.0,NVDA_call_call_near,232.0,4.64,0.0024128,0.0024128,True,3.227063676788883e-05,0.013374766564940663
orig+VIX,0.02,1000000.0,NVDA_call_put_near,100.0,2.0,0.008742,0.008742,True,0.0005890803332187673,0.06738507586579356
orig+VIX,0.02,1000000.0,NVDA_call_put_wing,32.0,1.0,0.005428,0.005428,True,3.042305384448828e-05,0.005604836743641909
orig+VIX,0.02,1000000.0,NVDA_put_atm,152.0,3.04,0.004663360000000001,0.004663360000000001,True,8.489064152026726e-05,0.01820375041177761
orig+VIX,0.02,1000000.0,NVDA_put_call_near,47.5,1.0,0.0033200000000000005,0.0033200000000000005,True,-8.481175729353029e-05,0.02554571002817177
orig+VIX,0.02,1000000.0,NVDA_put_put_near,142.0,2.84,0.00198232,0.00198232,True,7.105743982612091e-05,0.035845594972618404
orig+VIX,0.02,1000000.0,NVDA_put_put_wing,103.0,2.06,0.00036668000000000003,0.00036668000000000003,True,-9.49737557654598e-07,0.002590099153634226
orig+VIX,0.02,1000000.0,TSLA_call_atm,275.0,5.5,0.0199375,0.0199375,True,0.00025272858356584866,0.012676041808945387
orig+VIX,0.02,1000000.0,TSLA_call_call_near,223.0,4.46,0.0105033,0.0105033,True,-9.422026028425762e-06,0.0008970538810112786
orig+VIX,0.02,1000000.0,TSLA_call_put_near,53.5,1.07,0.00735304,0.00735304,True,6.747891270454216e-05,0.009177008788819612
orig+VIX,0.02,1000000.0,TSLA_put_atm,209.5,4.19,0.01789968,0.01789968,True,-0.00011666238635594317,0.006517568266915563
orig+VIX,0.02,1000000.0,TSLA_put_call_near,55.0,1.1,0.007997,0.007997,True,-8.638344818616811e-05,0.010801981766433426
orig+VIX,0.02,1000000.0,TSLA_put_put_near,234.5,4.69,0.0058625000000000005,0.0058625000000000005,True,4.085470540766774e-05,0.006968819685742898
orig+VIX,0.02,1000000.0,TSLA_put_put_wing,103.5,2.07,0.0010660500000000002,0.0010660500000000002,True,-0.0001615161367268744,0.15150896930432378
orig+VIX,0.02,1000000.0,VIX_call_vix_atm,8207.5,164.15,0.03890355,0.03890355,True,-0.000263725989949223,0.006778969784228508
orig+VIX,0.02,1000000.0,VIX_call_vix_call_near,13246.5,264.93,0.04106415,0.04106415,True,-0.00033862057488860117,0.00824613622560314
orig+VIX,0.02,1000000.0,VIX_call_vix_call_wing,13859.0,277.18,0.0097013,0.0097013,True,0.00015263268602866642,0.01573321988070325
orig+VIX,0.02,1000000.0,VIX_put_vix_atm,8075.0,161.5,0.0444125,0.0444125,True,-0.002199335755409988,0.04952064746208811
orig+VIX,0.02,1000000.0,VIX_put_vix_put_near,12904.0,258.08,0.0077424,0.0077424,True,0.00019348801228611582,0.024990702144827938
orig+VIX,0.05,1000000.0,AAPL_call_atm,2060.5,103.025,0.02781675,0.02781675,True,0.02781674882449791,0.9999999577412138
orig+VIX,0.05,1000000.0,AAPL_call_call_near,1905.0,95.25,0.0116205,0.0116205,True,-0.0019677224902403803,0.1693319986438088
orig+VIX,0.05,1000000.0,AAPL_call_put_near,436.0,21.8,0.019511,0.019511,True,0.019510999773446946,0.9999999883884447
orig+VIX,0.05,1000000.0,AAPL_put_atm,1139.5,56.975,0.013389125000000002,0.013389125000000002,True,0.013389124259255664,0.9999999446756724
orig+VIX,0.05,1000000.0,AAPL_put_call_near,165.5,8.275,0.007157875,0.007157875,True,0.00715787462503592,0.999999947615168
orig+VIX,0.05,1000000.0,AAPL_put_put_near,963.0,48.150000000000006,0.005055750000000001,0.005055750000000001,True,0.005055749037751643,0.9999998096724801
orig+VIX,0.05,1000000.0,AMZN_call_atm,279.0,13.950000000000001,0.07442325,0.07442325,True,0.005396947967019534,0.07251696166210873
orig+VIX,0.05,1000000.0,AMZN_call_call_near,194.5,9.725000000000001,0.011961750000000002,0.011961750000000002,True,0.011961749796454738,0.9999999829836551
orig+VIX,0.05,1000000.0,AMZN_call_put_near,51.0,2.5500000000000003,0.0665652,0.0665652,True,0.06656519978814056,0.9999999968172641
orig+VIX,0.05,1000000.0,AMZN_put_atm,148.5,7.425000000000001,0.0346599,0.0346599,True,0.013013772150920849,0.37547056254982986
orig+VIX,0.05,1000000.0,AMZN_put_put_near,168.5,8.425,0.017911550000000002,0.017911550000000002,True,-0.017911539822685018,0.9999994318015479
orig+VIX,0.05,1000000.0,AMZN_put_put_wing,58.0,2.9000000000000004,0.0029174000000000005,0.0029174000000000005,True,0.0029173995696445553,0.9999998524866507
orig+VIX,0.05,1000000.0,GOOGL_call_atm,104.0,5.2,0.008528,0.008528,True,0.008527999648012523,0.999999958725671
orig+VIX,0.05,1000000.0,GOOGL_call_call_near,91.5,4.575,0.002722125,0.002722125,True,0.002722120717783343,0.9999984268846371
orig+VIX,0.05,1000000.0,GOOGL_call_put_near,21.0,1.05,0.007729050000000001,0.007729050000000001,True,0.007729049743064783,0.9999999667572059
orig+VIX,0.05,1000000.0,GOOGL_put_atm,64.0,3.2,0.0126304,0.0126304,True,0.012630399192574745,0.9999999360728674
orig+VIX,0.05,1000000.0,GOOGL_put_put_near,42.0,2.1,0.003906,0.003906,True,0.0039059989644104212,0.9999997348720996
orig+VIX,0.05,1000000.0,JPM_call_atm,331.5,16.575,0.006497399999999999,0.006497399999999999,True,0.00649739979110851,0.9999999678499879
orig+VIX,0.05,1000000.0,JPM_call_call_near,163.0,8.15,0.000489,0.000489,True,0.0004889996230064691,0.999999229052084
orig+VIX,0.05,1000000.0,JPM_call_put_near,50.0,2.5,0.0018375,0.0018375,True,0.0018374997976937197,0.9999998899013441
orig+VIX,0.05,1000000.0,JPM_put_atm,194.0,9.700000000000001,0.0024250000000000005,0.0024250000000000005,True,0.00242499970818316,0.9999998796631585
orig+VIX,0.05,1000000.0,JPM_put_put_near,113.0,5.65,0.000565,0.000565,True,0.0005649996766749778,0.9999994277433236
orig+VIX,0.05,1000000.0,META_call_atm,1445.0,72.25,0.0289,0.0289,True,0.028899999725151712,0.9999999904896787
orig+VIX,0.05,1000000.0,META_call_call_near,810.5,40.525000000000006,0.0034041,0.0034041,True,-0.0034040966067467866,0.9999990031863889
orig+VIX,0.05,1000000.0,META_call_put_near,287.5,14.375,0.01725,0.01725,True,0.01724999975907514,0.9999999860333415
orig+VIX,0.05,1000000.0,META_call_put_wing,47.0,2.35,0.009964,0.009964,True,0.009963999757233034,0.9999999756355915
orig+VIX,0.05,1000000.0,META_put_atm,698.5,34.925000000000004,0.03918585000000001,0.03918585000000001,True,0.03918584941654919,0.999999985110676
orig+VIX,0.05,1000000.0,META_put_call_near,71.0,3.5500000000000003,0.005530900000000001,0.005530900000000001,True,0.005530899677290471,0.9999999416533422
orig+VIX,0.05,1000000.0,META_put_put_near,425.0,21.25,0.0085,0.0085,True,0.008499999582324804,0.9999999508617415
orig+VIX,0.05,1000000.0,MSFT_call_atm,818.0,40.900000000000006,0.013292500000000002,0.013292500000000002,True,0.013292499267212963,0.9999999448721429
orig+VIX,0.05,1000000.0,MSFT_call_call_near,399.5,19.975,0.0032159750000000003,0.0032159750000000003,True,0.0032159743610026157,0.9999998013052388
orig+VIX,0.05,1000000.0,MSFT_call_put_near,116.0,5.800000000000001,0.005365000000000001,0.005365000000000001,True,0.005364999797836706,0.9999999623181184
orig+VIX,0.05,1000000.0,MSFT_put_atm,393.0,19.650000000000002,0.006189750000000001,0.006189750000000001,True,-0.006189741573962762,0.999998638711218
orig+VIX,0.05,1000000.0,MSFT_put_put_near,277.0,13.850000000000001,0.0027977,0.0027977,True,0.002797699534000717,0.9999998334348633
orig+VIX,0.05,1000000.0,NVDA_call_atm,216.0,10.8,0.016092000000000002,0.016092000000000002,True,0.016091999857011607,0.9999999911143179
orig+VIX,0.05,1000000.0,NVDA_call_call_near,232.0,11.600000000000001,0.006032000000000001,0.006032000000000001,True,0.006031999836282125,0.9999999728584423
orig+VIX,0.05,1000000.0,NVDA_call_put_near,100.0,5.0,0.021855,0.021855,True,0.021854999853190917,0.999999993282586
orig+VIX,0.05,1000000.0,NVDA_call_put_wing,32.0,1.6,0.008684800000000001,0.008684800000000001,True,0.0086847998285611,0.9999999802598907
orig+VIX,0.05,1000000.0,NVDA_put_atm,152.0,7.6000000000000005,0.0116584,0.0116584,True,0.01165839920583594,0.9999999318805274
orig+VIX,0.05,1000000.0,NVDA_put_call_near,47.5,2.375,0.007885000000000001,0.007885000000000001,True,0.007884999446149512,0.999999929758974
orig+VIX,0.05,1000000.0,NVDA_put_put_near,142.0,7.1000000000000005,0.0049558000000000015,0.0049558000000000015,True,0.004955799160007713,0.9999998305031905
orig+VIX,0.05,1000000.0,NVDA_put_put_wing,103.0,5.15,0.0009167000000000001,0.0009167000000000001,True,-0.0009166998800230774,0.9999998691208436
orig+VIX,0.05,1000000.0,TSLA_call_atm,275.0,13.75,0.04984375,0.04984375,True,0.04984374984569565,0.9999999969042388
orig+VIX,0.05,1000000.0,TSLA_call_call_near,223.0,11.15,0.026258250000000004,0.026258250000000004,True,0.026258249256771313,0.9999999716954218
orig+VIX,0.05,1000000.0,TSLA_call_put_near,53.5,2.6750000000000003,0.018382600000000002,0.018382600000000002,True,0.018382599841796292,0.9999999913938338
orig+VIX,0.05,1000000.0,TSLA_put_atm,209.5,10.475000000000001,0.0447492,0.0447492,True,0.04474919964662441,0.9999999921031976
orig+VIX,0.05,1000000.0,TSLA_put_call_near,55.0,2.75,0.0199925,0.0199925,True,0.017661874282407456,0.8834249984948084
orig+VIX,0.05,1000000.0,TSLA_put_put_near,234.5,11.725000000000001,0.014656250000000004,0.014656250000000004,True,0.014656249540899979,0.999999968675478
orig+VIX,0.05,1000000.0,TSLA_put_put_wing,103.5,5.175000000000001,0.0026651250000000004,0.0026651250000000004,True,0.0026651240547417967,0.999999645323126
orig+VIX,0.05,1000000.0,VIX_call_vix_atm,8207.5,410.375,0.097258875,0.097258875,True,0.05983426419572245,0.6152062132707422
orig+VIX,0.05,1000000.0,VIX_call_vix_call_near,13246.5,662.325,0.102660375,0.102660375,True,-0.08308372627396192,0.8093066704067847
orig+VIX,0.05,1000000.0,VIX_call_vix_call_wing,13859.0,692.95,0.02425325,0.02425325,True,0.0026121183300999093,0.10770178553801693
orig+VIX,0.05,1000000.0,VIX_put_vix_atm,8075.0,403.75,0.11103125,0.11103125,True,-0.03590237367528954,0.3233537736023826
orig+VIX,0.05,1000000.0,VIX_put_vix_put_near,12904.0,645.2,0.019356,0.019356,True,-0.01856747923692745,0.9592622048422944
orig+VIX,0.10,1000000.0,AAPL_call_atm,2060.5,206.05,0.0556335,0.0556335,True,0.0010539153582187443,0.018943898158820572
orig+VIX,0.10,1000000.0,AAPL_call_call_near,1905.0,190.5,0.023241,0.023241,True,-0.004023319782000475,0.17311302362206765
orig+VIX,0.10,1000000.0,AAPL_call_put_near,436.0,43.6,0.039022,0.039022,True,0.03902199981944128,0.9999999953728994
orig+VIX,0.10,1000000.0,AAPL_put_atm,1139.5,113.95,0.026778250000000003,0.026778250000000003,True,0.013444766340537363,0.5020778557425284
orig+VIX,0.10,1000000.0,AAPL_put_call_near,165.5,16.55,0.01431575,0.01431575,True,0.014315749545524706,0.9999999682534765
orig+VIX,0.10,1000000.0,AAPL_put_put_near,963.0,96.30000000000001,0.010111500000000002,0.010111500000000002,True,0.001705406550388021,0.16866009497977755
orig+VIX,0.10,1000000.0,AMZN_call_atm,279.0,27.900000000000002,0.1488465,0.1488465,True,-0.0030145322096007438,0.020252624076486474
orig+VIX,0.10,1000000.0,AMZN_call_call_near,194.5,19.450000000000003,0.023923500000000004,0.023923500000000004,True,-5.815814574534645e-05,0.002431004900844209
orig+VIX,0.10,1000000.0,AMZN_call_put_near,51.0,5.1000000000000005,0.1331304,0.1331304,True,0.1331303997396994,0.9999999980447696
orig+VIX,0.10,1000000.0,AMZN_put_atm,148.5,14.850000000000001,0.0693198,0.0693198,True,0.008527905748630897,0.12302265368092374
orig+VIX,0.10,1000000.0,AMZN_put_put_near,168.5,16.85,0.035823100000000004,0.035823100000000004,True,-0.0036035221312540745,0.10059213555650053
orig+VIX,0.10,1000000.0,AMZN_put_put_wing,58.0,5.800000000000001,0.005834800000000001,0.005834800000000001,True,0.005834799357173791,0.9999998898289213
orig+VIX,0.10,1000000.0,GOOGL_call_atm,104.0,10.4,0.017056,0.017056,True,0.010602202522045774,0.6216113110955542
orig+VIX,0.10,1000000.0,GOOGL_call_call_near,91.5,9.15,0.00544425,0.00544425,True,-0.004129328540331797,0.7584751876441745
orig+VIX,0.10,1000000.0,GOOGL_call_put_near,21.0,2.1,0.015458100000000002,0.015458100000000002,True,0.01545809960328938,0.9999999743363918
orig+VIX,0.10,1000000.0,GOOGL_put_atm,64.0,6.4,0.0252608,0.0252608,True,0.003704809701040357,0.1466624058240577
orig+VIX,0.10,1000000.0,GOOGL_put_put_near,42.0,4.2,0.007812,0.007812,True,-0.003423943472550777,0.43829281522667396
orig+VIX,0.10,1000000.0,JPM_call_atm,331.5,33.15,0.012994799999999997,0.012994799999999997,True,0.012994799883277518,0.9999999910177548
orig+VIX,0.10,1000000.0,JPM_call_call_near,163.0,16.3,0.000978,0.000978,True,0.0009779995560918776,0.9999995461062144
orig+VIX,0.10,1000000.0,JPM_call_put_near,50.0,5.0,0.003675,0.003675,True,0.0036749998764750115,0.9999999663877582
orig+VIX,0.10,1000000.0,JPM_put_atm,194.0,19.400000000000002,0.004850000000000001,0.004850000000000001,True,0.004849999821734241,0.9999999632441733
orig+VIX,0.10,1000000.0,JPM_put_put_near,113.0,11.3,0.00113,0.00113,True,0.0011299997432646634,0.9999997728005872
orig+VIX,0.10,1000000.0,META_call_atm,1445.0,144.5,0.0578,0.0578,True,0.022673645344874812,0.3922776011224016
orig+VIX,0.10,1000000.0,META_call_call_near,810.5,81.05000000000001,0.0068082,0.0068082,True,-0.006808199804503636,0.9999999712851613
orig+VIX,0.10,1000000.0,META_call_put_near,287.5,28.75,0.0345,0.0345,True,0.03449999973731509,0.9999999923859445
orig+VIX,0.10,1000000.0,META_call_put_wing,47.0,4.7,0.019928,0.019928,True,0.019927999759591062,0.9999999879361231
orig+VIX,0.10,1000000.0,META_put_atm,698.5,69.85000000000001,0.07837170000000002,0.07837170000000002,True,0.019869713861646883,0.25353174502590703
orig+VIX,0.10,1000000.0,META_put_call_near,71.0,7.1000000000000005,0.011061800000000002,0.011061800000000002,True,0.011061799815909205,0.999999983357971
orig+VIX,0.10,1000000.0,META_put_put_near,425.0,42.5,0.017,0.017,True,0.00779784473419864,0.4586967490705082
orig+VIX,0.10,1000000.0,MSFT_call_atm,818.0,81.80000000000001,0.026585000000000004,0.026585000000000004,True,0.004595597976045243,0.17286432108501945
orig+VIX,0.10,1000000.0,MSFT_call_call_near,399.5,39.95,0.0064319500000000005,0.0064319500000000005,True,-0.006431949558635669,0.9999999313793901
orig+VIX,0.10,1000000.0,MSFT_call_put_near,116.0,11.600000000000001,0.010730000000000002,0.010730000000000002,True,0.010729999846801907,0.9999999857224515
orig+VIX,0.10,1000000.0,MSFT_put_atm,393.0,39.300000000000004,0.012379500000000002,0.012379500000000002,True,-0.01237949918509883,0.9999999341733373
orig+VIX,0.10,1000000.0,MSFT_put_put_near,277.0,27.700000000000003,0.0055954,0.0055954,True,0.005595398081023208,0.9999996570438587
orig+VIX,0.10,1000000.0,NVDA_call_atm,216.0,21.6,0.032184000000000004,0.032184000000000004,True,0.03218399963821228,0.9999999887587707
orig+VIX,0.10,1000000.0,NVDA_call_call_near,232.0,23.200000000000003,0.012064000000000002,0.012064000000000002,True,0.0018405668116599867,0.15256687762433574
orig+VIX,0.10,1000000.0,NVDA_call_put_near,100.0,10.0,0.04371,0.04371,True,0.043709999884359856,0.9999999973543778
orig+VIX,0.10,1000000.0,NVDA_call_put_wing,32.0,3.2,0.017369600000000002,0.017369600000000002,True,0.01736959979822064,0.9999999883831888
orig+VIX,0.10,1000000.0,NVDA_put_atm,152.0,15.200000000000001,0.0233168,0.0233168,True,0.007419911105103123,0.3182216730041482
orig+VIX,0.10,1000000.0,NVDA_put_call_near,47.5,4.75,0.015770000000000003,0.015770000000000003,True,0.01576999955754588,0.9999999719433024
orig+VIX,0.10,1000000.0,NVDA_put_put_near,142.0,14.200000000000001,0.009911600000000003,0.009911600000000003,True,0.009911599589594911,0.999999958593457
orig+VIX,0.10,1000000.0,NVDA_put_put_wing,103.0,10.3,0.0018334000000000002,0.0018334000000000002,True,-0.0018333999733393632,0.9999999854583631
orig+VIX,0.10,1000000.0,TSLA_call_atm,275.0,27.5,0.0996875,0.0996875,True,0.0909152951471633,0.9120029607238952
orig+VIX,0.10,1000000.0,TSLA_call_call_near,223.0,22.3,0.05251650000000001,0.05251650000000001,True,-0.00776206215518516,0.1478023507885171
orig+VIX,0.10,1000000.0,TSLA_call_put_near,53.5,5.3500000000000005,0.036765200000000005,0.036765200000000005,True,0.036765199821374564,0.9999999951414533
orig+VIX,0.10,1000000.0,TSLA_put_atm,209.5,20.950000000000003,0.0894984,0.0894984,True,0.06710511041340188,0.7497911740701719
orig+VIX,0.10,1000000.0,TSLA_put_call_near,55.0,5.5,0.039985,0.039985,True,0.010569691278372846,0.2643414099880667
orig+VIX,0.10,1000000.0,TSLA_put_put_near,234.5,23.450000000000003,0.02931250000000001,0.02931250000000001,True,-0.00046051620282313205,0.01571057408351836
orig+VIX,0.10,1000000.0,TSLA_put_put_wing,103.5,10.350000000000001,0.005330250000000001,0.005330250000000001,True,-0.005330249659815483,0.9999999361785061
orig+VIX,0.10,1000000.0,VIX_call_vix_atm,8207.5,820.75,0.19451775,0.18,True,-2.574620113218389e-10,1.4303445073435495e-09
orig+VIX,0.10,1000000.0,VIX_call_vix_call_near,13246.5,1324.65,0.20532075,0.18,True,-0.02872954524863513,0.1596085847146396
orig+VIX,0.10,1000000.0,VIX_call_vix_call_wing,13859.0,1385.9,0.0485065,0.0485065,True,6.191548773391259e-10,1.2764369256473379e-08
orig+VIX,0.10,1000000.0,VIX_put_vix_atm,8075.0,807.5,0.2220625,0.18,True,-0.16201152598457608,0.900064033247645
orig+VIX,0.10,1000000.0,VIX_put_vix_put_near,12904.0,1290.4,0.038712,0.038712,True,0.009258926461665174,0.2391745831180299
orig+VIX,0.02,5000000.0,AAPL_call_atm,2060.5,41.21,0.00222534,0.00222534,True,-1.7727119260487032e-06,0.0007966027330873948
orig+VIX,0.02,5000000.0,AAPL_call_call_near,1905.0,38.1,0.0009296399999999999,0.0009296399999999999,True,2.8087479882288076e-06,0.0030213286737111227
orig+VIX,0.02,5000000.0,AAPL_call_put_near,436.0,8.72,0.00156088,0.00156088,True,2.271202989979617e-05,0.01455078539016207
orig+VIX,0.02,5000000.0,AAPL_put_atm,1139.5,22.79,0.00107113,0.00107113,True,5.477151959359416e-06,0.005113433438853749
orig+VIX,0.02,5000000.0,AAPL_put_call_near,165.5,3.31,0.00057263,0.00057263,True,-3.3875734567986845e-05,0.0591581554720969
orig+VIX,0.02,5000000.0,AAPL_put_put_near,963.0,19.26,0.00040446000000000004,0.00040446000000000004,True,9.473669718729864e-06,0.02342300776029734
orig+VIX,0.02,5000000.0,AMZN_call_atm,279.0,5.58,0.00595386,0.00595386,True,1.0516615751080656e-05,0.00176635254290169
orig+VIX,0.02,5000000.0,AMZN_call_call_near,194.5,3.89,0.00095694,0.00095694,True,-9.871678864613582e-06,0.010315880686995614
orig+VIX,0.02,5000000.0,AMZN_call_put_near,51.0,1.02,0.005325216000000001,0.005325216000000001,True,5.978856415153622e-05,0.011227443948102052
orig+VIX,0.02,5000000.0,AMZN_put_atm,148.5,2.97,0.002772792,0.002772792,True,-1.608117680527315e-05,0.005799633295708135
orig+VIX,0.02,5000000.0,AMZN_put_put_near,168.5,3.37,0.0014329240000000001,0.0014329240000000001,True,-3.631539341723861e-06,0.0025343558637609953
orig+VIX,0.02,5000000.0,AMZN_put_put_wing,58.0,1.16,0.00023339199999999996,0.00023339199999999996,True,3.245753680334614e-05,0.13906876329671175
orig+VIX,0.02,5000000.0,GOOGL_call_atm,104.0,2.08,0.0006822399999999999,0.0006822399999999999,True,2.5147854462180723e-05,0.036860715381948767
orig+VIX,0.02,5000000.0,GOOGL_call_call_near,91.5,1.83,0.00021777000000000002,0.00021777000000000002,True,2.139714303247352e-06,0.009825569652602985
orig+VIX,0.02,5000000.0,GOOGL_call_put_near,21.0,1.0,0.0014722,0.0014722,True,-0.0001001404797352865,0.06802097523114149
orig+VIX,0.02,5000000.0,GOOGL_put_atm,64.0,1.28,0.001010432,0.001010432,True,-3.906187086961552e-05,0.038658584515945185
orig+VIX,0.02,5000000.0,GOOGL_put_put_near,42.0,1.0,0.00037200000000000004,0.00037200000000000004,True,-1.122184132433688e-05,0.030166240119185155
orig+VIX,0.02,5000000.0,JPM_call_atm,331.5,6.63,0.000519792,0.000519792,True,7.06658885486653e-05,0.13595031964452184
orig+VIX,0.02,5000000.0,JPM_call_call_near,163.0,3.2600000000000002,3.912e-05,3.912e-05,True,-1.124705338877497e-05,0.28750136474373644
orig+VIX,0.02,5000000.0,JPM_call_put_near,50.0,1.0,0.000147,0.000147,True,9.801405079006179e-05,0.6667622502725292
orig+VIX,0.02,5000000.0,JPM_put_atm,194.0,3.88,0.00019399999999999997,0.00019399999999999997,True,2.1711994940921486e-05,0.11191749969547159
orig+VIX,0.02,5000000.0,JPM_put_put_near,113.0,2.2600000000000002,4.520000000000001e-05,4.520000000000001e-05,True,2.078302464758378e-05,0.45980143025627823
orig+VIX,0.02,5000000.0,META_call_atm,1445.0,28.900000000000002,0.002312,0.002312,True,-4.2444154327163e-05,0.018358198238392305
orig+VIX,0.02,5000000.0,META_call_call_near,810.5,16.21,0.000272328,0.000272328,True,-1.0528982913224955e-06,0.003866287312808435
orig+VIX,0.02,5000000.0,META_call_put_near,287.5,5.75,0.00138,0.00138,True,4.1278848114588074e-05,0.02991220877868701
orig+VIX,0.02,5000000.0,META_call_put_wing,47.0,1.0,0.000848,0.000848,True,-0.00028776842138499557,0.3393495535200419
orig+VIX,0.02,5000000.0,META_put_atm,698.5,13.97,0.003134868,0.003134868,True,-4.795380454636224e-05,0.015296913473346323
orig+VIX,0.02,5000000.0,META_put_call_near,71.0,1.42,0.000442472,0.000442472,True,3.3516838814069116e-05,0.07574906166733514
orig+VIX,0.02,5000000.0,META_put_put_near,425.0,8.5,0.00068,0.00068,True,-9.302315226654813e-05,0.136798753333159
orig+VIX,0.02,5000000.0,MSFT_call_atm,818.0,16.36,0.0010634,0.0010634,True,8.701081849014032e-06,0.008182322596402137
