config,signal_date,execution_date,action,signal_source,asset_id,symbol,underlying,expiry,position_contracts,order_contracts,valid_quote_minutes,session_minutes,median_relative_spread,p90_relative_spread,first_valid_ts,first_valid_bid,first_valid_ask,first_valid_mid,quote_presence_fraction,quote_vwap_mid,quote_vwap_bid,quote_vwap_ask,first_valid_touch,quote_vwap_touch,evidence_only
orig+VIX,2020-06-11,2020-06-12,exit,official_vix_close,VIX_put_vix_put_near,VIX   200617P00025000,VX_FRONT,2020-06-17,-85.0,85.0,329.0,390.0,0.6666666666666666,0.9999999999999999,2020-06-12 13:31:00+00:00,0.1,0.2,0.15000000000000002,0.8435897435897436,0.08892932359200753,0.05219609921501489,0.12566254796900017,0.2,0.12566254796900017,True
larger+VIX,2020-06-11,2020-06-12,exit,official_vix_close,AAPL_call_atm,AAPL  200619C00320000,AAPL,2020-06-19,1.0,-1.0,389.0,390.0,0.009456264775413678,0.02193929859773796,2020-06-12 13:31:00+00:00,26.2,26.85,26.525,0.9974358974358974,22.10386909064623,21.963271649559058,22.244466531733412,26.2,21.963271649559058,True
larger+VIX,2020-06-11,2020-06-12,exit,official_vix_close,AMD_call_atm,AMD   200619C00055000,AMD,2020-06-19,8.0,-8.0,389.0,390.0,0.017291066282420765,0.028708133971291894,2020-06-12 13:31:00+00:00,1.7,1.81,1.755,0.9974358974358974,1.2715755817077758,1.2584378526519426,1.284713310763609,1.7,1.2584378526519426,True
larger+VIX,2020-06-11,2020-06-12,exit,official_vix_close,BA_put_atm,BA    200619P00150000,BA,2020-06-19,1.0,-1.0,389.0,390.0,0.03389830508474579,0.06730769230769236,2020-06-12 13:31:00+00:00,1.29,2.75,2.02,0.9974358974358974,2.0416962465523447,1.9946072670584,2.0887852260462885,1.29,1.9946072670584,True
larger+VIX,2020-06-11,2020-06-12,exit,official_vix_close,BA_put_put_near,BA    200619P00135000,BA,2020-06-19,1.0,-1.0,389.0,390.0,0.11347517730496447,0.30304789550072553,2020-06-12 13:31:00+00:00,0.5,1.41,0.955,0.9974358974358974,0.8358034845670823,0.7643159104979217,0.907291058636243,0.5,0.7643159104979217,True
larger+VIX,2020-06-11,2020-06-12,exit,official_vix_close,CHTR_call_atm,CHTR  200619C00550000,CHTR,2020-06-19,1.0,-1.0,389.0,390.0,0.7636363636363636,1.1376525821596244,2020-06-12 13:31:00+00:00,0.2,2.45,1.3250000000000002,0.9974358974358974,1.420418559520134,0.7990076302209678,2.0418294888193005,0.2,0.7990076302209678,True
larger+VIX,2020-06-11,2020-06-12,exit,official_vix_close,COST_call_atm,COST  200619C00310000,COST,2020-06-19,4.0,-4.0,389.0,390.0,0.08970976253298149,0.13559322033898297,2020-06-12 13:31:00+00:00,2.26,2.52,2.3899999999999997,0.9974358974358974,1.6951788476411447,1.6082405259087393,1.78211716937355,2.26,1.6082405259087393,True
larger+VIX,2020-06-11,2020-06-12,exit,official_vix_close,DAL_put_atm,DAL   200619P00025000,DAL,2020-06-19,1.0,-1.0,389.0,390.0,0.028169014084507067,0.05128205128205133,2020-06-12 13:31:00+00:00,0.46,0.51,0.485,0.9974358974358974,0.4678259380991509,0.4588368483520497,0.4768150278462522,0.46,0.4588368483520497,True
larger+VIX,2020-06-11,2020-06-12,exit,official_vix_close,MA_call_atm,MA    200619C00300000,MA,2020-06-19,1.0,-1.0,389.0,390.0,0.05405405405405406,0.07423252129134489,2020-06-12 13:31:00+00:00,5.75,6.55,6.15,0.9974358974358974,5.02687133803659,4.882751404998206,5.170991271074973,5.75,4.882751404998206,True
larger+VIX,2020-06-11,2020-06-12,exit,official_vix_close,META_call_call_near,FB    200619C00240000,META,2020-06-19,1.0,-1.0,389.0,390.0,0.03636363636363624,0.054054054054053925,2020-06-12 13:31:00+00:00,1.47,1.61,1.54,0.9974358974358974,1.2278195980497086,1.2031965750981093,1.252442621001308,1.47,1.2031965750981093,True
larger+VIX,2020-06-11,2020-06-12,exit,official_vix_close,MSFT_call_atm,MSFT  200619C00180000,MSFT,2020-06-19,2.0,-2.0,389.0,390.0,0.016085790884718537,0.044444444444444446,2020-06-12 13:31:00+00:00,10.9,12.2,11.55,0.9974358974358974,10.616021668650223,10.416345877621373,10.815697459679074,10.9,10.416345877621373,True
larger+VIX,2020-06-11,2020-06-12,exit,official_vix_close,MSFT_call_call_near,MSFT  200619C00195000,MSFT,2020-06-19,9.0,-9.0,389.0,390.0,0.01980198019801982,0.028404516312671994,2020-06-12 13:31:00+00:00,2.05,2.14,2.0949999999999998,0.9974358974358974,1.4778547220967015,1.4625282422051515,1.493181201988251,2.05,1.4625282422051515,True
larger+VIX,2020-06-11,2020-06-12,exit,official_vix_close,MSFT_put_atm,MSFT  200619P00180000,MSFT,2020-06-19,-1.0,1.0,389.0,390.0,0.02094240837696337,0.033975786924939494,2020-06-12 13:31:00+00:00,0.98,1.03,1.005,0.9974358974358974,1.5794471898818996,1.5607312170198508,1.5981631627439485,1.03,1.5981631627439485,True
larger+VIX,2020-06-11,2020-06-12,exit,official_vix_close,XOM_put_atm,XOM   200619P00045000,XOM,2020-06-19,7.0,-7.0,389.0,390.0,0.035087719298245446,0.056074766355140235,2020-06-12 13:31:00+00:00,0.67,0.7,0.685,0.9974358974358974,0.9339758458736701,0.9133413208089715,0.9546103709383688,0.67,0.9133413208089715,True
larger+VIX,2020-06-11,2020-06-12,exit,official_vix_close,VIX_call_vix_atm,VIX   200617C00029000,VX_FRONT,2020-06-17,-8.0,8.0,389.0,390.0,0.027397260273972508,0.03821656050955412,2020-06-12 13:31:00+00:00,7.5,7.7,7.6,0.9974358974358974,9.640239104760798,9.498618419778902,9.781859789742697,7.7,9.781859789742697,True
larger+VIX,2020-06-11,2020-06-12,exit,official_vix_close,VIX_call_vix_call_near,VIX   200617C00035000,VX_FRONT,2020-06-17,-32.0,32.0,389.0,390.0,0.04255319148936167,0.05494672754946732,2020-06-12 13:31:00+00:00,3.9,4.1,4.0,0.9974358974358974,4.977127749855731,4.862177240769251,5.092078258942211,4.1,5.092078258942211,True
larger+VIX,2020-06-11,2020-06-12,exit,official_vix_close,VIX_put_vix_atm,VIX   200617P00028000,VX_FRONT,2020-06-17,-111.0,111.0,389.0,390.0,0.3999999999999999,0.5454545454545453,2020-06-12 13:31:00+00:00,0.35,0.5,0.425,0.9974358974358974,0.32368589729310715,0.2662577295245563,0.38111406506165796,0.5,0.38111406506165796,True
larger+VIX,2020-06-11,2020-06-12,exit,official_vix_close,VIX_put_vix_put_near,VIX   200617P00025000,VX_FRONT,2020-06-17,-73.0,73.0,329.0,390.0,0.6666666666666666,0.9999999999999999,2020-06-12 13:31:00+00:00,0.1,0.2,0.15000000000000002,0.8435897435897436,0.08892932359200753,0.05219609921501489,0.12566254796900017,0.2,0.12566254796900017,True
orig,2020-06-12,2020-06-15,reenter,official_vix_close,AAPL_call_atm,AAPL  200619C00320000,AAPL,2020-06-19,11.0,11.0,389.0,390.0,0.009615384615384583,0.014405147372695187,2020-06-15 13:31:00+00:00,17.05,17.35,17.200000000000003,0.9974358974358974,21.03063030390948,20.912513599767898,21.148747008051064,17.35,21.148747008051064,True
orig,2020-06-12,2020-06-15,reenter,official_vix_close,AAPL_put_atm,AAPL  200619P00320000,AAPL,2020-06-19,-4.0,-4.0,389.0,390.0,0.017391304347826105,0.03049242424242426,2020-06-15 13:31:00+00:00,2.42,2.56,2.49,0.9974358974358974,1.1350726418117723,1.1238211729516077,1.1463241106719368,2.42,1.1238211729516077,True
orig,2020-06-12,2020-06-15,reenter,official_vix_close,AMZN_call_atm,AMZN  200619C02500000,AMZN,2020-06-19,5.0,5.0,389.0,390.0,0.014291719209752023,0.026733845481174995,2020-06-15 13:31:00+00:00,62.3,65.6,63.949999999999996,0.9974358974358974,71.62266702014847,70.95484623541887,72.29048780487805,65.6,72.29048780487805,True
orig,2020-06-12,2020-06-15,reenter,official_vix_close,MSFT_call_atm,MSFT  200619C00180000,MSFT,2020-06-19,18.0,18.0,389.0,390.0,0.021621621621621546,0.03250332299512632,2020-06-15 13:31:00+00:00,7.35,7.55,7.449999999999999,0.9974358974358974,9.413223546885035,9.285001204238922,9.54144588953115,7.55,9.54144588953115,True
orig,2020-06-12,2020-06-15,reenter,official_vix_close,MSFT_call_call_near,MSFT  200619C00195000,MSFT,2020-06-19,17.0,17.0,389.0,390.0,0.018348623853211024,0.03174603174603177,2020-06-15 13:31:00+00:00,0.64,0.7,0.6699999999999999,0.9974358974358974,0.7935900753130342,0.7844480894515549,0.8027320611745137,0.7,0.8027320611745137,True
orig,2020-06-12,2020-06-15,reenter,official_vix_close,MSFT_put_atm,MSFT  200619P00180000,MSFT,2020-06-19,-15.0,-15.0,389.0,390.0,0.0233918128654971,0.04485788113695092,2020-06-15 13:31:00+00:00,1.77,1.9,1.835,0.9974358974358974,0.754273352793995,0.7438719766472061,0.764674728940784,1.77,0.7438719766472061,True
orig,2020-06-12,2020-06-15,reenter,official_vix_close,TSLA_put_atm,TSLA  200619P00820000,TSLA,2020-06-19,-5.0,-5.0,389.0,390.0,0.05733558178752106,0.10621457360373622,2020-06-15 13:31:00+00:00,7.6,8.15,7.875,0.9974358974358974,3.4063621581670365,3.3111485587583145,3.5015757575757576,7.6,3.3111485587583145,True
larger,2020-06-12,2020-06-15,reenter,official_vix_close,AAPL_call_atm,AAPL  200619C00320000,AAPL,2020-06-19,11.0,11.0,389.0,390.0,0.009615384615384583,0.014405147372695187,2020-06-15 13:31:00+00:00,17.05,17.35,17.200000000000003,0.9974358974358974,21.03063030390948,20.912513599767898,21.148747008051064,17.35,21.148747008051064,True
larger,2020-06-12,2020-06-15,reenter,official_vix_close,AAPL_put_atm,AAPL  200619P00320000,AAPL,2020-06-19,-1.0,-1.0,389.0,390.0,0.017391304347826105,0.03049242424242426,2020-06-15 13:31:00+00:00,2.42,2.56,2.49,0.9974358974358974,1.1350726418117723,1.1238211729516077,1.1463241106719368,2.42,1.1238211729516077,True
larger,2020-06-12,2020-06-15,reenter,official_vix_close,ADBE_call_atm,ADBE  200619C00390000,ADBE,2020-06-19,2.0,2.0,389.0,390.0,0.05315614617940192,0.08968396210662254,2020-06-15 13:31:00+00:00,14.1,16.75,15.425,0.9974358974358974,15.37152783698525,14.85736635689317,15.885689317077329,16.75,15.885689317077329,True
larger,2020-06-12,2020-06-15,reenter,official_vix_close,ADBE_call_put_near,ADBE  200619C00375000,ADBE,2020-06-19,1.0,1.0,389.0,390.0,0.06683804627249355,0.11087657578422745,2020-06-15 13:31:00+00:00,26.85,29.9,28.375,0.9974358974358974,28.402272727272727,27.26065953654189,29.543885918003564,29.9,29.543885918003564,True
larger,2020-06-12,2020-06-15,reenter,official_vix_close,ADBE_put_atm,ADBE  200619P00380000,ADBE,2020-06-19,-1.0,-1.0,387.0,390.0,0.12429378531073444,0.2353275774504825,2020-06-15 13:31:00+00:00,2.06,3.05,2.5549999999999997,0.9923076923076923,1.3493172983479105,1.2123615160349854,1.4862730806608357,2.06,1.2123615160349854,True
larger,2020-06-12,2020-06-15,reenter,official_vix_close,AMD_call_atm,AMD   200619C00055000,AMD,2020-06-19,36.0,36.0,389.0,390.0,0.011173184357541908,0.023809523809523832,2020-06-15 13:31:00+00:00,0.73,0.76,0.745,0.9974358974358974,1.0190120203694932,1.0107235907153007,1.0273004500236853,0.76,1.0273004500236853,True
larger,2020-06-12,2020-06-15,reenter,official_vix_close,AMZN_call_atm,AMZN  200619C02500000,AMZN,2020-06-19,4.0,4.0,389.0,390.0,0.014291719209752023,0.026733845481174995,2020-06-15 13:31:00+00:00,62.3,65.6,63.949999999999996,0.9974358974358974,71.62266702014847,70.95484623541887,72.29048780487805,65.6,72.29048780487805,True
larger,2020-06-12,2020-06-15,reenter,official_vix_close,CHTR_call_atm,CHTR  200619C00550000,CHTR,2020-06-19,1.0,1.0,326.0,390.0,1.2941176470588234,1.6363636363636362,2020-06-15 13:35:00+00:00,0.05,2.6,1.325,0.8358974358974359,0.9170494858998257,0.28301364920930794,1.5510853225903432,2.6,1.5510853225903432,True
larger,2020-06-12,2020-06-15,reenter,official_vix_close,COST_call_atm,COST  200619C00310000,COST,2020-06-19,5.0,5.0,389.0,390.0,0.07228915662650595,0.12244897959183673,2020-06-15 13:31:00+00:00,0.75,0.91,0.8300000000000001,0.9974358974358974,0.4366218760698391,0.4176104073947278,0.4556333447449504,0.91,0.4556333447449504,True
larger,2020-06-12,2020-06-15,reenter,official_vix_close,LLY_call_atm,LLY   200619C00155000,LLY,2020-06-19,2.0,2.0,389.0,390.0,0.4285714285714286,0.6361904761904759,2020-06-15 13:31:00+00:00,0.01,0.28,0.14500000000000002,0.9974358974358974,0.12361763597537997,0.07685592262278608,0.17037934932797388,0.28,0.17037934932797388,True
larger,2020-06-12,2020-06-15,reenter,official_vix_close,MA_call_atm,MA    200619C00300000,MA,2020-06-19,4.0,4.0,389.0,390.0,0.06315789473684216,0.09395049599761665,2020-06-15 13:31:00+00:00,2.73,3.1,2.915,0.9974358974358974,3.2789969771915364,3.173276999175598,3.384716955207475,3.1,3.384716955207475,True
larger,2020-06-12,2020-06-15,reenter,official_vix_close,MSFT_call_atm,MSFT  200619C00180000,MSFT,2020-06-19,14.0,14.0,389.0,390.0,0.021621621621621546,0.03250332299512632,2020-06-15 13:31:00+00:00,7.35,7.55,7.449999999999999,0.9974358974358974,9.413223546885035,9.285001204238922,9.54144588953115,7.55,9.54144588953115,True
larger,2020-06-12,2020-06-15,reenter,official_vix_close,MSFT_call_call_near,MSFT  200619C00195000,MSFT,2020-06-19,17.0,17.0,389.0,390.0,0.018348623853211024,0.03174603174603177,2020-06-15 13:31:00+00:00,0.64,0.7,0.6699999999999999,0.9974358974358974,0.7935900753130342,0.7844480894515549,0.8027320611745137,0.7,0.8027320611745137,True
larger,2020-06-12,2020-06-15,reenter,official_vix_close,MSFT_put_atm,MSFT  200619P00180000,MSFT,2020-06-19,-10.0,-10.0,389.0,390.0,0.0233918128654971,0.04485788113695092,2020-06-15 13:31:00+00:00,1.77,1.9,1.835,0.9974358974358974,0.754273352793995,0.7438719766472061,0.764674728940784,1.77,0.7438719766472061,True
larger,2020-06-12,2020-06-15,reenter,official_vix_close,NFLX_call_atm,NFLX  200619C00425000,NFLX,2020-06-19,1.0,1.0,389.0,390.0,0.027972027972027996,0.04552394170714783,2020-06-15 13:31:00+00:00,6.9,7.7,7.300000000000001,0.9974358974358974,7.59295415959253,7.463249858517261,7.722658460667798,7.7,7.722658460667798,True
larger,2020-06-12,2020-06-15,reenter,official_vix_close,PYPL_call_atm,PYPL  200619C00155000,PYPL,2020-06-19,2.0,2.0,389.0,390.0,0.037878787878787915,0.055659397715472514,2020-06-15 13:31:00+00:00,2.62,2.85,2.7350000000000003,0.9974358974358974,3.3354063370984304,3.2660745195833947,3.404738154613466,2.85,3.404738154613466,True
larger,2020-06-12,2020-06-15,reenter,official_vix_close,PYPL_put_atm,PYPL  200619P00152500,PYPL,2020-06-19,-4.0,-4.0,389.0,390.0,0.046511627906976785,0.06496088239066311,2020-06-15 13:31:00+00:00,2.54,2.85,2.6950000000000003,0.9974358974358974,1.5558404181985295,1.508625919117647,1.6030549172794117,2.54,1.508625919117647,True
larger,2020-06-12,2020-06-15,reenter,official_vix_close,TSLA_put_atm,TSLA  200619P00820000,TSLA,2020-06-19,-4.0,-4.0,389.0,390.0,0.05733558178752106,0.10621457360373622,2020-06-15 13:31:00+00:00,7.6,8.15,7.875,0.9974358974358974,3.4063621581670365,3.3111485587583145,3.5015757575757576,7.6,3.3111485587583145,True
larger,2020-06-12,2020-06-15,reenter,official_vix_close,V_call_atm,V     200619C00200000,V,2020-06-19,2.0,2.0,389.0,390.0,0.07058823529411772,0.13717524799244207,2020-06-15 13:31:00+00:00,0.27,0.33,0.30000000000000004,0.9974358974358974,0.3698405085879991,0.3530236448806603,0.3866573722953379,0.33,0.3866573722953379,True
larger,2020-06-12,2020-06-15,reenter,official_vix_close,XOM_put_atm,XOM   200619P00045000,XOM,2020-06-19,10.0,10.0,389.0,390.0,0.03773584905660381,0.05714285714285719,2020-06-15 13:31:00+00:00,1.51,1.65,1.58,0.9974358974358974,0.6799409460328598,0.6619856165584985,0.697896275507221,1.65,0.697896275507221,True
orig+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,AAPL_call_atm,AAPL  200619C00320000,AAPL,2020-06-19,2.0,2.0,389.0,390.0,0.009615384615384583,0.014405147372695187,2020-06-15 13:31:00+00:00,17.05,17.35,17.200000000000003,0.9974358974358974,21.03063030390948,20.912513599767898,21.148747008051064,17.35,21.148747008051064,True
orig+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,AAPL_put_atm,AAPL  200619P00320000,AAPL,2020-06-19,-1.0,-1.0,389.0,390.0,0.017391304347826105,0.03049242424242426,2020-06-15 13:31:00+00:00,2.42,2.56,2.49,0.9974358974358974,1.1350726418117723,1.1238211729516077,1.1463241106719368,2.42,1.1238211729516077,True
orig+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,META_call_call_near,FB    200619C00240000,META,2020-06-19,3.0,3.0,389.0,390.0,0.02247191011235957,0.0445241654210264,2020-06-15 13:31:00+00:00,0.71,0.82,0.7649999999999999,0.9974358974358974,1.0185584300298014,1.0054200748208737,1.0316967852387293,0.82,1.0316967852387293,True
orig+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,MSFT_call_atm,MSFT  200619C00180000,MSFT,2020-06-19,2.0,2.0,389.0,390.0,0.021621621621621546,0.03250332299512632,2020-06-15 13:31:00+00:00,7.35,7.55,7.449999999999999,0.9974358974358974,9.413223546885035,9.285001204238922,9.54144588953115,7.55,9.54144588953115,True
orig+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,MSFT_call_call_near,MSFT  200619C00195000,MSFT,2020-06-19,9.0,9.0,389.0,390.0,0.018348623853211024,0.03174603174603177,2020-06-15 13:31:00+00:00,0.64,0.7,0.6699999999999999,0.9974358974358974,0.7935900753130342,0.7844480894515549,0.8027320611745137,0.7,0.8027320611745137,True
orig+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,MSFT_put_atm,MSFT  200619P00180000,MSFT,2020-06-19,-1.0,-1.0,389.0,390.0,0.0233918128654971,0.04485788113695092,2020-06-15 13:31:00+00:00,1.77,1.9,1.835,0.9974358974358974,0.754273352793995,0.7438719766472061,0.764674728940784,1.77,0.7438719766472061,True
orig+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,VIX_call_vix_atm,VIX   200617C00029000,VX_FRONT,2020-06-17,-5.0,-5.0,389.0,390.0,0.03571428571428575,0.05217391304347838,2020-06-15 13:31:00+00:00,11.0,11.3,11.15,0.9974358974358974,7.569952913012987,7.431594155518879,7.708311670507095,11.0,7.431594155518879,True
orig+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,VIX_call_vix_call_near,VIX   200617C00035000,VX_FRONT,2020-06-17,-29.0,-29.0,389.0,390.0,0.0571428571428572,0.08695652173913032,2020-06-15 13:31:00+00:00,6.3,6.7,6.5,0.9974358974358974,3.5234115689353653,3.4157446732574326,3.631078464613298,6.3,3.4157446732574326,True
orig+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,VIX_put_vix_atm,VIX   200617P00028000,VX_FRONT,2020-06-17,-118.0,-118.0,267.0,390.0,0.6666666666666666,0.9999999999999999,2020-06-15 13:32:00+00:00,0.05,0.15,0.1,0.6846153846153846,0.08832819216292837,0.050346590834403196,0.12630979349145352,0.05,0.050346590834403196,True
orig+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,VIX_put_vix_put_near,VIX   200617P00025000,VX_FRONT,2020-06-17,-85.0,-85.0,,,,,,,,,0.0,,,,,,True
larger+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,AAPL_call_atm,AAPL  200619C00320000,AAPL,2020-06-19,1.0,1.0,389.0,390.0,0.009615384615384583,0.014405147372695187,2020-06-15 13:31:00+00:00,17.05,17.35,17.200000000000003,0.9974358974358974,21.03063030390948,20.912513599767898,21.148747008051064,17.35,21.148747008051064,True
larger+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,AMD_call_atm,AMD   200619C00055000,AMD,2020-06-19,8.0,8.0,389.0,390.0,0.011173184357541908,0.023809523809523832,2020-06-15 13:31:00+00:00,0.73,0.76,0.745,0.9974358974358974,1.0190120203694932,1.0107235907153007,1.0273004500236853,0.76,1.0273004500236853,True
larger+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,BA_put_atm,BA    200619P00150000,BA,2020-06-19,1.0,1.0,389.0,390.0,0.03571428571428575,0.09230769230769238,2020-06-15 13:31:00+00:00,1.76,1.9,1.83,0.9974358974358974,0.532876509950465,0.520814286955766,0.5449387329451638,1.9,0.5449387329451638,True
larger+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,BA_put_put_near,BA    200619P00135000,BA,2020-06-19,1.0,1.0,389.0,390.0,0.18181818181818174,0.33074433656957924,2020-06-15 13:31:00+00:00,0.63,0.78,0.7050000000000001,0.9974358974358974,0.18262815884476535,0.1639771359807461,0.20127918170878462,0.78,0.20127918170878462,True
larger+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,CHTR_call_atm,CHTR  200619C00550000,CHTR,2020-06-19,1.0,1.0,326.0,390.0,1.2941176470588234,1.6363636363636362,2020-06-15 13:35:00+00:00,0.05,2.6,1.325,0.8358974358974359,0.9170494858998257,0.28301364920930794,1.5510853225903432,2.6,1.5510853225903432,True
larger+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,COST_call_atm,COST  200619C00310000,COST,2020-06-19,4.0,4.0,389.0,390.0,0.07228915662650595,0.12244897959183673,2020-06-15 13:31:00+00:00,0.75,0.91,0.8300000000000001,0.9974358974358974,0.4366218760698391,0.4176104073947278,0.4556333447449504,0.91,0.4556333447449504,True
larger+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,DAL_put_atm,DAL   200619P00025000,DAL,2020-06-19,1.0,1.0,389.0,390.0,0.06896551724137917,0.09619047619047608,2020-06-15 13:31:00+00:00,0.57,0.6,0.585,0.9974358974358974,0.1708152575941967,0.164905862982318,0.17672465220607536,0.6,0.17672465220607536,True
larger+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,MA_call_atm,MA    200619C00300000,MA,2020-06-19,1.0,1.0,389.0,390.0,0.06315789473684216,0.09395049599761665,2020-06-15 13:31:00+00:00,2.73,3.1,2.915,0.9974358974358974,3.2789969771915364,3.173276999175598,3.384716955207475,3.1,3.384716955207475,True
larger+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,META_call_call_near,FB    200619C00240000,META,2020-06-19,1.0,1.0,389.0,390.0,0.02247191011235957,0.0445241654210264,2020-06-15 13:31:00+00:00,0.71,0.82,0.7649999999999999,0.9974358974358974,1.0185584300298014,1.0054200748208737,1.0316967852387293,0.82,1.0316967852387293,True
larger+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,MSFT_call_atm,MSFT  200619C00180000,MSFT,2020-06-19,2.0,2.0,389.0,390.0,0.021621621621621546,0.03250332299512632,2020-06-15 13:31:00+00:00,7.35,7.55,7.449999999999999,0.9974358974358974,9.413223546885035,9.285001204238922,9.54144588953115,7.55,9.54144588953115,True
larger+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,MSFT_call_call_near,MSFT  200619C00195000,MSFT,2020-06-19,9.0,9.0,389.0,390.0,0.018348623853211024,0.03174603174603177,2020-06-15 13:31:00+00:00,0.64,0.7,0.6699999999999999,0.9974358974358974,0.7935900753130342,0.7844480894515549,0.8027320611745137,0.7,0.8027320611745137,True
larger+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,MSFT_put_atm,MSFT  200619P00180000,MSFT,2020-06-19,-1.0,-1.0,389.0,390.0,0.0233918128654971,0.04485788113695092,2020-06-15 13:31:00+00:00,1.77,1.9,1.835,0.9974358974358974,0.754273352793995,0.7438719766472061,0.764674728940784,1.77,0.7438719766472061,True
larger+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,XOM_put_atm,XOM   200619P00045000,XOM,2020-06-19,7.0,7.0,389.0,390.0,0.03773584905660381,0.05714285714285719,2020-06-15 13:31:00+00:00,1.51,1.65,1.58,0.9974358974358974,0.6799409460328598,0.6619856165584985,0.697896275507221,1.65,0.697896275507221,True
larger+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,VIX_call_vix_atm,VIX   200617C00029000,VX_FRONT,2020-06-17,-8.0,-8.0,389.0,390.0,0.03571428571428575,0.05217391304347838,2020-06-15 13:31:00+00:00,11.0,11.3,11.15,0.9974358974358974,7.569952913012987,7.431594155518879,7.708311670507095,11.0,7.431594155518879,True
larger+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,VIX_call_vix_call_near,VIX   200617C00035000,VX_FRONT,2020-06-17,-32.0,-32.0,389.0,390.0,0.0571428571428572,0.08695652173913032,2020-06-15 13:31:00+00:00,6.3,6.7,6.5,0.9974358974358974,3.5234115689353653,3.4157446732574326,3.631078464613298,6.3,3.4157446732574326,True
larger+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,VIX_put_vix_atm,VIX   200617P00028000,VX_FRONT,2020-06-17,-111.0,-111.0,267.0,390.0,0.6666666666666666,0.9999999999999999,2020-06-15 13:32:00+00:00,0.05,0.15,0.1,0.6846153846153846,0.08832819216292837,0.050346590834403196,0.12630979349145352,0.05,0.050346590834403196,True
larger+VIX,2020-06-12,2020-06-15,reenter,official_vix_close,VIX_put_vix_put_near,VIX   200617P00025000,VX_FRONT,2020-06-17,-73.0,-73.0,,,,,,,,,0.0,,,,,,True
orig,2020-10-29,2020-10-30,reenter,official_vix_close,AMZN_call_atm,AMZN  201120C03100000,AMZN,2020-11-20,1.0,1.0,389.0,390.0,0.011106364801366913,0.015889944613256858,2020-10-30 13:31:00+00:00,171.25,174.3,172.775,0.9974358974358974,125.32695986934203,124.58042463835743,126.07349510032664,174.3,126.07349510032664,True
orig,2020-10-29,2020-10-30,reenter,official_vix_close,MSFT_call_put_near,MSFT  201120C00195000,MSFT,2020-11-20,5.0,5.0,389.0,390.0,0.014117647058823396,0.02197802197802198,2020-10-30 13:31:00+00:00,12.0,13.4,12.7,0.9974358974358974,11.547898757582638,11.43024459078081,11.665552924384468,13.4,11.665552924384468,True
larger,2020-10-29,2020-10-30,reenter,official_vix_close,AMD_call_atm,AMD   201120C00075000,AMD,2020-11-20,22.0,22.0,389.0,390.0,0.02666666666666657,0.03973509933774832,2020-10-30 13:31:00+00:00,4.9,5.2,5.050000000000001,0.9974358974358974,3.957541977171965,3.8920931987548344,4.022990755589095,5.2,4.022990755589095,True
larger,2020-10-29,2020-10-30,reenter,official_vix_close,AMD_put_atm,AMD   201120P00076000,AMD,2020-11-20,-18.0,-18.0,389.0,390.0,0.02298850574712656,0.03550295857988153,2020-10-30 13:31:00+00:00,3.25,3.5,3.375,0.9974358974358974,4.465351483547578,4.400224351200582,4.530478615894575,3.25,4.400224351200582,True
larger,2020-10-29,2020-10-30,reenter,official_vix_close,AMZN_call_atm,AMZN  201120C03100000,AMZN,2020-11-20,1.0,1.0,389.0,390.0,0.011106364801366913,0.015889944613256858,2020-10-30 13:31:00+00:00,171.25,174.3,172.775,0.9974358974358974,125.32695986934203,124.58042463835743,126.07349510032664,174.3,126.07349510032664,True
larger,2020-10-29,2020-10-30,reenter,official_vix_close,COST_call_atm,COST  201120C00360000,COST,2020-11-20,3.0,3.0,389.0,390.0,0.03809523809523796,0.0673869547819128,2020-10-30 13:31:00+00:00,10.6,12.7,11.649999999999999,0.9974358974358974,10.763610590040928,10.471964529331514,11.05525665075034,12.7,11.05525665075034,True
