arm,config,decision_date,symbol,artifact_mark,observed_mid,coverage,quote_schema,absolute_error,relative_error,regime
R1,larger+VIX,2026-01-30,JNJ   260220C00230000,3.14,2.8449999999999998,covered,cmbp-1,0.2950000000000004,0.10369068541300541,post_2023_03_28
R1,larger+VIX,2026-01-30,KO    260220C00075000,1.42,1.44,covered,cmbp-1,0.020000000000000018,0.013888888888888902,post_2023_03_28
R1,larger+VIX,2026-01-30,MA    260220C00550000,5.5,6.2,covered,cmbp-1,0.7000000000000002,0.11290322580645164,post_2023_03_28
R1,larger+VIX,2026-01-30,NVDA  260220C00185000,10.95,11.125,covered,cmbp-1,0.1750000000000007,0.01573033707865175,post_2023_03_28
R1,larger+VIX,2026-01-30,QCOM  260220C00152500,6.15,6.15,covered,cmbp-1,0.0,0.0,post_2023_03_28
R1,larger+VIX,2026-01-30,V     260220C00330000,3.16,3.145,covered,cmbp-1,0.015000000000000124,0.004769475357710691,post_2023_03_28
R1,larger+VIX,2026-01-30,VIX   260218C00019000,1.81,1.83,covered,cmbp-1,0.020000000000000018,0.010928961748633888,post_2023_03_28
R1,larger+VIX,2026-01-30,VIX   260218C00022000,1.26,1.2349999999999999,covered,cmbp-1,0.025000000000000133,0.020242914979757196,post_2023_03_28
R1,larger+VIX,2026-01-30,VIX   260218C00035000,0.47,0.475,covered,cmbp-1,0.0050000000000000044,0.010526315789473694,post_2023_03_28
R1,larger+VIX,2026-01-30,VIX   260218P00018000,1.15,1.1,covered,cmbp-1,0.04999999999999982,0.04545454545454529,post_2023_03_28
R1,larger+VIX,2026-01-30,VIX   260218P00019000,1.79,1.7850000000000001,covered,cmbp-1,0.004999999999999893,0.002801120448179212,post_2023_03_28
R1,larger+VIX,2026-01-30,WFC   260220P00086000,0.76,0.7150000000000001,covered,cmbp-1,0.04499999999999993,0.06293706293706283,post_2023_03_28
R1,larger+VIX,2026-02-27,AAPL  260320C00270000,4.3,4.375,covered,cmbp-1,0.07500000000000018,0.017142857142857182,post_2023_03_28
R1,larger+VIX,2026-02-27,AAPL  260320C00275000,2.67,2.585,covered,cmbp-1,0.08499999999999996,0.032882011605415845,post_2023_03_28
R1,larger+VIX,2026-02-27,AMZN  260320C00200000,12.97,13.524999999999999,covered,cmbp-1,0.5549999999999979,0.04103512014787416,post_2023_03_28
R1,larger+VIX,2026-02-27,BAC   260320C00050000,1.35,1.3399999999999999,covered,cmbp-1,0.010000000000000231,0.0074626865671643524,post_2023_03_28
R1,larger+VIX,2026-02-27,C     260320C00110000,4.25,4.375,covered,cmbp-1,0.125,0.02857142857142857,post_2023_03_28
R1,larger+VIX,2026-02-27,CCL   260320C00031000,1.85,1.945,covered,cmbp-1,0.09499999999999997,0.048843187660668363,post_2023_03_28
R1,larger+VIX,2026-02-27,DAL   260320C00067000,2.69,2.6950000000000003,covered,cmbp-1,0.0050000000000003375,0.001855287569573409,post_2023_03_28
R1,larger+VIX,2026-02-27,DAL   260320C00069000,2.0,1.9,covered,cmbp-1,0.10000000000000009,0.052631578947368474,post_2023_03_28
R1,larger+VIX,2026-02-27,GILD  260320C00150000,3.8,3.355,covered,cmbp-1,0.44499999999999984,0.1326378539493293,post_2023_03_28
R1,larger+VIX,2026-02-27,JNJ   260320C00250000,4.35,4.825,covered,cmbp-1,0.47500000000000053,0.09844559585492238,post_2023_03_28
R1,larger+VIX,2026-02-27,KO    260320C00081000,1.49,1.5699999999999998,covered,cmbp-1,0.07999999999999985,0.050955414012738766,post_2023_03_28
R1,larger+VIX,2026-02-27,QCOM  260320C00140000,5.8,5.9,covered,cmbp-1,0.10000000000000053,0.01694915254237297,post_2023_03_28
R1,larger+VIX,2026-02-27,UAL   260320C00100000,9.5,10.125,covered,cmbp-1,0.625,0.06172839506172839,post_2023_03_28
R1,larger+VIX,2026-02-27,V     260320C00320000,7.0,7.9,covered,cmbp-1,0.9000000000000004,0.11392405063291143,post_2023_03_28
R1,larger+VIX,2026-02-27,VIX   260318C00021000,1.87,1.9,covered,cmbp-1,0.029999999999999805,0.015789473684210423,post_2023_03_28
R1,larger+VIX,2026-02-27,VIX   260318C00025000,1.17,1.1949999999999998,covered,cmbp-1,0.02499999999999991,0.02092050209205014,post_2023_03_28
R1,larger+VIX,2026-02-27,VIX   260318C00035000,0.59,0.585,covered,cmbp-1,0.0050000000000000044,0.008547008547008555,post_2023_03_28
R1,larger+VIX,2026-02-27,VIX   260318P00019000,0.98,0.995,covered,cmbp-1,0.015000000000000013,0.015075376884422124,post_2023_03_28
R1,larger+VIX,2026-02-27,VIX   260318P00021000,2.25,2.24,covered,cmbp-1,0.009999999999999787,0.004464285714285619,post_2023_03_28
R1,larger+VIX,2026-02-27,VZ    260320P00050000,1.12,0.9750000000000001,covered,cmbp-1,0.14500000000000002,0.14871794871794872,post_2023_03_28
R1,larger+VIX,2026-02-27,WFC   260320P00075000,0.84,0.885,covered,cmbp-1,0.04500000000000004,0.05084745762711869,post_2023_03_28
R1,larger+VIX,2026-02-27,WFC   260320P00082000,3.1,3.035,covered,cmbp-1,0.06499999999999995,0.02141680395387148,post_2023_03_28
R1,larger+VIX,2026-02-27,XOM   260320P00150000,3.4,3.625,covered,cmbp-1,0.2250000000000001,0.062068965517241406,post_2023_03_28
R1,larger+VIX,2026-03-31,AAPL  260417C00260000,3.4,3.2,covered,cmbp-1,0.19999999999999973,0.06249999999999992,post_2023_03_28
R1,larger+VIX,2026-03-31,AMZN  260417C00210000,5.35,5.525,covered,cmbp-1,0.1750000000000007,0.031674208144796503,post_2023_03_28
R1,larger+VIX,2026-03-31,AMZN  260417C00217500,2.4,2.465,covered,cmbp-1,0.06499999999999995,0.02636916835699795,post_2023_03_28
R1,larger+VIX,2026-03-31,BAC   260417C00050000,1.02,1.025,covered,cmbp-1,0.004999999999999893,0.004878048780487702,post_2023_03_28
R1,larger+VIX,2026-03-31,C     260417C00115000,3.6,3.675,covered,cmbp-1,0.07499999999999973,0.02040816326530605,post_2023_03_28
R1,larger+VIX,2026-03-31,DAL   260417C00066000,4.0,4.05,covered,cmbp-1,0.04999999999999982,0.012345679012345635,post_2023_03_28
R1,larger+VIX,2026-03-31,DAL   260417C00073000,1.26,1.25,covered,cmbp-1,0.010000000000000009,0.008000000000000007,post_2023_03_28
R1,larger+VIX,2026-03-31,GILD_call_atm,3.8,,missing,cmbp-1,,,post_2023_03_28
R1,larger+VIX,2026-03-31,GOOG  260417P00280000,5.09,4.875,covered,cmbp-1,0.21499999999999986,0.04410256410256407,post_2023_03_28
R1,larger+VIX,2026-03-31,JNJ   260417C00250000,3.3,3.625,covered,cmbp-1,0.3250000000000002,0.08965517241379316,post_2023_03_28
R1,larger+VIX,2026-03-31,KO    260417C00077000,1.0,0.9650000000000001,covered,cmbp-1,0.03499999999999992,0.036269430051813385,post_2023_03_28
R1,larger+VIX,2026-03-31,ORCL  260417C00145000,5.4,7.575,covered,cmbp-1,2.175,0.2871287128712871,post_2023_03_28
R1,larger+VIX,2026-03-31,V     260417C00300000,8.95,8.774999999999999,covered,cmbp-1,0.1750000000000007,0.019943019943020026,post_2023_03_28
R1,larger+VIX,2026-03-31,VIX   260415C00025000,2.52,2.535,covered,cmbp-1,0.015000000000000124,0.005917159763313658,post_2023_03_28
R1,larger+VIX,2026-03-31,VIX   260415C00030000,1.39,1.395,covered,cmbp-1,0.0050000000000001155,0.0035842293906810864,post_2023_03_28
R1,larger+VIX,2026-03-31,VIX   260415C00040000,0.62,0.625,covered,cmbp-1,0.0050000000000000044,0.008000000000000007,post_2023_03_28
R1,larger+VIX,2026-03-31,VIX   260415P00020000,0.27,0.265,covered,cmbp-1,0.0050000000000000044,0.018867924528301903,post_2023_03_28
R1,larger+VIX,2026-03-31,VIX   260415P00025000,2.52,2.475,covered,cmbp-1,0.04499999999999993,0.018181818181818153,post_2023_03_28
R1,larger+VIX,2026-03-31,WFC   260417P00077000,2.27,1.885,covered,cmbp-1,0.385,0.20424403183023873,post_2023_03_28
R1,orig,2020-12-31,AAPL  210115C00135000,2.7,2.705,covered,cbbo-1m,0.004999999999999893,0.0018484288354897942,pre_2023_03_28
R1,orig,2020-12-31,AAPL  210115C00140000,1.22,1.2850000000000001,covered,cbbo-1m,0.06500000000000017,0.050583657587548764,pre_2023_03_28
R1,orig,2020-12-31,AAPL  210115P00130000,2.35,2.315,covered,cbbo-1m,0.03500000000000014,0.01511879049676032,pre_2023_03_28
R1,orig,2020-12-31,AMZN  210115C03500000,12.3,12.225,covered,cbbo-1m,0.07500000000000107,0.006134969325153462,pre_2023_03_28
R1,orig,2020-12-31,MSFT  210115C00215000,9.25,9.375,covered,cbbo-1m,0.125,0.013333333333333334,pre_2023_03_28
R1,orig,2020-12-31,MSFT  210115C00225000,3.25,3.175,covered,cbbo-1m,0.07500000000000018,0.023622047244094547,pre_2023_03_28
R1,orig,2020-12-31,MSFT  210115C00230000,1.61,1.57,covered,cbbo-1m,0.040000000000000036,0.02547770700636945,pre_2023_03_28
R1,orig,2020-12-31,MSFT  210115P00215000,2.02,1.66,covered,cbbo-1m,0.3600000000000001,0.21686746987951813,pre_2023_03_28
R1,orig,2020-12-31,MSFT  210115P00220000,3.15,3.125,covered,cbbo-1m,0.02499999999999991,0.007999999999999972,pre_2023_03_28
R1,orig,2020-12-31,NVDA  210115C00520000,14.9,16.075,covered,cbbo-1m,1.174999999999999,0.07309486780715391,pre_2023_03_28
R1,orig,2020-12-31,TSLA  210115P00650000,12.5,12.425,covered,cbbo-1m,0.07499999999999929,0.00603621730382288,pre_2023_03_28
R1,orig,2020-12-31,TSLA  210115P00720000,42.72,40.8,covered,cbbo-1m,1.9200000000000017,0.04705882352941181,pre_2023_03_28
R1,orig,2021-01-29,AAPL  210219C00135000,4.22,4.275,covered,cbbo-1m,0.055000000000000604,0.012865497076023531,pre_2023_03_28
R1,orig,2021-01-29,NVDA_call_put_wing,54.28,,missing,cbbo-1m,,,pre_2023_03_28
R1,orig,2021-01-29,TSLA  210219P00800000,56.0,56.2,covered,cbbo-1m,0.20000000000000284,0.003558718861210015,pre_2023_03_28
R1,orig,2021-01-29,TSLA  210219P00850000,85.57,86.675,covered,cbbo-1m,1.105000000000004,0.012748774156331168,pre_2023_03_28
R1,orig,2021-02-26,AAPL  210319C00130000,1.2,1.42,covered,cbbo-1m,0.21999999999999997,0.15492957746478872,pre_2023_03_28
R1,orig,2021-02-26,AMZN  210319C03000000,170.69,157.8,covered,cbbo-1m,12.889999999999986,0.08168567807351068,pre_2023_03_28
R1,orig,2021-02-26,NVDA  210319C00480000,54.28,73.7,covered,cbbo-1m,19.42,0.26350067842605157,pre_2023_03_28
R1,orig,2021-02-26,TSLA  210319P00650000,33.25,33.3,covered,cbbo-1m,0.04999999999999716,0.0015015015015014163,pre_2023_03_28
R1,orig,2021-02-26,TSLA  210319P00680000,48.75,46.175,covered,cbbo-1m,2.575000000000003,0.05576610720086633,pre_2023_03_28
R1,orig,2021-03-31,AAPL  210416C00120000,3.98,4.05,covered,cbbo-1m,0.06999999999999984,0.01728395061728391,pre_2023_03_28
R1,orig,2021-03-31,AAPL  210416C00130000,0.39,0.415,covered,cbbo-1m,0.024999999999999967,0.06024096385542161,pre_2023_03_28
R1,orig,2021-03-31,AAPL  210416P00120000,1.84,1.73,covered,cbbo-1m,0.1100000000000001,0.06358381502890179,pre_2023_03_28
R1,orig,2021-03-31,FB    210416C00315000,1.84,1.855,covered,cbbo-1m,0.014999999999999902,0.008086253369272184,pre_2023_03_28
R1,orig,2021-03-31,MSFT  210416C00240000,2.8,2.96,covered,cbbo-1m,0.16000000000000014,0.054054054054054106,pre_2023_03_28
R1,orig,2021-03-31,TSLA  210416P00630000,18.68,18.85,covered,cbbo-1m,0.1700000000000017,0.009018567639257385,pre_2023_03_28
R1,orig,2021-03-31,TSLA  210416P00650000,26.22,25.950000000000003,covered,cbbo-1m,0.269999999999996,0.010404624277456493,pre_2023_03_28
R1,orig,2021-04-30,AAPL  210521C00135000,1.45,1.43,covered,cbbo-1m,0.020000000000000018,0.013986013986014,pre_2023_03_28
R1,orig,2021-04-30,AAPL  210521P00130000,2.5,2.4850000000000003,covered,cbbo-1m,0.01499999999999968,0.006036217303822808,pre_2023_03_28
R1,orig,2021-04-30,AMZN  210521C03500000,67.66,67.625,covered,cbbo-1m,0.03499999999999659,0.000517560073937103,pre_2023_03_28
R1,orig,2021-04-30,FB    210521C00350000,1.06,1.065,covered,cbbo-1m,0.004999999999999893,0.004694835680751074,pre_2023_03_28
R1,orig,2021-04-30,MSFT  210521C00255000,3.25,3.175,covered,cbbo-1m,0.07500000000000018,0.023622047244094547,pre_2023_03_28
R1,orig,2021-04-30,TSLA  210521P00760000,68.95,65.225,covered,cbbo-1m,3.7250000000000085,0.0571100038328863,pre_2023_03_28
R1,orig,2021-06-30,AAPL  210716C00135000,3.3,3.25,covered,cbbo-1m,0.04999999999999982,0.01538461538461533,pre_2023_03_28
R1,orig,2021-06-30,AAPL  210716P00135000,1.14,1.24,covered,cbbo-1m,0.10000000000000009,0.08064516129032265,pre_2023_03_28
R1,orig,2021-06-30,FB    210716C00350000,5.85,5.9,covered,cbbo-1m,0.05000000000000071,0.00847457627118656,pre_2023_03_28
R1,orig,2021-06-30,FB    210716C00360000,2.66,2.6500000000000004,covered,cbbo-1m,0.009999999999999787,0.0037735849056602963,pre_2023_03_28
R1,orig,2021-06-30,MSFT  210716C00260000,11.9,11.85,covered,cbbo-1m,0.05000000000000071,0.004219409282700482,pre_2023_03_28
R1,orig,2021-06-30,MSFT  210716C00270000,4.03,4.15,covered,cbbo-1m,0.1200000000000001,0.02891566265060243,pre_2023_03_28
R1,orig,2021-06-30,MSFT  210716C00280000,0.67,0.735,covered,cbbo-1m,0.06499999999999995,0.0884353741496598,pre_2023_03_28
R1,orig,2021-06-30,MSFT  210716P00265000,1.4,1.415,covered,cbbo-1m,0.015000000000000124,0.010600706713781006,pre_2023_03_28
R1,orig,2021-06-30,TSLA  210716P00650000,17.45,17.725,covered,cbbo-1m,0.27500000000000213,0.015514809590973322,pre_2023_03_28
R1,orig,2021-07-30,AAPL  210820C00140000,6.71,6.7,covered,cbbo-1m,0.009999999999999787,0.001492537313432804,pre_2023_03_28
R1,orig,2021-07-30,AAPL  210820C00150000,1.22,1.225,covered,cbbo-1m,0.0050000000000001155,0.0040816326530613185,pre_2023_03_28
R1,orig,2021-07-30,AAPL  210820P00145000,2.52,2.5149999999999997,covered,cbbo-1m,0.0050000000000003375,0.001988071570576675,pre_2023_03_28
R1,orig,2021-07-30,AAPL  210820P00152500,8.2,7.5,covered,cbbo-1m,0.6999999999999993,0.09333333333333324,pre_2023_03_28
R1,orig,2021-07-30,FB    210820C00365000,4.1,4.425,covered,cbbo-1m,0.3250000000000002,0.07344632768361586,pre_2023_03_28
R1,orig,2021-07-30,MSFT  210820C00285000,4.05,4.2,covered,cbbo-1m,0.15000000000000036,0.035714285714285796,pre_2023_03_28
R1,orig,2021-07-30,MSFT  210820C00300000,0.46,0.45,covered,cbbo-1m,0.010000000000000009,0.02222222222222224,pre_2023_03_28
R1,orig,2021-07-30,MSFT  210820P00275000,1.51,1.58,covered,cbbo-1m,0.07000000000000006,0.044303797468354465,pre_2023_03_28
R1,orig,2021-07-30,MSFT  210820P00280000,2.73,2.765,covered,cbbo-1m,0.03500000000000014,0.012658227848101316,pre_2023_03_28
R1,orig,2021-07-30,NVDA  210820P00205000,14.28,14.125,covered,cbbo-1m,0.15499999999999936,0.010973451327433582,pre_2023_03_28
R1,orig,2021-07-30,TSLA  210820P00700000,37.51,36.45,covered,cbbo-1m,1.0599999999999952,0.029080932784636353,pre_2023_03_28
R1,orig,2021-08-31,AAPL  210917C00150000,3.9,4.0,covered,cbbo-1m,0.10000000000000009,0.025000000000000022,pre_2023_03_28
R1,orig,2021-08-31,AAPL  210917C00157500,1.06,1.09,covered,cbbo-1m,0.030000000000000027,0.027522935779816536,pre_2023_03_28
R1,orig,2021-08-31,AAPL  210917P00150000,2.1,2.0949999999999998,covered,cbbo-1m,0.0050000000000003375,0.0023866348448688965,pre_2023_03_28
R1,orig,2021-08-31,AAPL  210917P00157500,6.76,6.7,covered,cbbo-1m,0.05999999999999961,0.008955223880596956,pre_2023_03_28
R1,orig,2021-08-31,FB    210917C00400000,1.14,1.17,covered,cbbo-1m,0.030000000000000027,0.025641025641025664,pre_2023_03_28
R1,orig,2021-08-31,MSFT  210917C00305000,2.65,2.6950000000000003,covered,cbbo-1m,0.04500000000000037,0.01669758812615969,pre_2023_03_28
R1,orig,2021-08-31,MSFT  210917C00315000,0.63,0.5800000000000001,covered,cbbo-1m,0.04999999999999993,0.08620689655172402,pre_2023_03_28
R1,orig,2021-08-31,MSFT  210917P00300000,2.54,3.075,covered,cbbo-1m,0.5350000000000001,0.1739837398373984,pre_2023_03_28
R1,orig,2021-08-31,NVDA  210917C00202500,23.14,22.375,covered,cbbo-1m,0.7650000000000006,0.034189944134078235,pre_2023_03_28
R1,orig,2021-08-31,NVDA  210917C00215000,11.56,11.675,covered,cbbo-1m,0.11500000000000021,0.009850107066381173,pre_2023_03_28
R1,orig,2021-08-31,NVDA  210917C00240000,1.38,1.28,covered,cbbo-1m,0.09999999999999987,0.07812499999999989,pre_2023_03_28
R1,orig,2021-08-31,TSLA  210917P00710000,12.4,12.5,covered,cbbo-1m,0.09999999999999964,0.007999999999999972,pre_2023_03_28
R1,orig,2021-09-30,AAPL  211015C00145000,1.56,1.65,covered,cbbo-1m,0.08999999999999986,0.05454545454545446,pre_2023_03_28
R1,orig,2021-09-30,AAPL  211015P00140000,2.5,2.3899999999999997,covered,cbbo-1m,0.11000000000000032,0.0460251046025106,pre_2023_03_28
R1,orig,2021-09-30,AMZN  211015C03400000,24.0,25.5,covered,cbbo-1m,1.5,0.058823529411764705,pre_2023_03_28
R1,orig,2021-09-30,FB    211015C00325000,21.35,18.950000000000003,covered,cbbo-1m,2.3999999999999986,0.1266490765171503,pre_2023_03_28
R1,orig,2021-09-30,MSFT  211015C00290000,2.74,2.865,covered,cbbo-1m,0.125,0.04363001745200698,pre_2023_03_28
R1,orig,2021-09-30,MSFT  211015P00285000,7.35,7.175,covered,cbbo-1m,0.17499999999999982,0.024390243902439,pre_2023_03_28
R1,orig,2021-09-30,NVDA  211015C00200000,11.4,11.425,covered,cbbo-1m,0.025000000000000355,0.002188183807439856,pre_2023_03_28
R1,orig,2021-09-30,NVDA  211015C00222500,1.57,1.585,covered,cbbo-1m,0.014999999999999902,0.00946372239747628,pre_2023_03_28
R1,orig,2021-09-30,TSLA  211015P00700000,15.4,15.375,covered,cbbo-1m,0.025000000000000355,0.0016260162601626248,pre_2023_03_28
R1,orig,2021-09-30,TSLA  211015P00800000,33.12,42.125,covered,cbbo-1m,9.005000000000003,0.21376854599406533,pre_2023_03_28
R1,orig,2021-10-29,AAPL  211119C00145000,5.65,5.9,covered,cbbo-1m,0.25,0.0423728813559322,pre_2023_03_28
R1,orig,2021-10-29,AAPL  211119C00150000,2.78,2.7649999999999997,covered,cbbo-1m,0.015000000000000124,0.005424954792043446,pre_2023_03_28
R1,orig,2021-10-29,MSFT  211119C00330000,6.58,6.65,covered,cbbo-1m,0.07000000000000028,0.010526315789473726,pre_2023_03_28
R1,orig,2021-10-29,MSFT  211119C00350000,0.83,0.835,covered,cbbo-1m,0.0050000000000000044,0.005988023952095814,pre_2023_03_28
R1,orig,2021-10-29,MSFT  211119P00325000,3.65,3.675,covered,cbbo-1m,0.02499999999999991,0.0068027210884353505,pre_2023_03_28
R1,orig,2021-10-29,NVDA  211119C00245000,16.5,16.525,covered,cbbo-1m,0.02499999999999858,0.0015128593040846343,pre_2023_03_28
R1,orig,2021-10-29,TSLA  211119P01200000,127.65,119.025,covered,cbbo-1m,8.625,0.07246376811594203,pre_2023_03_28
R1,orig,2021-11-30,AAPL  211217C00170000,2.39,2.3099999999999996,covered,cbbo-1m,0.08000000000000052,0.03463203463203486,pre_2023_03_28
R1,orig,2021-11-30,AAPL  211217P00160000,2.3,2.2350000000000003,covered,cbbo-1m,0.0649999999999995,0.029082774049216775,pre_2023_03_28
R1,orig,2021-11-30,FB    211217C00330000,7.95,8.149999999999999,covered,cbbo-1m,0.1999999999999984,0.024539877300613307,pre_2023_03_28
R1,orig,2021-11-30,FB    211217C00335000,6.0,6.175,covered,cbbo-1m,0.17499999999999982,0.02834008097165989,pre_2023_03_28
R1,orig,2021-11-30,MSFT  211217C00345000,2.02,2.185,covered,cbbo-1m,0.16500000000000004,0.07551487414187645,pre_2023_03_28
R1,orig,2021-11-30,MSFT  211217P00340000,12.65,11.875,covered,cbbo-1m,0.7750000000000004,0.06526315789473687,pre_2023_03_28
R1,orig,2021-11-30,NVDA  211217C00335000,11.22,11.65,covered,cbbo-1m,0.4299999999999997,0.03690987124463517,pre_2023_03_28
R1,orig,2021-11-30,TSLA  211217P01025000,27.8,27.674999999999997,covered,cbbo-1m,0.12500000000000355,0.0045167118337851335,pre_2023_03_28
R1,orig,2021-11-30,TSLA  211217P01150000,73.75,70.025,covered,cbbo-1m,3.7249999999999943,0.053195287397358,pre_2023_03_28
R1,orig,2021-12-31,AAPL  220121C00180000,3.03,3.05,covered,cbbo-1m,0.020000000000000018,0.006557377049180334,pre_2023_03_28
R1,orig,2021-12-31,AAPL  220121P00175000,2.93,2.965,covered,cbbo-1m,0.0349999999999997,0.011804384485666003,pre_2023_03_28
R1,orig,2021-12-31,FB    220121C00345000,5.2,5.325,covered,cbbo-1m,0.125,0.023474178403755867,pre_2023_03_28
R1,orig,2021-12-31,MSFT  220121C00340000,5.11,4.800000000000001,covered,cbbo-1m,0.3099999999999996,0.06458333333333324,pre_2023_03_28
R1,orig,2021-12-31,MSFT  220121P00340000,7.35,8.25,covered,cbbo-1m,0.9000000000000004,0.10909090909090913,pre_2023_03_28
R1,orig,2021-12-31,NVDA  220121C00280000,20.59,20.75,covered,cbbo-1m,0.16000000000000014,0.0077108433734939825,pre_2023_03_28
R1,orig,2021-12-31,NVDA  220121C00300000,9.52,9.600000000000001,covered,cbbo-1m,0.08000000000000185,0.008333333333333524,pre_2023_03_28
R1,orig,2021-12-31,TSLA  220121P01000000,33.5,33.275,covered,cbbo-1m,0.22500000000000142,0.006761833208114243,pre_2023_03_28
R1,orig,2021-12-31,TSLA  220121P01100000,79.92,83.225,covered,cbbo-1m,3.3049999999999926,0.03971162511264635,pre_2023_03_28
R1,orig,2022-01-31,AAPL  220218C00165000,11.0,11.100000000000001,covered,cbbo-1m,0.10000000000000142,0.009009009009009136,pre_2023_03_28
R1,orig,2022-01-31,AAPL  220218C00175000,4.05,4.025,covered,cbbo-1m,0.024999999999999467,0.006211180124223469,pre_2023_03_28
R1,orig,2022-01-31,AAPL  220218C00182500,1.17,1.17,covered,cbbo-1m,0.0,0.0,pre_2023_03_28
R1,orig,2022-01-31,AAPL  220218P00175000,4.45,4.475,covered,cbbo-1m,0.024999999999999467,0.005586592178770831,pre_2023_03_28
R1,orig,2022-01-31,AAPL  220218P00182500,10.05,9.125,covered,cbbo-1m,0.9250000000000007,0.10136986301369871,pre_2023_03_28
R1,orig,2022-01-31,FB    220218C00300000,20.07,20.625,covered,cbbo-1m,0.5549999999999997,0.026909090909090896,pre_2023_03_28
R1,orig,2022-01-31,MSFT  220218C00300000,15.0,15.05,covered,cbbo-1m,0.05000000000000071,0.0033222591362126715,pre_2023_03_28
R1,orig,2022-01-31,MSFT  220218C00325000,2.08,2.295,covered,cbbo-1m,0.21499999999999986,0.09368191721132892,pre_2023_03_28
R1,orig,2022-01-31,NVDA  220218C00237500,17.55,17.25,covered,cbbo-1m,0.3000000000000007,0.01739130434782613,pre_2023_03_28
R1,orig,2022-01-31,NVDA  220218P00252500,19.1,17.625,covered,cbbo-1m,1.4750000000000014,0.08368794326241143,pre_2023_03_28
R1,orig,2022-01-31,TSLA  220218P00800000,11.5,11.725,covered,cbbo-1m,0.22499999999999964,0.019189765458422145,pre_2023_03_28
R1,orig,2022-02-28,AAPL  220318C00170000,1.99,2.0199999999999996,covered,cbbo-1m,0.029999999999999583,0.014851485148514648,pre_2023_03_28
R1,orig,2022-02-28,AAPL  220318C00172500,1.27,1.25,covered,cbbo-1m,0.020000000000000018,0.016000000000000014,pre_2023_03_28
R1,orig,2022-02-28,AAPL  220318P00157500,2.11,2.0300000000000002,covered,cbbo-1m,0.07999999999999963,0.039408866995073705,pre_2023_03_28
R1,orig,2022-02-28,AAPL  220318P00162500,3.35,3.325,covered,cbbo-1m,0.02499999999999991,0.007518796992481176,pre_2023_03_28
R1,orig,2022-02-28,NVDA  220318C00220000,26.4,27.549999999999997,covered,cbbo-1m,1.1499999999999986,0.041742286751361116,pre_2023_03_28
R1,orig,2022-02-28,NVDA  220318C00225000,21.3,23.700000000000003,covered,cbbo-1m,2.400000000000002,0.10126582278481021,pre_2023_03_28
R1,orig,2022-02-28,NVDA  220318C00250000,8.48,8.55,covered,cbbo-1m,0.07000000000000028,0.008187134502924008,pre_2023_03_28
R1,orig,2022-02-28,NVDA  220318P00255000,20.75,18.25,covered,cbbo-1m,2.5,0.136986301369863,pre_2023_03_28
R1,orig,2022-02-28,TSLA  220318P00810000,26.67,26.475,covered,cbbo-1m,0.19500000000000028,0.00736543909348443,pre_2023_03_28
R1,orig,2022-04-29,AAPL  220520C00160000,5.5,4.475,covered,cbbo-1m,1.0250000000000004,0.22905027932960903,pre_2023_03_28
R1,orig,2022-04-29,AAPL  220520C00165000,2.46,2.455,covered,cbbo-1m,0.004999999999999893,0.0020366598778003638,pre_2023_03_28
R1,orig,2022-04-29,AAPL  220520P00150000,3.2,3.225,covered,cbbo-1m,0.02499999999999991,0.007751937984496096,pre_2023_03_28
R1,orig,2022-04-29,NVDA  220520C00165000,26.4,25.875,covered,cbbo-1m,0.5249999999999986,0.020289855072463715,pre_2023_03_28
R1,orig,2022-04-29,NVDA  220520C00190000,10.8,10.425,covered,cbbo-1m,0.375,0.03597122302158273,pre_2023_03_28
R1,orig,2022-04-29,NVDA  220520P00195000,16.79,17.525,covered,cbbo-1m,0.7349999999999994,0.041940085592011386,pre_2023_03_28
R1,orig,2022-04-29,TSLA  220520P00850000,49.2,49.175,covered,cbbo-1m,0.025000000000005684,0.0005083884087443962,pre_2023_03_28
R1,orig,2022-05-31,AAPL  220617C00150000,4.05,4.225,covered,cbbo-1m,0.17499999999999982,0.04142011834319523,pre_2023_03_28
R1,orig,2022-05-31,AAPL  220617C00160000,1.12,0.98,covered,cbbo-1m,0.14000000000000012,0.142857142857143,pre_2023_03_28
R1,orig,2022-05-31,AAPL  220617P00152500,5.9,6.425000000000001,covered,cbbo-1m,0.5250000000000004,0.08171206225680938,pre_2023_03_28
R1,orig,2022-05-31,MSFT  220617C00285000,2.27,2.36,covered,cbbo-1m,0.08999999999999986,0.03813559322033892,pre_2023_03_28
R1,orig,2022-05-31,NVDA  220617C00180000,15.0,13.45,covered,cbbo-1m,1.5500000000000007,0.11524163568773241,pre_2023_03_28
R1,orig,2022-05-31,NVDA  220617C00190000,8.05,7.85,covered,cbbo-1m,0.20000000000000107,0.025477707006369563,pre_2023_03_28
R1,orig,2022-05-31,NVDA  220617P00195000,12.5,13.825,covered,cbbo-1m,1.3249999999999993,0.09584086799276668,pre_2023_03_28
R1,orig,2022-05-31,TSLA  220617P00680000,20.05,18.9,covered,cbbo-1m,1.1500000000000021,0.06084656084656096,pre_2023_03_28
R1,orig,2022-05-31,TSLA  220617P00700000,24.25,24.200000000000003,covered,cbbo-1m,0.04999999999999716,0.002066115702479221,pre_2023_03_28
R1,orig,2022-06-30,AAPL  220715C00140000,2.41,2.33,covered,cbbo-1m,0.08000000000000007,0.03433476394849788,pre_2023_03_28
