arm,config,decision_date,symbol,artifact_mark,observed_mid,coverage,quote_schema,absolute_error,relative_error,regime
R1.1,larger+VIX,2021-03-31,VIX   210421C00021000,1.85,1.75,covered,cbbo-1m,0.10000000000000009,0.0571428571428572,pre_2023_03_28
R1.1,larger+VIX,2021-03-31,VIX   210421C00023000,1.35,1.3,covered,cbbo-1m,0.050000000000000044,0.03846153846153849,pre_2023_03_28
R1.1,larger+VIX,2021-03-31,VIX   210421C00030000,0.63,0.575,covered,cbbo-1m,0.05500000000000005,0.09565217391304356,pre_2023_03_28
R1.1,larger+VIX,2021-03-31,VIX   210421P00019000,0.85,0.875,covered,cbbo-1m,0.025000000000000022,0.0285714285714286,pre_2023_03_28
R1.1,larger+VIX,2021-03-31,VIX   210421P00021000,2.0,2.0999999999999996,covered,cbbo-1m,0.09999999999999964,0.04761904761904746,pre_2023_03_28
R1.1,larger+VIX,2021-03-31,XOM   210416P00056000,1.48,1.475,covered,cbbo-1m,0.004999999999999893,0.0033898305084745037,pre_2023_03_28
R1.1,larger+VIX,2021-04-30,AAPL  210521C00135000,1.45,1.43,covered,cbbo-1m,0.020000000000000018,0.013986013986014,pre_2023_03_28
R1.1,larger+VIX,2021-04-30,AAPL  210521P00130000,2.5,2.4850000000000003,covered,cbbo-1m,0.01499999999999968,0.006036217303822808,pre_2023_03_28
R1.1,larger+VIX,2021-04-30,ADBE  210521C00520000,7.48,6.324999999999999,covered,cbbo-1m,1.1550000000000011,0.1826086956521741,pre_2023_03_28
R1.1,larger+VIX,2021-04-30,AMD   210521C00083000,2.15,2.16,covered,cbbo-1m,0.010000000000000231,0.004629629629629736,pre_2023_03_28
R1.1,larger+VIX,2021-04-30,BA    210521P00217500,2.07,2.0300000000000002,covered,cbbo-1m,0.03999999999999959,0.01970443349753674,pre_2023_03_28
R1.1,larger+VIX,2021-04-30,BA    210521P00232500,6.95,6.45,covered,cbbo-1m,0.5,0.07751937984496124,pre_2023_03_28
R1.1,larger+VIX,2021-04-30,CVX   210521P00105000,3.92,4.375,covered,cbbo-1m,0.45500000000000007,0.10400000000000002,pre_2023_03_28
R1.1,larger+VIX,2021-04-30,DAL   210521P00047000,1.68,1.63,covered,cbbo-1m,0.050000000000000044,0.0306748466257669,pre_2023_03_28
R1.1,larger+VIX,2021-04-30,FB    210521C00350000,1.06,1.065,covered,cbbo-1m,0.004999999999999893,0.004694835680751074,pre_2023_03_28
R1.1,larger+VIX,2021-04-30,GOOG  210521C02425000,38.6,38.6,covered,cbbo-1m,0.0,0.0,pre_2023_03_28
R1.1,larger+VIX,2021-04-30,LLY   210521C00182500,3.45,3.45,covered,cbbo-1m,0.0,0.0,pre_2023_03_28
R1.1,larger+VIX,2021-04-30,LLY   210521P00182500,3.7,3.8,covered,cbbo-1m,0.09999999999999964,0.02631578947368412,pre_2023_03_28
R1.1,larger+VIX,2021-04-30,MA    210521C00380000,9.0,9.7,covered,cbbo-1m,0.6999999999999993,0.07216494845360819,pre_2023_03_28
R1.1,larger+VIX,2021-04-30,NKE   210521C00135000,1.78,1.795,covered,cbbo-1m,0.014999999999999902,0.008356545961002732,pre_2023_03_28
R1.1,larger+VIX,2021-04-30,QCOM  210521C00140000,2.97,3.075,covered,cbbo-1m,0.10499999999999998,0.03414634146341463,pre_2023_03_28
R1.1,larger+VIX,2021-04-30,SBUX  210521C00110000,4.5,4.95,covered,cbbo-1m,0.4500000000000002,0.09090909090909094,pre_2023_03_28
R1.1,larger+VIX,2021-04-30,TSLA  210521P00760000,68.95,65.225,covered,cbbo-1m,3.7250000000000085,0.0571100038328863,pre_2023_03_28
R1.1,larger+VIX,2021-04-30,UAL   210521P00055000,2.55,2.475,covered,cbbo-1m,0.07499999999999973,0.030303030303030193,pre_2023_03_28
R1.1,larger+VIX,2021-04-30,UNH   210521C00400000,6.84,7.125,covered,cbbo-1m,0.28500000000000014,0.04000000000000002,pre_2023_03_28
R1.1,larger+VIX,2021-04-30,VIX   210519C00020000,2.2,2.1500000000000004,covered,cbbo-1m,0.04999999999999982,0.023255813953488285,pre_2023_03_28
R1.1,larger+VIX,2021-04-30,VIX   210519C00021000,1.8,1.85,covered,cbbo-1m,0.050000000000000044,0.02702702702702705,pre_2023_03_28
R1.1,larger+VIX,2021-04-30,VIX   210519C00030000,0.66,0.675,covered,cbbo-1m,0.015000000000000013,0.02222222222222224,pre_2023_03_28
R1.1,larger+VIX,2021-04-30,VIX   210519P00017000,0.3,0.32499999999999996,covered,cbbo-1m,0.024999999999999967,0.07692307692307683,pre_2023_03_28
R1.1,larger+VIX,2021-04-30,VIX   210519P00020000,1.7,1.725,covered,cbbo-1m,0.025000000000000133,0.014492753623188482,pre_2023_03_28
R1.1,larger+VIX,2021-04-30,XOM   210521P00057000,1.59,1.875,covered,cbbo-1m,0.2849999999999999,0.15199999999999997,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,AAPL  210716C00135000,3.3,3.25,covered,cbbo-1m,0.04999999999999982,0.01538461538461533,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,AAPL  210716P00135000,1.14,1.24,covered,cbbo-1m,0.10000000000000009,0.08064516129032265,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,ADBE  210716C00580000,13.51,13.425,covered,cbbo-1m,0.08499999999999908,0.0063314711359403406,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,ADBE  210716P00590000,11.2,12.3,covered,cbbo-1m,1.1000000000000014,0.0894308943089432,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,AMD   210716C00095000,2.42,2.4450000000000003,covered,cbbo-1m,0.025000000000000355,0.010224948875255768,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,AMD   210716P00093000,2.27,2.325,covered,cbbo-1m,0.05500000000000016,0.023655913978494692,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,AVGO  210716C00480000,5.7,7.25,covered,cbbo-1m,1.5499999999999998,0.21379310344827585,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,BA    210716P00230000,2.11,2.31,covered,cbbo-1m,0.20000000000000018,0.08658008658008666,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,BA    210716P00237500,4.25,4.775,covered,cbbo-1m,0.5250000000000004,0.10994764397905765,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,C     210716P00068000,0.85,0.665,covered,cbbo-1m,0.18499999999999994,0.2781954887218044,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,CCL   210716P00026000,0.82,0.77,covered,cbbo-1m,0.04999999999999993,0.06493506493506485,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,COST  210716C00395000,5.4,5.325,covered,cbbo-1m,0.07500000000000018,0.014084507042253554,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,COST  210716P00395000,4.24,4.575,covered,cbbo-1m,0.33499999999999996,0.07322404371584698,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,CVX   210716P00105000,2.3,2.16,covered,cbbo-1m,0.13999999999999968,0.06481481481481466,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,DAL   210716P00041000,0.51,0.54,covered,cbbo-1m,0.030000000000000027,0.0555555555555556,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,DAL   210716P00043000,1.27,1.25,covered,cbbo-1m,0.020000000000000018,0.016000000000000014,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,FB    210716C00350000,5.85,5.9,covered,cbbo-1m,0.05000000000000071,0.00847457627118656,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,FB    210716C00360000,2.66,2.6500000000000004,covered,cbbo-1m,0.009999999999999787,0.0037735849056602963,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,LLY   210716C00235000,2.73,2.4299999999999997,covered,cbbo-1m,0.30000000000000027,0.12345679012345691,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,LLY_put_atm,3.7,,missing,cbbo-1m,,,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,LRCX  210716C00700000,4.1,4.2,covered,cbbo-1m,0.10000000000000053,0.023809523809523937,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,MA    210716C00370000,4.06,3.9749999999999996,covered,cbbo-1m,0.08499999999999996,0.02138364779874213,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,MSFT  210716C00260000,11.9,11.85,covered,cbbo-1m,0.05000000000000071,0.004219409282700482,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,MSFT  210716C00270000,4.03,4.15,covered,cbbo-1m,0.1200000000000001,0.02891566265060243,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,MSFT  210716C00280000,0.67,0.735,covered,cbbo-1m,0.06499999999999995,0.0884353741496598,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,MSFT  210716P00265000,1.4,1.415,covered,cbbo-1m,0.015000000000000124,0.010600706713781006,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,NKE   210716C00150000,5.47,5.5,covered,cbbo-1m,0.03000000000000025,0.0054545454545455,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,PG    210716C00135000,1.63,1.645,covered,cbbo-1m,0.015000000000000124,0.009118541033434726,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,PYPL  210716P00280000,2.17,2.2649999999999997,covered,cbbo-1m,0.09499999999999975,0.041942604856512036,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,PYPL  210716P00290000,5.05,5.425,covered,cbbo-1m,0.375,0.06912442396313365,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,QCOM  210716C00140000,4.4,4.575,covered,cbbo-1m,0.17499999999999982,0.03825136612021854,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,QCOM  210716P00140000,1.5,1.53,covered,cbbo-1m,0.030000000000000027,0.01960784313725492,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,TSLA  210716P00650000,17.45,17.725,covered,cbbo-1m,0.27500000000000213,0.015514809590973322,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,TXN   210716C00195000,1.91,1.9449999999999998,covered,cbbo-1m,0.03499999999999992,0.017994858611825152,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,UAL   210716P00052000,1.45,1.5550000000000002,covered,cbbo-1m,0.1050000000000002,0.06752411575562714,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,VIX   210721C00018000,1.71,1.725,covered,cbbo-1m,0.015000000000000124,0.008695652173913115,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,VIX   210721C00021000,1.1,1.1,covered,cbbo-1m,0.0,0.0,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,VIX   210721P00016000,0.55,0.575,covered,cbbo-1m,0.02499999999999991,0.043478260869565064,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,VIX   210721P00018000,1.8,1.75,covered,cbbo-1m,0.050000000000000044,0.0285714285714286,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,WFC   210716P00045000,1.17,1.085,covered,cbbo-1m,0.08499999999999996,0.07834101382488476,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,WMT   210716C00140000,2.57,2.55,covered,cbbo-1m,0.020000000000000018,0.007843137254901968,pre_2023_03_28
R1.1,larger+VIX,2021-06-30,XOM   210716P00064000,1.91,1.84,covered,cbbo-1m,0.06999999999999984,0.03804347826086948,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,AAPL  210820C00140000,6.71,6.7,covered,cbbo-1m,0.009999999999999787,0.001492537313432804,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,AAPL  210820C00150000,1.22,1.225,covered,cbbo-1m,0.0050000000000001155,0.0040816326530613185,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,ADBE  210820C00620000,12.45,13.0,covered,cbbo-1m,0.5500000000000007,0.042307692307692366,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,AMD   210820C00105000,4.58,4.574999999999999,covered,cbbo-1m,0.005000000000000782,0.001092896174863559,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,AMD   210820P00105000,3.25,3.4000000000000004,covered,cbbo-1m,0.15000000000000036,0.04411764705882363,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,AVGO  210820C00500000,4.15,4.2,covered,cbbo-1m,0.04999999999999982,0.011904761904761862,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,BA    210820P00190000,0.53,0.45,covered,cbbo-1m,0.08000000000000002,0.1777777777777778,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,BA    210820P00230000,8.5,8.325,covered,cbbo-1m,0.1750000000000007,0.02102102102102111,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,CCL   210820P00022000,1.34,1.355,covered,cbbo-1m,0.014999999999999902,0.01107011070110694,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,COST  210820C00430000,6.35,6.175,covered,cbbo-1m,0.17499999999999982,0.02834008097165989,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,CVX   210820P00097500,1.52,1.315,covered,cbbo-1m,0.20500000000000007,0.15589353612167306,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,CVX   210820P00100000,2.22,2.21,covered,cbbo-1m,0.010000000000000231,0.004524886877828159,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,DAL   210820P00038000,0.76,0.735,covered,cbbo-1m,0.025000000000000022,0.0340136054421769,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,DAL   210820P00039000,1.05,1.0350000000000001,covered,cbbo-1m,0.014999999999999902,0.014492753623188309,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,FB    210820C00365000,4.1,4.425,covered,cbbo-1m,0.3250000000000002,0.07344632768361586,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,LLY   210820P00235000,3.45,3.6500000000000004,covered,cbbo-1m,0.20000000000000018,0.05479452054794525,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,LLY   210820P00245000,7.4,7.775,covered,cbbo-1m,0.375,0.04823151125401929,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,MSFT  210820C00285000,4.05,4.2,covered,cbbo-1m,0.15000000000000036,0.035714285714285796,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,MSFT  210820C00300000,0.46,0.45,covered,cbbo-1m,0.010000000000000009,0.02222222222222224,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,MSFT  210820P00280000,2.73,2.765,covered,cbbo-1m,0.03500000000000014,0.012658227848101316,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,NKE   210820C00170000,1.78,1.83,covered,cbbo-1m,0.050000000000000044,0.027322404371584723,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,PG    210820C00145000,0.84,0.8300000000000001,covered,cbbo-1m,0.009999999999999898,0.012048192771084213,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,SBUX  210820C00116000,4.5,5.75,covered,cbbo-1m,1.25,0.21739130434782608,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,UAL   210820P00046000,1.61,1.5750000000000002,covered,cbbo-1m,0.03499999999999992,0.022222222222222168,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,UNH   210820C00420000,3.35,3.4,covered,cbbo-1m,0.04999999999999982,0.014705882352941124,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,VIX   210818C00020000,2.15,2.175,covered,cbbo-1m,0.02499999999999991,0.011494252873563178,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,VIX   210818C00022000,1.61,1.65,covered,cbbo-1m,0.039999999999999813,0.02424242424242413,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,VIX   210818C00026000,1.1,1.1,covered,cbbo-1m,0.0,0.0,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,VIX   210818P00018000,0.7,0.7,covered,cbbo-1m,0.0,0.0,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,VIX   210818P00019000,1.2,1.25,covered,cbbo-1m,0.050000000000000044,0.040000000000000036,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,WMT   210820C00145000,1.68,1.71,covered,cbbo-1m,0.030000000000000027,0.017543859649122823,pre_2023_03_28
R1.1,larger+VIX,2021-07-30,XOM   210820P00056000,1.25,1.24,covered,cbbo-1m,0.010000000000000009,0.008064516129032265,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,AAL   210917P00020000,0.79,0.775,covered,cbbo-1m,0.015000000000000013,0.019354838709677438,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,AAPL  210917C00150000,3.9,4.0,covered,cbbo-1m,0.10000000000000009,0.025000000000000022,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,AAPL  210917C00157500,1.06,1.09,covered,cbbo-1m,0.030000000000000027,0.027522935779816536,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,AAPL  210917P00150000,2.1,2.0949999999999998,covered,cbbo-1m,0.0050000000000003375,0.0023866348448688965,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,ADBE  210917C00680000,4.17,4.525,covered,cbbo-1m,0.3550000000000004,0.07845303867403323,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,AMAT  210917C00130000,5.62,6.625,covered,cbbo-1m,1.005,0.15169811320754714,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,AMD   210917C00110000,3.85,3.9000000000000004,covered,cbbo-1m,0.050000000000000266,0.012820512820512888,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,AMD   210917P00110000,3.05,3.1500000000000004,covered,cbbo-1m,0.10000000000000053,0.03174603174603191,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,AVGO  210917C00500000,10.5,10.5,covered,cbbo-1m,0.0,0.0,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,BA    210917P00190000,0.53,0.4,covered,cbbo-1m,0.13,0.325,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,BA    210917P00225000,8.1,8.3,covered,cbbo-1m,0.20000000000000107,0.0240963855421688,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,CCL   210917P00024000,0.99,0.915,covered,cbbo-1m,0.07499999999999996,0.08196721311475405,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,COST  210917C00450000,8.58,9.125,covered,cbbo-1m,0.5449999999999999,0.05972602739726027,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,COST  210917P00450000,3.56,3.55,covered,cbbo-1m,0.010000000000000231,0.0028169014084507694,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,CVX   210917P00095000,1.05,1.15,covered,cbbo-1m,0.09999999999999987,0.08695652173913032,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,DAL   210917P00039000,0.69,0.66,covered,cbbo-1m,0.029999999999999916,0.045454545454545324,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,DAL   210917P00040000,1.05,1.0150000000000001,covered,cbbo-1m,0.03499999999999992,0.03448275862068957,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,FB    210917C00400000,1.14,1.17,covered,cbbo-1m,0.030000000000000027,0.025641025641025664,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,GOOG  210917C02950000,25.8,21.55,covered,cbbo-1m,4.25,0.19721577726218098,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,LLY   210917C00260000,6.1,5.075,covered,cbbo-1m,1.0249999999999995,0.2019704433497536,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,LLY   210917P00250000,2.4,2.42,covered,cbbo-1m,0.020000000000000018,0.008264462809917363,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,LLY   210917P00260000,5.4,6.325,covered,cbbo-1m,0.9249999999999998,0.1462450592885375,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,LRCX  210917C00610000,10.85,12.95,covered,cbbo-1m,2.0999999999999996,0.16216216216216214,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,LRCX  210917C00650000,2.16,2.055,covered,cbbo-1m,0.10499999999999998,0.05109489051094889,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,MSFT  210917C00305000,2.65,2.6950000000000003,covered,cbbo-1m,0.04500000000000037,0.01669758812615969,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,MSFT  210917C00315000,0.63,0.5800000000000001,covered,cbbo-1m,0.04999999999999993,0.08620689655172402,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,MSFT  210917P00300000,2.54,3.075,covered,cbbo-1m,0.5350000000000001,0.1739837398373984,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,NKE   210917C00165000,2.62,2.645,covered,cbbo-1m,0.02499999999999991,0.009451795841209797,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,NVDA  210917C00202500,23.14,22.375,covered,cbbo-1m,0.7650000000000006,0.034189944134078235,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,NVDA  210917C00240000,1.38,1.28,covered,cbbo-1m,0.09999999999999987,0.07812499999999989,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,PG    210917C00145000,0.51,0.5700000000000001,covered,cbbo-1m,0.06000000000000005,0.10526315789473692,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,PYPL  210917C00290000,5.29,5.25,covered,cbbo-1m,0.040000000000000036,0.007619047619047626,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,QCOM  210917P00145000,2.09,2.165,covered,cbbo-1m,0.07500000000000018,0.03464203233256359,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,SBUX  210917C00113000,4.5,5.025,covered,cbbo-1m,0.5250000000000004,0.10447761194029857,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,SBUX  210917C00120000,0.77,0.765,covered,cbbo-1m,0.0050000000000000044,0.006535947712418306,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,T     210917P00028000,0.73,0.685,covered,cbbo-1m,0.04499999999999993,0.0656934306569342,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,UAL   210917P00046000,1.39,1.35,covered,cbbo-1m,0.039999999999999813,0.02962962962962949,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,UNH   210917C00420000,3.28,4.075,covered,cbbo-1m,0.7950000000000004,0.1950920245398774,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,VIX   210915C00017000,2.05,2.0999999999999996,covered,cbbo-1m,0.04999999999999982,0.02380952380952373,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,VIX   210915C00020000,1.1,1.125,covered,cbbo-1m,0.02499999999999991,0.022222222222222143,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,VIX   210915P00017000,0.54,0.475,covered,cbbo-1m,0.06500000000000006,0.13684210526315801,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,VIX_put_vix_put_near,0.7,,missing,cbbo-1m,,,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,WFC   210917P00045000,0.83,0.825,covered,cbbo-1m,0.0050000000000000044,0.006060606060606067,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,WMT   210917C00150000,0.94,0.925,covered,cbbo-1m,0.014999999999999902,0.01621621621621611,pre_2023_03_28
R1.1,larger+VIX,2021-08-31,XOM   210917P00056000,1.75,1.995,covered,cbbo-1m,0.2450000000000001,0.1228070175438597,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,AAPL  211015C00145000,1.56,1.65,covered,cbbo-1m,0.08999999999999986,0.05454545454545446,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,AAPL  211015P00140000,2.5,2.3899999999999997,covered,cbbo-1m,0.11000000000000032,0.0460251046025106,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,AMAT  211015C00130000,3.85,3.375,covered,cbbo-1m,0.4750000000000001,0.14074074074074078,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,AMAT_call_put_near,5.62,,missing,cbbo-1m,,,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,AMD   211015P00095000,0.87,0.875,covered,cbbo-1m,0.0050000000000000044,0.0057142857142857195,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,AMD   211015P00105000,4.05,4.425000000000001,covered,cbbo-1m,0.3750000000000009,0.0847457627118646,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,AVGO  211015C00490000,8.5,8.05,covered,cbbo-1m,0.4499999999999993,0.05590062111801233,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,BA    211015C00225000,3.8,3.8499999999999996,covered,cbbo-1m,0.04999999999999982,0.012987012987012943,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,BA    211015P00210000,2.17,2.51,covered,cbbo-1m,0.33999999999999986,0.13545816733067725,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,BAC   211015C00043000,0.92,0.88,covered,cbbo-1m,0.040000000000000036,0.0454545454545455,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,CMCSA 211015C00056000,1.08,1.045,covered,cbbo-1m,0.03500000000000014,0.03349282296650732,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,COST  211015C00455000,5.1,5.225,covered,cbbo-1m,0.125,0.023923444976076555,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,COST  211015P00455000,8.55,9.95,covered,cbbo-1m,1.3999999999999986,0.14070351758793956,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,FB    211015C00325000,21.35,18.950000000000003,covered,cbbo-1m,2.3999999999999986,0.1266490765171503,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,HD    211015C00335000,3.9,3.425,covered,cbbo-1m,0.4750000000000001,0.13868613138686134,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,LRCX  211015C00575000,10.85,14.7,covered,cbbo-1m,3.8499999999999996,0.2619047619047619,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,MA    211015C00355000,4.85,4.125,covered,cbbo-1m,0.7249999999999996,0.17575757575757567,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,NKE   211015C00145000,3.55,3.05,covered,cbbo-1m,0.5,0.1639344262295082,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,NVDA  211015C00200000,11.4,11.425,covered,cbbo-1m,0.025000000000000355,0.002188183807439856,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,NVDA  211015C00210000,5.41,5.4,covered,cbbo-1m,0.009999999999999787,0.0018518518518518122,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,NVDA  211015C00222500,1.57,1.585,covered,cbbo-1m,0.014999999999999902,0.00946372239747628,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,PG    211015C00140000,2.21,1.94,covered,cbbo-1m,0.27,0.13917525773195877,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,PYPL  211015C00275000,1.46,1.475,covered,cbbo-1m,0.015000000000000124,0.010169491525423813,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,QCOM  211015C00130000,2.32,2.45,covered,cbbo-1m,0.13000000000000034,0.053061224489796055,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,VIX   211020C00023000,2.6,2.6500000000000004,covered,cbbo-1m,0.050000000000000266,0.018867924528301983,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,VIX   211020C00026000,2.0,1.95,covered,cbbo-1m,0.050000000000000044,0.025641025641025664,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,VIX   211020C00032500,1.1,1.1,covered,cbbo-1m,0.0,0.0,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,VIX   211020P00020000,1.07,0.975,covered,cbbo-1m,0.09500000000000008,0.09743589743589752,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,VIX   211020P00023000,2.85,2.825,covered,cbbo-1m,0.02499999999999991,0.008849557522123862,pre_2023_03_28
R1.1,larger+VIX,2021-09-30,XOM   211015P00059000,1.5,1.49,covered,cbbo-1m,0.010000000000000009,0.00671140939597316,pre_2023_03_28
R1.1,larger+VIX,2021-10-29,AAPL  211119C00145000,5.65,5.9,covered,cbbo-1m,0.25,0.0423728813559322,pre_2023_03_28
