source,trial_key,count_status
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger+VIX|strategy=Greek Markowitz|arm=B|point_id=B_residual_diag_cov_0p20|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger+VIX|strategy=Greek Markowitz|arm=B|point_id=B_residual_diag_cov_0p50|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger+VIX|strategy=Greek Markowitz|arm=B|point_id=B_residual_lw_cov_0p20|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger+VIX|strategy=Greek Markowitz|arm=B|point_id=B_residual_lw_cov_0p50|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger+VIX|strategy=Greek Markowitz|arm=C|point_id=C_under_lw|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger+VIX|strategy=Greek Markowitz|arm=C|point_id=C_under_single_factor|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger+VIX|strategy=Greek Markowitz|arm=D|point_id=D_stz_0p75_hw_0p25|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger+VIX|strategy=Greek Markowitz|arm=D|point_id=D_stz_0p90_hw_0p25|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger+VIX|strategy=Greek Markowitz|arm=D|point_id=D_stz_0p60_hw_0p00|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger+VIX|strategy=Greek Markowitz|arm=D|point_id=D_stz_0p75_hw_0p00|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger+VIX|strategy=Greek Markowitz|arm=D|point_id=D_stz_0p90_hw_0p00|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger+VIX|strategy=Greek Markowitz|arm=E|point_id=E1_residual_diag_n_scaled_hw0_stz075|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger+VIX|strategy=Greek Markowitz|arm=E|point_id=E2_residual_lw_cov050_hw0_stz060|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger+VIX|strategy=Greek Markowitz|arm=E|point_id=E3_under_lw_residual_diag_n_scaled|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger+VIX|strategy=Greek Markowitz|arm=E|point_id=E4_residual_diag_cov065_stz075|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger+VIX|strategy=Equal premium|arm=naive|point_id=Equal premium|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger+VIX|strategy=Equal risk|arm=naive|point_id=Equal risk|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=orig|strategy=Greek Markowitz|arm=default|point_id=default|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=orig|strategy=Greek Markowitz|arm=A|point_id=A_cov_0p35|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=orig|strategy=Greek Markowitz|arm=A|point_id=A_cov_0p50|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=orig|strategy=Greek Markowitz|arm=A|point_id=A_cov_0p65|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=orig|strategy=Greek Markowitz|arm=A|point_id=A_cov_0p80|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=orig|strategy=Greek Markowitz|arm=A|point_id=A_cov_0p90|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=orig|strategy=Greek Markowitz|arm=A|point_id=A_cov_n_scaled|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=orig|strategy=Greek Markowitz|arm=B|point_id=B_residual_diag_cov_0p20|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=orig|strategy=Greek Markowitz|arm=B|point_id=B_residual_diag_cov_0p50|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=orig|strategy=Greek Markowitz|arm=B|point_id=B_residual_lw_cov_0p20|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=orig|strategy=Greek Markowitz|arm=B|point_id=B_residual_lw_cov_0p50|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=orig|strategy=Greek Markowitz|arm=C|point_id=C_under_lw|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=orig|strategy=Greek Markowitz|arm=C|point_id=C_under_single_factor|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=orig|strategy=Greek Markowitz|arm=D|point_id=D_stz_0p75_hw_0p25|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=orig|strategy=Greek Markowitz|arm=D|point_id=D_stz_0p90_hw_0p25|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=orig|strategy=Greek Markowitz|arm=D|point_id=D_stz_0p60_hw_0p00|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=orig|strategy=Greek Markowitz|arm=D|point_id=D_stz_0p75_hw_0p00|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=orig|strategy=Greek Markowitz|arm=D|point_id=D_stz_0p90_hw_0p00|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=orig|strategy=Greek Markowitz|arm=E|point_id=E1_residual_diag_n_scaled_hw0_stz075|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=orig|strategy=Greek Markowitz|arm=E|point_id=E2_residual_lw_cov050_hw0_stz060|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=orig|strategy=Greek Markowitz|arm=E|point_id=E3_under_lw_residual_diag_n_scaled|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=orig|strategy=Greek Markowitz|arm=E|point_id=E4_residual_diag_cov065_stz075|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=orig|strategy=Equal premium|arm=naive|point_id=Equal premium|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=orig|strategy=Equal risk|arm=naive|point_id=Equal risk|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger|strategy=Greek Markowitz|arm=default|point_id=default|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger|strategy=Greek Markowitz|arm=A|point_id=A_cov_0p35|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger|strategy=Greek Markowitz|arm=A|point_id=A_cov_0p50|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger|strategy=Greek Markowitz|arm=A|point_id=A_cov_0p65|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger|strategy=Greek Markowitz|arm=A|point_id=A_cov_0p80|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger|strategy=Greek Markowitz|arm=A|point_id=A_cov_0p90|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger|strategy=Greek Markowitz|arm=A|point_id=A_cov_n_scaled|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger|strategy=Greek Markowitz|arm=B|point_id=B_residual_diag_cov_0p20|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger|strategy=Greek Markowitz|arm=B|point_id=B_residual_diag_cov_0p50|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger|strategy=Greek Markowitz|arm=B|point_id=B_residual_lw_cov_0p20|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger|strategy=Greek Markowitz|arm=B|point_id=B_residual_lw_cov_0p50|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger|strategy=Greek Markowitz|arm=C|point_id=C_under_lw|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger|strategy=Greek Markowitz|arm=C|point_id=C_under_single_factor|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger|strategy=Greek Markowitz|arm=D|point_id=D_stz_0p75_hw_0p25|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger|strategy=Greek Markowitz|arm=D|point_id=D_stz_0p90_hw_0p25|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger|strategy=Greek Markowitz|arm=D|point_id=D_stz_0p60_hw_0p00|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger|strategy=Greek Markowitz|arm=D|point_id=D_stz_0p75_hw_0p00|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger|strategy=Greek Markowitz|arm=D|point_id=D_stz_0p90_hw_0p00|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger|strategy=Greek Markowitz|arm=E|point_id=E1_residual_diag_n_scaled_hw0_stz075|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger|strategy=Greek Markowitz|arm=E|point_id=E2_residual_lw_cov050_hw0_stz060|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger|strategy=Greek Markowitz|arm=E|point_id=E3_under_lw_residual_diag_n_scaled|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger|strategy=Greek Markowitz|arm=E|point_id=E4_residual_diag_cov065_stz075|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger|strategy=Equal premium|arm=naive|point_id=Equal premium|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p1_regularization_results.csv,config=larger|strategy=Equal risk|arm=naive|point_id=Equal risk|aum=1000000.0,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=GM X=inf|participation=inf|aum=1000000.0|mode=uncapped,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=GM X=0.02|participation=0.02|aum=1000000.0|mode=hard,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=GM X=0.02|participation=0.02|aum=1000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal premium capped X=0.02|participation=0.02|aum=1000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal risk capped X=0.02|participation=0.02|aum=1000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=GM X=0.05|participation=0.05|aum=1000000.0|mode=hard,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal premium capped X=0.05|participation=0.05|aum=1000000.0|mode=hard,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal risk capped X=0.05|participation=0.05|aum=1000000.0|mode=hard,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=GM X=0.10|participation=0.1|aum=1000000.0|mode=hard,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal premium capped X=0.10|participation=0.1|aum=1000000.0|mode=hard,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal risk capped X=0.10|participation=0.1|aum=1000000.0|mode=hard,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal premium|participation=nan|aum=1000000.0|mode=naive,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal risk|participation=nan|aum=1000000.0|mode=naive,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=GM X=inf|participation=inf|aum=5000000.0|mode=uncapped,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=GM X=0.02|participation=0.02|aum=5000000.0|mode=hard,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=GM X=0.02|participation=0.02|aum=5000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal premium capped X=0.02|participation=0.02|aum=5000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal risk capped X=0.02|participation=0.02|aum=5000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=GM X=0.05|participation=0.05|aum=5000000.0|mode=hard,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=GM X=0.05|participation=0.05|aum=5000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal premium capped X=0.05|participation=0.05|aum=5000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal risk capped X=0.05|participation=0.05|aum=5000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=GM X=0.10|participation=0.1|aum=5000000.0|mode=hard,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=GM X=0.10|participation=0.1|aum=5000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal premium capped X=0.10|participation=0.1|aum=5000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal risk capped X=0.10|participation=0.1|aum=5000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal premium|participation=nan|aum=5000000.0|mode=naive,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal risk|participation=nan|aum=5000000.0|mode=naive,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=GM X=inf|participation=inf|aum=10000000.0|mode=uncapped,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=GM X=0.02|participation=0.02|aum=10000000.0|mode=hard,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=GM X=0.02|participation=0.02|aum=10000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal premium capped X=0.02|participation=0.02|aum=10000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal risk capped X=0.02|participation=0.02|aum=10000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=GM X=0.05|participation=0.05|aum=10000000.0|mode=hard,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=GM X=0.05|participation=0.05|aum=10000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal premium capped X=0.05|participation=0.05|aum=10000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal risk capped X=0.05|participation=0.05|aum=10000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=GM X=0.10|participation=0.1|aum=10000000.0|mode=hard,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=GM X=0.10|participation=0.1|aum=10000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal premium capped X=0.10|participation=0.1|aum=10000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal risk capped X=0.10|participation=0.1|aum=10000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal premium|participation=nan|aum=10000000.0|mode=naive,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal risk|participation=nan|aum=10000000.0|mode=naive,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=GM X=inf|participation=inf|aum=25000000.0|mode=uncapped,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=GM X=0.02|participation=0.02|aum=25000000.0|mode=hard,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=GM X=0.02|participation=0.02|aum=25000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal premium capped X=0.02|participation=0.02|aum=25000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal risk capped X=0.02|participation=0.02|aum=25000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=GM X=0.05|participation=0.05|aum=25000000.0|mode=hard,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=GM X=0.05|participation=0.05|aum=25000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal premium capped X=0.05|participation=0.05|aum=25000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal risk capped X=0.05|participation=0.05|aum=25000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=GM X=0.10|participation=0.1|aum=25000000.0|mode=hard,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=GM X=0.10|participation=0.1|aum=25000000.0|mode=relaxed,known_lower_bound
analysis/artifacts/breadth_solutions/p2_liquidity_results.csv,config=orig+VIX|strategy=Equal premium capped X=0.10|participation=0.1|aum=25000000.0|mode=relaxed,known_lower_bound
