Strategy,Return basis,Method,Status,N obs,Source start,Source end,Periods/year,Period mean,Period volatility,Skewness,Excess kurtosis,Lag1 autocorr,Block length,Path count,Interpretation,Reason
larger Equal premium capped,Gross before costs,circular_block_bootstrap,ok,60,2021-01-29,2026-04-30,12,0.08768227351526746,0.4366533769701152,1.3780300942349129,1.9129832737973795,-0.19341652209688973,6.0,1000,tail-path diagnostic; not a trading signal,
larger Equal premium capped,Gross before costs,garch11_residual_fallback_insufficient_egarch_obs,fallback,60,2021-01-29,2026-04-30,12,0.08768227351526746,0.4366533769701152,1.3780300942349129,1.9129832737973795,-0.19341652209688973,,1000,tail-path diagnostic; not a trading signal,insufficient_egarch_obs
larger Equal risk capped,Gross before costs,circular_block_bootstrap,ok,60,2021-01-29,2026-04-30,12,0.0982413530273267,0.4111283061171787,1.278353369356712,1.6954139803957777,-0.17529725087458464,6.0,1000,tail-path diagnostic; not a trading signal,
larger Equal risk capped,Gross before costs,garch11_residual_fallback_insufficient_egarch_obs,fallback,60,2021-01-29,2026-04-30,12,0.0982413530273267,0.4111283061171787,1.278353369356712,1.6954139803957777,-0.17529725087458464,,1000,tail-path diagnostic; not a trading signal,insufficient_egarch_obs
larger Stock Markowitz,Gross before costs,circular_block_bootstrap,ok,60,2021-01-29,2026-04-30,12,0.0006040927132845696,0.018131456135636975,-4.564912082797357,30.937006582913646,-0.04897372996967257,6.0,1000,tail-path diagnostic; not a trading signal,
larger Stock Markowitz,Gross before costs,garch11_residual_fallback_insufficient_egarch_obs,fallback,60,2021-01-29,2026-04-30,12,0.0006040927132845696,0.018131456135636975,-4.564912082797357,30.937006582913646,-0.04897372996967257,,1000,tail-path diagnostic; not a trading signal,insufficient_egarch_obs
larger+VIX E1 capped,Gross before costs,circular_block_bootstrap,ok,60,2021-01-29,2026-04-30,12,0.14636051320964047,0.25228205582819485,0.46167557587166175,-0.4800681431097007,-0.16515124223195846,6.0,1000,tail-path diagnostic; not a trading signal,
larger+VIX E1 capped,Gross before costs,garch11_residual_fallback_insufficient_egarch_obs,fallback,60,2021-01-29,2026-04-30,12,0.14636051320964047,0.25228205582819485,0.46167557587166175,-0.4800681431097007,-0.16515124223195846,,1000,tail-path diagnostic; not a trading signal,insufficient_egarch_obs
larger+VIX GM paper,Gross before costs,circular_block_bootstrap,ok,60,2021-01-29,2026-04-30,12,0.038756485489395295,0.18134026369191786,0.5584814653005922,2.0609587633214823,-0.08643216550426729,6.0,1000,tail-path diagnostic; not a trading signal,
larger+VIX GM paper,Gross before costs,garch11_residual_fallback_insufficient_egarch_obs,fallback,60,2021-01-29,2026-04-30,12,0.038756485489395295,0.18134026369191786,0.5584814653005922,2.0609587633214823,-0.08643216550426729,,1000,tail-path diagnostic; not a trading signal,insufficient_egarch_obs
