Strategy,Return basis,path_id,method,n_source_obs,status,n_obs,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,var_95,cvar_95,terminal_wealth,defaulted,block_length
larger+VIX Equal risk capped,Gross before costs,0,circular_block_bootstrap,60,ok,60,2.0667803004038126,1.5683436153142596,1.3306918432061698,3.7719314067542773,-0.7332531821902684,0.3597951185330265,0.3790066805232565,271.27721887395734,False,6
larger+VIX Equal risk capped,Gross before costs,1,circular_block_bootstrap,60,ok,60,-0.11715089089443942,1.471655415549743,0.500639786732899,1.0631052341939762,-0.8441124506417035,0.3760922103636242,0.4170492897514145,0.536330401705361,False,6
larger+VIX Equal risk capped,Gross before costs,2,circular_block_bootstrap,60,ok,60,-0.2145332095319985,1.406913301723765,0.37564706432390893,0.8048274689804711,-0.9076960936348616,0.3746299094954303,0.40428448236954817,0.298977935706346,False,6
larger+VIX Equal risk capped,Gross before costs,3,circular_block_bootstrap,60,ok,60,-0.18958512974024233,1.1618377127165869,0.2998558084710926,0.5921643710704492,-0.9212390660099261,0.3731461057056448,0.41992207186804437,0.34957229548683905,False,6
larger+VIX Equal risk capped,Gross before costs,4,circular_block_bootstrap,60,ok,60,0.01733513107792528,1.2384061732169354,0.5216344996553512,1.0964889868749093,-0.8667550088277705,0.3731461057056448,0.40715726448617806,1.0897332694139337,False,6
larger+VIX Equal risk capped,Gross before costs,5,circular_block_bootstrap,60,ok,60,1.87157564038827,1.7158743169724826,1.2285466278342179,4.139357618757522,-0.7348813044959727,0.3328056560120387,0.3669963337680628,195.2546128355676,False,6
larger+VIX Equal risk capped,Gross before costs,6,circular_block_bootstrap,60,ok,60,0.21362922406517715,1.2669354400012303,0.6636608220685964,1.473091861921266,-0.931704948330181,0.3341551291380881,0.4022195018059073,2.6328743185221146,False,6
larger+VIX Equal risk capped,Gross before costs,7,circular_block_bootstrap,60,ok,60,-0.6518037141185307,0.8866770705708991,-0.698902675651937,-0.907168791413251,-0.9931950488296566,0.37460840657383876,0.39726523922094154,0.00511824029368885,False,6
larger+VIX Equal risk capped,Gross before costs,8,circular_block_bootstrap,60,ok,60,0.33722142728495075,1.1566051441493705,0.733275976927039,1.5752723050103545,-0.8936820106261575,0.30217539814735156,0.39726523922094154,4.275792636067934,False,6
larger+VIX Equal risk capped,Gross before costs,9,circular_block_bootstrap,60,ok,60,-0.6394636608565122,1.2904865485112713,-0.24176779068280055,-0.42395976343492003,-0.993957050799767,0.40428448236954817,0.4138580879059479,0.006091794200940226,False,6
larger+VIX Equal risk capped,Gross before costs,10,circular_block_bootstrap,60,ok,60,-0.14648526633853975,1.2828332013828538,0.3904683414259686,0.7971056983459115,-0.9547879873652225,0.3760922103636242,0.4170492897514145,0.4529550565687135,False,6
larger+VIX Equal risk capped,Gross before costs,11,circular_block_bootstrap,60,ok,60,-0.10209602457634481,1.6188919506853485,0.5030781197403025,1.2300536019094566,-0.9609411282047958,0.3605357829350671,0.39726523922094154,0.5836459441709182,False,6
larger+VIX Equal risk capped,Gross before costs,12,circular_block_bootstrap,60,ok,60,-0.4641404770881562,1.0621460951752566,-0.08254153379729845,-0.1317283605716589,-0.9861697089040258,0.3760922103636242,0.42981409713328084,0.04418295570043193,False,6
larger+VIX Equal risk capped,Gross before costs,13,circular_block_bootstrap,60,ok,60,0.16450925638359393,1.386604423942825,0.6441611674746682,1.5713148519021245,-0.8590491027411868,0.36201958672485257,0.42981409713328084,2.1414834623424888,False,6
larger+VIX Equal risk capped,Gross before costs,14,circular_block_bootstrap,60,ok,60,-0.17232757154402278,1.3327835746133396,0.3977758095120854,0.7993735303192645,-0.9069788605967026,0.37800693147090414,0.44257890451514714,0.38841182274959263,False,6
larger+VIX Equal risk capped,Gross before costs,15,circular_block_bootstrap,60,ok,60,-0.12490631510742367,1.5097853659883946,0.4859763509618861,1.0840374131233812,-0.8947542753351718,0.3760922103636242,0.4170492897514145,0.5131835761714307,False,6
larger+VIX Equal risk capped,Gross before costs,16,circular_block_bootstrap,60,ok,60,-0.6046189155663186,1.215965803389719,-0.2236331562539523,-0.37963946678629007,-0.995199206075582,0.40428448236954817,0.4170492897514146,0.009662276052838875,False,6
larger+VIX Equal risk capped,Gross before costs,17,circular_block_bootstrap,60,ok,60,0.3931045190508231,1.300004219758748,0.7881613691197558,1.7861671403381365,-0.8309767085672166,0.3746299094954303,0.42981409713328084,5.247089899326694,False,6
larger+VIX Equal risk capped,Gross before costs,18,circular_block_bootstrap,60,ok,60,0.07813956303005853,1.5542657123361714,0.6296139098772484,1.4788748614356753,-0.7891327602857572,0.3604588197314779,0.37306914250205575,1.4567160834394235,False,6
larger+VIX Equal risk capped,Gross before costs,19,circular_block_bootstrap,60,ok,60,0.10643848007410561,1.290274626973939,0.5720676222380094,1.2839288128229485,-0.8743493636500764,0.3328056560120387,0.35742272823166304,1.65819788542766,False,6
larger+VIX Equal risk capped,Gross before costs,20,circular_block_bootstrap,60,ok,60,0.9151705530736438,1.0884806779024152,1.0838298047340873,2.354180934555906,-0.6823392357087686,0.3730691425020557,0.40782402350860136,25.7654230606603,False,6
larger+VIX Equal risk capped,Gross before costs,21,circular_block_bootstrap,60,ok,60,-0.22383113018352163,1.5109701458194644,0.4035204770404699,0.8802616557913899,-0.824444018410428,0.3730691425020557,0.39083139902327435,0.2816962732590885,False,6
larger+VIX Equal risk capped,Gross before costs,22,circular_block_bootstrap,60,ok,60,0.0018896465660007689,1.1780238433629033,0.4923500169655456,1.024351549766562,-0.8390480575574538,0.3760922103636242,0.42981409713328084,1.009484008010046,False,6
larger+VIX Equal risk capped,Gross before costs,23,circular_block_bootstrap,60,ok,60,0.16994128082757531,1.1937620379131266,0.6237296353484152,1.334928890525371,-0.8273938863304592,0.36201958672485257,0.40428448236954817,2.191897925388961,False,6
larger+VIX Equal risk capped,Gross before costs,24,circular_block_bootstrap,60,ok,60,0.45847536160910973,1.419867416173637,0.8196237715612246,1.954873269109042,-0.812832541698906,0.3760922103636242,0.4170492897514145,6.599263725617389,False,6
larger+VIX Equal risk capped,Gross before costs,25,circular_block_bootstrap,60,ok,60,-0.21107198215084588,1.445929202988641,0.3725826213006202,0.8416728663356821,-0.8461991025884394,0.3731461057056448,0.40715726448617806,0.30562360837347763,False,6
larger+VIX Equal risk capped,Gross before costs,26,circular_block_bootstrap,60,ok,60,0.4171994655873177,1.375871729228133,0.7514581768968562,2.05251418194382,-0.7664743433930411,0.31064038125148075,0.338536255884511,5.716825018520567,False,6
larger+VIX Equal risk capped,Gross before costs,27,circular_block_bootstrap,60,ok,60,0.002063122581307253,1.5822494515729388,0.5584962418313959,1.3873960942982857,-0.8540108331543227,0.3731461057056448,0.40715726448617806,1.010358265561309,False,6
larger+VIX Equal risk capped,Gross before costs,28,circular_block_bootstrap,60,ok,60,0.024219849930577464,1.6187376094364063,0.6024255756984076,1.4678877302940831,-0.8099722193445378,0.3604588197314779,0.38347425579121985,1.1271090637115257,False,6
larger+VIX Equal risk capped,Gross before costs,29,circular_block_bootstrap,60,ok,60,0.13940679441755321,1.2400187821998205,0.6057528262496115,1.3072725744149274,-0.9338817608978798,0.3604588197314779,0.38398734381514754,1.9204102901582452,False,6
larger+VIX Equal risk capped,Gross before costs,30,circular_block_bootstrap,60,ok,60,-0.22928649780988009,1.199787894163548,0.2755418096567507,0.5435012366053755,-0.9299662522114146,0.3731461057056448,0.40715726448617806,0.2719348305844898,False,6
