config,fold_id,seconds,status
orig+VIX,cpcv_02_09,7.635349916992709,ok
orig+VIX,cpcv_02_10,7.593509125057608,ok
orig+VIX,cpcv_02_11,7.487398667028174,ok
orig+VIX,cpcv_03_04,7.883791208034381,ok
orig+VIX,cpcv_03_05,7.8370880000293255,ok
orig+VIX,cpcv_03_06,7.767794999992475,ok
orig+VIX,cpcv_03_07,7.883487207815051,ok
orig+VIX,cpcv_03_08,7.739525499986485,ok
orig+VIX,cpcv_03_09,7.682506707962602,ok
orig+VIX,cpcv_03_10,7.662120542023331,ok
orig+VIX,cpcv_03_11,7.556402666028589,ok
orig+VIX,cpcv_04_05,7.83516408293508,ok
orig+VIX,cpcv_04_06,7.686965125147253,ok
orig+VIX,cpcv_04_07,7.730463207932189,ok
orig+VIX,cpcv_04_08,7.73226304189302,ok
orig+VIX,cpcv_04_09,7.701059459010139,ok
orig+VIX,cpcv_04_10,7.752960708923638,ok
orig+VIX,cpcv_04_11,7.476809666957706,ok
orig+VIX,cpcv_05_06,7.8959208750166,ok
orig+VIX,cpcv_05_07,7.733561541885138,ok
orig+VIX,cpcv_05_08,7.767772583058104,ok
orig+VIX,cpcv_05_09,7.742206582799554,ok
orig+VIX,cpcv_05_10,7.6417790001723915,ok
orig+VIX,cpcv_05_11,7.466814583167434,ok
orig+VIX,cpcv_06_07,7.859405666822568,ok
orig+VIX,cpcv_06_08,7.726579124806449,ok
orig+VIX,cpcv_06_09,7.764199167024344,ok
orig+VIX,cpcv_06_10,7.558564874809235,ok
orig+VIX,cpcv_06_11,7.541097917128354,ok
orig+VIX,cpcv_07_08,7.797674207948148,ok
orig+VIX,cpcv_07_09,7.738314582966268,ok
orig+VIX,cpcv_07_10,7.605792874936014,ok
orig+VIX,cpcv_07_11,7.520997875137255,ok
orig+VIX,cpcv_08_09,7.791885209036991,ok
orig+VIX,cpcv_08_10,7.671194874914363,ok
orig+VIX,cpcv_08_11,7.546334000071511,ok
orig+VIX,cpcv_09_10,7.792122292099521,ok
orig+VIX,cpcv_09_11,7.478781042154878,ok
orig+VIX,cpcv_10_11,7.803325291024521,ok
larger,kfold_00,22.075002167141065,ok
larger,kfold_01,21.927896667039022,ok
larger,kfold_02,22.052511624991894,ok
larger,kfold_03,21.86861937493086,ok
larger,kfold_04,21.739320707973093,ok
larger,kfold_05,22.05847620801069,ok
larger,kfold_06,21.878524500178173,ok
larger,kfold_07,21.922295874916017,ok
larger,kfold_08,22.03579733404331,ok
larger,kfold_09,22.186406958848238,ok
larger,kfold_10,21.766238665906712,ok
larger,kfold_11,22.16800424992107,ok
larger,cpcv_00_01,21.968098459066823,ok
larger,cpcv_00_02,21.434907583054155,ok
larger,cpcv_00_03,21.355252833105624,ok
larger,cpcv_00_04,21.46267691696994,ok
larger,cpcv_00_05,21.612822457915172,ok
larger,cpcv_00_06,21.31692308280617,ok
larger,cpcv_00_07,21.332762166159227,ok
larger,cpcv_00_08,21.602873249910772,ok
larger,cpcv_00_09,21.50565716600977,ok
larger,cpcv_00_10,21.14744362491183,ok
larger,cpcv_00_11,21.90023916703649,ok
larger,cpcv_01_02,21.875323249958456,ok
larger,cpcv_01_03,21.57666033296846,ok
larger,cpcv_01_04,21.34860512497835,ok
larger,cpcv_01_05,21.613107500132173,ok
larger,cpcv_01_06,21.68629170791246,ok
larger,cpcv_01_07,21.49382483283989,ok
larger,cpcv_01_08,21.632034165784717,ok
larger,cpcv_01_09,21.83184574986808,ok
larger,cpcv_01_10,21.429372749989852,ok
larger,cpcv_01_11,21.66875774995424,ok
larger,cpcv_02_03,22.22072424995713,ok
larger,cpcv_02_04,21.514964249916375,ok
larger,cpcv_02_05,21.492521333042532,ok
larger,cpcv_02_06,21.318211665842682,ok
larger,cpcv_02_07,21.551939625060186,ok
larger,cpcv_02_08,21.62832016707398,ok
larger,cpcv_02_09,21.579075624933466,ok
larger,cpcv_02_10,21.33209191588685,ok
larger,cpcv_02_11,21.54723320901394,ok
larger,cpcv_03_04,21.99187329201959,ok
larger,cpcv_03_05,21.208757957909256,ok
larger,cpcv_03_06,21.525978749850765,ok
larger,cpcv_03_07,21.48321408382617,ok
larger,cpcv_03_08,21.621433124877512,ok
larger,cpcv_03_09,21.505206084111705,ok
