orig E1 capped,orig GM paper,orig Equal premium capped,orig Equal risk capped,orig+VIX E1 capped,orig+VIX GM paper,orig+VIX Equal premium capped,orig+VIX Equal risk capped,larger E1 capped,larger GM paper,larger Equal premium capped,larger Equal risk capped,larger+VIX E1 capped,larger+VIX GM paper,larger+VIX Equal premium capped,larger+VIX Equal risk capped
0.045770608494439216,0.05339541185825032,-0.013733851386882366,-0.007922073841320846,0.1503045933724792,0.15572586468243216,-0.280890617713227,-0.2617276355189025,-0.032796154857870165,-0.023560107061355515,-0.0039596410124458185,-0.03223867289212693,0.15676854589954975,0.0030795051540123963,-0.1147774054622874,-0.11915766449423248
-0.18221211410617588,0.23312176068000273,-0.3271711926512724,-0.3209809241421555,-0.2571026810530653,0.10548480765393314,-0.42678170126616355,-0.36815854874718,-0.10360597908803945,-2.3790434180126523,-0.18198560654111806,-0.1499586819782712,-0.08954381484782806,-1.0388916870154998,-0.13066224401435989,-0.07769085758468995
-0.24509155418565431,-0.5456603615653102,-0.38293043055845905,-0.3765287710551833,-0.2693513793406459,-0.4961839873902597,-0.5283439084999693,-0.4526799768365969,-0.2939699355799122,-0.18049382594856284,-0.41501438231603316,-0.4012886948199184,-0.2739547012170373,-0.20102644222206165,-0.41305511163265546,-0.3553726928918346
0.42776354091275753,-1.5344111066671584,0.8027115349643652,0.7734054402863553,0.6485515682382275,-1.357999448711339,0.7128501883330982,0.5361822415307612,0.3772693915816335,-0.5772742521115147,0.6277044225922042,0.5982568663386667,0.45282439736106816,-0.6902841934712698,0.4961048994604609,0.4819249032475951
-0.07266831994339866,-0.7119269293713624,-0.034510654872696944,-0.034555406574705474,-0.03096545215516902,-0.3053713657320578,-0.0006222643005161302,0.0037620444972418614,-0.24055353450078296,-0.8738859330160389,-0.2059897255863955,-0.1457367447416057,-0.12565339088783586,-1.1399432475146731,-0.20694380955978225,-0.1710040986754588
-0.11667342763905172,-0.1536049820263624,-0.023502286545192826,-0.03581654316996232,0.05524939474239449,0.0445081043628581,-0.2232774186332761,-0.3141480531104177,-0.11617271101353324,-0.49554188365445484,-0.12296877734992337,-0.11078648264101364,0.08046523623366056,-0.29305112597398586,-0.20673256957614938,-0.17920030016241845
-0.18461969641154377,-0.13332575213356018,-0.3090405764221799,-0.3030482467136147,-0.13479100569144817,-0.06170070865787185,-0.5876257303450475,-0.5742654429624987,-0.06614777635601765,-5.642150024980164,-0.26249455135424776,-0.2895604542181855,0.017163977291387567,-1.5774104119090797,-0.2989801589791375,-0.3178198828878282
-0.13554938897305654,-0.38409506735526044,-0.33785294016375467,-0.3242377235224226,-0.14805673588088333,-0.17889220356622038,-0.527391903171659,-0.5208450027930887,-0.15765723642010906,-1.9985730438335172,-0.4704235417413464,-0.42228679300035393,-0.11785737956667695,-1.1596326494764666,-0.4765540112471411,-0.44695113472108816
0.040074021786855776,0.15227972862743386,-0.09425195905837044,-0.09945607876166324,-0.11796262525059673,-0.10901074378424948,-0.06781534299662001,-0.0335342941268544,0.06590358874493821,-1.408797319166962,-0.1542364335094115,-0.09719504592442972,-0.15620606137380255,-0.3757725316432017,-0.1007615318913283,-0.03890441715393077
0.3841312590795816,0.6571271466407721,0.5232314446181608,0.4870172936689533,0.4362718118030462,0.6197938554168847,0.46825605408031645,0.31756635952730966,0.6121664842681893,-1.8576606706860719,0.8296018398582283,0.8199775135036087,0.6011107103257826,-1.0611096609756747,0.7040597015154174,0.7552168071586081
-0.19657136235400394,-0.35083813532764774,-0.2537956107976959,-0.2509824142300703,-0.10959674117081271,-0.3413740074961853,-0.47153370177169973,-0.4259334638576741,-0.2660652412592669,-0.40645544870317496,-0.30193764231635933,-0.2899331044206657,-0.1650101369587542,-0.387185543959095,-0.33918532137600227,-0.29465381142055913
0.03945141509512888,-0.5849774308026815,0.5381513085987686,0.5379546707380299,0.45826327779216103,-0.26415780116048027,0.4735912612087544,0.4646312092549897,-0.03868391109697801,-0.8944385803863906,1.002194788003545,0.873764922287355,0.3363673251862785,-0.6539081477745338,0.9383977033390869,0.7558911589048718
0.2594525655155684,-2.260623778070904,0.11339188090256955,0.12081405656224388,0.3008706920368812,-1.2649621489205063,-0.15956477253555995,-0.1794590721642348,0.08511005453112949,-0.9144425066730609,-0.09212583391862553,0.08165294588594495,0.22390802119021364,-0.4806120250395967,-0.2095635652238487,-0.0684662285764907
-0.19136220332862625,-1.6290552178183777,-0.3332221899408023,-0.3408857234093084,-0.19124594526114314,-1.53660171288224,-0.5365653510644323,-0.5909077032776634,-0.11610899122268431,-0.5014770464759822,-0.47652703542870845,-0.4668929155063534,-0.05015213983150949,-0.2154919675592128,-0.5142998129492694,-0.4836378139693809
-0.0726121628500359,-2.262507716277659,-0.022029805569691616,-0.022072069427754436,0.08034314923690383,-2.4897482939814175,-0.26512645814896907,-0.2525424913734071,-0.12717411315038832,-3.4657967526093376,-0.09751759626755413,-0.042245902186444,-0.06782899983813545,-1.984486725823643,-0.1534639350291807,-0.09466062592048706
0.12362287086499092,-0.12807084064823354,0.17568499913265684,0.19053022774191208,0.2858749344562996,0.19860521841237733,0.12130017035320806,0.1366210288961062,0.16112219010594703,-1.4377167296196633,0.29199045475888863,0.38605683704116717,0.3244060378866259,-0.8593122187758212,0.24344578887413842,0.30819204703532577
-0.129797124207223,-0.5091094436628019,-0.16669827013357227,-0.16665621666011912,-0.14450687182243913,-0.5348279241993833,-0.26602418750316936,-0.26462836241417237,-0.08790074987743346,-0.3780940234076841,-0.2783151131120258,-0.3011250491153655,-0.17633410108772432,-0.41552824809144123,-0.31240325957330883,-0.28818868425638966
-0.2678518277247021,-0.6850533090727031,-0.34047329348037475,-0.3385676326017704,-0.33256603289676695,-0.3088946956073779,-0.34132858924530174,-0.3382314594531684,-0.22207229549051558,-0.9537137985114983,-0.43831678934003615,-0.4618237707669423,-0.26729596581605164,-0.5208208101267786,-0.4060820096144886,-0.41853845728197014
-0.07298514742458923,-2.3231685275648113,-0.1293722641619234,-0.1268739390052689,0.05460329763659066,-1.6110530369657239,-0.4375559580457906,-0.43753425217858266,-0.16577531218157057,-1.4867925023844208,-0.2769365357055892,-0.26696084039339285,-0.01890473386477215,-1.1516076352063098,-0.3587083695267702,-0.3468390336699971
-0.08144297770888875,-1.4644821885370152,-0.13211988441410089,-0.1415048249086334,-0.002068424340258772,-1.068677789205536,-0.39230498304380795,-0.43782333109087596,-0.22303856916298584,-0.40791059049561906,-0.1532952833388869,-0.143204291225463,0.056224976064037334,-0.3922904512211591,-0.23208590109058685,-0.20756455514301891
0.07895362176330345,-0.4664126125112869,0.04738290184500227,0.021715600931249454,0.19215999071269343,-0.11225355591150488,-0.2848470361393415,-0.28342774756134215,0.03962079703749958,-2.7032032937161965,0.10253268872126872,0.12401230949363913,0.2640710977997831,-1.7164523998099106,0.0021317397175613893,0.05320669714241874
0.07762827159138212,-0.3207892342343929,0.059344749968459454,0.05927357284194085,0.18353023866969212,-0.20335838232694814,-0.19729263356152518,-0.16998309205033377,-0.08514248664106913,-0.33364306700185586,0.02187039027270519,0.07540112079610987,0.08554851930132706,-0.23390466966724868,-0.044128023639496014,0.02154594004030725
0.2931275879664381,-1.6413091076401856,0.3284397177747631,0.32086429468907607,0.21796450800909323,-0.4755674439540485,0.4127429802224975,0.3678871434761972,0.32405433374521775,-0.7696764010673396,0.5351527532540122,0.5470296479598843,0.294939261057104,-0.4080138937100627,0.5105954666425249,0.5974283764193782
0.07542444271901742,-10.799299589584347,0.017024872686025913,0.016930057676428845,0.18473834860412655,-9.199778280290376,-0.272269896366802,-0.2613742040590972,-0.026927248014736768,-1.163807869807417,-0.22066235794299333,-0.2620189951478067,-0.0036728589461308796,-1.1296218838859835,-0.3361220557748069,-0.33798790081159813
0.09238114796891028,-1.0596706705622543,0.17661790402675864,0.11717604691052436,0.24194024842486841,-0.15917733415599067,-0.14544433952046135,-0.2004773818633374,0.3836638009425123,-0.15536014184069738,0.4049237842795722,0.33480344324465416,0.41618259208205227,-0.008761395826303642,0.29550884230737123,0.26517674818793846
-0.0677478914240826,-1.1726859508691136,-0.19739722206551724,-0.19099891151697931,-0.2062074856692737,-1.2346318460892962,-0.19969192206067238,-0.13623509269400533,-0.2309547842887454,-0.7462390093518991,-0.3901725380730438,-0.31603527801206976,-0.34736592528134996,-0.48825043507186455,-0.33673722343708745,-0.24480682545572424
0.16540480092491683,0.25015984720418427,0.2532985471191796,0.23818156812065072,0.3106008218074624,0.4684113935330398,0.0648092101262181,-0.06522713412345496,0.3000366076642612,-3.2733461241963666,0.3818581356339765,0.3292533839391115,0.38910346891222414,-1.8904501738907524,0.28278972108874395,0.23867759369570968
0.37764362143985936,0.2882165868485169,0.38814618635618836,0.3891613798724649,0.26028503246979107,0.15840520499958582,0.52700271957978,0.5995141395579897,0.2030078120474777,-0.4775606280257623,0.3350506590233159,0.25544900147027483,-0.04822982236767748,-0.6199384135282205,0.3378707878082263,0.29403559189066175
-0.26571882492110266,-0.11946105499949364,-0.4593182835696065,-0.448912364217356,-0.3455469506197406,-0.13566540771505356,-0.6032146349442778,-0.5326574835985391,-0.18865781735555698,-0.6478259630810854,-0.5067744533582075,-0.47785368810181245,-0.2672138132306463,-0.3873873273399123,-0.48247261210577985,-0.4194882213587573
0.47940967716771865,-0.4431426356073591,0.3925387601493333,0.40729966462038814,0.5722570090111436,-0.06591759422518385,0.23257704910567872,0.2458279131419424,0.10021732429952471,-0.45489949166985416,0.3038000703567476,0.4713092156228539,0.39310684451921435,-0.5586755346465292,0.2370212812952872,0.37640928924832207
-0.12660696626153015,-4.517245678401603,-0.24304551709831715,-0.22924446068480017,-0.09227850741946482,-4.664866824479007,-0.4556340594654191,-0.43437390777111917,-0.18393521853394418,-1.93243674185485,-0.26500827439638364,-0.27822923670273514,-0.06841051221384682,-1.6588066054020396,-0.278430765475094,-0.27504673550579223
-0.13480947720185205,-0.3923136107081454,-0.2810167235993748,-0.27373220047780766,-0.08048474643902993,-0.20783186723289926,-0.5278552075470523,-0.5205241371738358,-0.20520573287604796,-0.9307440309002069,-0.4372812426365686,-0.37784488747572065,-0.09032823412808975,-0.41717750717128405,-0.474593019637718,-0.41666403852905665
