Strategy,Return basis,path_id,method,n_source_obs,status,n_obs,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,var_95,cvar_95,terminal_wealth,defaulted,reason
larger+VIX Equal risk capped,Gross before costs,0,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.07752531586688538,1.1418236430846869,0.4581650060046367,0.8232557677980336,-0.9813147262658393,0.39696676157554084,0.44217799622446613,0.6679935704339356,False,insufficient_egarch_obs
larger+VIX Equal risk capped,Gross before costs,1,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.39665494435256343,0.9847951373466305,-0.049510488993708995,-0.08004731063437397,-0.9852577047158156,0.34204694698576094,0.36119425223050045,0.07995190027866358,False,insufficient_egarch_obs
larger+VIX Equal risk capped,Gross before costs,2,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.34701750499313033,1.0236809439396262,0.05262348556492379,0.09010641896460043,-0.9652177822249188,0.3561975923204663,0.3792992858755418,0.11871557349673723,False,insufficient_egarch_obs
larger+VIX Equal risk capped,Gross before costs,3,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.09364206094583383,1.1146136713235384,0.42855440241886084,0.7670609629033831,-0.9231976490275109,0.3811050055974451,0.463978092584634,0.6116439947132326,False,insufficient_egarch_obs
larger+VIX Equal risk capped,Gross before costs,4,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.4956852270526798,1.4357997653296573,0.22423425610940537,0.37311775534148467,-0.993630263076436,0.4767961611977279,0.5766858738984809,0.03262183981920802,False,insufficient_egarch_obs
larger+VIX Equal risk capped,Gross before costs,5,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,0.06462906253917744,1.265431260236183,0.6313479409312728,1.1706537859380095,-0.9502667211147189,0.4220424266176282,0.4536700246285748,1.3677023321026087,False,insufficient_egarch_obs
larger+VIX Equal risk capped,Gross before costs,6,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.41372995233992693,0.9806901529089976,-0.05949331570503465,-0.0915145609037136,-0.9852216237060791,0.35261619122770255,0.4495378437184532,0.06926096432419725,False,insufficient_egarch_obs
larger+VIX Equal risk capped,Gross before costs,7,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.5388336536602436,1.4427425472350217,0.1682066909529578,0.2811155393312792,-0.997468553810371,0.4747773155564114,0.5776843788401578,0.020858738306165202,False,insufficient_egarch_obs
larger+VIX Equal risk capped,Gross before costs,8,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.7538816543644022,1.0358420160019663,-0.77267523402667,-1.0266177952180378,-0.9992357347167482,0.3880220372152295,0.5067331549381792,0.0009030669237980786,False,insufficient_egarch_obs
larger+VIX Equal risk capped,Gross before costs,9,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.19550729154162094,1.0205604997514743,0.2787968516219075,0.4539830102954384,-0.8816021546921609,0.35721516576706647,0.4161799851696235,0.33698499320185027,False,insufficient_egarch_obs
larger+VIX Equal risk capped,Gross before costs,10,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,0.19289793693955293,0.8540723804615189,0.5961422955003495,1.1540522019094723,-0.6971509479680555,0.25547943278610896,0.3336378685113049,2.4155522581225646,False,insufficient_egarch_obs
larger+VIX Equal risk capped,Gross before costs,11,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.1903768702892682,1.6030611859483415,0.597866250407756,1.1186658201764095,-0.982653767293982,0.47421690818255613,0.5266318562115034,0.3478680430512319,False,insufficient_egarch_obs
larger+VIX Equal risk capped,Gross before costs,12,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.6136407259510033,1.2897980403449558,-0.10129570395725113,-0.15814421034606033,-0.9952207787311728,0.4569442384812396,0.4752276089919853,0.00860907927370555,False,insufficient_egarch_obs
larger+VIX Equal risk capped,Gross before costs,13,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.417686724352173,1.3605371686102588,0.2364036464379452,0.4107431163170117,-0.9962445639133335,0.4628316371021733,0.5042147005795908,0.06695506817614426,False,insufficient_egarch_obs
larger+VIX Equal risk capped,Gross before costs,14,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,0.15510507265232,0.9574443596591427,0.6002560760163664,1.0769580861007946,-0.9365200736022389,0.34265747516708606,0.3791245255036353,2.0563993377320053,False,insufficient_egarch_obs
larger+VIX Equal risk capped,Gross before costs,15,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.31955530663134757,1.192785415194007,0.2636028984053742,0.4249572162175511,-0.9928104434603058,0.40192416792165,0.47686879384419667,0.14586938680892927,False,insufficient_egarch_obs
larger+VIX Equal risk capped,Gross before costs,16,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.8425357944824967,1.2295688628456096,-0.8023311587901022,-1.0630645570637525,-0.9999107720142746,0.49276363001529755,0.503173430526359,9.680755051796712e-05,False,insufficient_egarch_obs
larger+VIX Equal risk capped,Gross before costs,17,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.8134758396325662,1.1954607137628108,-0.6601530143240738,-0.8349059865910498,-0.9996084099761557,0.5110440250852267,0.6117882410396239,0.00022577480118587118,False,insufficient_egarch_obs
larger+VIX Equal risk capped,Gross before costs,18,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,0.11970860785756554,1.140045253803988,0.6039469144435458,1.201909705617652,-0.801617931222596,0.393009604190564,0.40244608463216186,1.760050319917978,False,insufficient_egarch_obs
larger+VIX Equal risk capped,Gross before costs,19,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,0.7536395969507164,1.0512427094440653,1.0318516874891956,2.0758809147790687,-0.8389215367961903,0.31405449280286674,0.37382146372082586,16.58447454699138,False,insufficient_egarch_obs
larger+VIX Equal risk capped,Gross before costs,20,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,0.5825483298946978,1.2084134151774557,0.9328100934006494,1.8790551612939603,-0.7864975015355121,0.34271329034824194,0.3640501910725364,9.92624315794807,False,insufficient_egarch_obs
larger+VIX Equal risk capped,Gross before costs,21,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.5178178852033137,1.0601174099181507,-0.15986206013274107,-0.24057300648755164,-0.9858880108157464,0.3824708896506733,0.43309768552222766,0.026064865425307605,False,insufficient_egarch_obs
larger+VIX Equal risk capped,Gross before costs,22,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.4566080020988871,1.1366687570420682,0.019402774651036025,0.030424320944927336,-0.9863558911779617,0.39602398951117884,0.4541777418825544,0.04737685122260689,False,insufficient_egarch_obs
larger+VIX Equal risk capped,Gross before costs,23,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.29822710330460445,1.401483967279971,0.4024292201577011,0.7085512822296456,-0.9582407766066824,0.41709370485605674,0.509073685257995,0.17020917087071702,False,insufficient_egarch_obs
