config,asset_id,weight,cap_bound,utilization,underlying,mark
orig+VIX,AMZN_call_put_near,0.052208000000000004,0.0665652,0.7843137254901961,AMZN,261.04
orig+VIX,AMZN_put_atm,0.028008,0.0346599,0.8080808080808081,AMZN,46.68
orig+VIX,AMZN_put_put_near,0.008504,0.017911550000000002,0.4747774480712165,AMZN,21.26
orig+VIX,AMZN_put_put_wing,0.002012,0.0029174000000000005,0.6896551724137929,AMZN,10.06
orig+VIX,GOOGL_call_atm,0.0082,0.008528,0.9615384615384616,GOOGL,16.4
orig+VIX,GOOGL_call_call_near,0.00238,0.002722125,0.8743169398907104,GOOGL,5.95
orig+VIX,GOOGL_call_put_near,0.007361,0.007729050000000001,0.9523809523809523,GOOGL,73.61
orig+VIX,GOOGL_put_atm,0.011841,0.0126304,0.9375000000000001,GOOGL,39.47
orig+VIX,GOOGL_put_put_near,0.0037200000000000006,0.003906,0.9523809523809526,GOOGL,18.6
orig+VIX,JPM_call_atm,0.006272,0.006497399999999999,0.9653092006033184,JPM,3.92
orig+VIX,JPM_call_call_near,0.00048,0.000489,0.98159509202454,JPM,0.6
orig+VIX,JPM_call_put_near,0.00147,0.0018375,0.8,JPM,7.35
orig+VIX,JPM_put_atm,0.00225,0.0024250000000000005,0.9278350515463915,JPM,2.5
orig+VIX,JPM_put_put_near,0.0005,0.000565,0.8849557522123894,JPM,1.0
orig+VIX,META_call_atm,0.0288,0.0289,0.9965397923875433,META,4.0
orig+VIX,META_call_call_near,0.00336,0.0034041,0.987045033929673,META,0.84
orig+VIX,META_call_put_near,0.0168,0.01725,0.9739130434782607,META,12.0
orig+VIX,META_call_put_wing,0.00848,0.009964,0.8510638297872339,META,42.4
orig+VIX,META_put_atm,0.038148,0.03918585000000001,0.9735146743020757,META,11.22
orig+VIX,META_put_call_near,0.004674,0.005530900000000001,0.8450704225352111,META,15.58
orig+VIX,META_put_put_near,0.0084,0.0085,0.9882352941176469,META,4.0
orig+VIX,MSFT_call_atm,0.013,0.013292500000000002,0.9779951100244497,MSFT,3.25
orig+VIX,MSFT_call_call_near,0.003059,0.0032159750000000003,0.9511889862327909,MSFT,1.61
orig+VIX,MSFT_call_put_near,0.004625,0.005365000000000001,0.8620689655172412,MSFT,9.25
orig+VIX,MSFT_put_atm,0.005985,0.006189750000000001,0.9669211195928752,MSFT,3.15
orig+VIX,MSFT_put_put_near,0.002626,0.0027977,0.9386281588447652,MSFT,2.02
orig+VIX,NVDA_call_atm,0.0149,0.016092000000000002,0.9259259259259258,NVDA,14.9
orig+VIX,NVDA_call_call_near,0.00572,0.006032000000000001,0.9482758620689654,NVDA,5.2
orig+VIX,NVDA_call_put_near,0.021855,0.021855,1.0,NVDA,43.71
orig+VIX,NVDA_call_put_wing,0.005428,0.008684800000000001,0.6249999999999999,NVDA,54.28
orig+VIX,NVDA_put_atm,0.010738,0.0116584,0.9210526315789473,NVDA,15.34
orig+VIX,NVDA_put_call_near,0.006640000000000001,0.007885000000000001,0.8421052631578947,NVDA,33.2
orig+VIX,NVDA_put_put_near,0.004886,0.0049558000000000015,0.9859154929577462,NVDA,6.98
orig+VIX,NVDA_put_put_wing,-0.00089,0.0009167000000000001,0.9708737864077668,NVDA,1.78
orig+VIX,TSLA_call_atm,0.047125,0.04984375,0.9454545454545454,TSLA,36.25
orig+VIX,TSLA_call_call_near,0.025905,0.026258250000000004,0.9865470852017936,TSLA,23.55
orig+VIX,TSLA_call_put_near,0.013744,0.018382600000000002,0.747663551401869,TSLA,68.72
orig+VIX,TSLA_put_atm,0.04272,0.0447492,0.954653937947494,TSLA,42.72
orig+VIX,TSLA_put_call_near,0.01454,0.0199925,0.7272727272727273,TSLA,72.7
orig+VIX,TSLA_put_put_near,0.01375,0.014656250000000004,0.9381663113006394,TSLA,12.5
orig+VIX,TSLA_put_put_wing,0.002575,0.0026651250000000004,0.9661835748792269,TSLA,5.15
orig+VIX,VIX_call_vix_atm,-0.000237,0.097258875,0.0024367956137678953,VX_FRONT,2.37
orig+VIX,VIX_call_vix_call_near,-0.054095,0.102660375,0.526931642320613,VX_FRONT,1.55
orig+VIX,VIX_call_vix_call_wing,-0.02422,0.02425325,0.9986290497149866,VX_FRONT,0.35
orig+VIX,VIX_put_vix_atm,-0.037675,0.11103125,0.3393188854489164,VX_FRONT,2.75
orig+VIX,VIX_put_vix_put_near,-0.01935,0.019356,0.999690018598884,VX_FRONT,0.3
larger,AAL_call_atm,-0.00071,0.0007135500000000001,0.9950248756218905,AAL,0.71
larger,AAL_call_call_near,-0.00038,0.0003914,0.970873786407767,AAL,0.38
larger,AAL_call_put_near,-0.00025,0.0003375,0.7407407407407407,AAL,1.25
larger,AAL_put_atm,0.000688,0.0007138000000000001,0.9638554216867469,AAL,0.86
larger,AAL_put_call_near,0.00032,0.00039600000000000003,0.8080808080808081,AAL,1.6
larger,AAL_put_put_near,0.00021,0.00021,1.0,AAL,0.42
larger,AAPL_call_atm,0.00054,0.02781675,0.01941276389225916,AAPL,2.7
larger,AAPL_call_call_near,-0.000244,0.0116205,0.02099737532808399,AAPL,1.22
larger,AAPL_call_put_near,0.018795,0.019511,0.9633027522935779,AAPL,8.95
larger,AAPL_put_atm,0.00564,0.013389125000000002,0.4212373848179025,AAPL,2.35
larger,AAPL_put_call_near,0.00692,0.007157875,0.9667673716012084,AAPL,8.65
larger,AAPL_put_put_near,0.00231,0.005055750000000001,0.45690550363447546,AAPL,1.05
larger,ADBE_call_atm,0.004308,0.004658025,0.9248554913294799,ADBE,10.77
larger,ADBE_call_call_near,0.000172,0.00021070000000000003,0.8163265306122448,ADBE,0.43
larger,ADBE_call_put_near,0.002715,0.0029865,0.9090909090909091,ADBE,27.15
larger,ADBE_put_atm,0.00069,0.0020700000000000007,0.3333333333333332,ADBE,6.9
larger,ADBE_put_put_near,-0.00051,0.0006630000000000001,0.7692307692307692,ADBE,1.7
larger,AMAT_call_atm,0.00114,0.00123025,0.9266409266409266,AMAT,1.9
larger,AMAT_call_call_near,0.00055,0.0006105000000000001,0.9009009009009007,AMAT,1.1
larger,AMAT_call_put_near,0.000674,0.001011,0.6666666666666667,AMAT,6.74
larger,AMAT_put_atm,0.000808,0.000808,1.0,AMAT,2.02
larger,AMAT_put_call_near,0.00044000000000000007,0.0005720000000000001,0.7692307692307692,AMAT,4.4
larger,AMAT_put_put_near,0.00022799999999999996,0.00023370000000000002,0.9756097560975607,AMAT,1.14
larger,AMD_call_atm,0.015876,0.015876,1.0,AMD,4.41
larger,AMD_call_call_near,0.002124,0.008013675000000001,0.26504693539480945,AMD,1.77
larger,AMD_call_put_near,0.01036,0.010619000000000002,0.9756097560975607,AMD,7.4
larger,AMD_call_put_wing,0.006054,0.0061549000000000005,0.9836065573770492,AMD,10.09
larger,AMD_put_atm,-0.003393,0.004717574999999999,0.7192254495159062,AMD,2.61
larger,AMD_put_call_near,-0.00555,0.006105,0.9090909090909091,AMD,9.25
larger,AMD_put_put_near,-0.000707,0.0018887,0.374331550802139,AMD,1.01
larger,AMZN_call_atm,0.0,0.07442325,0.0,AMZN,53.35
larger,AMZN_call_call_near,0.00861,0.011961750000000002,0.7197943444730076,AMZN,12.3
larger,AMZN_call_put_near,0.052208000000000004,0.0665652,0.7843137254901961,AMZN,261.04
larger,AMZN_put_atm,-0.0,0.0346599,0.0,AMZN,46.68
larger,AMZN_put_put_near,-0.002126,0.017911550000000002,0.11869436201780413,AMZN,21.26
larger,AMZN_put_put_wing,-0.001006,0.0029174000000000005,0.34482758620689646,AMZN,10.06
larger,AVGO_call_atm,0.0042,0.0042,1.0,AVGO,8.4
larger,AVGO_call_call_near,0.001025,0.00103525,0.9900990099009902,AVGO,2.05
larger,AVGO_put_atm,0.0019,0.0019,1.0,AVGO,9.5
larger,AVGO_put_put_near,0.000372,0.00042315,0.8791208791208791,AVGO,1.86
larger,AVGO_put_put_wing,-0.000338,0.000338,1.0,AVGO,3.38
larger,BAC_call_atm,-0.002205,0.0036247750000000007,0.6083136194660357,BAC,0.49
larger,BAC_call_put_near,0.00496,0.0061256,0.8097165991902834,BAC,2.48
larger,BAC_call_put_wing,0.00168,0.0017808000000000004,0.9433962264150942,BAC,3.36
larger,BAC_put_atm,0.00198,0.002001,0.9895052473763117,BAC,0.6
larger,BAC_put_call_near,0.001584,0.0017622,0.898876404494382,BAC,1.98
larger,BA_call_atm,0.00153,0.0033277499999999995,0.4597701149425288,BA,5.1
larger,BA_call_call_near,-0.00025499999999999996,0.00177225,0.14388489208633093,BA,2.55
larger,BA_call_put_near,0.001125,0.001884375,0.5970149253731343,BA,11.25
larger,BA_put_atm,0.0048,0.00546,0.8791208791208791,BA,8.0
larger,BA_put_call_near,0.0016600000000000002,0.0026975,0.6153846153846155,BA,16.6
larger,BA_put_put_near,0.00097,0.0011155,0.8695652173913044,BA,1.94
larger,BA_put_put_wing,0.000633,0.0006963,0.9090909090909092,BA,2.11
larger,CCL_call_atm,-0.00022799999999999996,0.00028499999999999993,0.8,CCL,1.14
larger,CCL_put_atm,0.00032,0.000376,0.8510638297872342,CCL,1.6
larger,CHTR_call_atm,0.002674,0.0042784,0.625,CHTR,26.74
larger,CMCSA_call_atm,-0.000763,0.0007684500000000002,0.9929078014184395,CMCSA,1.09
larger,CMCSA_put_atm,0.000404,0.0004848000000000001,0.8333333333333333,CMCSA,1.01
larger,CMCSA_put_put_near,0.00010200000000000001,0.000102,1.0000000000000002,CMCSA,0.34
larger,COST_call_atm,0.002175,0.002207625,0.9852216748768472,COST,4.35
larger,COST_call_call_near,0.000375,0.00039375000000000006,0.9523809523809522,COST,1.25
larger,COST_call_put_near,0.00124,0.0013640000000000002,0.909090909090909,COST,12.4
larger,COST_put_atm,0.00249,0.0030295000000000005,0.8219178082191779,COST,8.3
larger,COST_put_put_near,-0.000266,0.0003325,0.8,COST,1.33
larger,CRM_call_atm,0.004005,0.004216375,0.949868073878628,CRM,4.45
larger,CRM_call_call_near,-0.0,0.0014707500000000003,0.0,CRM,2.65
larger,CRM_call_put_near,0.000935,0.0017765,0.5263157894736842,CRM,9.35
larger,CRM_put_atm,0.001728,0.0021384000000000004,0.808080808080808,CRM,4.32
larger,CRM_put_put_near,0.00081,0.0012285,0.6593406593406593,CRM,2.7
larger,CSCO_call_atm,-0.000675,0.00068625,0.9836065573770492,CSCO,0.45
larger,CSCO_call_put_near,0.000927,0.0009347250000000001,0.9917355371900826,CSCO,3.09
larger,CSCO_put_atm,0.001386,0.0014238000000000002,0.9734513274336282,CSCO,1.26
larger,CSCO_put_put_near,0.000225,0.000225,1.0,CSCO,0.45
larger,CVX_call_atm,-0.001035,0.00119025,0.8695652173913043,CVX,2.07
larger,CVX_call_call_near,-0.000264,0.00029370000000000004,0.898876404494382,CVX,0.66
larger,CVX_call_put_near,-0.00069,0.0009660000000000003,0.7142857142857141,CVX,6.9
larger,CVX_put_atm,0.0013,0.0014430000000000003,0.9009009009009007,CVX,2.6
larger,CVX_put_put_near,0.00036,0.00036,1.0,CVX,0.9
larger,C_call_atm,-0.004365,0.0044523,0.9803921568627451,C,2.91
larger,C_call_call_near,-0.000588,0.0006566,0.8955223880597014,C,0.98
larger,C_call_put_near,-0.000325,0.000585,0.5555555555555555,C,3.25
larger,C_put_atm,0.00169,0.0017680000000000003,0.9558823529411764,C,1.3
larger,C_put_call_near,0.000221,0.00041989999999999996,0.5263157894736843,C,2.21
larger,C_put_put_near,0.000312,0.00033670000000000005,0.9266409266409265,C,0.52
larger,DAL_call_atm,-0.000534,0.0013617,0.39215686274509803,DAL,1.78
larger,DAL_call_call_near,-0.000756,0.0007938000000000002,0.9523809523809522,DAL,1.08
larger,DAL_call_put_near,-0.000524,0.0005436500000000001,0.9638554216867469,DAL,2.62
larger,DAL_put_atm,0.00067,0.0006867500000000001,0.975609756097561,DAL,1.34
larger,DAL_put_call_near,0.000258,0.00036765,0.7017543859649122,DAL,2.58
larger,DAL_put_put_near,0.000308,0.00035420000000000004,0.8695652173913042,DAL,0.77
larger,DIS_call_atm,0.00735,0.007455000000000001,0.9859154929577464,DIS,5.25
larger,DIS_call_call_near,-0.000996,0.00198785,0.5010438413361168,DIS,1.66
larger,DIS_call_put_near,0.000848,0.0014416000000000001,0.588235294117647,DIS,8.48
larger,DIS_put_atm,0.00528,0.005510999999999999,0.9580838323353295,DIS,6.6
larger,DIS_put_put_near,0.001025,0.0010865,0.9433962264150945,DIS,2.05
larger,GE_call_atm,-0.000624,0.0006474000000000001,0.9638554216867468,GE,0.26
larger,GE_call_put_near,-0.00063,0.0006772500000000001,0.9302325581395348,GE,0.9
larger,GE_put_atm,0.001296,0.0013224,0.9800362976406534,GE,0.48
larger,GE_put_call_near,0.00046,0.0005313000000000001,0.8658008658008657,GE,0.92
larger,GILD_call_atm,-0.001395,0.0014717250000000001,0.947867298578199,GILD,0.93
larger,GILD_call_call_near,-0.00055,0.0005747500000000001,0.9569377990430622,GILD,0.55
larger,GILD_call_put_near,-0.000363,0.000698775,0.5194805194805194,GILD,3.63
larger,GILD_put_atm,0.00064,0.0007424,0.8620689655172414,GILD,1.28
larger,GILD_put_call_near,0.00052,0.000715,0.7272727272727272,GILD,5.2
larger,GILD_put_put_near,0.000152,0.0001843,0.8247422680412372,GILD,0.38
larger,GOOGL_call_atm,0.0016399999999999997,0.008528,0.19230769230769226,GOOGL,16.4
larger,GOOGL_call_call_near,-0.0,0.002722125,0.0,GOOGL,5.95
larger,GOOGL_call_put_near,0.007361,0.007729050000000001,0.9523809523809523,GOOGL,73.61
larger,GOOGL_put_atm,0.003947,0.0126304,0.3125,GOOGL,39.47
larger,GOOGL_put_put_near,0.0037200000000000006,0.003906,0.9523809523809526,GOOGL,18.6
larger,GOOG_call_atm,0.0,0.006161400000000001,0.0,GOOG,22.82
larger,GOOG_call_call_near,-0.0,0.001395,0.0,GOOG,6.2
larger,GOOG_put_atm,0.0052,0.013260000000000001,0.392156862745098,GOOG,52.0
larger,GOOG_put_put_near,-0.0,0.0029775,0.0,GOOG,19.85
larger,GS_call_atm,-0.0036,0.00642,0.5607476635514018,GS,6.0
larger,GS_call_call_near,-0.000549,0.0010431000000000001,0.5263157894736842,GS,1.83
larger,GS_call_put_near,-0.001131,0.00141375,0.8,GS,11.31
larger,GS_put_atm,0.0026,0.00286,0.9090909090909091,GS,5.2
larger,GS_put_put_near,0.000876,0.0009417,0.930232558139535,GS,2.19
larger,HD_call_atm,0.00288,0.003732,0.7717041800643087,HD,4.8
larger,HD_call_call_near,-0.00029,0.00030740000000000005,0.9433962264150942,HD,0.58
larger,HD_call_put_near,0.00159,0.0019477500000000003,0.8163265306122448,HD,15.9
larger,HD_put_atm,0.001056,0.0013134000000000004,0.8040201005025124,HD,2.64
larger,HD_put_put_near,0.000255,0.00027625,0.9230769230769231,HD,0.85
larger,INTC_call_atm,0.00312,0.0031655000000000003,0.9856262833675563,INTC,1.3
larger,INTC_call_call_near,0.000915,0.000962275,0.9508716323296356,INTC,0.61
larger,INTC_call_put_near,0.0014,0.001575,0.8888888888888888,INTC,3.5
larger,INTC_put_atm,0.002227,0.002308875,0.9645390070921984,INTC,1.31
larger,INTC_put_call_near,0.000542,0.0006029750000000001,0.8988764044943819,INTC,2.71
larger,INTC_put_put_near,0.000858,0.000891,0.962962962962963,INTC,0.66
larger,JNJ_call_atm,0.0014,0.001509375,0.9275362318840579,JNJ,1.75
larger,JNJ_put_atm,0.000516,0.000602,0.8571428571428571,JNJ,1.72
larger,JNJ_put_put_near,0.00034199999999999996,0.00041894999999999996,0.8163265306122449,JNJ,1.14
larger,JPM_call_atm,0.006272,0.006497399999999999,0.9653092006033184,JPM,3.92
larger,JPM_call_call_near,-0.00048,0.000489,0.98159509202454,JPM,0.6
larger,JPM_call_put_near,0.00147,0.0018375,0.8,JPM,7.35
larger,JPM_put_atm,0.00225,0.0024250000000000005,0.9278350515463915,JPM,2.5
larger,JPM_put_put_near,0.0005,0.000565,0.8849557522123894,JPM,1.0
larger,KO_call_atm,0.000765,0.00083725,0.9137055837563451,KO,0.85
larger,KO_call_put_near,0.000193,0.00035705000000000003,0.5405405405405405,KO,1.93
larger,KO_put_atm,0.000365,0.00039784999999999994,0.9174311926605505,KO,0.73
larger,LLY_call_atm,0.00066,0.000825,0.8,LLY,3.3
larger,LLY_put_atm,0.00029,0.0004785,0.6060606060606061,LLY,2.9
larger,LLY_put_put_near,-0.0001,0.00018,0.5555555555555556,LLY,1.0
larger,LRCX_call_atm,0.000935,0.00154275,0.606060606060606,LRCX,9.35
larger,LRCX_call_call_near,0.00095,0.0009737500000000001,0.9756097560975608,LRCX,4.75
larger,LRCX_put_atm,0.00336,0.004284,0.7843137254901962,LRCX,16.8
larger,LRCX_put_put_near,0.000745,0.0010988750000000002,0.6779661016949151,LRCX,7.45
larger,MA_call_atm,0.002085,0.00248115,0.8403361344537815,MA,4.17
larger,MA_call_call_near,0.00058,0.000783,0.7407407407407408,MA,2.9
larger,MA_call_put_near,0.0015,0.0017250000000000004,0.8695652173913042,MA,15.0
larger,MA_put_atm,0.002496,0.002620800000000001,0.9523809523809521,MA,8.32
larger,MA_put_put_near,0.000282,0.000377175,0.7476635514018692,MA,1.41
larger,META_call_atm,0.0116,0.0289,0.4013840830449827,META,4.0
larger,META_call_call_near,-0.000168,0.0034041,0.04935225169648365,META,0.84
larger,META_call_put_near,0.0168,0.01725,0.9739130434782607,META,12.0
larger,META_call_put_wing,0.00848,0.009964,0.8510638297872339,META,42.4
larger,META_put_atm,0.021318,0.03918585000000001,0.5440229062276305,META,11.22
larger,META_put_call_near,0.004674,0.005530900000000001,0.8450704225352111,META,15.58
larger,META_put_put_near,0.0084,0.0085,0.9882352941176469,META,4.0
larger,MRK_call_atm,0.000301,0.00032465000000000006,0.9271523178807946,MRK,0.43
larger,MRK_put_atm,0.000252,0.00031289999999999996,0.8053691275167786,MRK,0.84
larger,MRK_put_put_near,0.00012,0.000159,0.7547169811320755,MRK,0.6
larger,MSFT_call_atm,0.002925,0.013292500000000002,0.22004889975550118,MSFT,3.25
larger,MSFT_call_call_near,0.003059,0.0032159750000000003,0.9511889862327909,MSFT,1.61
larger,MSFT_call_put_near,0.004625,0.005365000000000001,0.8620689655172412,MSFT,9.25
larger,MSFT_put_atm,-0.00189,0.006189750000000001,0.30534351145038163,MSFT,3.15
larger,MSFT_put_put_near,0.000606,0.0027977,0.21660649819494582,MSFT,2.02
larger,MU_call_atm,0.002436,0.008787,0.2772277227722772,MU,3.48
larger,MU_call_call_near,-0.00034,0.0053975,0.06299212598425197,MU,1.7
larger,MU_call_put_near,0.00528,0.005577,0.9467455621301775,MU,6.6
larger,MU_put_atm,0.002056,0.00543555,0.3782505910165485,MU,2.57
larger,MU_put_call_near,0.003175,0.0032067500000000004,0.99009900990099,MU,6.35
larger,MU_put_put_near,0.001584,0.0017244,0.9185803757828809,MU,1.44
larger,NFLX_call_atm,0.0,0.019435000000000004,0.0,NFLX,11.5
larger,NFLX_call_call_near,0.0,0.00969375,0.0,NFLX,8.25
larger,NFLX_call_put_near,0.00509,0.006108000000000001,0.8333333333333333,NFLX,25.45
larger,NFLX_put_atm,0.0,0.0201696,0.0,NFLX,15.28
larger,NFLX_put_call_near,0.002905,0.005737375,0.5063291139240507,NFLX,29.05
larger,NFLX_put_put_near,0.0,0.0027846000000000004,0.0,NFLX,2.73
larger,NFLX_put_put_wing,-0.0,0.0003400000000000001,0.0,NFLX,0.68
larger,NKE_call_atm,0.0,0.00078045,0.0,NKE,1.21
larger,NKE_call_call_near,-0.0,0.00027182500000000006,0.0,NKE,0.83
larger,NKE_call_put_near,0.000675,0.00118125,0.5714285714285715,NKE,6.75
larger,NKE_put_atm,0.00044400000000000006,0.0009379500000000001,0.4733727810650888,NKE,2.22
larger,NKE_put_put_near,0.000264,0.0003036,0.8695652173913044,NKE,0.88
larger,NVDA_call_atm,0.0149,0.016092000000000002,0.9259259259259258,NVDA,14.9
larger,NVDA_call_call_near,0.0026,0.006032000000000001,0.4310344827586206,NVDA,5.2
larger,NVDA_call_put_near,0.021855,0.021855,1.0,NVDA,43.71
larger,NVDA_call_put_wing,0.005428,0.008684800000000001,0.6249999999999999,NVDA,54.28
larger,NVDA_put_atm,-0.004602,0.0116584,0.3947368421052632,NVDA,15.34
larger,NVDA_put_call_near,0.0,0.007885000000000001,0.0,NVDA,33.2
larger,NVDA_put_put_near,-0.004886,0.0049558000000000015,0.9859154929577462,NVDA,6.98
larger,NVDA_put_put_wing,-0.000356,0.0009167000000000001,0.38834951456310673,NVDA,1.78
larger,ORCL_call_atm,0.000574,0.0006396,0.8974358974358974,ORCL,0.82
larger,ORCL_call_put_near,0.000351,0.00050895,0.6896551724137931,ORCL,3.51
larger,ORCL_put_atm,0.000572,0.00060775,0.9411764705882353,ORCL,1.43
larger,ORCL_put_put_near,8.4e-05,0.000147,0.5714285714285714,ORCL,0.84
larger,PFE_call_atm,0.001372,0.0017248,0.7954545454545454,PFE,0.98
larger,PFE_call_put_near,-0.000412,0.00043775000000000004,0.9411764705882352,PFE,2.06
larger,PFE_put_atm,0.000392,0.00043365,0.903954802259887,PFE,0.49
larger,PG_call_atm,0.000775,0.0007982500000000001,0.9708737864077668,PG,1.55
larger,PG_put_atm,0.00138,0.0016215,0.851063829787234,PG,3.45
larger,PG_put_put_near,0.000152,0.0001881,0.8080808080808082,PG,0.76
larger,PYPL_call_atm,0.00387,0.00435375,0.888888888888889,PYPL,6.45
larger,PYPL_call_call_near,0.00132,0.0015708000000000002,0.8403361344537814,PYPL,2.64
larger,PYPL_call_put_near,0.001,0.001625,0.6153846153846154,PYPL,10.0
larger,PYPL_put_atm,0.000505,0.00234825,0.21505376344086022,PYPL,5.05
larger,PYPL_put_put_near,-0.000386,0.0011483499999999998,0.3361344537815127,PYPL,3.86
larger,QCOM_call_atm,-0.0,0.003612375,0.0,QCOM,2.85
larger,QCOM_call_call_near,-0.000568,0.0013419,0.4232804232804233,QCOM,1.42
larger,QCOM_call_put_near,0.001315,0.0030245000000000003,0.4347826086956521,QCOM,13.15
larger,QCOM_put_atm,0.000425,0.00312375,0.1360544217687075,QCOM,4.25
larger,QCOM_put_put_near,0.000255,0.00025499999999999996,1.0000000000000002,QCOM,0.85
larger,SBUX_call_atm,-0.0,0.00084825,0.0,SBUX,0.87
larger,SBUX_call_put_near,0.001406,0.00144115,0.975609756097561,SBUX,7.03
larger,SBUX_put_atm,0.000726,0.0007471750000000001,0.9716599190283399,SBUX,1.21
larger,SBUX_put_put_near,7.8e-05,9.360000000000001e-05,0.8333333333333333,SBUX,0.26
larger,TSLA_call_atm,0.02175,0.04984375,0.43636363636363634,TSLA,36.25
larger,TSLA_call_call_near,0.002355,0.026258250000000004,0.0896860986547085,TSLA,23.55
