config,fold_id,seconds,status
larger+VIX,cpcv_00_01,29.096486415946856,ok
larger+VIX,cpcv_00_02,29.617588832974434,ok
larger+VIX,cpcv_00_03,29.64089791593142,ok
larger+VIX,cpcv_00_04,31.139225708087906,ok
larger+VIX,cpcv_00_05,31.75229995790869,ok
larger+VIX,cpcv_00_06,28.15511650010012,ok
larger+VIX,cpcv_00_07,29.178646666929126,ok
larger+VIX,cpcv_00_08,28.497763625113294,ok
larger+VIX,cpcv_00_09,27.81651375000365,ok
larger+VIX,cpcv_00_10,28.053090374916792,ok
larger+VIX,cpcv_00_11,27.885533833876252,ok
larger+VIX,cpcv_01_02,27.924086875049397,ok
larger+VIX,cpcv_01_03,27.240706624928862,ok
larger+VIX,cpcv_01_04,27.33223204105161,ok
larger+VIX,cpcv_01_05,27.44933533319272,ok
larger+VIX,cpcv_01_06,27.368347249925137,ok
larger+VIX,cpcv_01_07,27.32413616706617,ok
larger+VIX,cpcv_01_08,27.327763125067577,ok
larger+VIX,cpcv_01_09,27.71613174979575,ok
larger+VIX,cpcv_01_10,27.571986542083323,ok
larger+VIX,cpcv_01_11,27.739285667194054,ok
larger+VIX,cpcv_02_03,27.81562791694887,ok
larger+VIX,cpcv_02_04,27.136021834099665,ok
larger+VIX,cpcv_02_05,27.212714000139385,ok
larger+VIX,cpcv_02_06,27.298125999979675,ok
larger+VIX,cpcv_02_07,27.365458082873374,ok
larger+VIX,cpcv_02_08,27.527357832994312,ok
larger+VIX,cpcv_02_09,27.419914916157722,ok
larger+VIX,cpcv_02_10,27.343570166034624,ok
larger+VIX,cpcv_02_11,27.802550292108208,ok
larger+VIX,cpcv_03_04,27.992011375026777,ok
larger+VIX,cpcv_03_05,27.3193096248433,ok
larger+VIX,cpcv_03_06,27.32574824988842,ok
larger+VIX,cpcv_03_07,27.28940025018528,ok
larger+VIX,cpcv_03_08,27.250182667048648,ok
larger+VIX,cpcv_03_09,27.197329457849264,ok
larger+VIX,cpcv_03_10,27.289690959034488,ok
larger+VIX,cpcv_03_11,27.769661749945953,ok
larger+VIX,cpcv_04_05,27.815120083047077,ok
larger+VIX,cpcv_04_06,27.22635820810683,ok
larger+VIX,cpcv_04_07,27.353916166815907,ok
larger+VIX,cpcv_04_08,27.406935791950673,ok
larger+VIX,cpcv_04_09,27.623762832954526,ok
larger+VIX,cpcv_04_10,27.350079832831398,ok
larger+VIX,cpcv_04_11,27.898608750198036,ok
larger+VIX,cpcv_05_06,27.99487612489611,ok
larger+VIX,cpcv_05_07,27.261311582988128,ok
larger+VIX,cpcv_05_08,27.23131462512538,ok
larger+VIX,cpcv_05_09,27.22684345813468,ok
