Strategy,Return basis,path_id,method,n_source_obs,status,n_obs,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,var_95,cvar_95,terminal_wealth,defaulted,block_length
larger+VIX GM paper,Gross before costs,0,circular_block_bootstrap,60,ok,60,0.5918210717721832,0.7495430826309932,0.9935435680226384,1.802235834068192,-0.5846683719835019,0.36200992622711764,0.4108472727443073,10.220478922859312,False,6
larger+VIX GM paper,Gross before costs,1,circular_block_bootstrap,60,ok,60,-0.011187212065474794,0.6107042452124943,0.2755985885028198,0.44800815316730347,-0.733865002823439,0.2621065536800205,0.2992917334460922,0.9453015537412647,False,6
larger+VIX GM paper,Gross before costs,2,circular_block_bootstrap,60,ok,60,0.21211808718976743,0.6156218008319853,0.5995925965357999,1.1041791527348634,-0.5621938547043459,0.2613851617810732,0.31168679336811606,2.616523616762036,False,6
larger+VIX GM paper,Gross before costs,3,circular_block_bootstrap,60,ok,60,-0.16079869738684716,0.5828550292641296,-0.004041401764502044,-0.005784944552731461,-0.7785381939893583,0.2669732029744354,0.3765754506269812,0.4162274769981977,False,6
larger+VIX GM paper,Gross before costs,4,circular_block_bootstrap,60,ok,60,-0.03274810777369497,0.5548042923391608,0.2151570569650946,0.3278717820273056,-0.6924866184997913,0.2621065536800205,0.3107730466241694,0.8466383563807166,False,6
larger+VIX GM paper,Gross before costs,5,circular_block_bootstrap,60,ok,60,0.18643178658929482,0.8343114604282582,0.6029467234141879,1.0671905568391324,-0.618615190860994,0.36200992622711764,0.4108472727443073,2.350790183124775,False,6
larger+VIX GM paper,Gross before costs,6,circular_block_bootstrap,60,ok,60,0.2350592616613547,0.6817877414166962,0.6343086538061398,1.125947611313939,-0.6912759137628111,0.2669732029744354,0.3765754506269812,2.8736838277904098,False,6
larger+VIX GM paper,Gross before costs,7,circular_block_bootstrap,60,ok,60,0.6483438300461934,0.3406041434292349,1.6591817792619796,3.695680588712259,-0.22403727543455698,0.12418071866381507,0.1492758870472632,12.168555693091408,False,6
larger+VIX GM paper,Gross before costs,8,circular_block_bootstrap,60,ok,60,0.8969579725987031,0.6093375160136494,1.3579554118040416,2.92396776683968,-0.4108472727443073,0.1494640249026341,0.307775152155769,24.563403685197816,False,6
larger+VIX GM paper,Gross before costs,9,circular_block_bootstrap,60,ok,60,0.3364919898049499,0.5538493415229212,0.7710554657167588,1.707663980564303,-0.4649688979759736,0.15492031305687223,0.2380419232216362,4.2641433963441715,False,6
larger+VIX GM paper,Gross before costs,10,circular_block_bootstrap,60,ok,60,0.9297949038160884,0.68495702826718,1.281276172230765,3.43903630071708,-0.4108472727443073,0.1530386441546815,0.21749080130208795,26.764293018304148,False,6
larger+VIX GM paper,Gross before costs,11,circular_block_bootstrap,60,ok,60,0.7125574192210771,0.6484742379874094,1.1456349753671144,2.4397184850465083,-0.4294512299342812,0.15845407163626699,0.3438780020330057,14.730778793433263,False,6
larger+VIX GM paper,Gross before costs,12,circular_block_bootstrap,60,ok,60,0.8233680426628427,0.618684900975716,1.2519435008844269,3.630470985977113,-0.32898578688270097,0.1530386441546815,0.18011578156260907,20.154484488665208,False,6
larger+VIX GM paper,Gross before costs,13,circular_block_bootstrap,60,ok,60,0.005613864313661843,0.6360126217932351,0.32454021150141565,0.5029075521525193,-0.7734101200804825,0.2669732029744354,0.3765754506269812,1.028386250501198,False,6
