Strategy,Return basis,path_id,method,n_source_obs,status,n_obs,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,var_95,cvar_95,terminal_wealth,defaulted,block_length
orig GM paper,Gross before costs,0,circular_block_bootstrap,60,ok,60,2.297503982387103,1.1408419196469899,1.6002118557960412,3.7336882896988732,-0.7637477104096259,0.3133227729845204,0.35885983480943356,389.8761273678912,False,6
orig GM paper,Gross before costs,1,circular_block_bootstrap,60,ok,60,-0.050328402925795324,1.1124048712461707,0.4436854544191112,0.8354785656769559,-0.8689505735327517,0.39949938248475164,0.4133324050157775,0.7724444306684367,False,6
orig GM paper,Gross before costs,2,circular_block_bootstrap,60,ok,60,0.05599189780977709,1.1220027622334707,0.5294625309648027,1.0668477355137282,-0.8647942693358006,0.3021111178882604,0.3892178760260423,1.3131155074706906,False,6
orig GM paper,Gross before costs,3,circular_block_bootstrap,60,ok,60,0.15606709710327427,1.027615859898474,0.6171525642103723,1.1202406222558112,-0.8747140447695607,0.39949938248475164,0.4271654275468033,2.064976931601552,False,6
orig GM paper,Gross before costs,4,circular_block_bootstrap,60,ok,60,1.2012861595822275,1.080311198314564,1.2314356474563801,2.694887479781917,-0.8312109243606671,0.31763160345953195,0.41794341252611944,51.68714154245682,False,6
orig GM paper,Gross before costs,5,circular_block_bootstrap,60,ok,60,1.1715852678071128,1.1762393406652623,1.1655895750990908,2.763845573850421,-0.8272011022776896,0.3021111178882604,0.3892178760260423,48.2930276418001,False,6
orig GM paper,Gross before costs,6,circular_block_bootstrap,60,ok,60,0.6460109502986031,1.1397721107069592,0.9225641235608055,2.086918870472812,-0.9734468513973191,0.3021111178882604,0.3892178760260423,12.082689090044752,False,6
orig GM paper,Gross before costs,7,circular_block_bootstrap,60,ok,60,0.6793963851389047,0.8064788418549926,1.0353037311181714,2.0364096394384226,-0.6318025729685715,0.2855558101384429,0.3278747257560459,13.35875762262799,False,6
orig GM paper,Gross before costs,8,circular_block_bootstrap,60,ok,60,2.3254021081323066,0.9401528974469949,1.718624607956093,5.482500174410254,-0.4266761458238544,0.22734450079883187,0.24929317972451595,406.6500582523596,False,6
orig GM paper,Gross before costs,9,circular_block_bootstrap,60,ok,60,-0.5912204780736804,0.8528984249457026,-0.6319367975648225,-0.9340296118038166,-0.9852803323218021,0.3015210307779309,0.36434322916236705,0.011414204705702365,False,6
orig GM paper,Gross before costs,10,circular_block_bootstrap,60,ok,60,-0.10948326355008953,0.9149103137193398,0.2827785755491785,0.515622459992365,-0.8889697093410643,0.2856413557733877,0.34312163942784407,0.5600288885208865,False,6
orig GM paper,Gross before costs,11,circular_block_bootstrap,60,ok,60,-0.08897829807215885,0.9921665626273721,0.3385855932793434,0.6313467572857727,-0.8895071941160649,0.2885695253446977,0.3892178760260423,0.6275431787676422,False,6
orig GM paper,Gross before costs,12,circular_block_bootstrap,60,ok,60,-0.21566107219443376,0.8674063451679975,0.12439985888257239,0.20817624864466427,-0.9560308178911993,0.2872667228373386,0.357216075192071,0.2968375585032611,False,6
orig GM paper,Gross before costs,13,circular_block_bootstrap,60,ok,60,0.6213146624696082,1.2356964182974373,0.9057765791629724,2.0840271697078965,-0.8841259422422962,0.39949938248475164,0.4271654275468033,11.203057150434894,False,6
orig GM paper,Gross before costs,14,circular_block_bootstrap,60,ok,60,-0.05360709437398392,1.0355988390577535,0.43638310287825244,0.7498738124847998,-0.9264190999506402,0.4022659869909568,0.454831472608855,0.7592020643534163,False,6
orig GM paper,Gross before costs,15,circular_block_bootstrap,60,ok,60,-0.31793151641143536,1.0524151068524383,0.09779284037000208,0.17330334403617167,-0.9663264189889271,0.31763160345953195,0.41794341252611944,0.1476182024178844,False,6
orig GM paper,Gross before costs,16,circular_block_bootstrap,60,ok,60,-0.1443465532513737,0.965414848884794,0.2583708712831654,0.48463480343828774,-0.8718779998633878,0.3021111178882604,0.3892178760260423,0.4586585783511894,False,6
