path_id,return_date,strategy,basis,ret
path_00,2015-02-27,orig E1 capped,full_cost_net,0.27654725774204525
path_00,2015-02-27,orig E1 capped,gross,0.33991220320099547
path_00,2015-02-27,orig Equal premium capped,full_cost_net,0.3144900297730998
path_00,2015-02-27,orig Equal premium capped,gross,0.3889914648059921
path_00,2015-02-27,orig Equal risk capped,full_cost_net,0.3544963175844533
path_00,2015-02-27,orig Equal risk capped,gross,0.4286853047275646
path_00,2015-02-27,orig GM paper,full_cost_net,-0.5065572727817412
path_00,2015-02-27,orig GM paper,gross,-0.1263231623061612
path_00,2015-03-31,orig E1 capped,full_cost_net,-0.3772908552104025
path_00,2015-03-31,orig E1 capped,gross,-0.23174233785051257
path_00,2015-03-31,orig Equal premium capped,full_cost_net,-0.8824182267025009
path_00,2015-03-31,orig Equal premium capped,gross,-0.3088835397307676
path_00,2015-03-31,orig Equal risk capped,full_cost_net,-0.9241746967017885
path_00,2015-03-31,orig Equal risk capped,gross,-0.35129499017919097
path_00,2015-03-31,orig GM paper,full_cost_net,-1.9922139123002176
path_00,2015-03-31,orig GM paper,gross,-0.12738193127819716
path_00,2015-04-30,orig E1 capped,full_cost_net,-0.3182307458184641
path_00,2015-04-30,orig E1 capped,gross,-0.15452628348099093
path_00,2015-04-30,orig Equal premium capped,full_cost_net,-0.7784767663093001
path_00,2015-04-30,orig Equal premium capped,gross,-0.20532479931256217
path_00,2015-04-30,orig Equal risk capped,full_cost_net,-0.790660952201869
path_00,2015-04-30,orig Equal risk capped,gross,-0.2237444122764261
path_00,2015-04-30,orig GM paper,full_cost_net,-10.227833137342937
path_00,2015-04-30,orig GM paper,gross,-0.04247165630275364
path_00,2015-05-29,orig E1 capped,full_cost_net,-0.43523489242398067
path_00,2015-05-29,orig E1 capped,gross,-0.10827212556921316
path_00,2015-05-29,orig Equal premium capped,full_cost_net,-0.7207154188712045
path_00,2015-05-29,orig Equal premium capped,gross,-0.2572139080377581
path_00,2015-05-29,orig Equal risk capped,full_cost_net,-0.7068663988739783
path_00,2015-05-29,orig Equal risk capped,gross,-0.24564096292542498
path_00,2015-05-29,orig GM paper,full_cost_net,-2.040453345369977
path_00,2015-05-29,orig GM paper,gross,0.12846164158439038
path_00,2015-06-30,orig E1 capped,full_cost_net,-0.5806970056288585
path_00,2015-06-30,orig E1 capped,gross,-0.17907841129895163
path_00,2015-06-30,orig Equal premium capped,full_cost_net,-0.768246749552167
path_00,2015-06-30,orig Equal premium capped,gross,-0.2685158631992679
path_00,2015-06-30,orig Equal risk capped,full_cost_net,-0.8060847866919458
path_00,2015-06-30,orig Equal risk capped,gross,-0.3083430608192554
path_00,2015-06-30,orig GM paper,full_cost_net,-0.6274038854779712
path_00,2015-06-30,orig GM paper,gross,-0.054319439312756
path_00,2015-07-31,orig E1 capped,full_cost_net,-0.19760819081665537
path_00,2015-07-31,orig E1 capped,gross,0.3024986781531074
path_00,2015-07-31,orig Equal premium capped,full_cost_net,-1.9823115192710017
path_00,2015-07-31,orig Equal premium capped,gross,0.6958261024439547
path_00,2015-07-31,orig Equal risk capped,full_cost_net,-2.0063790228604392
path_00,2015-07-31,orig Equal risk capped,gross,0.6706348309085653
path_00,2015-07-31,orig GM paper,full_cost_net,-0.933195802222845
path_00,2015-07-31,orig GM paper,gross,-0.13254899473282955
path_00,2015-08-31,orig E1 capped,full_cost_net,0.24901205380738928
path_00,2015-08-31,orig E1 capped,gross,0.3249894392909686
path_00,2015-08-31,orig Equal premium capped,full_cost_net,0.20216694767632842
path_00,2015-08-31,orig Equal premium capped,gross,0.3051528363875894
path_00,2015-08-31,orig Equal risk capped,full_cost_net,0.20268905234237605
path_00,2015-08-31,orig Equal risk capped,gross,0.30515283638758933
path_00,2015-08-31,orig GM paper,full_cost_net,-9.700661392506456
path_00,2015-08-31,orig GM paper,gross,0.09884522800883755
path_00,2015-09-30,orig E1 capped,full_cost_net,-0.41163522747894726
path_00,2015-09-30,orig E1 capped,gross,-0.23854894354405443
path_00,2015-09-30,orig Equal premium capped,full_cost_net,-0.9411207407547442
path_00,2015-09-30,orig Equal premium capped,gross,-0.35405434141882386
path_00,2015-09-30,orig Equal risk capped,full_cost_net,-0.9685729346973208
path_00,2015-09-30,orig Equal risk capped,gross,-0.38162723339765436
path_00,2015-09-30,orig GM paper,full_cost_net,-1.6455274904954174
path_00,2015-09-30,orig GM paper,gross,-0.10050962657068128
path_00,2015-10-30,orig E1 capped,full_cost_net,-0.10465226918313024
path_00,2015-10-30,orig E1 capped,gross,-0.07015313751159584
path_00,2015-10-30,orig Equal premium capped,full_cost_net,0.19287722328426452
path_00,2015-10-30,orig Equal premium capped,gross,0.26534302226089934
path_00,2015-10-30,orig Equal risk capped,full_cost_net,0.15412009097626383
path_00,2015-10-30,orig Equal risk capped,gross,0.22609184049530695
path_00,2015-10-30,orig GM paper,full_cost_net,-1.3607136524986687
path_00,2015-10-30,orig GM paper,gross,-0.027799171238910722
path_00,2015-11-30,orig E1 capped,full_cost_net,-0.22191444183084447
path_00,2015-11-30,orig E1 capped,gross,-0.0977728981808559
path_00,2015-11-30,orig Equal premium capped,full_cost_net,-0.42901787479402687
path_00,2015-11-30,orig Equal premium capped,gross,-0.12671229505763906
path_00,2015-11-30,orig Equal risk capped,full_cost_net,-0.44620550899988976
path_00,2015-11-30,orig Equal risk capped,gross,-0.14498987104173858
path_00,2015-11-30,orig GM paper,full_cost_net,-0.42781937301697676
path_00,2015-11-30,orig GM paper,gross,0.012945284789638752
path_00,2015-12-31,orig E1 capped,full_cost_net,0.05198567752721059
path_00,2015-12-31,orig E1 capped,gross,0.2845209733587254
path_00,2015-12-31,orig Equal premium capped,full_cost_net,-0.3449765011223774
path_00,2015-12-31,orig Equal premium capped,gross,-0.002522273215480597
path_00,2015-12-31,orig Equal risk capped,full_cost_net,-0.3392404163421336
path_00,2015-12-31,orig Equal risk capped,gross,-0.0027867552217036295
path_00,2015-12-31,orig GM paper,full_cost_net,-11.604341727583357
path_00,2015-12-31,orig GM paper,gross,-0.1950332663673543
path_00,2016-01-29,orig E1 capped,full_cost_net,0.05914403579329487
path_00,2016-01-29,orig E1 capped,gross,0.11385722037849805
path_00,2016-01-29,orig Equal premium capped,full_cost_net,0.3681198208797207
path_00,2016-01-29,orig Equal premium capped,gross,0.4399941195113837
path_00,2016-01-29,orig Equal risk capped,full_cost_net,0.3695101878591381
path_00,2016-01-29,orig Equal risk capped,gross,0.43999411951138356
path_00,2016-01-29,orig GM paper,full_cost_net,-0.5206693836801535
path_00,2016-01-29,orig GM paper,gross,0.030486600758014404
path_00,2016-02-29,orig E1 capped,full_cost_net,-0.24481363016183916
path_00,2016-02-29,orig E1 capped,gross,-0.1934701517727937
path_00,2016-02-29,orig Equal premium capped,full_cost_net,-0.4136824685355118
path_00,2016-02-29,orig Equal premium capped,gross,-0.354158310275475
path_00,2016-02-29,orig Equal risk capped,full_cost_net,-0.41734768742066564
path_00,2016-02-29,orig Equal risk capped,gross,-0.354158310275475
path_00,2016-02-29,orig GM paper,full_cost_net,-11.170770833923212
path_00,2016-02-29,orig GM paper,gross,-0.18536183030921813
path_00,2016-03-31,orig E1 capped,full_cost_net,0.48295419164065984
path_00,2016-03-31,orig E1 capped,gross,0.7633122868425102
path_00,2016-03-31,orig Equal premium capped,full_cost_net,0.2508210987799
path_00,2016-03-31,orig Equal premium capped,gross,0.8945548902784458
path_00,2016-03-31,orig Equal risk capped,full_cost_net,0.3071474572962284
path_00,2016-03-31,orig Equal risk capped,gross,0.9509050076109868
path_00,2016-03-31,orig GM paper,full_cost_net,-5.866236459705404
path_00,2016-03-31,orig GM paper,gross,0.5212369110009293
path_00,2016-04-29,orig E1 capped,full_cost_net,-0.25130304492177197
path_00,2016-04-29,orig E1 capped,gross,-0.10387822916622816
path_00,2016-04-29,orig Equal premium capped,full_cost_net,-0.2760250942224899
path_00,2016-04-29,orig Equal premium capped,gross,-0.0993380895189991
path_00,2016-04-29,orig Equal risk capped,full_cost_net,-0.28984537194147453
path_00,2016-04-29,orig Equal risk capped,gross,-0.1126412797293691
path_00,2016-04-29,orig GM paper,full_cost_net,-0.9783053785124778
path_00,2016-04-29,orig GM paper,gross,-0.058910043111977145
path_00,2016-05-31,orig E1 capped,full_cost_net,-0.07555735216173487
path_00,2016-05-31,orig E1 capped,gross,-0.03809171468316656
path_00,2016-05-31,orig Equal premium capped,full_cost_net,-0.15580120662094266
path_00,2016-05-31,orig Equal premium capped,gross,-0.10642302714987437
path_00,2016-05-31,orig Equal risk capped,full_cost_net,-0.15892017822115467
path_00,2016-05-31,orig Equal risk capped,gross,-0.10946439906450761
path_00,2016-05-31,orig GM paper,full_cost_net,-1.964922507304507
