scope,config,Basis,N splits,N strategies,PBO,Median lambda,Rank correlation IS OOS
all_configs,all,full_cost_net,6,4,0.3333333333333333,1.3862943611198908,0.7720759220056127
within_config,orig,full_cost_net,6,4,0.3333333333333333,1.3862943611198908,0.7720759220056127
all_configs,all,gross,6,4,0.3333333333333333,0.4054651081081642,0.2387425886722793
within_config,orig,gross,6,4,0.3333333333333333,0.4054651081081642,0.2387425886722793
