orig E1 capped,orig GM paper,orig Equal premium capped,orig Equal risk capped
0.051181332702596664,0.05137199020767248,-0.010571913130522869,-0.0036175064541948635
-0.18332705807691974,0.23436699209430195,-0.3229735317003813,-0.3173106223279987
-0.24097937373010134,-0.5700526377155744,-0.3750470078008116,-0.36903822950108256
0.41960595895491776,-1.8150988826321273,0.7842617326020426,0.7553547073565037
-0.07522735350158956,-0.683507379441058,-0.0337835439663216,-0.033824072257734046
-0.11705135672069546,-0.15780241054346789,-0.028934623636170827,-0.041517526762571325
-0.18876817588244119,-0.1395849663741994,-0.30801279107601975,-0.3023835522308334
-0.13799301457824953,-0.40435375053728073,-0.3348626829199589,-0.3215597981958256
0.03616481263380298,0.14834666401928004,-0.09414467939781966,-0.09883039364348903
0.3793529833351362,0.6684410087880527,0.5155522454379006,0.4795910023204462
-0.19259566021587213,-0.3472697799477701,-0.24987381772039144,-0.24722371850141184
0.042219195858869206,-0.6205646732508446,0.531702512159719,0.5315483973758962
0.24707223226107308,-2.473052850578424,0.10482035342720286,0.11155973800154156
-0.1918368403409944,-1.9618479021927229,-0.32948459806542896,-0.3368983859489144
-0.07271265247808865,-2.666052767689286,-0.02179325136131382,-0.02183457425456778
0.12090861991936105,-0.10713906117229671,0.16965342032964087,0.18358455412837105
-0.13270612609546428,-0.5787132703999498,-0.16709277978329803,-0.167159078849326
-0.26892151609911796,-0.696876813044438,-0.3376236746867378,-0.33623907162927336
-0.06615121800367309,-2.6313526682659973,-0.12700883604194593,-0.12344950194591453
-0.08380452929387575,-1.7058713100611198,-0.13136968921332395,-0.14021359824047186
0.0869099652641517,-0.491521428330025,0.05723410134989869,0.03495506384898449
0.07384902661244075,-0.304368835628118,0.059285939817694824,0.05921789777415651
0.29051901827227694,-1.5270103591063555,0.32529538245900214,0.3170765022655119
0.08357677407256268,-12.631196503893863,0.02614594230315319,0.02752619140747041
0.09888361879235777,-1.0300961183845079,0.17715363384710636,0.1250684440192325
-0.0706963466829883,-1.3791536422984203,-0.1957665488274906,-0.19012447384399195
0.16351065246130736,0.26072395587051234,0.24690020810430396,0.23229560472939775
0.38597376146738044,0.28626879588704823,0.3919113772380932,0.3945061796976836
-0.2657038425790558,-0.13013827075581044,-0.45195176458251757,-0.4421834920529361
0.473927084862719,-0.43820625865602253,0.38839696114378974,0.4022461720988702
-0.12466728608428504,-5.447821678122219,-0.24019651641948594,-0.22669291642752074
-0.1352652071647364,-0.39862141494320524,-0.2771227972966676,-0.2701872736424539
0.569051459079248,0.549696333933734,0.9861380995848726,0.9498015822119035
-0.11381039340428846,-0.5206729828262404,-0.22253251234340685,-0.20542447213068032
0.3328566693109417,0.11914229712375851,0.19435790999869504,0.20803716739329367
0.27591513637990966,-0.643936268474939,0.20285780662562836,0.2002345446867697
0.268693736745236,-0.7320461812082033,0.12899254919895942,0.13632018142190405
-0.007745150415118637,0.01876613443213576,0.0812063079787422,0.08697670054328624
0.18779252896038595,0.24245812060371275,0.29632596789179444,0.28346200481165634
0.08471246258909738,0.06444217360243087,0.12232981275810881,0.12530003207928544
-0.1603441896735958,-0.7451591847786138,-0.26048818675888474,-0.26048211505543806
0.12349439299470413,-0.10397665167294642,0.08734490656921938,0.07154530142166471
-0.03651711326061956,0.18940155526800115,-0.2033430093853733,-0.18901863296864602
0.4190313164750488,0.21181721825297434,0.4650043910813229,0.4660431215837952
0.2809653727714044,0.07119464944975201,0.5628988282782726,0.5513850604669245
-0.10699500920199384,-0.9467371878091816,-0.24636119881879334,-0.30123976289617294
-0.0401668536080364,-0.6896706194124123,-0.034401449474669075,-0.03433826722127493
-0.028632632079702323,-0.6095905768074319,-0.07200329219486437,-0.07483083955910182
0.6956439912515203,0.2389536689655415,0.7162116169319537,0.7100503593728299
-0.09016488539518198,-0.38001879231000124,-0.2719797446781276,-0.2559500124353191
-0.050017758820908996,0.09358689334943888,-0.2335556055335146,-0.2214438494863209
-0.1730710700027887,-0.08673880366234306,-0.18041840783501664,-0.1735989284659226
0.4661718753022528,0.32794359776523635,0.5406359035473455,0.5560183538575703
-0.3385274510866223,-0.41229837378366807,-0.47523576269047796,-0.4755105983997791
-0.1175886482037056,-0.22965676462202606,-0.038183562174064066,-0.038070200308323116
-0.17522532626270962,-0.7814467598280539,-0.32453630431035313,-0.323034296672836
-0.026319167805285752,-0.38945124129238845,-0.1308456566655981,-0.13114912275226248
-0.1832744257127705,-0.3245229160727389,-0.14724749807484347,-0.15160568153608708
-0.12222701212662147,-0.27169981778065594,-0.25968542935721584,-0.25495319629089047
0.8621227049138884,0.30209127964143884,1.213132079788811,1.1602180105177224
