config,fold_id,scheme,strategy,display_strategy,basis,status,solver_status,mode,capacity_infeasible,sum_of_caps,deployed_gross,sharpe,sortino,ann_return,ann_vol,max_drawdown,terminal_wealth,defaulted
orig,kfold_01,kfold,orig GM paper,GM paper,gross,ok,optimal,uncapped,False,,0.7137532461325271,0.938629461129952,1.8222662479722378,0.5514790013887125,0.919602638594107,-0.5631553306520061,4.825098113603733,False
orig,kfold_01,kfold,orig GM paper,GM paper,full_cost_net,ok,optimal,uncapped,False,,0.7137532461325271,-1.8203641975832199,-1.67034936540949,-1.0,1.9639683432049675,-1.0,0.0,True
orig,kfold_01,kfold,orig Equal premium capped,Equal premium capped,gross,ok,reference,relaxed,True,0.8482452500000001,0.8058329874999999,0.916803334586616,2.602420471634419,0.60076982862287,1.991854435461787,-0.9350013517969402,5.3973244155704,False
orig,kfold_01,kfold,orig Equal premium capped,Equal premium capped,full_cost_net,ok,reference,relaxed,True,0.8482452500000001,0.8058329874999999,0.7250470155909599,1.8561858028368317,0.08663863522533033,1.9557823306150888,-0.9661949628865895,1.3468061565709206,False
orig,kfold_01,kfold,orig Equal risk capped,Equal risk capped,gross,ok,reference,relaxed,True,0.8482452500000001,0.8058329874999999,0.916803334586616,2.6024204716344195,0.6007698286228704,1.991854435461787,-0.9350013517969402,5.397324415570404,False
orig,kfold_01,kfold,orig Equal risk capped,Equal risk capped,full_cost_net,ok,reference,relaxed,True,0.8482452500000001,0.8058329874999999,0.7250470155909601,1.8561858028368323,0.08663863522533055,1.9557823306150888,-0.9661949628865895,1.3468061565709217,False
orig,kfold_02,kfold,orig E1 capped,E1 capped,gross,ok,optimal,hard,True,0.59441245,0.5320147811365408,1.152897046866146,3.219763412690653,1.179688679191889,1.1155094051929844,-0.6819007463840315,16.314740827202563,False
orig,kfold_02,kfold,orig E1 capped,E1 capped,full_cost_net,ok,optimal,hard,True,0.59441245,0.5320147811365408,1.0177891612998682,2.6634027290539124,0.8780392396432894,1.1085841325106822,-0.706496864554039,9.566983817711142,False
orig,kfold_02,kfold,orig GM paper,GM paper,gross,ok,optimal,uncapped,False,,0.9999991603037345,0.7586498300538025,1.2189430906534422,0.1676103626180634,1.0598080298765766,-0.8663837918238005,1.7424124046316785,False
orig,kfold_02,kfold,orig GM paper,GM paper,full_cost_net,ok,optimal,uncapped,False,,0.9999991603037345,-1.5100068919370928,-1.4643720544537884,-1.0,1.8500908202871045,-1.0,0.0,True
orig,kfold_02,kfold,orig Equal premium capped,Equal premium capped,gross,ok,reference,relaxed,True,0.59441245,0.5646918274999999,1.0593356222171912,2.6054497739041125,0.9401138347298206,1.1386899238524206,-0.7330403697230812,10.749316370334084,False
orig,kfold_02,kfold,orig Equal premium capped,Equal premium capped,full_cost_net,ok,reference,relaxed,True,0.59441245,0.5646918274999999,0.9189813568667828,2.134241219267523,0.6550183148982669,1.1330820863034026,-0.7669805497836231,6.081957507908711,False
orig,kfold_02,kfold,orig Equal risk capped,Equal risk capped,gross,ok,reference,relaxed,True,0.59441245,0.5646918274999999,1.065101025540513,2.610794126181827,0.9449852025379404,1.1281703213257719,-0.7274422818323163,10.846344989561102,False
orig,kfold_02,kfold,orig Equal risk capped,Equal risk capped,full_cost_net,ok,reference,relaxed,True,0.59441245,0.5646918274999999,0.9245403342484965,2.1410977415830423,0.661343001650083,1.1227680522250298,-0.7617978976391305,6.165654446586351,False
orig,cpcv_00,cpcv,orig E1 capped,E1 capped,gross,ok,optimal,hard,True,0.8556262,0.557582922740749,1.0859841750486219,2.8729633845785423,0.9684427930880903,1.044724846659482,-0.5245103907817712,11.322439938496661,False
orig,cpcv_00,cpcv,orig E1 capped,E1 capped,full_cost_net,ok,optimal,hard,True,0.8556262,0.557582922740749,-0.5144440995664205,-0.5187188712023617,-1.0,7.012090269711011,-1.0,0.0,True
orig,cpcv_00,cpcv,orig GM paper,GM paper,gross,ok,optimal,uncapped,False,,0.999995793453988,1.0271079295855234,2.5232382496758867,0.7206005974047232,0.8011358342523528,-0.49124098851473996,6.990693293712912,False
orig,cpcv_00,cpcv,orig GM paper,GM paper,full_cost_net,ok,optimal,uncapped,False,,0.999995793453988,-1.9894402807512563,-1.74074163957065,-1.0,20.076237272005258,-1.0,0.0,True
orig,cpcv_00,cpcv,orig Equal premium capped,Equal premium capped,gross,ok,reference,relaxed,True,0.8556262,0.8128448899999999,0.6447908993567337,1.4397295997741715,0.08425946342243362,1.5265053527851575,-0.7992664805491849,1.3362694610770856,False
orig,cpcv_00,cpcv,orig Equal premium capped,Equal premium capped,full_cost_net,ok,reference,relaxed,True,0.8556262,0.8128448899999999,-0.7987009276531651,-0.7967494632393842,-1.0,7.268093735392168,-1.0,0.0,True
orig,cpcv_00,cpcv,orig Equal risk capped,Equal risk capped,gross,ok,reference,relaxed,True,0.8556262,0.81284489,0.6955835939913391,1.5709727174894788,0.15106153179037562,1.5637958376030159,-0.7829095858621233,1.6555276382910844,False
orig,cpcv_00,cpcv,orig Equal risk capped,Equal risk capped,full_cost_net,ok,reference,relaxed,True,0.8556262,0.81284489,-0.7788038933714816,-0.778579243152775,-1.0,7.278537087757265,-1.0,0.0,True
orig,cpcv_01,cpcv,orig E1 capped,E1 capped,gross,ok,optimal,hard,True,0.8482452500000001,0.5531990029782134,0.7365961551220728,1.692159637497382,0.3654208867093558,1.0721579187125196,-0.7529598543120898,3.052847487344576,False
orig,cpcv_01,cpcv,orig E1 capped,E1 capped,full_cost_net,ok,optimal,hard,True,0.8482452500000001,0.5531990029782134,0.5545617620158532,1.1781568644687754,0.12068196154581323,1.060425171585074,-0.8128515902196085,1.5042217618633837,False
orig,cpcv_01,cpcv,orig GM paper,GM paper,gross,ok,optimal,uncapped,False,,0.7137532461325271,0.938629461129952,1.8222662479722378,0.5514790013887125,0.919602638594107,-0.5631553306520061,4.825098113603733,False
