universe_family,basis,path_id,strategy,sharpe,sortino,max_drawdown,ann_return,terminal_wealth,defaulted
resampled,gross,0,orig E1 capped,2.002195276627576,6.823995340025917,-0.3387499420452573,3.0725480565071432,1120.2916233174833,False
resampled,gross,0,orig GM paper,1.6099463972788144,3.757426180679013,-0.7635052981207409,2.3079162963473796,396.0705560385742,False
resampled,gross,0,orig Equal premium capped,1.3455775991098742,3.636327170827576,-0.5677479887249754,1.8687552392841322,194.29761972139914,False
resampled,gross,0,orig Equal risk capped,1.3820123869773564,3.7379224227014975,-0.5555042967979222,1.9458469300527872,221.84563243275213,False
resampled,gross,1,orig E1 capped,0.44679857434241194,0.942474279671096,-0.5857671667731223,0.05578625329027753,1.311837420701987,False
resampled,gross,1,orig GM paper,0.4606156980712363,0.8738837592585001,-0.8643936765784005,-0.033037904332823276,0.845370817340129,False
resampled,gross,1,orig Equal premium capped,0.13358700061292564,0.2446641969073782,-0.9750340313578005,-0.4348147342796759,0.05767055842601374,False
resampled,gross,1,orig Equal risk capped,0.1528612923275467,0.28088829054133374,-0.9665640424993415,-0.40549344157568423,0.07426484004090018,False
resampled,gross,2,orig E1 capped,0.4335691231320018,0.9166846161378835,-0.8280693747812188,0.05344649485221553,1.297365701236743,False
resampled,gross,2,orig GM paper,0.5445672741688926,1.1079455206657143,-0.8605970130664026,0.07457215570200781,1.4327747350158608,False
resampled,gross,2,orig Equal premium capped,0.07334626578630592,0.13487100224332063,-0.9506631927214253,-0.4416069233184715,0.054287535319578,False
resampled,gross,2,orig Equal risk capped,0.07377737989920377,0.13526416360852964,-0.9462800913026578,-0.42460524964766744,0.06307096506660005,False
resampled,gross,3,orig E1 capped,1.0163857754420467,2.502841826703212,-0.6902035430789281,0.6823940395440993,13.478408205339898,False
resampled,gross,3,orig GM paper,0.6220442172584465,1.1251992254694896,-0.8740626569630432,0.161286867283724,2.1120177979323946,False
resampled,gross,3,orig Equal premium capped,0.6151810577369065,1.2790006006111203,-0.8858053829144621,0.16889856538458647,2.18214762632443,False
resampled,gross,3,orig Equal risk capped,0.6421297676887386,1.3425298357902624,-0.8752086306302481,0.2081325830565539,2.5737892732022267,False
resampled,gross,4,orig E1 capped,0.957770255423958,2.169248978553202,-0.5251945691331363,0.6217316875912511,11.217472489986811,False
resampled,gross,4,orig GM paper,1.241025214301661,2.71537249803698,-0.8311256276161287,1.2195476855572882,53.86695172903023,False
resampled,gross,4,orig Equal premium capped,0.5649293064774912,1.097428989081536,-0.7780139285406418,0.05425865527687779,1.3023744748246586,False
resampled,gross,4,orig Equal risk capped,0.5932600761851407,1.1632939711146746,-0.7714551330282492,0.09746798113907751,1.5920594917350674,False
resampled,gross,5,orig E1 capped,1.3103945343211607,4.436486581175046,-0.4542929562233927,1.5260424182153463,102.8497393836581,False
resampled,gross,5,orig GM paper,1.1722564242320677,2.7736450232214938,-0.8250763215577289,1.1806724490618974,49.3119507573069,False
resampled,gross,5,orig Equal premium capped,0.8207943248463956,2.21483736759804,-0.7993255670899366,0.4981685315937938,7.547504024661758,False
resampled,gross,5,orig Equal risk capped,0.8489907568698815,2.2960876285499436,-0.7849058001457572,0.5641255420216171,9.361771577517763,False
resampled,gross,6,orig E1 capped,1.1778949094334554,2.958166642224375,-0.795533794852013,0.9523597643663888,28.366074822488322,False
resampled,gross,6,orig GM paper,0.9222761185418298,2.085075270851282,-0.9732099565339215,0.6444763229663673,12.026468681000807,False
resampled,gross,6,orig Equal premium capped,0.8012510191304929,1.7277684344983215,-0.9217717764466818,0.4107486951526824,5.587895635465947,False
resampled,gross,6,orig Equal risk capped,0.810206971306314,1.74656450384637,-0.9201128888506622,0.42935360480389884,5.9662082243933945,False
resampled,gross,7,orig E1 capped,0.7870069010737065,1.4665837964759996,-0.6104949354887905,0.34869945305585004,4.4624761387441,False
resampled,gross,7,orig GM paper,1.0604417257427539,2.0986619779194005,-0.6244344478521786,0.712482277480319,14.727547371179325,False
resampled,gross,7,orig Equal premium capped,0.30053868612050316,0.49699642878594286,-0.7993839041115464,-0.06365404044909306,0.7197500504094151,False
resampled,gross,7,orig Equal risk capped,0.3111961854673404,0.5142092170884927,-0.7954979081232929,-0.05369441648071094,0.7588518773933128,False
resampled,gross,8,orig E1 capped,1.4795893872977512,3.638245189885106,-0.5659173107455442,1.2620401478441607,59.22451919958422,False
