fold_id,scheme,strategy,basis,is_sharpe,oos_sharpe,status
cpcv_03_09,cpcv,Equal risk,gross,0.31639725423264276,0.8961258033569806,ok
cpcv_03_09,cpcv,VIX hedge sleeve,gross,-0.4071690549144802,-1.0525840659629182,ok
cpcv_03_10,cpcv,Equity-option Greek Markowitz,gross,1.8875658834494722,0.25243829777011845,ok
cpcv_03_10,cpcv,Greek Markowitz + VIX,gross,1.2782187969072814,0.9124304882521437,ok
cpcv_03_10,cpcv,Beta/delta-neutral + VIX,gross,1.247885962777557,0.5153151153392055,ok
cpcv_03_10,cpcv,Equal premium,gross,0.2589307651829161,0.17695680771532024,ok
cpcv_03_10,cpcv,Equal risk,gross,0.4961232488987415,0.41126646573220094,ok
cpcv_03_10,cpcv,VIX hedge sleeve,gross,-0.40777565424006823,-0.7838073090149198,ok
cpcv_03_11,cpcv,Equity-option Greek Markowitz,gross,2.1216134565419513,0.016369700735347204,ok
cpcv_03_11,cpcv,Greek Markowitz + VIX,gross,1.9249042300017127,0.19733324980178638,ok
cpcv_03_11,cpcv,Beta/delta-neutral + VIX,gross,1.6851264212569321,-0.05692397244650404,ok
cpcv_03_11,cpcv,Equal premium,gross,0.29485529497561525,-0.08508218460477814,ok
cpcv_03_11,cpcv,Equal risk,gross,0.4639826682229526,-0.002661295746225751,ok
cpcv_03_11,cpcv,VIX hedge sleeve,gross,-0.4180971869625399,-0.857965417593459,ok
cpcv_04_05,cpcv,Equity-option Greek Markowitz,gross,1.8200829449345146,2.0359555843625867,ok
cpcv_04_05,cpcv,Greek Markowitz + VIX,gross,1.4957273898103203,1.101034586606081,ok
cpcv_04_05,cpcv,Beta/delta-neutral + VIX,gross,1.4725547453197025,0.8830002840966928,ok
cpcv_04_05,cpcv,Equal premium,gross,-0.0622374809302893,1.2273412093835676,ok
cpcv_04_05,cpcv,Equal risk,gross,0.18216620530573693,1.6074691849509752,ok
cpcv_04_05,cpcv,VIX hedge sleeve,gross,-2.5438183638664675,0.38857904699399304,ok
cpcv_04_06,cpcv,Equity-option Greek Markowitz,gross,1.7442615442504334,0.8764075734657324,ok
cpcv_04_06,cpcv,Greek Markowitz + VIX,gross,1.3967971790514215,0.8717627560891318,ok
cpcv_04_06,cpcv,Beta/delta-neutral + VIX,gross,1.2995273690201956,1.0316825635799265,ok
cpcv_04_06,cpcv,Equal premium,gross,0.27413882553718155,-0.44120585925021555,ok
cpcv_04_06,cpcv,Equal risk,gross,0.6233286713204922,-0.4094948453914225,ok
cpcv_04_06,cpcv,VIX hedge sleeve,gross,-0.2693578174872803,-1.8817648744841604,ok
cpcv_04_07,cpcv,Equity-option Greek Markowitz,gross,2.133381000791328,0.033752875520297244,ok
cpcv_04_07,cpcv,Greek Markowitz + VIX,gross,1.6782140104772718,-0.020059043208715124,ok
cpcv_04_07,cpcv,Beta/delta-neutral + VIX,gross,1.3368888010112652,0.9607629132393676,ok
cpcv_04_07,cpcv,Equal premium,gross,0.2519617667365972,0.021199199182678735,ok
cpcv_04_07,cpcv,Equal risk,gross,0.6058789689799405,0.186984235191587,ok
cpcv_04_07,cpcv,VIX hedge sleeve,gross,-0.286287959373221,-1.708255684077324,ok
cpcv_04_08,cpcv,Equity-option Greek Markowitz,gross,1.7216787624095407,1.2157241230932307,ok
cpcv_04_08,cpcv,Greek Markowitz + VIX,gross,1.3841903153823576,0.7244033169502321,ok
cpcv_04_08,cpcv,Beta/delta-neutral + VIX,gross,1.223186339146894,1.1334821554052412,ok
cpcv_04_08,cpcv,Equal premium,gross,0.16342608226195693,0.49420226926949606,ok
cpcv_04_08,cpcv,Equal risk,gross,0.4003168596952165,0.7935935000955938,ok
cpcv_04_08,cpcv,VIX hedge sleeve,gross,-0.2537747389761675,-2.1595174218877653,ok
cpcv_04_09,cpcv,Equity-option Greek Markowitz,gross,1.5512129458017887,1.6515680893301783,ok
cpcv_04_09,cpcv,Greek Markowitz + VIX,gross,1.1535115753858525,1.7723187803545988,ok
cpcv_04_09,cpcv,Beta/delta-neutral + VIX,gross,1.069297117091317,1.6437296624780313,ok
cpcv_04_09,cpcv,Equal premium,gross,0.11696732782907583,0.4006774633091082,ok
cpcv_04_09,cpcv,Equal risk,gross,0.32384589399091396,0.8160506508659358,ok
cpcv_04_09,cpcv,VIX hedge sleeve,gross,-0.2886374642225752,-1.995899475478074,ok
cpcv_04_10,cpcv,Equity-option Greek Markowitz,gross,1.5383291194907442,1.1458984439595994,ok
cpcv_04_10,cpcv,Greek Markowitz + VIX,gross,1.2390843469709198,1.015912482482782,ok
cpcv_04_10,cpcv,Beta/delta-neutral + VIX,gross,1.11027492137845,1.4151846655889244,ok
cpcv_04_10,cpcv,Equal premium,gross,0.24789130911230167,0.07272636829420581,ok
cpcv_04_10,cpcv,Equal risk,gross,0.49508385678740563,0.3037349075573542,ok
cpcv_04_10,cpcv,VIX hedge sleeve,gross,-0.2892240443085649,-1.6421472304110876,ok
cpcv_04_11,cpcv,Equity-option Greek Markowitz,gross,1.9519039376938572,0.5093643803270915,ok
cpcv_04_11,cpcv,Greek Markowitz + VIX,gross,1.783963168116037,0.43928469473414844,ok
cpcv_04_11,cpcv,Beta/delta-neutral + VIX,gross,1.534862310523803,0.7575048726141438,ok
cpcv_04_11,cpcv,Equal premium,gross,0.2814566477284037,-0.18919606443398798,ok
cpcv_04_11,cpcv,Equal risk,gross,0.4418300573195099,-0.13705843518279326,ok
cpcv_04_11,cpcv,VIX hedge sleeve,gross,-0.3005304665992219,-1.7376173225701363,ok
cpcv_05_06,cpcv,Equity-option Greek Markowitz,gross,1.5636790134696887,1.7452111509376542,ok
cpcv_05_06,cpcv,Greek Markowitz + VIX,gross,1.314736172508567,1.3394744488621362,ok
cpcv_05_06,cpcv,Beta/delta-neutral + VIX,gross,1.4372164512968366,1.0146754908091185,ok
cpcv_05_06,cpcv,Equal premium,gross,0.12392947494388963,0.7182642888106999,ok
cpcv_05_06,cpcv,Equal risk,gross,0.3185167258787249,0.9750595517130473,ok
cpcv_05_06,cpcv,VIX hedge sleeve,gross,-2.023353597885245,0.3148132286647453,ok
cpcv_05_07,cpcv,Equity-option Greek Markowitz,gross,1.8995321608876987,1.3548382983715495,ok
cpcv_05_07,cpcv,Greek Markowitz + VIX,gross,1.616097470666013,1.021346841921772,ok
cpcv_05_07,cpcv,Beta/delta-neutral + VIX,gross,1.5619481090116656,0.8682141742172025,ok
cpcv_05_07,cpcv,Equal premium,gross,0.11848872081402716,1.0521566227529286,ok
cpcv_05_07,cpcv,Equal risk,gross,0.4410718857290614,1.3002552061940167,ok
cpcv_05_07,cpcv,VIX hedge sleeve,gross,-2.009941618951911,0.3446162885811335,ok
cpcv_05_08,cpcv,Equity-option Greek Markowitz,gross,1.6793092401019822,1.916233155227598,ok
cpcv_05_08,cpcv,Greek Markowitz + VIX,gross,1.3624101247429232,1.4202166662000315,ok
cpcv_05_08,cpcv,Beta/delta-neutral + VIX,gross,1.4917162342999366,1.0550018034451771,ok
cpcv_05_08,cpcv,Equal premium,gross,0.030306358724573722,1.62706481296402,ok
cpcv_05_08,cpcv,Equal risk,gross,0.2217711368662228,2.048739936423136,ok
cpcv_05_08,cpcv,VIX hedge sleeve,gross,-1.8882596395046911,0.2765243414080381,ok
cpcv_05_09,cpcv,Equity-option Greek Markowitz,gross,1.5700532535887641,2.2380020768494617,ok
cpcv_05_09,cpcv,Greek Markowitz + VIX,gross,1.1772960050240837,1.764485863834734,ok
cpcv_05_09,cpcv,Beta/delta-neutral + VIX,gross,1.2325525463489577,1.4027801529322106,ok
cpcv_05_09,cpcv,Equal premium,gross,-0.02014183466696468,1.5181698382143465,ok
cpcv_05_09,cpcv,Equal risk,gross,0.11402494787512706,2.0606277855645163,ok
cpcv_05_09,cpcv,VIX hedge sleeve,gross,-2.0125015375022297,0.320119646388216,ok
cpcv_05_10,cpcv,Equity-option Greek Markowitz,gross,1.5402424928340261,2.1146738587440006,ok
cpcv_05_10,cpcv,Greek Markowitz + VIX,gross,1.2503597677490241,1.476060746540231,ok
cpcv_05_10,cpcv,Beta/delta-neutral + VIX,gross,1.2413517596634938,1.2346860487753064,ok
cpcv_05_10,cpcv,Equal premium,gross,0.11892936930613454,1.243461654097852,ok
cpcv_05_10,cpcv,Equal risk,gross,0.30822429256658684,1.5836159909927283,ok
cpcv_05_10,cpcv,VIX hedge sleeve,gross,-2.016949206112294,0.36989917934483274,ok
cpcv_05_11,cpcv,Equity-option Greek Markowitz,gross,1.755235640866233,1.3110320103075022,ok
cpcv_05_11,cpcv,Greek Markowitz + VIX,gross,1.7115847312794383,1.295293139330303,ok
cpcv_05_11,cpcv,Beta/delta-neutral + VIX,gross,1.570109632331991,0.8889791223604923,ok
cpcv_05_11,cpcv,Equal premium,gross,0.15045087767114165,0.8553119764015413,ok
cpcv_05_11,cpcv,Equal risk,gross,0.30319016249283665,0.9649143594147656,ok
cpcv_05_11,cpcv,VIX hedge sleeve,gross,-2.039198302295635,0.3560092802893885,ok
cpcv_06_07,cpcv,Equity-option Greek Markowitz,gross,2.076581858308913,-0.04861702170755056,ok
cpcv_06_07,cpcv,Greek Markowitz + VIX,gross,1.4847699319264376,0.49485045276702877,ok
cpcv_06_07,cpcv,Beta/delta-neutral + VIX,gross,1.399605342090299,0.8930250553776944,ok
cpcv_06_07,cpcv,Equal premium,gross,0.4156250653956552,-0.645456817141762,ok
cpcv_06_07,cpcv,Equal risk,gross,0.7596635417401767,-0.87667046781675,ok
cpcv_06_07,cpcv,VIX hedge sleeve,gross,-0.26155226087447636,-5.325963614237454,ok
cpcv_06_08,cpcv,Equity-option Greek Markowitz,gross,1.8333184297214522,0.9600490503756971,ok
cpcv_06_08,cpcv,Greek Markowitz + VIX,gross,1.3361314411039156,1.1693935281545154,ok
cpcv_06_08,cpcv,Beta/delta-neutral + VIX,gross,1.2907618165942665,1.363553707362614,ok
cpcv_06_08,cpcv,Equal premium,gross,0.3546085378567995,-0.25636965187606264,ok
cpcv_06_08,cpcv,Equal risk,gross,0.6716739168131592,-0.1195934075219571,ok
cpcv_06_08,cpcv,VIX hedge sleeve,gross,-0.20761997767194207,-8.529794561007801,ok
cpcv_06_09,cpcv,Equity-option Greek Markowitz,gross,1.6813625277925965,1.3963952158471327,ok
cpcv_06_09,cpcv,Greek Markowitz + VIX,gross,1.0879354174197444,2.085451173607993,ok
cpcv_06_09,cpcv,Beta/delta-neutral + VIX,gross,1.102439313845197,1.8353586256730243,ok
cpcv_06_09,cpcv,Equal premium,gross,0.31119897976852046,-0.31604620071952777,ok
cpcv_06_09,cpcv,Equal risk,gross,0.5843645445887017,-0.10306275360391375,ok
cpcv_06_09,cpcv,VIX hedge sleeve,gross,-0.2423803481488089,-8.209237665708237,ok
cpcv_06_10,cpcv,Equity-option Greek Markowitz,gross,1.671197017020443,1.1094104083189722,ok
cpcv_06_10,cpcv,Greek Markowitz + VIX,gross,1.1770988332288035,1.6952285663025548,ok
cpcv_06_10,cpcv,Beta/delta-neutral + VIX,gross,1.136525011435329,1.68280243448264,ok
cpcv_06_10,cpcv,Equal premium,gross,0.43709059565660363,-0.7490545845565736,ok
cpcv_06_10,cpcv,Equal risk,gross,0.7493073462146264,-0.6921124247868702,ok
cpcv_06_10,cpcv,VIX hedge sleeve,gross,-0.2429571552586591,-5.160000246565821,ok
cpcv_06_11,cpcv,Equity-option Greek Markowitz,gross,1.9941183874904327,-0.056977464380569144,ok
cpcv_06_11,cpcv,Greek Markowitz + VIX,gross,1.7513850306249132,0.7421042024938109,ok
cpcv_06_11,cpcv,Beta/delta-neutral + VIX,gross,1.5259136040992127,0.40310315048620354,ok
cpcv_06_11,cpcv,Equal premium,gross,0.47478436140433955,-0.8738824402123719,ok
cpcv_06_11,cpcv,Equal risk,gross,0.700949517624269,-0.9938453758224262,ok
cpcv_06_11,cpcv,VIX hedge sleeve,gross,-0.25459327720311303,-5.747466944583609,ok
cpcv_07_08,cpcv,Equity-option Greek Markowitz,gross,1.936351779750533,0.6935450520391396,ok
cpcv_07_08,cpcv,Greek Markowitz + VIX,gross,1.4854293421092313,0.7634388623450075,ok
cpcv_07_08,cpcv,Beta/delta-neutral + VIX,gross,1.292154869431381,1.4690438584269976,ok
cpcv_07_08,cpcv,Equal premium,gross,0.3010521981986866,0.27349700521336634,ok
cpcv_07_08,cpcv,Equal risk,gross,0.5136099210138083,0.47947759742648605,ok
cpcv_07_08,cpcv,VIX hedge sleeve,gross,-0.2508064075171451,-7.257278042271793,ok
cpcv_07_09,cpcv,Equity-option Greek Markowitz,gross,1.9602923780154131,1.0172535857612468,ok
cpcv_07_09,cpcv,Greek Markowitz + VIX,gross,1.249428398121545,1.6591472205903202,ok
cpcv_07_09,cpcv,Beta/delta-neutral + VIX,gross,1.1413904998084121,1.9760914904047273,ok
cpcv_07_09,cpcv,Equal premium,gross,0.29032540711171506,0.19242488471124894,ok
cpcv_07_09,cpcv,Equal risk,gross,0.5213478510818282,0.6557518635069722,ok
cpcv_07_09,cpcv,VIX hedge sleeve,gross,-0.25907125965974553,-7.018732261786696,ok
cpcv_07_10,cpcv,Equity-option Greek Markowitz,gross,1.9002750809002313,0.5182816683336843,ok
cpcv_07_10,cpcv,Greek Markowitz + VIX,gross,1.396997635397614,1.1338820576575255,ok
cpcv_07_10,cpcv,Beta/delta-neutral + VIX,gross,1.1745953005795011,1.7865443903702631,ok
cpcv_07_10,cpcv,Equal premium,gross,0.41870787414402993,-0.1439659559966656,ok
cpcv_07_10,cpcv,Equal risk,gross,0.7530156472519787,-0.1113397465891455,ok
cpcv_07_10,cpcv,VIX hedge sleeve,gross,-0.25964921783577144,-4.645754864095966,ok
cpcv_07_11,cpcv,Equity-option Greek Markowitz,gross,2.125861341097005,-0.5040126480991675,ok
cpcv_07_11,cpcv,Greek Markowitz + VIX,gross,1.958776944652899,-0.237945174377803,ok
cpcv_07_11,cpcv,Beta/delta-neutral + VIX,gross,1.5463830887765695,0.7391685857551761,ok
cpcv_07_11,cpcv,Equal premium,gross,0.45704740980543695,-0.36879997827944244,ok
cpcv_07_11,cpcv,Equal risk,gross,0.6335472620644478,-0.46248820373359345,ok
cpcv_07_11,cpcv,VIX hedge sleeve,gross,-0.2711122744351466,-5.136842047070891,ok
cpcv_08_09,cpcv,Equity-option Greek Markowitz,gross,1.6342586268409862,1.3117906126639722,ok
cpcv_08_09,cpcv,Greek Markowitz + VIX,gross,1.0429844785414175,1.9966571910590023,ok
cpcv_08_09,cpcv,Beta/delta-neutral + VIX,gross,0.9581872166314774,1.6764704368027925,ok
cpcv_08_09,cpcv,Equal premium,gross,0.1993423784266446,0.8053984840285562,ok
cpcv_08_09,cpcv,Equal risk,gross,0.33725946566939635,1.3464715151858773,ok
cpcv_08_09,cpcv,VIX hedge sleeve,gross,-0.24544040053400154,-20.122095267611243,ok
cpcv_08_10,cpcv,Equity-option Greek Markowitz,gross,1.6162603860322022,1.327247849704336,ok
cpcv_08_10,cpcv,Greek Markowitz + VIX,gross,1.1336286205823092,1.4609834880253418,ok
cpcv_08_10,cpcv,Beta/delta-neutral + VIX,gross,1.0533713934076399,1.6348964758698388,ok
cpcv_08_10,cpcv,Equal premium,gross,0.32830431381203073,0.4154566053164936,ok
cpcv_08_10,cpcv,Equal risk,gross,0.5359837338600036,0.7025097295290863,ok
cpcv_08_10,cpcv,VIX hedge sleeve,gross,-0.22760749809282313,-7.045666790655797,ok
cpcv_08_11,cpcv,Equity-option Greek Markowitz,gross,1.8582638722555607,0.4997278741932503,ok
cpcv_08_11,cpcv,Greek Markowitz + VIX,gross,1.6994497117559666,1.1198920503557677,ok
cpcv_08_11,cpcv,Beta/delta-neutral + VIX,gross,1.441511125818911,1.4963304004310036,ok
cpcv_08_11,cpcv,Equal premium,gross,0.36212780266075273,0.02022757800264539,ok
cpcv_08_11,cpcv,Equal risk,gross,0.44548733758357073,0.2543396286480889,ok
cpcv_08_11,cpcv,VIX hedge sleeve,gross,-0.2393954491671348,-8.293606152313956,ok
cpcv_09_10,cpcv,Equity-option Greek Markowitz,gross,1.5630332115836942,1.8796866695703731,ok
cpcv_09_10,cpcv,Greek Markowitz + VIX,gross,0.9823618660424207,2.6430642479723514,ok
cpcv_09_10,cpcv,Beta/delta-neutral + VIX,gross,0.9571051386940432,2.4392644152410266,ok
cpcv_09_10,cpcv,Equal premium,gross,0.2380409933757136,0.2957922537922777,ok
cpcv_09_10,cpcv,Equal risk,gross,0.3921129833799926,0.682617920528517,ok
cpcv_09_10,cpcv,VIX hedge sleeve,gross,-0.2698876458200781,-6.782875144258205,ok
cpcv_09_11,cpcv,Equity-option Greek Markowitz,gross,1.815236925549743,1.2817345606778188,ok
cpcv_09_11,cpcv,Greek Markowitz + VIX,gross,1.593849334547066,1.9365950460702759,ok
cpcv_09_11,cpcv,Beta/delta-neutral + VIX,gross,1.3536180529285955,1.890144173159295,ok
cpcv_09_11,cpcv,Equal premium,gross,0.3185180220975856,-0.04670277664261225,ok
cpcv_09_11,cpcv,Equal risk,gross,0.385398524829347,0.0761402635669716,ok
cpcv_09_11,cpcv,VIX hedge sleeve,gross,-0.2734822711092631,-8.02319951161864,ok
cpcv_10_11,cpcv,Equity-option Greek Markowitz,gross,1.611791981497365,0.7292080821214365,ok
cpcv_10_11,cpcv,Greek Markowitz + VIX,gross,1.4182266307803164,1.2252668704066854,ok
cpcv_10_11,cpcv,Beta/delta-neutral + VIX,gross,1.261633196598999,1.2339513290165696,ok
cpcv_10_11,cpcv,Equal premium,gross,0.36673401247801696,-0.3888947431652,ok
cpcv_10_11,cpcv,Equal risk,gross,0.7210578745078003,-0.14413481585009186,ok
cpcv_10_11,cpcv,VIX hedge sleeve,gross,-0.2979093821255176,-4.956711381776985,ok
kfold_00,kfold,Equity-option Greek Markowitz,full_spread_post_cost,1.8943537180674512,-1.6879441089443843,ok
kfold_00,kfold,Greek Markowitz + VIX,full_spread_post_cost,1.260239126207668,-2.209833671050622,ok
kfold_00,kfold,Beta/delta-neutral + VIX,full_spread_post_cost,1.1430044267260688,-2.2922000638235174,ok
kfold_00,kfold,Equal premium,full_spread_post_cost,0.19495161261111496,-0.9092156749372761,ok
kfold_00,kfold,Equal risk,full_spread_post_cost,0.4073856661529102,-0.9947277198240858,ok
kfold_00,kfold,VIX hedge sleeve,full_spread_post_cost,-0.36609210063910563,-2.383221282688009,ok
kfold_01,kfold,Equity-option Greek Markowitz,full_spread_post_cost,1.6548879893979729,-0.5102647029758829,ok
kfold_01,kfold,Greek Markowitz + VIX,full_spread_post_cost,1.5048521398194306,-1.0204238008759112,ok
kfold_01,kfold,Beta/delta-neutral + VIX,full_spread_post_cost,1.4084042169219073,-1.194221454018219,ok
kfold_01,kfold,Equal premium,full_spread_post_cost,0.20402125905118948,0.7459679148913773,ok
kfold_01,kfold,Equal risk,full_spread_post_cost,0.4214744455730445,0.8158884993155202,ok
kfold_01,kfold,VIX hedge sleeve,full_spread_post_cost,-0.3918278135150642,-1.5569388223302405,ok
kfold_02,kfold,Equity-option Greek Markowitz,full_spread_post_cost,1.5180759626997995,2.0365734511889584,ok
kfold_02,kfold,Greek Markowitz + VIX,full_spread_post_cost,1.194187693023186,1.8863799067800522,ok
kfold_02,kfold,Beta/delta-neutral + VIX,full_spread_post_cost,1.155216757546698,1.4361462302564845,ok
kfold_02,kfold,Equal premium,full_spread_post_cost,0.31910394866800135,0.06816622657703898,ok
kfold_02,kfold,Equal risk,full_spread_post_cost,0.5056793597890445,0.6774433958156172,ok
kfold_02,kfold,VIX hedge sleeve,full_spread_post_cost,-0.3871278134292312,0.0,ok
kfold_03,kfold,Equity-option Greek Markowitz,full_spread_post_cost,1.997170502206331,-0.7264887552674609,ok
kfold_03,kfold,Greek Markowitz + VIX,full_spread_post_cost,1.3619753491056605,-2.361292774564025,ok
kfold_03,kfold,Beta/delta-neutral + VIX,full_spread_post_cost,1.3602037377044092,-2.7224947229003407,ok
kfold_03,kfold,Equal premium,full_spread_post_cost,0.17182979412153454,-0.05616241277010174,ok
kfold_03,kfold,Equal risk,full_spread_post_cost,0.41598763551804635,0.12435740034244552,ok
kfold_03,kfold,VIX hedge sleeve,full_spread_post_cost,-0.4755939386165493,0.3609591896713812,ok
kfold_04,kfold,Equity-option Greek Markowitz,full_spread_post_cost,1.6683087109116665,0.6875267793001597,ok
kfold_04,kfold,Greek Markowitz + VIX,full_spread_post_cost,1.3504618224898925,-0.0931821561088999,ok
kfold_04,kfold,Beta/delta-neutral + VIX,full_spread_post_cost,1.2488504024408493,0.4067006271111431,ok
kfold_04,kfold,Equal premium,full_spread_post_cost,0.16465078235241676,-0.48637698902620186,ok
kfold_04,kfold,Equal risk,full_spread_post_cost,0.4195291724954821,-0.40850125425620004,ok
kfold_04,kfold,VIX hedge sleeve,full_spread_post_cost,-0.3627793651885651,0.2336670917306704,ok
kfold_05,kfold,Equity-option Greek Markowitz,full_spread_post_cost,1.6572369612254088,2.1623628695939927,ok
kfold_05,kfold,Greek Markowitz + VIX,full_spread_post_cost,1.3932667485721824,0.1318112509068664,ok
kfold_05,kfold,Beta/delta-neutral + VIX,full_spread_post_cost,1.4871379701046703,-0.26449727903667947,ok
kfold_05,kfold,Equal premium,full_spread_post_cost,0.04386280321839295,1.9317839846916385,ok
kfold_05,kfold,Equal risk,full_spread_post_cost,0.24518542593002116,2.210340116057717,ok
kfold_05,kfold,VIX hedge sleeve,full_spread_post_cost,-2.1876488320439935,0.9602926221538255,ok
kfold_06,kfold,Equity-option Greek Markowitz,full_spread_post_cost,1.781972579423781,0.561447079360482,ok
kfold_06,kfold,Greek Markowitz + VIX,full_spread_post_cost,1.3011002188523462,0.6067120509345151,ok
kfold_06,kfold,Beta/delta-neutral + VIX,full_spread_post_cost,1.2879768519744728,0.1563428533661136,ok
kfold_06,kfold,Equal premium,full_spread_post_cost,0.3390229711810874,-3.0115880593864213,ok
kfold_06,kfold,Equal risk,full_spread_post_cost,0.6514512119407111,-2.583323749413926,ok
kfold_06,kfold,VIX hedge sleeve,full_spread_post_cost,-0.31840037961661266,-1.3783982226178007,ok
kfold_07,kfold,Equity-option Greek Markowitz,full_spread_post_cost,1.9895069467877937,-1.4856078053207125,ok
kfold_07,kfold,Greek Markowitz + VIX,full_spread_post_cost,1.4842106921884093,-0.39622190702395255,ok
kfold_07,kfold,Beta/delta-neutral + VIX,full_spread_post_cost,1.299832462347022,0.7515115945113159,ok
kfold_07,kfold,Equal premium,full_spread_post_cost,0.32077308200426446,-0.845340444519681,ok
kfold_07,kfold,Equal risk,full_spread_post_cost,0.6525278079053661,-0.9093765678543105,ok
kfold_07,kfold,VIX hedge sleeve,full_spread_post_cost,-0.3340649841421922,-1.6269952707061772,ok
kfold_08,kfold,Equity-option Greek Markowitz,full_spread_post_cost,1.7243724377337655,2.369549209106271,ok
kfold_08,kfold,Greek Markowitz + VIX,full_spread_post_cost,1.2413003536101834,1.6954547651055782,ok
kfold_08,kfold,Beta/delta-neutral + VIX,full_spread_post_cost,1.187676742884544,2.695990360481592,ok
kfold_08,kfold,Equal premium,full_spread_post_cost,0.24096025535749066,0.22264773097571572,ok
kfold_08,kfold,Equal risk,full_spread_post_cost,0.4570614659039181,-0.049808235235166906,ok
kfold_08,kfold,VIX hedge sleeve,full_spread_post_cost,-0.3039484185023677,-2.4967033453465013,ok
kfold_09,kfold,Equity-option Greek Markowitz,full_spread_post_cost,1.6200297138987971,2.5861014242540836,ok
kfold_09,kfold,Greek Markowitz + VIX,full_spread_post_cost,1.052872134244847,1.4192347003638783,ok
kfold_09,kfold,Beta/delta-neutral + VIX,full_spread_post_cost,1.0526340766309723,1.4196375205875127,ok
kfold_09,kfold,Equal premium,full_spread_post_cost,0.2009976040035494,1.210554297443133,ok
kfold_09,kfold,Equal risk,full_spread_post_cost,0.368728680712919,1.3380372575546498,ok
kfold_09,kfold,VIX hedge sleeve,full_spread_post_cost,-0.3361026634234372,-1.4235403180511714,ok
kfold_10,kfold,Equity-option Greek Markowitz,full_spread_post_cost,1.5978734238497405,1.2918828387970929,ok
kfold_10,kfold,Greek Markowitz + VIX,full_spread_post_cost,1.1500100364854762,1.0676574793009623,ok
kfold_10,kfold,Beta/delta-neutral + VIX,full_spread_post_cost,1.0963227982827901,1.2410323850649918,ok
kfold_10,kfold,Equal premium,full_spread_post_cost,0.3151366051245014,-0.03624334570192267,ok
kfold_10,kfold,Equal risk,full_spread_post_cost,0.5289166432344686,-0.6449418840485505,ok
kfold_10,kfold,VIX hedge sleeve,full_spread_post_cost,-0.3366518806894758,-2.714257429871715,ok
kfold_11,kfold,Equity-option Greek Markowitz,full_spread_post_cost,1.8484337222872516,-0.19124059154397532,ok
kfold_11,kfold,Greek Markowitz + VIX,full_spread_post_cost,1.7234430454439247,0.12833555933706345,ok
kfold_11,kfold,Beta/delta-neutral + VIX,full_spread_post_cost,1.4774116983879153,-0.050552836106536984,ok
kfold_11,kfold,Equal premium,full_spread_post_cost,0.3461903378230406,-0.020879753534085527,ok
kfold_11,kfold,Equal risk,full_spread_post_cost,0.47415490342517247,-0.22337681824797745,ok
kfold_11,kfold,VIX hedge sleeve,full_spread_post_cost,-0.34685083194817257,-1.8476743963925213,ok
cpcv_00_01,cpcv,Equity-option Greek Markowitz,full_spread_post_cost,1.8346524801045287,-0.9320776456701424,ok
cpcv_00_01,cpcv,Greek Markowitz + VIX,full_spread_post_cost,1.5743502625046395,-1.6808880181149373,ok
cpcv_00_01,cpcv,Beta/delta-neutral + VIX,full_spread_post_cost,1.3652712376659915,-1.6505072133311829,ok
cpcv_00_01,cpcv,Equal premium,full_spread_post_cost,0.22511230840122495,0.10085711175606578,ok
cpcv_00_01,cpcv,Equal risk,full_spread_post_cost,0.40976610825297033,0.11979130456731749,ok
cpcv_00_01,cpcv,VIX hedge sleeve,full_spread_post_cost,-0.32571085875545763,-1.93058139147801,ok
cpcv_00_02,cpcv,Equity-option Greek Markowitz,full_spread_post_cost,1.6658104987521922,0.5082336962622446,ok
cpcv_00_02,cpcv,Greek Markowitz + VIX,full_spread_post_cost,1.1977692936989155,-0.61456180735833,ok
cpcv_00_02,cpcv,Beta/delta-neutral + VIX,full_spread_post_cost,1.086695457246924,-0.5369034751443443,ok
cpcv_00_02,cpcv,Equal premium,full_spread_post_cost,0.287502049773675,-0.4437606022009287,ok
cpcv_00_02,cpcv,Equal risk,full_spread_post_cost,0.4644302709501029,-0.3187654655168713,ok
cpcv_00_02,cpcv,VIX hedge sleeve,full_spread_post_cost,-0.3473699359695286,-1.538166445105002,ok
cpcv_00_03,cpcv,Equity-option Greek Markowitz,full_spread_post_cost,2.2054915821787047,-1.5034296797014886,ok
cpcv_00_03,cpcv,Greek Markowitz + VIX,full_spread_post_cost,1.4111119960291676,-2.205283416387992,ok
cpcv_00_03,cpcv,Beta/delta-neutral + VIX,full_spread_post_cost,1.3387376814308916,-2.4135118158799824,ok
cpcv_00_03,cpcv,Equal premium,full_spread_post_cost,0.11136708205163101,-0.3934979429703258,ok
cpcv_00_03,cpcv,Equal risk,full_spread_post_cost,0.35670731748700896,-0.29152331962586164,ok
cpcv_00_03,cpcv,VIX hedge sleeve,full_spread_post_cost,-0.4402398302502753,-0.5661292616638093,ok
cpcv_00_04,cpcv,Equity-option Greek Markowitz,full_spread_post_cost,1.8424457019798128,0.07460290913179972,ok
cpcv_00_04,cpcv,Greek Markowitz + VIX,full_spread_post_cost,1.381974434122308,-1.4901702896513978,ok
cpcv_00_04,cpcv,Beta/delta-neutral + VIX,full_spread_post_cost,1.2143062798408353,-1.3499334448585882,ok
cpcv_00_04,cpcv,Equal premium,full_spread_post_cost,0.10528326684856336,-0.5858445354052599,ok
cpcv_00_04,cpcv,Equal risk,full_spread_post_cost,0.37281508213377806,-0.6517240691857361,ok
