return_date,strategy,scenario,asset_id,reject_reason,foregone_gross_return_nav
2021-11-30,Equity-option Greek Markowitz,mid_repaired,JPM_put_atm,capacity_exceeded_no_fill,0.15157658642138297
2021-11-30,Equity-option Greek Markowitz,mid_repaired,JPM_put_put_near,capacity_exceeded_no_fill,-0.003910904987481247
2021-11-30,Equity-option Greek Markowitz,mid_repaired,META_call_put_wing,capacity_exceeded_no_fill,-0.04080428269679871
2021-12-31,Equity-option Greek Markowitz,mid_repaired,JPM_call_put_near,capacity_exceeded_no_fill,-0.05129687174661158
2021-12-31,Equity-option Greek Markowitz,mid_repaired,META_call_put_wing,capacity_exceeded_no_fill,-0.01689810420547643
2022-01-31,Equity-option Greek Markowitz,mid_repaired,GOOGL_call_put_near,missing_cost_input,0.0
2022-01-31,Equity-option Greek Markowitz,mid_repaired,JPM_call_put_near,capacity_exceeded_no_fill,-0.09890561473915992
2022-01-31,Equity-option Greek Markowitz,mid_repaired,JPM_put_atm,capacity_exceeded_no_fill,0.15393063331188825
2022-01-31,Equity-option Greek Markowitz,mid_repaired,META_call_put_wing,missing_cost_input,0.0
2022-01-31,Equity-option Greek Markowitz,mid_repaired,META_put_call_near,missing_cost_input,0.0
2022-02-28,Equity-option Greek Markowitz,mid_repaired,JPM_call_put_near,capacity_exceeded_no_fill,0.04988175856520253
2022-02-28,Equity-option Greek Markowitz,mid_repaired,JPM_put_atm,capacity_exceeded_no_fill,-0.0696959661652781
2022-02-28,Equity-option Greek Markowitz,mid_repaired,META_call_put_wing,missing_cost_input,0.0
2022-04-29,Equity-option Greek Markowitz,mid_repaired,JPM_call_put_near,capacity_exceeded_no_fill,-0.04158524668896895
2022-04-29,Equity-option Greek Markowitz,mid_repaired,META_call_put_wing,capacity_exceeded_no_fill,-0.007817863633375766
2022-05-31,Equity-option Greek Markowitz,mid_repaired,AMZN_put_put_wing,missing_cost_input,0.0
2022-05-31,Equity-option Greek Markowitz,mid_repaired,JPM_call_put_near,capacity_exceeded_no_fill,-0.06804711123429923
2022-05-31,Equity-option Greek Markowitz,mid_repaired,NVDA_call_put_near,capacity_exceeded_no_fill,-0.13471834912902567
2022-05-31,Equity-option Greek Markowitz,mid_repaired,NVDA_call_put_wing,missing_cost_input,0.0
2022-06-30,Equity-option Greek Markowitz,mid_repaired,JPM_call_put_near,missing_cost_input,0.0
2022-06-30,Equity-option Greek Markowitz,mid_repaired,META_call_put_near,capacity_exceeded_no_fill,-0.05276276109010137
2022-06-30,Equity-option Greek Markowitz,mid_repaired,META_call_put_wing,capacity_exceeded_no_fill,0.09624981422195138
2022-06-30,Equity-option Greek Markowitz,mid_repaired,MSFT_call_put_near,capacity_exceeded_no_fill,-0.07216992161274342
2022-07-29,Equity-option Greek Markowitz,mid_repaired,AAPL_put_call_near,missing_cost_input,0.0
2022-07-29,Equity-option Greek Markowitz,mid_repaired,JPM_call_put_near,capacity_exceeded_no_fill,-0.0080039574743807
2022-07-29,Equity-option Greek Markowitz,mid_repaired,JPM_put_atm,capacity_exceeded_no_fill,-0.0696959661652781
2022-07-29,Equity-option Greek Markowitz,mid_repaired,MSFT_call_put_near,capacity_exceeded_no_fill,-0.02011874811124178
2022-08-31,Equity-option Greek Markowitz,mid_repaired,JPM_call_put_near,missing_cost_input,0.0
2022-08-31,Equity-option Greek Markowitz,mid_repaired,JPM_put_atm,capacity_exceeded_no_fill,-0.0696959661652781
2022-08-31,Equity-option Greek Markowitz,mid_repaired,META_call_put_wing,missing_cost_input,0.0
2022-09-30,Equity-option Greek Markowitz,mid_repaired,AMZN_put_put_wing,missing_cost_input,0.0
2022-09-30,Equity-option Greek Markowitz,mid_repaired,GOOGL_call_put_near,capacity_exceeded_no_fill,0.028897542663797227
2022-09-30,Equity-option Greek Markowitz,mid_repaired,JPM_call_put_near,capacity_exceeded_no_fill,0.030054225676096134
2022-09-30,Equity-option Greek Markowitz,mid_repaired,JPM_put_atm,capacity_exceeded_no_fill,-0.0696959661652781
2022-09-30,Equity-option Greek Markowitz,mid_repaired,META_call_put_wing,missing_cost_input,0.0
2022-10-31,Equity-option Greek Markowitz,mid_repaired,AAPL_call_put_near,missing_cost_input,0.0
2022-10-31,Equity-option Greek Markowitz,mid_repaired,AAPL_put_put_near,missing_cost_input,0.0
2022-10-31,Equity-option Greek Markowitz,mid_repaired,GOOGL_call_put_near,capacity_exceeded_no_fill,-0.011077379328778052
2022-10-31,Equity-option Greek Markowitz,mid_repaired,JPM_call_put_near,capacity_exceeded_no_fill,0.12184850176632413
2022-10-31,Equity-option Greek Markowitz,mid_repaired,JPM_put_atm,capacity_exceeded_no_fill,-0.0696959661652781
