fold_id,scheme,strategy,basis,sharpe,sortino,max_drawdown,ann_return,ann_vol,defaulted,n_test_months,status
cpcv_01_03,cpcv,Equity-option Greek Markowitz,gross,-0.10399615091987113,-0.13416306641557654,-0.8396170278354772,-0.5385418222406535,0.9217677805481259,False,22,ok
cpcv_01_03,cpcv,Greek Markowitz + VIX,gross,-1.0763774035787057,-1.18976178954571,-0.8326848160865818,-0.6506582060252419,0.6858278796708294,False,22,ok
cpcv_01_03,cpcv,Beta/delta-neutral + VIX,gross,-1.649855721981999,-1.5735812215134495,-0.8425635719339454,-0.6314894805634068,0.494544569521628,False,22,ok
cpcv_01_03,cpcv,Equal premium,gross,0.4199069313742941,1.0820760283611446,-0.9653927338985644,-0.5614651502069736,2.4294154119209406,False,22,ok
cpcv_01_03,cpcv,Equal risk,gross,0.5126261241315159,1.2561002594842479,-0.7433962964565335,-0.031037557606456323,1.5243743467758666,False,22,ok
cpcv_01_03,cpcv,VIX hedge sleeve,gross,-0.19489878074712147,-0.4282556546774057,-1.0,-1.0,4.949991485249507,True,22,ok
cpcv_01_03,cpcv,Equity-option Greek Markowitz,full_spread_post_cost,-1.310228243265332,-1.4382993724937936,-0.6913555321520521,-0.43598435994276874,0.37252144711276586,False,22,ok
cpcv_01_03,cpcv,Greek Markowitz + VIX,full_spread_post_cost,-1.4821472491364047,-1.5206001133542226,-0.8303490473523989,-0.604306965551916,0.49881725422508016,False,22,ok
cpcv_01_03,cpcv,Beta/delta-neutral + VIX,full_spread_post_cost,-1.697435862031738,-1.6975053732968286,-0.8215421900927363,-0.6036669007491822,0.45893710889555733,False,22,ok
cpcv_01_03,cpcv,Equal premium,full_spread_post_cost,0.3576151655971468,0.7010022488433681,-0.43342521697967296,0.06285373154598028,0.5695915957782691,False,22,ok
cpcv_01_03,cpcv,Equal risk,full_spread_post_cost,0.5265588493522227,0.9346824560217706,-0.2938675419878837,0.1611472769122333,0.5516200327959361,False,22,ok
cpcv_01_03,cpcv,VIX hedge sleeve,full_spread_post_cost,-0.006938881076603558,-0.015069083901663251,-0.8625369667777778,-0.6457090781390156,1.6491066771043696,False,22,ok
cpcv_01_04,cpcv,Equity-option Greek Markowitz,gross,0.29410348708442313,0.48907736965148907,-0.43840878668915906,0.004355232353678629,0.6238900403356616,False,22,ok
cpcv_01_04,cpcv,Greek Markowitz + VIX,gross,-1.8257995213812348,-1.7296137331378658,-0.8539908061712781,-0.6945995863580452,0.5269883386195348,False,22,ok
cpcv_01_04,cpcv,Beta/delta-neutral + VIX,gross,-1.4116202587934004,-1.4136468944311122,-0.7533787509555475,-0.5307059124346669,0.4402483483466348,False,22,ok
cpcv_01_04,cpcv,Equal premium,gross,0.34906942668709584,0.8839172499928397,-0.9283493400326669,-0.5619740964888555,2.3015415844510074,False,22,ok
cpcv_01_04,cpcv,Equal risk,gross,0.39608154275526536,0.8543400629638745,-0.6590547884929183,-0.17674331497255358,1.3788405881431525,False,22,ok
cpcv_01_04,cpcv,VIX hedge sleeve,gross,-0.8587786538274597,-1.44649401613216,-1.0,-1.0,4.617514066577148,True,22,ok
cpcv_01_04,cpcv,Equity-option Greek Markowitz,full_spread_post_cost,0.6256941636303899,1.2516311805522156,-0.2380695482829822,0.16069970047007343,0.3069044901637776,False,22,ok
cpcv_01_04,cpcv,Greek Markowitz + VIX,full_spread_post_cost,-0.5849319923375861,-0.6714040700839746,-0.6613357333079848,-0.36261803626579503,0.49576508671893355,False,22,ok
cpcv_01_04,cpcv,Beta/delta-neutral + VIX,full_spread_post_cost,-0.6773601076055086,-0.8268106685515546,-0.6466670061215312,-0.3427357790481306,0.4518264822983193,False,22,ok
cpcv_01_04,cpcv,Equal premium,full_spread_post_cost,0.014921660298009242,0.02441758344261537,-0.6164355017715047,-0.2104836935543406,0.7295585890367349,False,22,ok
cpcv_01_04,cpcv,Equal risk,full_spread_post_cost,0.14706951958084877,0.22824984663175987,-0.5216687237775639,-0.08025059552582547,0.5972764974121373,False,22,ok
cpcv_01_04,cpcv,VIX hedge sleeve,full_spread_post_cost,-0.13677434554367973,-0.3015507021076462,-0.7932421382815844,-0.5767317877651008,1.428243485291991,False,22,ok
cpcv_01_05,cpcv,Equity-option Greek Markowitz,gross,1.681271117245044,4.654571738411256,-0.3256860912797942,3.2931725354262165,1.3119310833813826,False,22,ok
cpcv_01_05,cpcv,Greek Markowitz + VIX,gross,0.44747384740570934,0.7043427074939165,-0.8106230164264686,-0.2976871758958879,1.1951198154253697,False,22,ok
cpcv_01_05,cpcv,Beta/delta-neutral + VIX,gross,0.19277826777550125,0.2527510002253606,-1.0,-1.0,1.1903303960057547,True,22,ok
cpcv_01_05,cpcv,Equal premium,gross,1.3210799753325768,5.332505973718407,-0.8336969088362463,3.4520087229613896,2.6060011599333905,False,22,ok
cpcv_01_05,cpcv,Equal risk,gross,1.6210616971807341,6.54783718107252,-0.5420250385588714,4.590749008527041,1.7516571857405654,False,22,ok
cpcv_01_05,cpcv,VIX hedge sleeve,gross,0.4673220615603131,4.223707252768976,-1.0,-1.0,24.418656909508247,True,22,ok
cpcv_01_05,cpcv,Equity-option Greek Markowitz,full_spread_post_cost,1.2142643766319268,2.86845620242603,-0.4551246322088537,0.7690856472980867,0.6211086517214186,False,22,ok
