return_date,strategy,asset_id,assignment_risk_flag,assignment_notional_nav,reason
2021-01-29,Equity-option Greek Markowitz,META_call_put_wing,True,0.09624981422195138,deep_itm_low_extrinsic_short_option
2021-02-26,Equity-option Greek Markowitz,META_call_put_wing,True,0.09624981422195138,deep_itm_low_extrinsic_short_option
2021-04-30,Equity-option Greek Markowitz,GOOGL_call_put_near,True,0.028897542663797227,deep_itm_low_extrinsic_short_option
2021-08-31,Equity-option Greek Markowitz,META_call_put_wing,True,0.09624981422195138,deep_itm_low_extrinsic_short_option
2021-09-30,Equity-option Greek Markowitz,META_call_put_wing,True,0.09624981422195138,deep_itm_low_extrinsic_short_option
2021-09-30,Equity-option Greek Markowitz,TSLA_put_call_near,True,0.004796918960779737,deep_itm_low_extrinsic_short_option
2021-11-30,Equity-option Greek Markowitz,GOOGL_call_put_near,True,0.028897542663797227,deep_itm_low_extrinsic_short_option
2021-11-30,Equity-option Greek Markowitz,META_call_put_wing,True,0.09624981422195138,deep_itm_low_extrinsic_short_option
2021-12-31,Equity-option Greek Markowitz,META_call_put_wing,True,0.09624981422195138,deep_itm_low_extrinsic_short_option
2022-12-30,Equity-option Greek Markowitz,GOOGL_call_put_near,True,0.028897542663797227,deep_itm_low_extrinsic_short_option
2023-01-31,Equity-option Greek Markowitz,GOOGL_call_put_near,True,0.028897542663797227,deep_itm_low_extrinsic_short_option
2023-05-31,Equity-option Greek Markowitz,GOOGL_call_put_near,True,0.028897542663797227,deep_itm_low_extrinsic_short_option
2023-06-30,Equity-option Greek Markowitz,META_call_put_wing,True,0.09624981422195138,deep_itm_low_extrinsic_short_option
2023-08-31,Equity-option Greek Markowitz,GOOGL_call_put_near,True,0.028897542663797227,deep_itm_low_extrinsic_short_option
2023-08-31,Equity-option Greek Markowitz,META_call_put_wing,True,0.09624981422195138,deep_itm_low_extrinsic_short_option
2023-09-29,Equity-option Greek Markowitz,GOOGL_call_put_near,True,0.028897542663797227,deep_itm_low_extrinsic_short_option
2023-11-30,Equity-option Greek Markowitz,GOOGL_call_put_near,True,0.028897542663797227,deep_itm_low_extrinsic_short_option
2023-12-29,Equity-option Greek Markowitz,GOOGL_call_put_near,True,0.028897542663797227,deep_itm_low_extrinsic_short_option
2024-01-31,Equity-option Greek Markowitz,GOOGL_call_put_near,True,0.028897542663797227,deep_itm_low_extrinsic_short_option
2024-01-31,Equity-option Greek Markowitz,META_call_put_wing,True,0.09624981422195138,deep_itm_low_extrinsic_short_option
2024-02-29,Equity-option Greek Markowitz,META_call_put_wing,True,0.09624981422195138,deep_itm_low_extrinsic_short_option
2024-02-29,Equity-option Greek Markowitz,TSLA_put_call_near,True,0.004796918960779737,deep_itm_low_extrinsic_short_option
2024-06-28,Equity-option Greek Markowitz,GOOGL_call_put_near,True,0.028897542663797227,deep_itm_low_extrinsic_short_option
2024-08-30,Equity-option Greek Markowitz,META_call_put_wing,True,0.09624981422195138,deep_itm_low_extrinsic_short_option
2024-09-30,Equity-option Greek Markowitz,META_call_put_wing,True,0.09624981422195138,deep_itm_low_extrinsic_short_option
2024-11-29,Equity-option Greek Markowitz,META_call_put_wing,True,0.09624981422195138,deep_itm_low_extrinsic_short_option
2024-12-31,Equity-option Greek Markowitz,META_call_put_wing,True,0.09624981422195138,deep_itm_low_extrinsic_short_option
2025-05-30,Equity-option Greek Markowitz,GOOGL_call_put_near,True,0.028897542663797227,deep_itm_low_extrinsic_short_option
2025-06-30,Equity-option Greek Markowitz,GOOGL_call_put_near,True,0.028897542663797227,deep_itm_low_extrinsic_short_option
2025-06-30,Equity-option Greek Markowitz,META_call_put_wing,True,0.09624981422195138,deep_itm_low_extrinsic_short_option
2025-07-31,Equity-option Greek Markowitz,META_call_put_wing,True,0.09624981422195138,deep_itm_low_extrinsic_short_option
2025-08-29,Equity-option Greek Markowitz,META_call_put_wing,True,0.09624981422195138,deep_itm_low_extrinsic_short_option
2025-09-30,Equity-option Greek Markowitz,META_call_put_wing,True,0.09624981422195138,deep_itm_low_extrinsic_short_option
2025-11-28,Equity-option Greek Markowitz,META_call_put_wing,True,0.09624981422195138,deep_itm_low_extrinsic_short_option
2026-02-27,Equity-option Greek Markowitz,META_call_put_wing,True,0.09624981422195138,deep_itm_low_extrinsic_short_option
2021-04-30,Beta/delta-neutral + VIX,GOOGL_call_put_near,True,0.0006716418185391017,deep_itm_low_extrinsic_short_option
2021-11-30,Beta/delta-neutral + VIX,GOOGL_call_put_near,True,0.0006716418185391017,deep_itm_low_extrinsic_short_option
