return_date,strategy,scenario,asset_id,repair_reason,decision_mark,effective_fill_price,extra_cost_nav,fill_fraction,foregone_gross_return_nav
2021-09-30,Equity-option Greek Markowitz,mid_repaired,TSLA_put_put_wing,capacity_partial_fill,5.78,5.78,0.0,0.5813843286714464,0.010362853224238803
2021-10-29,Equity-option Greek Markowitz,mid_repaired,AAPL_call_call_near,capacity_partial_fill,0.25,0.25,0.0,0.10934469796006564,0.0035025180646348544
2021-10-29,Equity-option Greek Markowitz,mid_repaired,AAPL_call_put_near,capacity_partial_fill,8.01,8.01,0.0,0.3441735596688331,0.0047772966052249295
2021-10-29,Equity-option Greek Markowitz,mid_repaired,GOOGL_put_put_near,capacity_partial_fill,19.28,19.28,0.0,0.6945616738675333,0.0012717771112483837
2021-10-29,Equity-option Greek Markowitz,mid_repaired,JPM_call_call_near,capacity_partial_fill,0.74,0.74,0.0,0.7572847553436923,0.00028461042657194755
2021-10-29,Equity-option Greek Markowitz,mid_repaired,JPM_call_put_near,capacity_partial_fill,7.81,7.81,0.0,0.2621610519117859,0.012147168207705075
2021-10-29,Equity-option Greek Markowitz,mid_repaired,JPM_put_atm,capacity_partial_fill,3.45,3.45,0.0,0.1242467889671653,-0.061036466165278094
2021-10-29,Equity-option Greek Markowitz,mid_repaired,JPM_put_put_near,capacity_partial_fill,1.66,1.66,0.0,0.4286987296717189,-0.002234304987481247
2021-10-29,Equity-option Greek Markowitz,mid_repaired,META_put_call_near,capacity_partial_fill,12.94,12.94,0.0,0.30833446778036233,0.0433190054430449
2021-10-29,Equity-option Greek Markowitz,mid_repaired,META_put_put_near,capacity_partial_fill,2.69,2.69,0.0,0.9738912573545501,0.0008661054623937432
2021-10-29,Equity-option Greek Markowitz,mid_repaired,MSFT_call_call_near,capacity_partial_fill,0.8,0.8,0.0,0.22683564514469468,-0.054976229910681344
2021-10-29,Equity-option Greek Markowitz,mid_repaired,MSFT_call_put_near,capacity_partial_fill,25.05,25.05,0.0,0.16660680421020244,0.04600380615401048
2021-10-29,Equity-option Greek Markowitz,mid_repaired,NVDA_call_put_near,capacity_partial_fill,11.4,11.4,0.0,0.13877842269351165,0.07348077142071831
2021-10-29,Equity-option Greek Markowitz,mid_repaired,NVDA_call_put_wing,capacity_partial_fill,34.5,34.5,0.0,0.3754324431847494,0.0033378353358110707
2021-10-29,Equity-option Greek Markowitz,mid_repaired,NVDA_put_put_wing,capacity_partial_fill,0.69,0.69,0.0,0.6879781045448599,0.00031293889506335055
2021-10-29,Equity-option Greek Markowitz,mid_repaired,TSLA_call_put_near,capacity_partial_fill,74.05,74.05,0.0,0.9088063442751707,0.0032929650319265653
2021-11-30,Equity-option Greek Markowitz,mid_repaired,JPM_call_call_near,capacity_partial_fill,0.66,0.66,0.0,0.16322556550989045,0.0009812104265719476
2021-11-30,Equity-option Greek Markowitz,mid_repaired,META_call_put_near,capacity_partial_fill,18.3,18.3,0.0,0.3953924997286362,0.02963456552558118
2021-11-30,Equity-option Greek Markowitz,mid_repaired,META_put_call_near,capacity_partial_fill,19.82,19.82,0.0,0.2647125120959041,-0.04844723865708997
2021-11-30,Equity-option Greek Markowitz,mid_repaired,MSFT_call_call_near,capacity_partial_fill,0.83,0.83,0.0,0.19752804818083602,0.013386581565462295
2021-11-30,Equity-option Greek Markowitz,mid_repaired,NVDA_call_put_near,capacity_partial_fill,16.5,16.5,0.0,0.2963961498797561,0.39265359039461056
2021-11-30,Equity-option Greek Markowitz,mid_repaired,NVDA_put_put_near,capacity_partial_fill,3.2,3.2,0.0,0.6803860461674935,-0.004058673126334302
2021-12-31,Equity-option Greek Markowitz,mid_repaired,AAPL_put_call_near,capacity_partial_fill,9.7,9.7,0.0,0.4910801359985606,-0.004062196351854217
2021-12-31,Equity-option Greek Markowitz,mid_repaired,GOOGL_call_put_near,capacity_partial_fill,140.25,140.25,0.0,0.6309360007569651,0.004239392703184347
2021-12-31,Equity-option Greek Markowitz,mid_repaired,JPM_call_atm,capacity_partial_fill,2.53,2.53,0.0,0.7292193579330032,-0.002405026750127297
2021-12-31,Equity-option Greek Markowitz,mid_repaired,JPM_call_call_near,capacity_partial_fill,0.3,0.3,0.0,0.637040216488444,0.00042561042657194746
2021-12-31,Equity-option Greek Markowitz,mid_repaired,JPM_put_atm,capacity_partial_fill,4.7,4.7,0.0,0.20837647856921782,-0.01713877181428746
2021-12-31,Equity-option Greek Markowitz,mid_repaired,JPM_put_put_near,capacity_partial_fill,1.31,1.31,0.0,0.8441013040631506,-0.0006097049874812465
2021-12-31,Equity-option Greek Markowitz,mid_repaired,META_call_put_near,capacity_partial_fill,29.2,29.2,0.0,0.2047656297127881,0.006595584655407563
2021-12-31,Equity-option Greek Markowitz,mid_repaired,META_put_call_near,capacity_partial_fill,14.9,14.9,0.0,0.4952432106114946,-0.03055705338263053
2021-12-31,Equity-option Greek Markowitz,mid_repaired,META_put_put_near,capacity_partial_fill,5.46,5.46,0.0,0.5908840554776063,0.013571605462393745
2021-12-31,Equity-option Greek Markowitz,mid_repaired,MSFT_call_call_near,capacity_partial_fill,2.02,2.02,0.0,0.7749818235810287,0.0037536815654622955
2021-12-31,Equity-option Greek Markowitz,mid_repaired,MSFT_call_put_near,capacity_partial_fill,32.45,32.45,0.0,0.6609609506847117,-0.006522408186040609
2021-12-31,Equity-option Greek Markowitz,mid_repaired,NVDA_call_put_near,capacity_partial_fill,30.28,30.28,0.0,0.5326935823068085,-0.06295474912902567
2021-12-31,Equity-option Greek Markowitz,mid_repaired,TSLA_put_put_wing,capacity_partial_fill,27.8,27.8,0.0,0.33690091168270747,-0.038162060093625265
2022-01-31,Equity-option Greek Markowitz,mid_repaired,AAPL_call_put_near,capacity_partial_fill,13.5,13.5,0.0,0.613940369293621,-0.012309204035193734
2022-01-31,Equity-option Greek Markowitz,mid_repaired,AAPL_put_put_near,capacity_partial_fill,0.81,0.81,0.0,0.7814092658268903,0.003545294316547595
2022-01-31,Equity-option Greek Markowitz,mid_repaired,JPM_call_call_near,capacity_partial_fill,0.27,0.27,0.0,0.3269628099085266,0.0007892104265719475
2022-01-31,Equity-option Greek Markowitz,mid_repaired,META_call_put_near,capacity_partial_fill,23.0,23.0,0.0,0.10461924065296098,-0.047242761090101365
2022-01-31,Equity-option Greek Markowitz,mid_repaired,META_put_put_near,capacity_partial_fill,3.3,3.3,0.0,0.1810508247981523,-0.11138461185298616
2022-01-31,Equity-option Greek Markowitz,mid_repaired,MSFT_call_call_near,capacity_partial_fill,0.58,0.58,0.0,0.4471251876335224,0.009222881565462296
2022-01-31,Equity-option Greek Markowitz,mid_repaired,MSFT_call_put_near,capacity_partial_fill,28.85,28.85,0.0,0.39575351284511784,-0.04360842161274342
2022-01-31,Equity-option Greek Markowitz,mid_repaired,MSFT_put_put_near,capacity_partial_fill,1.83,1.83,0.0,0.6172943364324088,-0.027177870668474522
2022-01-31,Equity-option Greek Markowitz,mid_repaired,NVDA_call_put_near,capacity_partial_fill,20.59,20.59,0.0,0.14213876672182532,-0.11556964912902566
2022-01-31,Equity-option Greek Markowitz,mid_repaired,NVDA_put_put_near,capacity_partial_fill,8.0,8.0,0.0,0.9701801028684631,0.0020476746706385284
2022-02-28,Equity-option Greek Markowitz,mid_repaired,GOOGL_call_put_near,capacity_partial_fill,155.0,155.0,0.0,0.697291123831227,0.008292670583062387
2022-02-28,Equity-option Greek Markowitz,mid_repaired,JPM_call_atm,capacity_partial_fill,2.7,2.7,0.0,0.7934178630425325,-0.00038055707405950366
2022-02-28,Equity-option Greek Markowitz,mid_repaired,JPM_call_call_near,capacity_partial_fill,0.25,0.25,0.0,0.5990906989064684,0.0004701104265719475
2022-02-28,Equity-option Greek Markowitz,mid_repaired,JPM_put_put_near,capacity_partial_fill,1.24,1.24,0.0,0.9702102229907971,-0.00011650498748124592
2022-02-28,Equity-option Greek Markowitz,mid_repaired,META_put_call_near,capacity_partial_fill,26.35,26.35,0.0,0.299936990889328,0.17941131992582374
2022-02-28,Equity-option Greek Markowitz,mid_repaired,META_put_put_near,capacity_partial_fill,7.3,7.3,0.0,0.8736320268856564,-0.04969536128273593
2022-02-28,Equity-option Greek Markowitz,mid_repaired,MSFT_call_call_near,capacity_partial_fill,2.08,2.08,0.0,0.9201950019104442,0.001331281565462296
2022-02-28,Equity-option Greek Markowitz,mid_repaired,MSFT_call_put_near,capacity_partial_fill,15.0,15.0,0.0,0.37203864712607587,-0.04531992161274341
2022-02-28,Equity-option Greek Markowitz,mid_repaired,NVDA_call_put_near,capacity_partial_fill,17.55,17.55,0.0,0.18368321880414487,-0.10997284912902566
2022-02-28,Equity-option Greek Markowitz,mid_repaired,NVDA_put_put_near,capacity_partial_fill,11.55,11.55,0.0,0.9641164772255354,-0.0004130648083647366
2022-04-29,Equity-option Greek Markowitz,mid_repaired,AAPL_call_put_near,capacity_partial_fill,7.81,7.81,0.0,0.46295337916251394,-0.008397225046535159
2022-04-29,Equity-option Greek Markowitz,mid_repaired,AAPL_put_call_near,capacity_partial_fill,10.52,10.52,0.0,0.6119166564116304,-0.0006849447736477285
2022-04-29,Equity-option Greek Markowitz,mid_repaired,JPM_call_atm,capacity_partial_fill,2.72,2.72,0.0,0.6094241817903533,-0.003469026750127296
2022-04-29,Equity-option Greek Markowitz,mid_repaired,JPM_put_atm,capacity_partial_fill,3.85,3.85,0.0,0.8401992715207285,-0.011137466165278099
2022-04-29,Equity-option Greek Markowitz,mid_repaired,META_call_call_near,capacity_partial_fill,2.7,2.7,0.0,0.6393107312347537,0.004173837666030775
2022-04-29,Equity-option Greek Markowitz,mid_repaired,META_call_put_near,capacity_partial_fill,13.4,13.4,0.0,0.79999604129737,0.002433439532571754
2022-04-29,Equity-option Greek Markowitz,mid_repaired,META_put_call_near,capacity_partial_fill,16.25,16.25,0.0,0.3255483088969557,-0.02116657571173594
2022-04-29,Equity-option Greek Markowitz,mid_repaired,META_put_put_near,capacity_partial_fill,4.2,4.2,0.0,0.5646759990208107,0.014441005462393748
2022-04-29,Equity-option Greek Markowitz,mid_repaired,MSFT_call_call_near,capacity_partial_fill,0.37,0.37,0.0,0.3901465193697718,0.010173381565462295
2022-04-29,Equity-option Greek Markowitz,mid_repaired,MSFT_call_put_near,capacity_partial_fill,17.0,17.0,0.0,0.1507553251669164,-0.00566033093134119
2022-04-29,Equity-option Greek Markowitz,mid_repaired,NVDA_call_put_wing,capacity_partial_fill,26.4,26.4,0.0,0.9140963834063462,0.0011926557043675026
2022-04-29,Equity-option Greek Markowitz,mid_repaired,NVDA_put_call_near,capacity_partial_fill,20.75,20.75,0.0,0.7863995487589034,-0.002423513631469523
2022-04-29,Equity-option Greek Markowitz,mid_repaired,TSLA_put_put_wing,capacity_partial_fill,19.5,19.5,0.0,0.4962623141513263,0.012470053224238805
2022-05-31,Equity-option Greek Markowitz,mid_repaired,AAPL_call_put_near,capacity_partial_fill,10.69,10.69,0.0,0.8583058861934584,-0.0045178040351937345
2022-05-31,Equity-option Greek Markowitz,mid_repaired,JPM_call_atm,capacity_partial_fill,3.7,3.7,0.0,0.6248714545034845,-0.003331826750127296
2022-05-31,Equity-option Greek Markowitz,mid_repaired,JPM_put_atm,capacity_partial_fill,4.0,4.0,0.0,0.10560152050330118,-0.02088249159508664
2022-05-31,Equity-option Greek Markowitz,mid_repaired,JPM_put_put_near,capacity_partial_fill,1.37,1.37,0.0,0.2276966591749169,-0.003020404987481247
2022-05-31,Equity-option Greek Markowitz,mid_repaired,META_call_put_near,capacity_partial_fill,16.21,16.21,0.0,0.1628288554749608,-0.03452515167013619
2022-05-31,Equity-option Greek Markowitz,mid_repaired,META_call_put_wing,capacity_partial_fill,26.21,26.21,0.0,0.16066420621176844,0.03905219670270975
2022-05-31,Equity-option Greek Markowitz,mid_repaired,META_put_call_near,capacity_partial_fill,13.2,13.2,0.0,0.3886545964677502,0.009948167004720775
2022-05-31,Equity-option Greek Markowitz,mid_repaired,META_put_put_near,capacity_partial_fill,5.8,5.8,0.0,0.9826061746787501,0.0005770054623937453
2022-05-31,Equity-option Greek Markowitz,mid_repaired,MSFT_put_put_near,capacity_partial_fill,6.16,6.16,0.0,0.8395502814867004,-0.0009601565468618607
2022-05-31,Equity-option Greek Markowitz,mid_repaired,TSLA_call_atm,capacity_partial_fill,55.65,55.65,0.0,0.6874720129838323,-0.009360537440245934
2022-05-31,Equity-option Greek Markowitz,mid_repaired,TSLA_put_put_wing,capacity_partial_fill,14.2,14.2,0.0,0.29828253379677605,-0.07572310109462253
2022-06-30,Equity-option Greek Markowitz,mid_repaired,AAPL_call_put_near,capacity_partial_fill,16.17,16.17,0.0,0.26371679188600167,-0.023475804035193733
2022-06-30,Equity-option Greek Markowitz,mid_repaired,AAPL_put_put_near,capacity_partial_fill,1.0,1.0,0.0,0.8685035015172645,0.0023680502025836057
2022-06-30,Equity-option Greek Markowitz,mid_repaired,GOOGL_call_put_near,capacity_partial_fill,145.0,145.0,0.0,0.953368261119122,0.0013475426637972244
2022-06-30,Equity-option Greek Markowitz,mid_repaired,JPM_put_atm,capacity_partial_fill,4.2,4.2,0.0,0.11570253550796479,0.2607619319026965
2022-06-30,Equity-option Greek Markowitz,mid_repaired,JPM_put_put_near,capacity_partial_fill,1.03,1.03,0.0,0.6426134125080305,0.014845528416725906
2022-06-30,Equity-option Greek Markowitz,mid_repaired,META_put_call_near,capacity_partial_fill,9.01,9.01,0.0,0.2953702083183679,0.14041531613465738
2022-06-30,Equity-option Greek Markowitz,mid_repaired,META_put_put_near,capacity_partial_fill,3.05,3.05,0.0,0.2730684143246858,-0.10444343760435627
2022-06-30,Equity-option Greek Markowitz,mid_repaired,MSFT_call_call_near,capacity_partial_fill,2.27,2.27,0.0,0.8219075484804123,0.0029708815654622945
2022-06-30,Equity-option Greek Markowitz,mid_repaired,MSFT_put_put_near,capacity_partial_fill,1.5,1.5,0.0,0.5826424437265656,-0.0013882352044914776
2022-06-30,Equity-option Greek Markowitz,mid_repaired,NVDA_call_put_wing,capacity_partial_fill,22.7,22.7,0.0,0.12351183275788132,-0.017719686484564096
2022-06-30,Equity-option Greek Markowitz,mid_repaired,TSLA_put_put_wing,capacity_partial_fill,20.05,20.05,0.0,0.8099356449926002,-0.0022692240506372594
2022-07-29,Equity-option Greek Markowitz,mid_repaired,AAPL_call_call_near,capacity_partial_fill,0.29,0.29,0.0,0.5383319199568812,0.0007512603174794655
