Universe Family,Basis,Strategy,Realized Value,Path P05 Sharpe,Path P25 Sharpe,Path P50 Sharpe,Path P75 Sharpe,Path P95 Sharpe,Path P50 Max Drawdown,P Sharpe Less Than 0,P Max Drawdown Less Than -0.5,P Default
resampled,full_spread_post_cost,Beta/delta-neutral + VIX,0.6779192503574191,-0.003538205258500311,0.40117423497623506,0.6578553588739608,0.9185354524990574,1.3054613219409745,-0.514306459010744,0.051,0.541,0.0
resampled,full_spread_post_cost,Cost-aware Sortino + VIX,0.046563442621254766,-0.8174310545551027,-0.28858379963343567,0.049628573527011666,0.3629750610411478,0.8282256865094084,-1.0,0.459,1.0,0.616
resampled,full_spread_post_cost,Delta-matched equities,1.1763702732937484,0.4177989889896193,0.8849798872060879,1.2154813789399777,1.6134232512243192,2.1831270105999803,-0.7874726831434019,0.007,0.903,0.0
resampled,full_spread_post_cost,Equal premium,-0.15639381474734906,-0.7960015116553594,-0.375084517275408,-0.15776179661148815,0.03817068956344886,0.2905400497919013,-0.985434443737074,0.703,1.0,0.0
resampled,full_spread_post_cost,Equal risk,-0.10651899845248258,-0.6772491204790351,-0.3389497914066799,-0.1066694954023051,0.12563640608980362,0.41218899986610863,-0.9163287175324142,0.621,0.998,0.0
resampled,full_spread_post_cost,Equity-option Greek Markowitz,0.9134753475315867,0.15958603950701325,0.6142609423220786,0.8938604680905995,1.1753620385576935,1.5619405089520277,-0.42488324221269036,0.024,0.275,0.0
resampled,full_spread_post_cost,Greek Markowitz + VIX,0.29431840025235295,-0.39888489502270835,0.018018179749806785,0.2690217745408148,0.52224711017047,0.865647524157862,-0.6565558046144264,0.236,0.863,0.0
resampled,full_spread_post_cost,Underlying Markowitz,0.9088833301008382,0.13348581855170533,0.6037614912442267,0.9393455811826765,1.2758856823808598,1.7631496289230757,-0.23494902581656302,0.026,0.013,0.0
resampled,full_spread_post_cost,VIX hedge sleeve,-1.7767478772756302,-2.274583146385053,-2.0156315296394904,-1.8296604620707784,-1.6152415000288467,-1.2792894207417553,-1.0,1.0,1.0,0.623
resampled,gross,Beta/delta-neutral + VIX,1.4135317239912606,0.7369543740747321,1.1407515663151209,1.4275527934414667,1.7279596250328801,2.158905548116827,-0.5472865369307156,0.0,0.595,0.0
resampled,gross,Cost-aware Sortino + VIX,1.0144053186224946,0.43112264796523664,0.7816369614054736,1.0057232763868975,1.2480141081862988,1.573730985470202,-1.0,0.008,1.0,0.905
resampled,gross,Delta-matched equities,1.1763702732937484,0.4177989889896193,0.8849798872060879,1.2154813789399777,1.6134232512243192,2.1831270105999803,-0.7874726831434019,0.007,0.903,0.0
resampled,gross,Equal premium,-0.02955676336526383,-0.6930706093660816,-0.2625679035829363,-0.0328044457098828,0.19708583132443253,0.4713589991392305,-0.9997924210716822,0.546,1.0,0.0
resampled,gross,Equal risk,0.08183086586465663,-0.6024652349734874,-0.16922188635789348,0.08532139220105843,0.3340472044658274,0.6687447251099143,-0.9827214062348945,0.409,1.0,0.0
resampled,gross,Equity-option Greek Markowitz,0.8421194565895301,0.08496685715517055,0.52928108741832,0.8640545417285963,1.2040121152893215,1.6565146957511154,-0.8418149920562052,0.038,0.984,0.0
resampled,gross,Greek Markowitz + VIX,1.374388539995489,0.6432784947000147,1.0679852775937237,1.3906989562981105,1.72131860531852,2.2363046067103953,-0.6038371377318226,0.002,0.803,0.0
resampled,gross,Underlying Markowitz,0.9088833301008382,0.13348581855170533,0.6037614912442267,0.9393455811826765,1.2758856823808598,1.7631496289230757,-0.23494902581656302,0.026,0.013,0.0
resampled,gross,VIX hedge sleeve,-6.429184989935395,-9.234219561033589,-7.291293266020625,-6.399613209323359,-5.730080861129725,-4.992673980232725,-1.0,1.0,1.0,1.0
resampled_stratified,full_spread_post_cost,Beta/delta-neutral + VIX,0.6779192503574191,0.0011967727639113845,0.40818458880148534,0.6559543133646142,0.938331353063852,1.3171241039728152,-0.5836072544496895,0.049,0.703,0.0
resampled_stratified,full_spread_post_cost,Cost-aware Sortino + VIX,0.046563442621254766,-0.6648249260321377,-0.23364819078146237,0.04395938985060556,0.32565539949146705,0.6968044985846922,-1.0,0.463,1.0,0.691
resampled_stratified,full_spread_post_cost,Delta-matched equities,1.1763702732937484,0.8097699214927008,1.0231825805641723,1.1959654553330523,1.3763037221162124,1.6174540852944461,-0.8335074105495233,0.0,0.993,0.0
resampled_stratified,full_spread_post_cost,Equal premium,-0.15639381474734906,-0.8481141807302155,-0.39262418169302293,-0.16256058792696715,0.03157325565214883,0.297457010533967,-0.9867126106958828,0.7,1.0,0.0
resampled_stratified,full_spread_post_cost,Equal risk,-0.10651899845248258,-0.7726139777692922,-0.35008511625611566,-0.12378668856716782,0.12272988544431962,0.4261497095983234,-0.9287999361376065,0.639,0.998,0.0
resampled_stratified,full_spread_post_cost,Equity-option Greek Markowitz,0.9134753475315867,0.3149625531652011,0.6666008912925458,0.9145916666998336,1.1356010005101909,1.440464181819664,-0.3813141927206041,0.005,0.138,0.0
resampled_stratified,full_spread_post_cost,Greek Markowitz + VIX,0.29431840025235295,-0.3404024661248662,0.04718116989780879,0.27286294602370864,0.5236979688464867,0.8799406414026613,-0.6728909197018248,0.222,0.882,0.0
resampled_stratified,full_spread_post_cost,Underlying Markowitz,0.9088833301008382,0.4722251443220043,0.7477030904241304,0.9291386256332741,1.088663397859945,1.3247251426655695,-0.25977719596211324,0.001,0.0,0.0
resampled_stratified,full_spread_post_cost,VIX hedge sleeve,-1.7767478772756302,-2.1388946990591533,-1.9317972428472956,-1.7966670366559088,-1.650654173671009,-1.4268297047010166,-1.0,1.0,1.0,0.712
resampled_stratified,gross,Beta/delta-neutral + VIX,1.4135317239912606,0.6583163921501274,1.0917969496958102,1.4068356300146245,1.7089796848165226,2.1594038464588956,-0.548247978725483,0.001,0.645,0.0
resampled_stratified,gross,Cost-aware Sortino + VIX,1.0144053186224946,0.539411883384545,0.8370040406808806,1.0217007607563742,1.1964700951423917,1.4536662286374482,-1.0,0.001,1.0,0.958
resampled_stratified,gross,Delta-matched equities,1.1763702732937484,0.8097699214927008,1.0231825805641723,1.1959654553330523,1.3763037221162124,1.6174540852944461,-0.8335074105495233,0.0,0.993,0.0
resampled_stratified,gross,Equal premium,-0.02955676336526383,-0.7238165881290162,-0.2958816265205987,-0.041281104406854265,0.19043601330722754,0.4765715481593938,-0.9998309094731317,0.544,1.0,0.0
resampled_stratified,gross,Equal risk,0.08183086586465663,-0.5669377703045784,-0.19690766299291307,0.07199303762973536,0.31122913110391726,0.6236179891658093,-0.9856545601138345,0.432,1.0,0.0
resampled_stratified,gross,Equity-option Greek Markowitz,0.8421194565895301,0.29014378627149234,0.6382885796593671,0.852810675399243,1.051342075125336,1.358308371278791,-0.7921414996861409,0.006,0.985,0.0
resampled_stratified,gross,Greek Markowitz + VIX,1.374388539995489,0.6955521855623873,1.0861272677845366,1.3733751973869386,1.65715016760052,2.1032407646422047,-0.572586988481006,0.0,0.708,0.0
resampled_stratified,gross,Underlying Markowitz,0.9088833301008382,0.4722251443220043,0.7477030904241304,0.9291386256332741,1.088663397859945,1.3247251426655695,-0.25977719596211324,0.001,0.0,0.0
resampled_stratified,gross,VIX hedge sleeve,-6.429184989935395,-9.490440626020712,-7.567601056009722,-6.512075406671497,-5.739314163600191,-4.8874278865164245,-1.0,1.0,1.0,1.0
