snap_date,Equity-option Greek Markowitz::mid,Greek Markowitz + VIX::mid,Beta/delta-neutral + VIX::mid,Cost-aware Sortino + VIX::mid,Equal premium::mid,Equal risk::mid,VIX hedge sleeve::mid,Equity-option Greek Markowitz::half_spread,Greek Markowitz + VIX::half_spread,Beta/delta-neutral + VIX::half_spread,Cost-aware Sortino + VIX::half_spread,Equal premium::half_spread,Equal risk::half_spread,VIX hedge sleeve::half_spread,Equity-option Greek Markowitz::full_spread,Greek Markowitz + VIX::full_spread,Beta/delta-neutral + VIX::full_spread,Cost-aware Sortino + VIX::full_spread,Equal premium::full_spread,Equal risk::full_spread,VIX hedge sleeve::full_spread
2021-12-31,0.03477204029859804,0.005252409726733964,-0.022997393270937083,-0.28593330766073677,-0.26738961882977375,-0.09717580013623023,-0.6756054054054055,0.032685054225227106,-0.01177357267217094,-0.040357876059735176,-0.30361337541584865,-0.27989466814983843,-0.106513037225069,-0.7256054054054055,0.030598068151856228,-0.028799555071075844,-0.05771835884853321,-0.32129344317096054,-0.2923997174699031,-0.11585027431390776,-0.7756054054054056
2022-01-31,-0.05986967334849608,-0.09172613424067182,0.016377942441108656,-0.49174835794817356,0.2873375591757328,0.4438205521654869,0.0,-0.062037005188641026,-0.09513424364177542,0.011786403927732725,-0.4957039169767926,0.27904930847633524,0.43835326522172335,0.0,-0.06420433702878603,-0.09854235304287902,0.007194865414356794,-0.4996594760054117,0.2707610577769377,0.4328859782779598,0.0
2022-02-28,-0.12066955655858191,-0.10582073862047467,-0.056294004185590454,0.009545526640926782,0.0777713266434728,0.11014043381590188,-0.33773693693693685,-0.12291586931211623,-0.12259117024777219,-0.07331667168364837,-0.006624030613621157,0.06681032416734389,0.10127404478363282,-0.36273693693693687,-0.1251621820656506,-0.1393616018750697,-0.0903393391817063,-0.022793587868169207,0.055849321691214954,0.09240765575136377,-0.3877369369369368
2022-04-29,0.07711877847763826,0.22130548235008007,0.18304411398461184,-0.039015560137766934,-0.3981380339552553,-0.32052145505262963,-0.06952514619883032,0.07457079288246611,0.2036021352589437,0.16464230441363784,-0.04322784437214439,-0.4103365818856149,-0.32991715118506515,-0.09452514619883023,0.07202280728729396,0.1858987881678073,0.14624049484266383,-0.04744012860652186,-0.42253512981597446,-0.33931284731750067,-0.11952514619883026
2022-05-31,0.07307587932765269,0.009019623616121575,0.12855299793329633,0.015999474959061066,-0.08668971415434674,-0.017606720889824345,0.0,0.06993740190236025,0.0037667168020569797,0.12103595053103072,4.930270250014246e-05,-0.0976345876533843,-0.02554520299744388,0.0,0.06679892447706781,-0.00148619001200756,0.11351890312876511,-0.015900869554060892,-0.10857946115242186,-0.03348368510506343,0.0
2022-06-30,-0.08838075736268441,0.022861405786409827,0.05731796352030949,-0.17297118528461342,0.08324325134889948,0.11907998383630908,2.7755575615628914e-17,-0.09078537943943171,0.00586869112978583,0.03986057538758875,-0.18980774818713253,0.07250609110020934,0.11085689738011217,2.7755575615628914e-17,-0.09319000151617896,-0.011124023526838195,0.022403187254868007,-0.20664431108965142,0.06176893085151913,0.10263381092391527,2.7755575615628914e-17
2022-07-29,-0.05584677757804962,0.00882962071425672,-0.10297017934707083,-0.03259229000111907,-0.32747728221023964,-0.2575076293646315,0.0,-0.05717983169793933,0.004304451674722043,-0.11937553832378642,-0.04856064481939926,-0.33914627783488893,-0.2653065689722147,0.0,-0.05851288581782904,-0.0002207173648126337,-0.13578089730050202,-0.06452899963767955,-0.3508152734595382,-0.27310550857979793,0.0
2022-08-31,-0.050930220313829044,0.0032805815948777073,-0.02282491866479186,-0.4806647428534775,-0.2973240149356871,-0.2418871678362575,0.0,-0.053239758432136214,0.0014484687447833267,-0.024607057062331406,-0.4833655012522573,-0.3005968498962543,-0.24519366014010927,0.0,-0.055549296550443356,-0.00038364410531108173,-0.026389195459871007,-0.4860662596510371,-0.3038696848568215,-0.24850015244396098,0.0
2022-09-30,0.0982827963385727,0.09688399518502155,0.18171949451017,0.019555636363636414,-0.08892861049533396,0.030860032947275934,0.0,0.09713432806389968,0.09370388148635456,0.17636160379090443,0.018055636363636413,-0.09766873440433277,0.02355037836071122,0.0,0.09598585978922666,0.09052376778768753,0.17100371307163892,0.01655563636363641,-0.10640885831333163,0.01624072377414651,0.0
2022-10-31,-0.02956957949217836,-0.0384809535545437,-0.06915061426519879,0.1948947555555557,-0.009320836575703595,-0.08606878849836141,-0.3369540740740741,-0.03156651535792299,-0.04273822987555356,-0.07599617473041331,0.17989475555555579,-0.01845024438045703,-0.09315058125351802,-0.3619540740740742,-0.03356345122366763,-0.0469955061965634,-0.08284173519562782,0.16489475555555577,-0.027579652185210413,-0.10023237400867466,-0.3869540740740741
2022-11-30,0.14731345277256935,0.011598493877557764,0.06580617912540261,0.01941108433734942,0.055776206465682016,0.13485768670812198,0.0,0.14574973432448787,0.007108731861451584,0.06019696112008714,0.01791108433734942,0.04775722265531722,0.12709380369433898,0.0,0.1441860158764064,0.002618969845345376,0.054587743114771645,0.01641108433734942,0.03973823884495241,0.11932992068055594,0.0
2022-12-30,-0.007815280983041573,-0.14520606127313854,-0.09804161333353491,-0.1516430028985507,0.048748959433397784,0.15291026821921277,0.0,-0.010082257784405746,-0.15016251555544646,-0.11524942884858518,-0.15422580544632142,0.038448027808706056,0.14455527825734954,0.0,-0.01234923458576992,-0.15511896983775436,-0.13245724436363543,-0.15680860799409213,0.028147096184014328,0.13620028829548625,0.0
2023-01-31,-0.028233531200288098,0.06788357493735536,0.0433722013930421,0.01934826666666689,0.1229503942054086,0.055808113980563845,0.0,-0.029780196629607958,0.06343502654131289,0.03660852080665619,0.017848266666666945,0.11464371045638452,0.05068314073976024,0.0,-0.03132686205892787,0.058986478145270416,0.02984484022027027,0.01634826666666689,0.10633702670736045,0.045558167498956664,0.0
2023-02-28,0.014367556133126513,0.07774195301041559,0.11711212593583342,0.4232319829595885,-0.07958030018116907,0.009628932780486488,0.0,0.01320780707150132,0.07358773078550718,0.11037890651379256,0.42086463602081303,-0.08883891588099807,0.002453495012076562,0.0,0.012048058009876128,0.06943350856059882,0.1036456870917517,0.41849728908203754,-0.09809753158082701,-0.004721942756333364,0.0
2023-03-31,-0.050490230469406594,-0.10641352132879633,0.008655189208668035,0.019291594202898388,0.013090719994750089,-0.03674803875407606,0.0,-0.05201864952213153,-0.11071048278039841,-0.008158475608280424,0.017791594202898775,0.003611303321987114,-0.04431280848522967,0.0,-0.05354706857485658,-0.11500744423200049,-0.024972140425228773,0.016291594202898718,-0.00586811335077575,-0.05187757821638328,0.0
2023-04-28,-0.06192340572384723,-0.25097065366973,-0.20393960968540706,-0.11054358580359169,-0.11261821363501481,-0.0225643365761626,-0.33936790123456795,-0.06381275900251321,-0.26821652246614636,-0.22155426190603228,-0.11262790522234223,-0.12289760944178452,-0.03135365354479966,-0.36436790123456786,-0.06570211228117918,-0.28546239126256273,-0.23916891412665753,-0.11471222464109276,-0.13317700524855422,-0.04014297051343671,-0.389367901234568
2023-05-31,0.032924531461987316,0.05792504837740825,0.02014237631735305,0.01951119999999995,0.14937607532079797,-0.029488016018934547,-0.3414799999999999,0.03185905638815517,0.0549912405474407,0.014804835806042582,0.018011200000000116,0.14050472929004063,-0.034238725276868054,-0.3664799999999999,0.030793581314323082,0.05205743271747315,0.009467295294732114,0.01651120000000006,0.13163338325928334,-0.038989434534801554,-0.39147999999999983
2023-06-30,0.08517809230743056,0.21682699848552933,0.2593531651533849,0.7435956254466716,0.2685739413222804,0.28416697135152436,0.0,0.08365315973508547,0.21163583913512565,0.2521169437420302,0.7411913701275226,0.25841051913301455,0.27622680572127933,0.0,0.08212822716274037,0.20644467978472195,0.24488072233067548,0.7387871148083736,0.24824709694374866,0.26828664009103426,0.0
2023-07-31,-0.034873643049424974,0.03759479968239561,0.06750344037705727,0.06223396736540554,-0.20686325831516716,-0.11083541782713166,-0.34173195876288653,-0.036852364306457205,0.033079386615935846,0.06022005553861849,0.06019062406297693,-0.21581175110472245,-0.11839003348251728,-0.36673195876288667,-0.03883108556348944,0.028563973549476082,0.05293667070017971,0.058147280760548314,-0.2247602438942778,-0.1259446491379029,-0.3917319587628866
2023-08-31,0.1569998468592853,0.08237116501804795,0.17087245105423884,0.01904156862745099,0.04280047187419789,0.2931215112684714,0.0,0.15577818592447656,0.07936041082045306,0.16562023471288406,0.017541568627450987,0.035357542731445424,0.2870841033117606,0.0,0.15455652498966782,0.07634965662285816,0.1603680183715293,0.016041568627450986,0.02791461358869285,0.2810466953550499,0.0
2023-09-29,0.16322092212005235,0.22616030287102265,0.20426197150309094,-0.11044183829216775,-0.05469492294746306,-0.03275943189102998,0.0,0.16213455971861365,0.21099826486507628,0.18947220174280643,-0.11260862620031165,-0.0618602705458699,-0.038945928012105224,0.0,0.16104819731717496,0.19583622685912988,0.1746824319825219,-0.11477541410845549,-0.06902561814427677,-0.04513242413318047,0.0
2023-10-31,-0.007606481950784838,0.11655808399834547,0.09304639214645316,-0.11025577407747317,-0.23810845334216094,-0.1598635465289995,-0.07556321839080438,-0.00955685161320563,0.0998998522729958,0.07639672301707023,-0.11226618748278488,-0.24824106675120036,-0.16788236330756953,-0.1005632183908044,-0.011507221275626422,0.08324162054764614,0.05974705388768728,-0.1142766008880966,-0.25837368016023976,-0.1759011800861395,-0.12556321839080442
2023-11-30,-0.024302935601661968,-0.15478921685677471,-0.07630525746007238,-0.1720844586347714,0.6708310198693488,0.43964195178086074,0.0,-0.025318920851184257,-0.17088465278884635,-0.092480654952174,-0.1876347491976893,0.6611517056561285,0.43199074350459554,0.0,-0.026334906100706545,-0.18698008872091793,-0.10865605244427559,-0.2031850397606072,0.6514723914429081,0.42433953522833023,0.0
2023-12-29,0.04194638663588858,0.002568330963613752,0.04566910676299615,0.07809686804142418,-0.16371490173272263,-0.12756957009625935,0.0,0.039452745981234785,-0.014714499375500456,0.02835119493761715,0.07480041336702548,-0.17176737023550503,-0.13480108463020385,0.0,0.036959105326581004,-0.031997329714614664,0.01103328311223815,0.07150395869262677,-0.17981983873828744,-0.14203259916414834,0.0
2024-01-31,0.5176777597297825,0.33582946528153845,0.48764261328277253,0.6240843163287813,0.4140921778497698,0.2846099076006612,0.0,0.515772505422186,0.33146783863351414,0.472134969917007,0.6211782137454427,0.4057425550468373,0.27793297800626393,0.0,0.5138672511145896,0.3271062119854897,0.4566273265512414,0.6182721111621041,0.3973929322439048,0.2712560484118667,0.0
2024-02-29,0.21855290947123523,0.37399079298169485,0.3413313233453494,0.8280030142108965,0.09162372350097074,0.08575007835553305,0.0,0.21571201882301455,0.3570413128653582,0.3246011184913997,0.8122973607051922,0.08103450363324774,0.07743314590645338,0.0,0.21287112817479387,0.3400918327490215,0.3078709136374501,0.7965917071994879,0.07044528376552472,0.06911621345737369,0.0
2024-04-30,0.37191757604564735,0.30769250186666725,0.3839064297132123,0.1865621303474737,0.0737773587401214,0.17243417674288677,0.0,0.37018929168230774,0.29121813866225565,0.36739916177304877,0.18339925078460573,0.06542361988852138,0.16574008146547256,0.0,0.36846100731896814,0.27474377545784406,0.3508918938328851,0.18023637122173775,0.0570698810369214,0.15904598618805835,0.0
2024-05-31,-0.14208692732834738,-0.35264414332667127,-0.30340820184937267,-0.08351747382038144,0.09608617058506996,0.07771112023307564,0.0,-0.1451392628932372,-0.36999880626747095,-0.3210225399456299,-0.0865746592471408,0.08520488668964193,0.06917960970358772,0.0,-0.148191598458127,-0.38735346920827074,-0.338636878041887,-0.0896318446739004,0.0743236027942139,0.060648099174099815,0.0
2024-06-28,0.21654543612247243,0.17352739805418338,0.2044993872432589,0.7429095385641545,0.22667126031838528,0.10745250943159765,0.0,0.2140555852082441,0.1566676485287562,0.18744621783714943,0.7258992521265388,0.21671231115021797,0.09961674817324742,0.0,0.21156573429401584,0.13980789900332902,0.17039304843103992,0.708888965688923,0.20675336198205066,0.0917809869148972,0.0
2024-07-31,0.22209933748452948,0.2174496806660056,0.2695819844831998,0.47039900225477105,0.01122004936293991,0.016942054056467787,-0.34291764705882344,0.2197844264154054,0.21361006297347954,0.26359858398925107,0.4669347783753146,0.00150569133928935,0.008797636646471652,-0.36791764705882346,0.2174695153462814,0.20977044528095343,0.2576151834953023,0.4634705544958583,-0.008208666684361265,0.0006532192364755163,-0.3929176470588235
2024-08-30,-0.011918166875483638,-0.02960855080754623,0.08874214361967568,-0.13772009873107716,-0.3190897076554242,-0.2902878629528425,0.0,-0.015028564616198448,-0.0354429457679426,0.07060678834844909,-0.14107023987184247,-0.3309193065112718,-0.2991895785722419,0.0,-0.01813896235691323,-0.04127734072833897,0.052471433077222504,-0.1444203810126078,-0.3427489053671195,-0.3080912941916413,0.0
2024-09-30,0.019298856365264072,-0.117881709669577,0.04015309840030909,-0.154153948096026,0.07066108856335096,-0.019898237498455814,-0.35066666666666657,0.01820895022938457,-0.12261367213873509,0.02379942491775225,-0.15631617677060994,0.06103539093456714,-0.027047117818502033,-0.3756666666666666,0.017119044093505065,-0.12734563460789317,0.007445751435195436,-0.15847840544519387,0.05140969330578332,-0.034195998138548254,-0.4006666666666666
2024-10-31,-0.06395589730399975,0.17792373215013652,0.09950450003906419,-0.33207898949795733,-0.04035420140951895,-0.014917890876218476,0.0,-0.06571347992105547,0.16219148524043886,0.08403769115142634,-0.33473734412526746,-0.049063713552534804,-0.022389436285390196,0.0,-0.06747106253811119,0.14645923833074126,0.06857088226378849,-0.3373956987525776,-0.0577732256955506,-0.02986098169456189,0.0
2024-11-29,0.359349453870144,0.2265689349074857,0.22431291070405757,1.28724644777528,0.009756444807162784,-0.04584365045845375,-0.680788908260689,0.3571205250529473,0.209753967014638,0.2075145052292079,1.270756953308167,-0.0026392982960291925,-0.054710820577022326,-0.7307889082606891,0.3548915962357505,0.1929389991217903,0.19071609975435816,1.2542674588410545,-0.015035041399221162,-0.0635779906955909,-0.7807889082606891
2024-12-31,0.07062419344866838,0.3587487633182088,0.277741576508694,0.019022400000000328,0.17879944212234763,0.16388656570544463,0.0,0.06927590202507938,0.3441811307532343,0.2642228252422709,0.01752240000000027,0.170715538565725,0.15670966604397624,0.0,0.06792761060149038,0.3296134981882599,0.2507040739758477,0.016022400000000214,0.1626316350091024,0.1495327663825079,0.0
2025-01-31,0.10342429473882453,-0.046901547752649965,0.0017906747744335363,-0.18657257781371395,-0.2363139709752526,-0.19569208611114922,-0.33895172413793107,0.1014439361505361,-0.06378654598034689,-0.015375674195223295,-0.1899044847159983,-0.24703999833231982,-0.20381737689646962,-0.363951724137931,0.09946357756224766,-0.08067154420804382,-0.03254202316488012,-0.19323639161828265,-0.257766025689387,-0.21194266768179004,-0.3889517241379311
2025-02-28,-0.06104564730683437,-0.058272628225188444,-0.11244830217685817,0.10820454358443013,-0.03964271675435327,0.007852107394138663,0.0,-0.06304597506539061,-0.06365250367966346,-0.1197846761456039,0.10451434675081953,-0.05058333061990147,-0.0005980393501116288,0.0,-0.06504630282394686,-0.06903237913413851,-0.12712105011434963,0.10082414991720892,-0.06152394448544968,-0.009048186094361893,0.0
2025-04-30,-0.0659877670186238,-0.003197548373526621,-0.06233128411857141,-0.29976803193287294,-0.12354531329943916,-0.019739513641768,-0.1849117647058826,-0.06900508408142228,-0.02062777337211716,-0.07991703128222617,-0.31812399864276497,-0.1346255067876858,-0.02772077875093738,-0.20991176470588263,-0.07202240114422079,-0.038057998370707724,-0.09750277844588093,-0.3364799653526571,-0.14570570027593246,-0.03570204386010676,-0.2349117647058826
2025-05-30,0.049530017551937866,-0.17388568614719535,-0.09591897950472295,1.330099683589097,0.9597858970666103,0.43335761136351925,0.0,0.04758959657825612,-0.1902625217015902,-0.11219236565398327,1.3267612030481342,0.9493577927764877,0.42574872039472134,0.0,0.0456491756045746,-0.20663935725598503,-0.1284657518032436,1.3234227225071713,0.938929688486365,0.41813982942592354,0.0
2025-06-30,0.006849676586192302,0.15317630221606843,0.11846822616958823,0.019373333333333354,-0.2901270989859688,-0.21351956447129392,-0.19502953586497895,0.004542659035208452,0.13592281113917462,0.10104308794291113,0.017873333333333352,-0.3005308095767847,-0.22197583647752786,-0.22002953586497886,0.0022356414842246083,0.11866932006228081,0.08361794971623403,0.01637333333333335,-0.3109345201676007,-0.23043210848376186,-0.2450295358649789
2025-07-31,-0.07733086717164483,-0.1138778724264354,-0.06483755147554504,0.03402662365591308,-0.17890349986212256,-0.20276856577311098,0.0,-0.07905202710199383,-0.13040913769067786,-0.08185072197159801,0.019026623655913066,-0.18968997925459208,-0.2115488578337517,0.0,-0.08077318703234282,-0.14694040295492033,-0.09886389246765098,0.004026623655913053,-0.20047645864706154,-0.2203291498943925,0.0
2025-08-29,0.016692210729139352,0.06865222675024367,0.09950906462474973,-0.09786803449244574,-0.21179210281271207,-0.16547358269270113,0.0,0.013278057414499512,0.061884428475825176,0.09138013370521197,-0.10010594644412496,-0.2242001226413788,-0.17531767233161827,0.0,0.00986390409985967,0.05511663020140667,0.08325120278567419,-0.10234385839580418,-0.23660814247004555,-0.18516176197053535,0.0
2025-09-30,0.34588978964261713,0.4484928665074439,0.399670737371483,-0.03049854127486551,0.46440440413161366,0.35028916177538166,0.0,0.3437253327244342,0.4316869081666257,0.38299998619618286,-0.0327741314015535,0.4533714045691314,0.34215667000437544,0.0,0.34156087580625116,0.4148809498258075,0.36632923502088277,-0.03504972152824193,0.44233840500664906,0.3340241782333692,0.0
2025-10-31,-0.15939330145699512,0.05070068522022367,0.02074570688613281,-0.28135716088317164,-0.43554016210442853,-0.3587532153408831,0.0,-0.16140075370091864,0.03325067909535789,0.002823095005022924,-0.28393213291899844,-0.4462255908990112,-0.3670513148689598,0.0,-0.16340820594484212,0.01580067297049212,-0.01509951687608696,-0.28650710495482523,-0.4569110196935939,-0.3753494143970364,0.0
2025-11-28,-0.2409313847954604,-0.22771123797121498,-0.2700898524611114,-0.6784491419609954,0.04709466925476282,0.057632527069643225,0.0,-0.24466494416485948,-0.2340240040999779,-0.27835208885660395,-0.6831404294950271,0.033346015647449594,0.04645546367697355,0.0,-0.2483985035342586,-0.24033677022874078,-0.2866143252520965,-0.6878317170290588,0.019597362040136374,0.035278400284303874,0.0
2025-12-31,0.05042381614341989,-0.033486907384624315,0.0023523129782626606,0.019468695652173948,-0.24909544321662624,-0.16676154067499593,0.0,0.048431304095708325,-0.05014878229779132,-0.014672566889579602,0.017968695652173947,-0.2578729617762019,-0.1742979533636838,0.0,0.04643879204799675,-0.06681065721095833,-0.03169744675742192,0.016468695652173945,-0.26665048033577754,-0.18183436605237174,0.0
2026-01-30,-0.07701101450702447,-0.05361676561029817,0.084154192335994,-0.17070358381502876,-0.23052693192836235,-0.18958348253527335,0.0,-0.07823774218311932,-0.05580533756430836,0.07063627623073365,-0.1713899902753248,-0.24049470927487374,-0.19731612608984742,0.0,-0.07946446985921421,-0.05799390951831855,0.057118360125473285,-0.17207639673562097,-0.2504624866213851,-0.20504876964442145,0.0
2026-02-27,-0.06229565532249623,0.08960002874393105,0.16245427957913477,0.01961206349206368,-0.2668899336366219,-0.18947750024449542,-0.2107624309392263,-0.06559534753143051,0.072114909141556,0.14469379498889923,0.018112063492063735,-0.27817730590209044,-0.1983558662191647,-0.23576243093922633,-0.06889503974036479,0.054629789539180934,0.12693331039866365,0.016612063492063678,-0.28946467816755894,-0.207234232193834,-0.26076243093922635
2026-03-31,-0.017538153483941304,0.11129788392095549,0.10977197415025165,-0.28139967129673965,-0.34164828029503624,-0.1531031452862911,-0.6882289830844167,-0.019864749390833825,0.09447438718607531,0.09283547818345468,-0.2838828549980386,-0.3524724243981665,-0.16064015311111507,-0.7632289830844167,-0.022191345297726317,0.07765089045119511,0.07589898221665772,-0.2863660386993376,-0.36329656850129677,-0.16817716093593899,-0.8382289830844166
2026-04-30,0.15106626502405304,-0.18420660888304796,-0.23054749162276467,-1.3904617187759827,1.5964035428174177,0.7903705384092312,-0.3391942446043167,0.144952500536312,-0.20395518483701025,-0.25165784071650144,-1.4060776608049683,1.5809168825524682,0.7775379525127979,-0.3641942446043166,0.13883873604857092,-0.2237037607909726,-0.27276818981023815,-1.4216936028339537,1.5654302222875185,0.7647053666163646,-0.3891942446043165
