expiration,scalar_status,scalar_url,scalar_file,scalar_sha256,scalar_error,component_status,component_url,component_file,component_sha256,component_error,parsed_settlement,settlement_value,Year
2022-06-15,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2022/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2022.json,aebd26ef6e3aad1f1e5c88fead273414912580fff397cfad8b68c8dc9dd961ae,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2022/06/soq_vxs_20220615.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2022/soq_vxs_20220615.csv,dd736a4c86e281b226aa8ef5a3738fd37640ae3659dcdaabc606c593eb73c921,,True,31.0,2022
2022-07-20,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2022/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2022.json,aebd26ef6e3aad1f1e5c88fead273414912580fff397cfad8b68c8dc9dd961ae,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2022/07/soq_vxs_20220720.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2022/soq_vxs_20220720.csv,d7fd0ab946aae45962b967ca690670f71631974ca1799892443218d0dca5d5e2,,True,24.37,2022
2022-09-21,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2022/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2022.json,aebd26ef6e3aad1f1e5c88fead273414912580fff397cfad8b68c8dc9dd961ae,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2022/09/soq_vxs_20220921.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2022/soq_vxs_20220921.csv,d797322c16c469f231b6c044e3d30161769d5bece4d262257f6d7f77a7b62b77,,True,26.65,2022
2022-10-19,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2022/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2022.json,aebd26ef6e3aad1f1e5c88fead273414912580fff397cfad8b68c8dc9dd961ae,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2022/10/soq_vxs_20221019.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2022/soq_vxs_20221019.csv,e2629ea859d17b19bca95e3531898ca0e55dda20b753a223a18afad6f0788033,,True,31.77,2022
2022-11-16,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2022/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2022.json,aebd26ef6e3aad1f1e5c88fead273414912580fff397cfad8b68c8dc9dd961ae,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2022/11/soq_vxs_20221116.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2022/soq_vxs_20221116.csv,e6ea362155cdca3e83ad58b7c2acf7c2b0e5d7caea67229c7b1ead7fc5c64774,,True,24.93,2022
2022-12-21,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2022/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2022.json,aebd26ef6e3aad1f1e5c88fead273414912580fff397cfad8b68c8dc9dd961ae,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2022/12/soq_vxs_20221221.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2022/soq_vxs_20221221.csv,b43db3ad7ab6812b490ce88f70409c78883735d68bdbfa30cbf3b22f9ddb5603,,True,20.25,2022
2023-01-18,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2023/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2023.json,9dd65bb0fedb77e43b0f8e367b1cc4a681e0f5ae4e97365772eb773654267dda,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2023/01/soq_vxs_20230118.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2023/soq_vxs_20230118.csv,59bf89ffbd78b31e0aea84391d163fed6e93e2545fdb97ee03b3f7027e4a33c5,,True,19.09,2023
2023-02-15,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2023/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2023.json,9dd65bb0fedb77e43b0f8e367b1cc4a681e0f5ae4e97365772eb773654267dda,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2023/02/soq_vxs_20230215.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2023/soq_vxs_20230215.csv,3529e17cccddc79927c372ae33ed2291bd1988b331e3f31c3915ded97c53d30a,,True,18.69,2023
2023-03-22,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2023/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2023.json,9dd65bb0fedb77e43b0f8e367b1cc4a681e0f5ae4e97365772eb773654267dda,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2023/03/soq_vxs_20230322.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2023/soq_vxs_20230322.csv,0e0cb8ed3373e65c0f565ed309cfe93fc0ea2846dd00e5d51f92ed39c0bff51d,,True,20.68,2023
2023-04-19,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2023/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2023.json,9dd65bb0fedb77e43b0f8e367b1cc4a681e0f5ae4e97365772eb773654267dda,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2023/04/soq_vxs_20230419.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2023/soq_vxs_20230419.csv,467546819dc30b530843012458b379efc0595011bd725ecfff6e4d00cf423ef4,,True,16.75,2023
2023-05-17,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2023/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2023.json,9dd65bb0fedb77e43b0f8e367b1cc4a681e0f5ae4e97365772eb773654267dda,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2023/05/soq_vxs_20230517.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2023/soq_vxs_20230517.csv,0fe49da09f34844068eed738260f32f1b64e8cb1234084ee368d7950852868c5,,True,17.12,2023
2023-06-21,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2023/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2023.json,9dd65bb0fedb77e43b0f8e367b1cc4a681e0f5ae4e97365772eb773654267dda,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2023/06/soq_vxs_20230621.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2023/soq_vxs_20230621.csv,1f73774c21a32df6d6d4a465e5a4580dcce1ba5cf7ddd3bb9c41caf4a6218909,,True,13.44,2023
2023-07-19,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2023/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2023.json,9dd65bb0fedb77e43b0f8e367b1cc4a681e0f5ae4e97365772eb773654267dda,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2023/07/soq_vxs_20230719.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2023/soq_vxs_20230719.csv,1a52988eba12de953938c0ac624a7007764946bf6fa4081d6ddeb84ac23da34c,,True,13.02,2023
2023-08-16,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2023/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2023.json,9dd65bb0fedb77e43b0f8e367b1cc4a681e0f5ae4e97365772eb773654267dda,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2023/08/soq_vxs_20230816.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2023/soq_vxs_20230816.csv,4bbb5e104f86d40e864fc596c242113a9ddc7c8ecc13890bf8aba7610993b9be,,True,16.28,2023
2023-09-20,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2023/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2023.json,9dd65bb0fedb77e43b0f8e367b1cc4a681e0f5ae4e97365772eb773654267dda,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2023/09/soq_vxs_20230920.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2023/soq_vxs_20230920.csv,026a1a26379c8a174f4f611617eb3d78c36e8885381b2e7eec08c4a94e8b14a1,,True,13.96,2023
2023-10-18,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2023/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2023.json,9dd65bb0fedb77e43b0f8e367b1cc4a681e0f5ae4e97365772eb773654267dda,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2023/10/soq_vxs_20231018.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2023/soq_vxs_20231018.csv,3cbfacec373fa436b88359e796d65abefbc2992d5b74b6a6abd6acfbc416d7fc,,True,18.37,2023
2023-11-15,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2023/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2023.json,9dd65bb0fedb77e43b0f8e367b1cc4a681e0f5ae4e97365772eb773654267dda,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2023/11/soq_vxs_20231115.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2023/soq_vxs_20231115.csv,63ac7d616180a32b793438996d123b2cc6c12c236222b6c78204aa88b18723d1,,True,14.22,2023
2023-12-20,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2023/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2023.json,9dd65bb0fedb77e43b0f8e367b1cc4a681e0f5ae4e97365772eb773654267dda,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2023/12/soq_vxs_20231220.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2023/soq_vxs_20231220.csv,450184af52ddedd58211ea5c16a27020fceb3b0c02cb920d7ef41f15062c589c,,True,12.31,2023
2024-01-17,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2024/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2024.json,20b6bfeffcf17526f5b0e3ec8e68943a013fa5d3d0069d8aaad5b6c422acb670,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2024/01/soq_vxs_20240117.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2024/soq_vxs_20240117.csv,f8927f1ac7c1a2942038c48c8221c066ec723b8a822a02618b78872a9771e267,,True,15.13,2024
2024-02-14,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2024/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2024.json,20b6bfeffcf17526f5b0e3ec8e68943a013fa5d3d0069d8aaad5b6c422acb670,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2024/02/soq_vxs_20240214.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2024/soq_vxs_20240214.csv,f5f53e2fbc47ca81998c3a00979ade0747097b914b25884cd7a445534b1637a1,,True,14.32,2024
2024-03-20,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2024/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2024.json,20b6bfeffcf17526f5b0e3ec8e68943a013fa5d3d0069d8aaad5b6c422acb670,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2024/03/soq_vxs_20240320.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2024/soq_vxs_20240320.csv,c6a990d3e33d4e72ff81494b60b54c50272db95b7bdd4aabe631630a6ae0dbb3,,True,14.17,2024
2024-05-22,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2024/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2024.json,20b6bfeffcf17526f5b0e3ec8e68943a013fa5d3d0069d8aaad5b6c422acb670,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2024/05/soq_vxs_20240522.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2024/soq_vxs_20240522.csv,2bbf32ffe7191805b556371c9a2b5b97ef7b7e5781678b52581eec95b61c92e0,,True,12.0,2024
2024-06-18,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2024/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2024.json,20b6bfeffcf17526f5b0e3ec8e68943a013fa5d3d0069d8aaad5b6c422acb670,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2024/06/soq_vxs_20240618.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2024/soq_vxs_20240618.csv,3fd5c3f57f3482058e31cebb541fbf10f9b24f597a04edea93f51dfb70cc9edf,,True,12.39,2024
2024-07-17,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2024/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2024.json,20b6bfeffcf17526f5b0e3ec8e68943a013fa5d3d0069d8aaad5b6c422acb670,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2024/07/soq_vxs_20240717.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2024/soq_vxs_20240717.csv,3d1c7f5080cab9fe9a2fe0f1248f81a9807899d6f3e2574f8f4e406d346dfe24,,True,13.89,2024
2024-08-21,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2024/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2024.json,20b6bfeffcf17526f5b0e3ec8e68943a013fa5d3d0069d8aaad5b6c422acb670,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2024/08/soq_vxs_20240821.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2024/soq_vxs_20240821.csv,803ab125f29176e709f00dea62c7aefc426333d21a673c1795c753524042da73,,True,16.11,2024
2024-09-18,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2024/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2024.json,20b6bfeffcf17526f5b0e3ec8e68943a013fa5d3d0069d8aaad5b6c422acb670,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2024/09/soq_vxs_20240918.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2024/soq_vxs_20240918.csv,d42aeb2ec3b122135001626e514da660b33f948c21abb5eca6c5ec1416b4c289,,True,18.69,2024
2024-10-16,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2024/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2024.json,20b6bfeffcf17526f5b0e3ec8e68943a013fa5d3d0069d8aaad5b6c422acb670,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2024/10/soq_vxs_20241016.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2024/soq_vxs_20241016.csv,1c253b6986ad7e54f7d25b8077862e38db536585e8f2f82bafde8a96b4a8c2dd,,True,20.97,2024
2024-11-20,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2024/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2024.json,20b6bfeffcf17526f5b0e3ec8e68943a013fa5d3d0069d8aaad5b6c422acb670,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2024/11/soq_vxs_20241120.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2024/soq_vxs_20241120.csv,070adb500609aee2da2dba192cbe2f7ce49dfc3af77c8d0e7ad1ed66a07d7763,,True,16.65,2024
2024-12-18,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2024/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2024.json,20b6bfeffcf17526f5b0e3ec8e68943a013fa5d3d0069d8aaad5b6c422acb670,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2024/12/soq_vxs_20241218.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2024/soq_vxs_20241218.csv,390afd44f0686068241ab00b7b272f2f81dd7bdc95c8855c87a0a870769bf5fc,,True,15.66,2024
2025-01-22,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2025/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2025.json,e3a9030c0c28761af01c22bc4d5683bb9c05407d693132c91753f9d802afb318,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2025/01/soq_vxs_20250122.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2025/soq_vxs_20250122.csv,98d5369c47f04c653792e9dd57ec2124501450ce0f356c6c01c6af1473f0c8ba,,True,15.53,2025
2025-02-19,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2025/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2025.json,e3a9030c0c28761af01c22bc4d5683bb9c05407d693132c91753f9d802afb318,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2025/02/soq_vxs_20250219.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2025/soq_vxs_20250219.csv,c65995f6a310464368d7670c06f94999b28a54ac78aedd38184e791fb9a43476,,True,15.94,2025
2025-03-18,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2025/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2025.json,e3a9030c0c28761af01c22bc4d5683bb9c05407d693132c91753f9d802afb318,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2025/03/soq_vxs_20250318.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2025/soq_vxs_20250318.csv,efa0dea2138b26fad4482c57612fc316460462cfc4ae21fe3e35169d7434dc2b,,True,21.63,2025
2025-05-21,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2025/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2025.json,e3a9030c0c28761af01c22bc4d5683bb9c05407d693132c91753f9d802afb318,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2025/05/soq_vxs_20250521.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2025/soq_vxs_20250521.csv,2ce66f20adbbb5e9503fcfad3344b5b30cfd5b136fa171394a7e704374f2ffc8,,True,19.12,2025
2025-06-18,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2025/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2025.json,e3a9030c0c28761af01c22bc4d5683bb9c05407d693132c91753f9d802afb318,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2025/06/soq_vxs_20250618.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2025/soq_vxs_20250618.csv,7df7a9c7d82fa9be8725a6ebf84c564b634c593c6669c1a8b94e81e8254146c8,,True,20.68,2025
2025-07-16,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2025/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2025.json,e3a9030c0c28761af01c22bc4d5683bb9c05407d693132c91753f9d802afb318,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2025/07/soq_vxs_20250716.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2025/soq_vxs_20250716.csv,ddaa6a9f38e40b8704ff1a5aa4ddd36836d4a19559bc2cf410ccd0f8f28e3ebc,,True,16.74,2025
2025-08-20,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2025/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2025.json,e3a9030c0c28761af01c22bc4d5683bb9c05407d693132c91753f9d802afb318,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2025/08/soq_vxs_20250820.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2025/soq_vxs_20250820.csv,d7a76af61003d9172ea78fda0702e51b28caf925e9fe0c7b3fff32f021115df4,,True,15.41,2025
2025-09-17,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2025/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2025.json,e3a9030c0c28761af01c22bc4d5683bb9c05407d693132c91753f9d802afb318,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2025/09/soq_vxs_20250917.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2025/soq_vxs_20250917.csv,750b899cf55021b5149c8a15908f4d4d09a7d7f860a2573263f5f56123e0f5dd,,True,15.86,2025
2025-10-22,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2025/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2025.json,e3a9030c0c28761af01c22bc4d5683bb9c05407d693132c91753f9d802afb318,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2025/10/soq_vxs_20251022.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2025/soq_vxs_20251022.csv,76fcd07f7e7b247d0d49384e59d66da6fc1ec37d2ec81c59b3883dbb66ce0043,,True,18.7,2025
2025-11-19,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2025/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2025.json,e3a9030c0c28761af01c22bc4d5683bb9c05407d693132c91753f9d802afb318,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2025/11/soq_vxs_20251119.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2025/soq_vxs_20251119.csv,78ec5dabc71ab75290032b2c4d16f98c80fb1b7e2fbcfc3432fc9712bc46ec50,,True,23.9,2025
2025-12-17,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2025/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2025.json,e3a9030c0c28761af01c22bc4d5683bb9c05407d693132c91753f9d802afb318,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2025/12/soq_vxs_20251217.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2025/soq_vxs_20251217.csv,5704c8417964ae1b72008a529023924a2eefb7f3272831eb893702f30aeb1dc0,,True,16.01,2025
2026-01-21,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2026/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2026.json,8715087907ff86ef299ddf8e60c311a68f324942a29ef279a7e71fb218686fd3,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2026/01/soq_vxs_20260121.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2026/soq_vxs_20260121.csv,8b9220a7a0fa09f21426545d48e8a2c8ac68ed508410731ebaf43e59cbe6dce0,,True,18.82,2026
2026-02-18,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2026/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2026.json,8715087907ff86ef299ddf8e60c311a68f324942a29ef279a7e71fb218686fd3,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2026/02/soq_vxs_20260218.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2026/soq_vxs_20260218.csv,c254f52c7d3ea6db9d7535d759601cacef8ee2e7a65a887dfa0b03035b0ed881,,True,19.69,2026
2026-03-18,downloaded,https://www-api.cboe.com/us/futures/market_statistics/settlement/csv?dt=2026-03-18,data/public/cboe/vro_soq/raw/scalar_settlement/2026/cboe_vx_settlement_20260318.csv,8a4f32c6f5c338bdf762ad3d4f83843aa4729dc97ddbf6cc0f34701f69d15331,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2026/03/soq_vxs_20260318.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2026/soq_vxs_20260318.csv,2d5484305abbd7e3a944b103f7d7b720489bb9b253a046bf5af935ba397d51b2,,True,22.89,2026
2026-04-15,downloaded,https://www-api.cboe.com/us/futures/market_statistics/settlement/csv?dt=2026-04-15,data/public/cboe/vro_soq/raw/scalar_settlement/2026/cboe_vx_settlement_20260415.csv,f01d51d3e2614be8ebf435302a65db4e03cdd7596663525c18d1c92b17fdf3f2,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2026/04/soq_vxs_20260415.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2026/soq_vxs_20260415.csv,70ed8bf08c39a71df2a74834e4c8f8b9af286f9367bde9b79632289da524d070,,True,17.38,2026
