Strategy,Return basis,path_id,method,n_source_obs,status,n_obs,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,var_95,cvar_95,terminal_wealth,reason
Beta/delta-neutral + VIX,Gross before costs,0,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,1.1802357066644258,0.6633301334075916,1.509122424849437,3.7654904183374542,-0.505171848304329,0.16985930934135382,0.1935873609472655,49.26258984875051,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,1,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.08026362112106078,0.8754401347216904,0.5172844487916257,0.8987658012131908,-0.9449485792997242,0.251378717918393,0.48209340651498006,1.4711222205885022,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,2,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.3558152277939961,0.6280898363313443,0.7769841038550243,1.5544885826621562,-0.7681437340628892,0.1614397158866232,0.2404869764987226,4.581445628459219,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,3,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,3.0025051635754343,0.9540653064149861,1.9776298108706076,4.722012788186006,-0.7703608621538587,0.2837134121130203,0.34063664574183766,1027.2106284333718,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,4,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,1.4667085327346587,0.6754965228049464,1.6915610006264679,4.259248849826048,-0.37263676239873367,0.1697094125219155,0.19400834677122672,91.3248947899971,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,5,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.9685062554205368,0.6436423418876211,1.3787772464855292,3.039012761382585,-0.4157470122522683,0.1805394724721314,0.1968569847954115,29.55860922593822,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,6,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.8153915695078928,0.636412460443093,1.2518784997586683,2.643047499997253,-0.3724895799983634,0.2073786915523711,0.21629197182326024,19.717487377433947,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,7,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,1.791262249178303,0.7119921140513916,1.8174407282830827,5.012920791210848,-0.39585504021304474,0.15978396694022973,0.20799512571999976,169.43503227191272,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,8,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.5401746784125669,0.5391362794304037,1.0598854972289469,2.300298620467131,-0.5188663991706675,0.16118080512334326,0.1705912127087482,8.666622798844232,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,9,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.8581465682686673,0.7136314003322057,1.2342839898224198,2.4161672769772085,-0.4605633993596636,0.2183948950378153,0.34698080559347805,22.151331581642065,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,10,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,2.778276387516364,0.8670163840210134,2.0033736526651356,5.379406796115778,-0.5234851315879526,0.18585579829717946,0.32594943463033177,769.960810045362,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,11,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,1.1853579367184741,0.956282503214392,1.3060594741680964,2.7563046458076386,-0.6725586878207381,0.22880539913067538,0.38954822377703113,49.84400123287702,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,12,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.23022465113402313,0.7935117097878119,0.6580748875887827,1.1704858433749727,-0.6723111034922549,0.19980567852237982,0.43154845637437206,2.817877605789529,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,13,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.28886380067462114,0.8885333085112561,0.7469067397468316,1.2765069976853693,-0.7196024267859884,0.33834869825332287,0.49687254904261896,3.556600873631613,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,14,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,1.106751263636026,0.8621713398999477,1.3285824712043226,2.50669568387241,-0.7020443323539315,0.2598268693608708,0.4863605597472748,41.50174096697727,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,15,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,1.4237750837741223,1.060438678492441,1.3413326200323241,3.02003776380852,-0.8236481491580071,0.2596121497063168,0.3743836732419656,83.64915982094426,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,16,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.4349054716817805,1.1961986433527918,0.16807777674427576,0.26629893375551533,-0.9925121004461491,0.5118598108219018,0.6515026398201497,0.05762427982484451,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,17,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,1.935298453829787,0.9409668167989862,1.5969993370123983,4.292242983264662,-0.3914936493991561,0.2008654139335782,0.24024266804032124,217.90205651361518,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,18,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.5129487452109782,0.8877404410474994,0.894929230171631,1.7517835480246853,-0.8831448373503472,0.23730040352509693,0.41039648605081974,7.927223037065032,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,19,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,3.6083628167426554,1.0975903168273244,1.9600916425805215,5.214269722453964,-0.44365995224519117,0.31031581210988685,0.3802671338798595,2078.4200294613015,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,20,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,2.215770930764845,0.8970237461323461,1.7733720327675302,4.27581127528598,-0.4789498491703943,0.24435387295291056,0.3327642583661292,343.89473372120005,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,21,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,1.7077320177535271,0.8441008056658732,1.5989712311558952,4.0676626241611125,-0.5995906487377399,0.21365434978130263,0.2553060952943658,145.55542667402014,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,22,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.7469656202098105,0.756982672159651,1.0984551061443373,2.41164502860457,-0.6024974112466046,0.19753074175755675,0.28129333809387247,16.271282727063802,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,23,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,2.161118907474759,0.9858698680401873,1.6424553254107848,4.556611531587755,-0.778258829066068,0.22258655212722592,0.25269544546992884,315.6488141159592,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,24,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.8376682289346971,1.0186931028210233,1.0784688826945896,2.3088806701819657,-0.7394125735318684,0.28794942721476785,0.39319795693791243,20.95730987126672,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,25,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.7000083462479811,0.7355177819832195,1.0870907634289388,2.1620836434063264,-0.540576131256189,0.21930822193693056,0.355428358625492,14.198918546911221,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,26,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,4.511154174564045,0.9818053573488955,2.266426198531164,7.905997503750629,-0.489024907861872,0.1850656633137275,0.2731519480386116,5084.085001002802,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,27,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.4626503803609312,0.6828200374047576,0.8719707888514583,1.8569822668536973,-0.6089132334963896,0.19258892843891623,0.22090829944032922,6.694261019492111,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,28,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,1.952659706653662,0.9663606681039241,1.6034567013416625,3.920821111999042,-0.4872294209445849,0.2536480475494573,0.3360346722481045,224.42280570193748,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,29,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.6668136764375654,0.7010387038615543,1.0645495374765437,2.2432000125993277,-0.5915721066603093,0.20842225706270384,0.2729489653508312,12.865754978424647,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,30,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,1.0974905024083395,0.8185594458544373,1.3002799696977438,2.917438479480988,-0.4512538841122281,0.24445781536149236,0.3233873635320819,40.597567721622376,insufficient_egarch_obs
Beta/delta-neutral + VIX,Gross before costs,31,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,3.2064254704577033,1.1491729622450753,1.8133394271634762,5.0888143755995445,-0.5927366293091649,0.2832393147434091,0.35105610443390955,1316.9400106614994,insufficient_egarch_obs
