Strategy,Paths,OK Paths,Realized Sharpe,P05 Sharpe,P50 Sharpe,P95 Sharpe,P50 Max Drawdown,Median Gross NAV,Error Paths
Greek Markowitz + VIX,200,200,1.374388539995489,0.9993466015852286,1.3524955841760313,2.0846674615628897,-0.6381006545719528,0.9999999999999979,0
