snap_date,Equity-option Greek Markowitz::h0.00,Greek Markowitz + VIX::h0.00,Beta/delta-neutral + VIX::h0.00,Equal premium::h0.00,Equal risk::h0.00,VIX hedge sleeve::h0.00,Equity-option Greek Markowitz::h0.10,Greek Markowitz + VIX::h0.10,Beta/delta-neutral + VIX::h0.10,Equal premium::h0.10,Equal risk::h0.10,VIX hedge sleeve::h0.10,Equity-option Greek Markowitz::h0.25,Greek Markowitz + VIX::h0.25,Beta/delta-neutral + VIX::h0.25,Equal premium::h0.25,Equal risk::h0.25,VIX hedge sleeve::h0.25
2021-12-31,-0.27542713025282817,-0.28870335019592197,-0.2693237643286648,-0.38625823838006934,-0.25619231906199824,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-31,-0.3994863658699255,-0.04204635796141572,0.1746496404489931,1.6153628845853518,1.0691426366967447,0.16836734693877514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-28,-0.45480436339610286,-0.07002863379501184,0.08849754061639786,-0.14404828066277736,0.09396712613256766,-0.9543209876543208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-29,-0.004024742448580421,0.12362005199269549,0.11597611568587671,-0.6430567728054355,-0.4870378619167207,-0.7333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-31,-0.28556310359418835,-0.3706500401498496,-0.20090332393426955,-0.07310588256319343,-0.04622147708241478,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-30,0.27288704996278745,0.2562313286943741,0.5132750386207632,0.4522940030549666,0.4762928225740204,0.09668109668109667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-29,-0.030135812236952608,-0.060746509571615155,-0.06487046980138537,-0.4846045867780195,-0.3296059944230387,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-31,-0.23116010817002858,-0.18002978737248146,-0.29018357187115534,-0.5392966150080117,-0.4456855920566576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-30,-0.07273341044795614,0.09062334396443245,0.18568067363767085,-0.26822571349456414,-0.1655052725249001,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-31,0.017239269299979987,0.19414674696463163,0.014445448674156286,-0.19749816702312345,-0.1156121880756073,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-30,0.11099509949757314,0.22982756905483817,0.15723051892941292,-0.041748861840995105,0.0744876986632539,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-30,-0.09766436392404783,-0.11590854498471176,0.021228392661544134,0.13352622271186698,0.1906762437834082,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-31,0.2583694569507661,0.12920470677835202,0.12186005937717208,0.26283870716223395,0.19202013057051237,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-28,0.35694885492773737,0.32569005919683003,0.27735349164572537,-0.2809847386530101,-0.2093214786315864,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31,0.7137530271139784,0.619214316474815,0.6642664155583251,0.8340832538539779,0.6105294465962353,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-28,-0.10095224540536926,-0.16520563554287693,-0.21054521310301813,-0.2000061249378869,-0.047983348735990014,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-31,0.3466146687881824,0.5304663577886145,0.4407603509795206,0.2852825297035737,0.0578283070714113,-0.9798994974874369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-30,0.510445048580769,0.2433912575391989,0.2261295000859493,0.23289126299118074,0.24421495498762003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-31,0.06763607297541004,-0.06203422149530441,-0.102642789726163,-0.4717297781373091,-0.2956523714418011,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-31,-0.26814226350448145,0.000678263439069432,0.19068872002686615,0.6764645037252627,0.7267467262768141,-0.4606060606060603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-29,0.06515177075505328,0.07108730057595043,0.08046514777019872,-0.18589328968969374,-0.11590337299503267,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-31,-0.31332615187677126,-0.12855868156534472,-0.18976857157029275,-0.47721024425786596,-0.3381247661534451,-0.7375478927203063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-30,0.6610819966098388,0.3574533389828127,0.20962498757807432,1.388985848942995,0.7302093703271458,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-29,0.0934196115274606,0.10562326247300613,0.03994207097017645,-0.41900706163256624,-0.22791078005046467,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-31,0.3661460158813124,0.45889519703945914,0.43346224594447375,0.17857748886683683,0.14911213509857557,-0.6116838487972506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-29,0.19322157784612803,0.4665050706877602,0.4152342938595376,0.04843949463204303,0.10135286224511998,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-30,-0.12912825591026938,0.23072389906967652,0.24215426927018943,0.2087674863928995,0.3422796584017157,-0.9325396825396826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-31,0.07908603193724542,-0.1229400181874287,-0.22648792894325503,0.2014381360316716,0.1337037656675682,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-28,0.3522099750156871,0.26439513840581963,0.17225900090826504,0.3038650808690647,0.25077244480457594,-0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-31,0.15912183645191513,0.300310888815161,0.29076649113250685,-0.2533223375579132,-0.1626437688325473,-0.8749999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-30,-0.15412021975226992,-0.01921267798384721,-0.028859716170246158,-0.4856205854167976,-0.351821382633976,-0.9713541666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-30,0.16246182752387064,0.2911460972714147,0.21710104674988068,-0.038375297079046314,0.03242963586375221,0.6569398178991794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31,0.2523911009268036,0.38117871951025184,0.3082492964103006,-0.3025879605441612,-0.16584916735494634,-0.36942675159235694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-29,0.470399554613783,0.3787492244728086,0.3237442895006378,0.06160161042241005,0.10349249975592267,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-31,0.37402773551492985,0.5635571009610114,0.49143494754886596,0.4257802110168928,0.2022346293841661,-0.7799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-31,0.11994695697606078,0.03240431108066797,0.0020075931628162555,-0.15203091639406174,-0.009406228419410329,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-28,-0.1703961374295176,-0.1977167905163473,-0.1324643144435217,-0.16690670476087002,-0.16681315972051972,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-30,-0.10528349921899907,-0.1248047214208398,0.03364506606862211,-0.08124521252881443,-0.01633737543762695,-0.3474821746880575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-30,1.008488376773093,0.74877861570658,0.5821057307442765,1.0583514650482648,0.7835876259458965,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-30,0.050979235107672285,0.2313062075846578,0.1331484430529457,-0.47981746028551775,-0.2751575592054862,-0.8565400843881856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-31,0.16264298251684225,0.03576229777617516,0.06917447234353893,-0.41745485031310625,-0.2740832228951757,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-29,-0.0032893895566821207,-0.10873882639590271,-0.06580124795741608,-0.36256755697482207,-0.3038874969339691,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-30,0.45720799580456356,0.525879190301763,0.42320897080585357,0.2730343618226554,0.2548366086864258,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-31,-0.22714763059463194,-0.11276248142981188,-0.0741030070218087,-0.6623626401921293,-0.5155029411966354,-0.8309178743961354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-28,-0.1297038869664296,-0.14788557886942472,-0.06159422313710049,-0.027427797847239404,-0.016212007302873664,0.46479813146479726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-31,0.007698319923945554,-0.1944103110072015,-0.12172716253543012,-0.6032894178989463,-0.46704662679369624,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-30,-0.22965955000580723,-0.07416083195527116,-0.021455587514176658,-0.2513481680882861,-0.17442749029909926,-0.3661202185792348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-27,-0.28725695901014886,-0.16834522559582682,-0.07326611621804566,-0.34469407213932335,-0.3142240165639585,-0.8729281767955799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-31,-0.21975671169373423,-0.17426356224337158,-0.07551571697606584,-0.5336181212795006,-0.3947634074833888,-0.6631016042780747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-30,0.38489583833577445,0.30692157517086577,0.062490038712259555,1.766673415607341,1.1356511413750412,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
