Strategy,Return basis,path_id,method,n_source_obs,status,n_obs,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,var_95,cvar_95,terminal_wealth,defaulted,reason
Delta-matched equities,Full-spread post-cost,0,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,1.1445396062059583,1.1150506765555745,1.2460875526365418,2.4281194607647367,-0.8265302944169086,0.4008865711655785,0.447894621367652,45.35971914470039,False,insufficient_egarch_obs
Delta-matched equities,Full-spread post-cost,1,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,0.8217585249336485,0.8134425303812145,1.1314227512020525,2.346024704261118,-0.6867204887046465,0.26511817422603823,0.33435603465516067,20.065687874448184,False,insufficient_egarch_obs
Delta-matched equities,Full-spread post-cost,2,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,0.481881599227991,0.9643651079840017,0.8672201811415668,1.6404907108706932,-0.6067169390639007,0.34389985211852697,0.35904989010718563,7.146074290322235,False,insufficient_egarch_obs
Delta-matched equities,Full-spread post-cost,3,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,1.6801676548791167,0.6371332777013116,1.9040202224827814,4.608289717550377,-0.4114492310885628,0.18953395846865637,0.2525339124459471,138.2960603196988,False,insufficient_egarch_obs
Delta-matched equities,Full-spread post-cost,4,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,0.5455827026263544,1.0726542604975406,0.9300398336208093,1.7228966884833394,-0.6821643094480403,0.39064398273095036,0.45086939045612695,8.819850901136649,False,insufficient_egarch_obs
Delta-matched equities,Full-spread post-cost,5,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,3.1765366541267586,1.0054565131677602,1.994892862037392,4.22769607037242,-0.8015691800004938,0.33018284544908294,0.3580475669155028,1270.8125236346052,False,insufficient_egarch_obs
Delta-matched equities,Full-spread post-cost,6,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,0.7478229348617524,0.7753247921712954,1.0960270399616558,2.231844888284664,-0.6265707893304663,0.2593298467248706,0.2846797707771448,16.311247186148933,False,insufficient_egarch_obs
Delta-matched equities,Full-spread post-cost,7,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,1.9638250192815905,0.6840912068503616,1.973076826534994,4.945352160778482,-0.37710899137340714,0.20040921569715442,0.2195807761092569,228.69822775950027,False,insufficient_egarch_obs
Delta-matched equities,Full-spread post-cost,8,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,0.2646005562136893,0.6570800882279376,0.668201921534704,1.243083877832272,-0.8087338160973201,0.24177696809094434,0.28879555215072966,3.234199774311574,False,insufficient_egarch_obs
Delta-matched equities,Full-spread post-cost,9,garch11_residual_fallback_insufficient_egarch_obs,60,ok,60,1.328725033103391,0.7560602161814218,1.507597343897808,3.419206834450086,-0.5677874812913803,0.20779686088345875,0.28877364789462784,68.4843059357333,False,insufficient_egarch_obs
