Return basis,Strategy,Requested method,Status,Simulation,Reason,N paths,Defaulted path share,Ann. return p05,Ann. return p50,Ann. return p95,Sortino p05,Sortino p50,Sortino p95,Max DD p05,Max DD p50,Max DD p95,Terminal wealth p05,Terminal wealth p50,Terminal wealth p95
Gross before costs,Equity-option Greek Markowitz,circular_block_bootstrap,ok,circular_block_bootstrap,,1000,0.0,-0.3372824463588528,0.525031123289722,2.330792871861527,0.1387182316551319,1.8256520451446132,4.490623976038402,-0.9764543195271667,-0.8402635397076443,-0.5819436730732479,0.12783418111815217,8.248914058382706,409.96479816363376
Gross before costs,Equity-option Greek Markowitz,egarch_or_ewma,ok,garch11_residual_fallback_insufficient_egarch_obs,insufficient_egarch_obs,1000,0.002,-0.5293783626316836,0.18128909079648103,1.5061869343985808,-0.09583794680174682,1.2384820229525397,3.186146027722616,-0.9959659308185442,-0.8708866422332733,-0.5713851587343093,0.02308676320535919,2.300291379914386,98.87335454653196
Gross before costs,Greek Markowitz + VIX,circular_block_bootstrap,ok,circular_block_bootstrap,,1000,0.0,0.24848905149107384,1.3816486321297303,3.6122433892137855,1.2602555631012782,3.450647653217883,7.019017514319527,-0.8162655765083102,-0.6024415261445465,-0.39803189286474494,3.03336990920633,76.62828982397667,2087.2331835446826
Gross before costs,Greek Markowitz + VIX,egarch_or_ewma,ok,garch11_residual_fallback_insufficient_egarch_obs,insufficient_egarch_obs,1000,0.007,-0.20043701086154833,1.0862190797573628,3.038124351165555,0.7041864786419876,2.712936114154525,6.026064813694069,-0.982988770405379,-0.6842974986144,-0.39597358285678314,0.32684568361145827,39.51843781163525,1073.8211932196896
Gross before costs,Beta/delta-neutral + VIX,circular_block_bootstrap,ok,circular_block_bootstrap,,1000,0.0,0.35589057642464744,1.3538021968234744,3.059091522881494,1.4941393302942398,3.5049928426250627,6.385008080380037,-0.7765469294663373,-0.5472865369307156,-0.33370445426550277,4.582722493053889,72.25211325967061,1101.9180443151956
Gross before costs,Beta/delta-neutral + VIX,egarch_or_ewma,ok,garch11_residual_fallback_insufficient_egarch_obs,insufficient_egarch_obs,1000,0.002,0.10313680098184272,1.130487477887425,2.652282619973694,0.9818985063065433,3.1296329197765287,6.990281519431044,-0.9095712340747902,-0.5525107989337776,-0.27901140818910364,1.6336142055154008,43.89299997617255,649.8632849386275
Gross before costs,Delta-matched equities,circular_block_bootstrap,ok,circular_block_bootstrap,,1000,0.0,-0.06441486767113276,1.0064805394385266,2.961874803383715,0.6856752659040626,2.409652161759163,5.7626777264796125,-0.9636498931574473,-0.7740643095215142,-0.4590804373477694,0.7168310788705509,32.52181507047612,976.1968032237671
Gross before costs,Delta-matched equities,egarch_or_ewma,ok,garch11_residual_fallback_insufficient_egarch_obs,insufficient_egarch_obs,1000,0.0,-0.028111952120879954,1.02915653461379,2.688562259556639,0.7148974857149586,2.629191562545988,5.37153839790546,-0.9208588502980191,-0.6381646841697428,-0.36973433474076983,0.8671273066121357,34.40170561180385,682.7898988906894
Gross before costs,Underlying Markowitz,circular_block_bootstrap,ok,circular_block_bootstrap,,1000,0.0,0.0069485369340141065,0.17626186416147938,0.3630642176479489,0.22911690663762288,1.9426807240250064,4.841625441198903,-0.42172452620193135,-0.23214370822321007,-0.11180487843962836,1.0352291255284516,2.251749644622514,4.705239645297047
Gross before costs,Underlying Markowitz,egarch_or_ewma,ok,garch11_residual_fallback_insufficient_egarch_obs,insufficient_egarch_obs,1000,0.0,-0.005273040996665033,0.14341711260965673,0.3064879963614862,0.09865624764902838,1.6555262192145501,3.660552019174778,-0.3951298530768803,-0.1991764307040742,-0.10390419495586083,0.9739116499807444,1.9544454924540253,3.806511269598448
Gross before costs,Equal premium,circular_block_bootstrap,ok,circular_block_bootstrap,,1000,0.0,-0.9243942352071952,-0.7841654485951417,-0.38827852760138093,-1.0355624266016064,-0.06356646318273024,1.0481519555258698,-0.9999980564819309,-0.9997663422970482,-0.9732554091037857,2.4704903391707327e-06,0.0004683896129109489,0.08565813989349713
Gross before costs,Equal premium,egarch_or_ewma,ok,garch11_residual_fallback_insufficient_egarch_obs,insufficient_egarch_obs,1000,0.138,-1.0,-0.8544943580163111,-0.49232164389261884,-1.462102705044667,-0.612522761317808,0.5656075461156039,-1.0,-0.9999599350873449,-0.9910372362506269,0.0,6.522275976026664e-05,0.03372480854136126
Gross before costs,Equal risk,circular_block_bootstrap,ok,circular_block_bootstrap,,1000,0.0,-0.7517576181070511,-0.450009848142078,0.18414470651634185,-0.8644793825281797,0.1526925349909575,1.3778676934220284,-0.9994807322822817,-0.9822343600124788,-0.81573310939009,0.000942714060565694,0.050327235778055035,2.3282215857106054
Gross before costs,Equal risk,egarch_or_ewma,ok,garch11_residual_fallback_insufficient_egarch_obs,insufficient_egarch_obs,1000,0.002,-0.8750094064917439,-0.6007684072499899,-0.08230395514076702,-1.269788442606059,-0.34861563610216617,0.8468748302981977,-0.9999751346540479,-0.9952002378589655,-0.8860951624415172,3.050651024367396e-05,0.010142041022909241,0.6508713154009754
Gross before costs,VIX hedge sleeve,circular_block_bootstrap,ok,circular_block_bootstrap,,1000,1.0,-1.0,-1.0,-1.0,-3.262849196147519,-3.0840718309359367,-2.9082362727029483,-1.0,-1.0,-1.0,0.0,0.0,0.0
Gross before costs,VIX hedge sleeve,egarch_or_ewma,ok,garch11_residual_fallback_insufficient_egarch_obs,insufficient_egarch_obs,1000,1.0,-1.0,-1.0,-1.0,-3.359084343020183,-3.2718937072588687,-3.105785286674873,-1.0,-1.0,-1.0,0.0,0.0,0.0
Full-spread post-cost,Equity-option Greek Markowitz,circular_block_bootstrap,ok,circular_block_bootstrap,,1000,0.0,-0.016177460360849244,0.36718103112597256,0.9948848571878205,0.29023687810307763,2.1394118938401077,5.260572889263991,-0.6365178237009068,-0.42381018974740453,-0.2006704814949406,0.9216878641473394,4.776730046118267,31.592949127384507
Full-spread post-cost,Equity-option Greek Markowitz,egarch_or_ewma,ok,garch11_residual_fallback_insufficient_egarch_obs,insufficient_egarch_obs,1000,0.0,-0.15751966602620715,0.13950917227575654,0.5588792769417171,-0.37451385738933546,0.9219512472865732,2.7435003147826045,-0.7902835803129513,-0.5114453746754974,-0.27677673472941916,0.42442546373200074,1.9212745929779982,9.205820864851262
Full-spread post-cost,Greek Markowitz + VIX,circular_block_bootstrap,ok,circular_block_bootstrap,,1000,0.0,-0.2521612130903613,0.0014195583076268559,0.40512771540572196,-0.5332161078849973,0.43479776395666647,1.570008331542678,-0.8585449562131784,-0.6551949394359302,-0.44354303649171123,0.23390524027573048,1.007118474967342,5.477459730584998
Full-spread post-cost,Greek Markowitz + VIX,egarch_or_ewma,ok,garch11_residual_fallback_insufficient_egarch_obs,insufficient_egarch_obs,1000,0.0,-0.5441568584948453,-0.18179838185309177,0.21745466740219385,-1.011948264042646,-0.09277709994129672,1.0881515951721061,-0.9879506407596743,-0.8354603536770422,-0.47355795678988,0.01968244244630156,0.3666922055502954,2.674632805452728
Full-spread post-cost,Beta/delta-neutral + VIX,circular_block_bootstrap,ok,circular_block_bootstrap,,1000,0.0,-0.11069335467549515,0.23204576644032926,0.7857632134980228,-0.004815905390425319,1.1239190203713503,2.6214705459837733,-0.7309547339781032,-0.5125172833701995,-0.338636878041887,0.556234201178486,2.838797014908858,18.16014852837159
Full-spread post-cost,Beta/delta-neutral + VIX,egarch_or_ewma,ok,garch11_residual_fallback_insufficient_egarch_obs,insufficient_egarch_obs,1000,0.0,-0.2973360511068711,0.0799647291766461,0.5740395739831305,-0.40716105154934656,0.6319679120298387,2.2260615773187777,-0.9292595173171515,-0.6424281363740709,-0.355142456376136,0.17129442965386968,1.4690899377546698,9.66228310024291
Full-spread post-cost,Delta-matched equities,circular_block_bootstrap,ok,circular_block_bootstrap,,1000,0.0,-0.06441486767113276,1.0064805394385266,2.961874803383715,0.6856752659040626,2.409652161759163,5.7626777264796125,-0.9636498931574473,-0.7740643095215142,-0.4590804373477694,0.7168310788705509,32.52181507047612,976.1968032237671
Full-spread post-cost,Delta-matched equities,egarch_or_ewma,ok,garch11_residual_fallback_insufficient_egarch_obs,insufficient_egarch_obs,1000,0.0,-0.028111952120879954,1.02915653461379,2.688562259556639,0.7148974857149586,2.629191562545988,5.37153839790546,-0.9208588502980191,-0.6381646841697428,-0.36973433474076983,0.8671273066121357,34.40170561180385,682.7898988906894
Full-spread post-cost,Underlying Markowitz,circular_block_bootstrap,ok,circular_block_bootstrap,,1000,0.0,0.0069485369340141065,0.17626186416147938,0.3630642176479489,0.22911690663762288,1.9426807240250064,4.841625441198903,-0.42172452620193135,-0.23214370822321007,-0.11180487843962836,1.0352291255284516,2.251749644622514,4.705239645297047
Full-spread post-cost,Underlying Markowitz,egarch_or_ewma,ok,garch11_residual_fallback_insufficient_egarch_obs,insufficient_egarch_obs,1000,0.0,-0.005273040996665033,0.14341711260965673,0.3064879963614862,0.09865624764902838,1.6555262192145501,3.660552019174778,-0.3951298530768803,-0.1991764307040742,-0.10390419495586083,0.9739116499807444,1.9544454924540253,3.806511269598448
Full-spread post-cost,Equal premium,circular_block_bootstrap,ok,circular_block_bootstrap,,1000,0.0,-0.7240171087854681,-0.5200343655481614,-0.16412278697067018,-1.034774069080381,-0.2898718402341135,0.5762951179534375,-0.9987033185108993,-0.9844648714495925,-0.8562663501097552,0.0016013261367903327,0.025472031898228952,0.40804913602942544
