Strategy,Return basis,path_id,method,n_source_obs,status,n_obs,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,var_95,cvar_95,terminal_wealth,reason
Equity-option Greek Markowitz,Gross before costs,0,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.9481668958303313,1.1501962642233796,1.1129305979607131,2.3496620224433777,-0.8880493077808957,0.330028272174198,0.367527744364268,28.06278679004242,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,1,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.3827679523122254,1.0056391819182688,0.014219346622025114,0.02256538959563581,-0.9928603986684247,0.3397705486295405,0.4866173790519128,0.08958645183559344,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,2,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.18333651178088883,0.9807851492445127,0.24046010368511236,0.42151223771177115,-0.9296119758716482,0.29436690108578956,0.34196875657546194,0.36325842606416386,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,3,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,1.1524890309980598,1.17186472172945,1.2059399751236715,2.6227693301655326,-0.8382179993031175,0.3072225199859185,0.4339281722164619,46.20667678744285,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,4,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.8811428182978847,1.0127026498990532,1.1014175575383474,2.27839426785884,-0.597514078937837,0.30488488039304773,0.3287517393506641,23.556395887025484,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,5,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.9901200016448268,0.8840410230377533,1.2133493277495857,2.462932860842825,-0.638606763351679,0.2726771555270847,0.31246480441512664,31.217370798985893,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,6,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.09256480397688072,0.8566376208038683,0.2946943777106415,0.48307279147924,-0.8892192550713873,0.2889879454855881,0.32670889091148037,0.615287510500699,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,7,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.9781498659822137,0.8661740417070394,1.2066945835474197,2.538061927278139,-0.6506990062913385,0.2710427831022115,0.29158650751003384,30.289768546559575,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,8,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.08247817787630263,0.7144875375835551,0.2044915032465645,0.36088056885937597,-0.916132895454184,0.22213670407589126,0.26364238824875214,0.6502524707122356,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,9,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.7098175230701258,1.1289143090781792,1.0187761648188507,1.9978981110373508,-0.9122189523123412,0.329201911122372,0.4593558707454723,14.61331743193446,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,10,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,1.4960561984867398,1.1076421709100805,1.3789667926754494,2.8410957297365473,-0.7202882414419545,0.3225653835860618,0.4504800769548957,96.88840268157338,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,11,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.04748297949394886,1.4200728158224174,0.7112626814068508,1.3231935311736769,-0.915591092933626,0.43900533771464834,0.5445676909742972,1.2610574562043895,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,12,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.455812945697331,1.1731460476295137,0.05067782636347584,0.08149037659108853,-0.9936769532926677,0.39667864203823083,0.49052640702433137,0.047724460821781146,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,13,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.2857137403837664,1.1733529931358444,0.3047748403090626,0.48688927264368304,-0.9682940401308602,0.47570733303716944,0.5293751483791498,0.18593514185299728,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,14,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,1.0018967436542625,0.9550991869569546,1.2275390984581687,2.236762056384383,-0.8630642708348184,0.34545781907955,0.46850468184186594,32.152027576341425,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,15,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.5961710565674583,1.064951445693615,0.926704201246777,1.8902917697887227,-0.8755312927500775,0.2979018352851386,0.3596961923535326,10.360892252942705,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,16,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.627883910581782,1.0509046532382738,-0.3690971625101899,-0.5129215982618939,-0.9969394467518944,0.501188679529524,0.5328581313139497,0.0071349714795721835,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,17,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.0443279977763702,0.8680188957615965,0.45086575946702484,0.8072221335575587,-0.7052983203043885,0.2764344432381605,0.29532915230773055,1.2421802119412892,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,18,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.297446950022757,1.235963445497795,0.7755285055326365,1.5240255845074666,-0.9370093255051483,0.33940884717508074,0.48558784570674424,3.676614090714252,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,19,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,1.1829335325372696,1.3298066862163043,1.2092207727007445,2.5352841783526103,-0.8820754139339231,0.3948027509983486,0.42536774996474036,49.568132965386276,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,20,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.38064740202445746,1.4597528546005962,0.9030648245038223,1.7647473613668978,-0.9522635142597196,0.42258206540844934,0.5111832650217353,5.016651129009839,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,21,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.7649008207691652,1.1885202242661246,1.0155200230240784,2.1769788996324015,-0.8845429540446776,0.36925395427336205,0.38412489395510657,17.123854356813077,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,22,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.16151053075846034,1.1310429797659745,0.6537734216230138,1.2099954307841472,-0.8052861371868377,0.3429363726454496,0.3882314832247468,2.1140524512497643,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,23,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.3839317563160196,1.2176126900654094,0.8391802956275164,1.5900756584857705,-0.992063722862234,0.399262212138105,0.44510827389862695,5.0766050188372835,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,24,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.07131144974944281,1.0817983050597637,0.42819426573838126,0.7815289557469963,-0.97887165730878,0.3476895453788809,0.41649295315254536,0.6907970208395879,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,25,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.2911271738637633,1.1278661412465496,0.7713691441409342,1.387601813270985,-0.8327958446582862,0.3630325534831804,0.4518028764780735,3.587939474561833,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,26,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,3.251740546992722,1.2432752015204125,1.7837329351492992,4.465419693216515,-0.6619369041308302,0.31939036932629034,0.4377161831672128,1389.4207294096182,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,27,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.2947782198519481,0.8226241503989382,-0.038434342088623646,-0.06100842791303105,-0.9401196531172296,0.2757938953586591,0.29623659562573207,0.17443297311523526,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,28,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.2341466323734681,1.6015995616262677,0.5734312592840868,1.0786225014205713,-0.9837244561126133,0.4539228962822488,0.5838862152950939,0.2634681560511557,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,29,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.1099340462533327,0.9145971583479799,0.3002835773129885,0.5106453438017579,-0.8843462737584578,0.2977041877463795,0.3498905185851524,0.5586128798611084,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,30,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.6145756752838509,1.291065354758832,0.9624255291734322,1.940863471553536,-0.8773640525342217,0.387341924027251,0.44605580927359495,10.972157327269308,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,31,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.6605604263848259,1.2344961998836372,0.9908446866621651,1.9605857924144972,-0.8575765806177997,0.40095359073294606,0.4563331482226749,12.626221945510677,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,32,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,1.3515244218192373,1.0089725338664728,1.3406994415551161,2.82083204617005,-0.4960915708636561,0.31379753948497296,0.329268956370066,71.90307560194456,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,33,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,2.1155383520972877,1.6557172672036795,1.6637945863292107,3.5621660102604986,-0.9483218930475201,0.4947174159329021,0.7193509558141047,293.5387961708255,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,34,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,4.87351873948236,1.047603060720611,2.343261787708384,5.216072075385813,-0.6285633228814477,0.3409890402243739,0.4674103436515021,6990.235278442663,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,35,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.4186528222056429,1.1331032477565162,0.826966497662368,1.6332860506833793,-0.9011890297012661,0.3367715144618881,0.40178432707064426,5.746198597505071,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,36,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,1.0229244491653917,1.1387770509857746,1.1821359584367708,2.33425212024827,-0.6679837117701268,0.35573137312111675,0.47853601396360146,33.876483030716926,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,37,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.37420798550956924,1.3828463353243599,0.3495463496063207,0.5776585262401317,-0.9391206846072102,0.5379322841451982,0.5652154567634491,0.09597322414704361,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,38,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.7834277011893105,0.9594634543237419,1.0381172706665884,2.3377496601550734,-0.54738590486419,0.2744421438962211,0.3146689693919374,18.041703459401454,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,39,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.07255364888268945,0.9117580730610647,0.4952450902310199,0.8983157381654461,-0.7669499382895585,0.284954048225333,0.3065412557374762,1.4193683719718733,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,40,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.3206063833986541,0.9674681086825283,0.7350838409749808,1.4058026654715352,-0.7343416489492741,0.2795854149160506,0.3546074239999219,4.016677476010614,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,41,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.2297162196979673,0.9818878591798855,0.21100950137242228,0.3446705340755743,-0.9030787154163216,0.34027494202942477,0.46759332581043833,0.27117757051691527,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,42,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.057549007755832604,1.010292039322187,0.4117193613673183,0.7355662701415271,-0.8882727631807514,0.2912045246686273,0.38343961627855755,0.7435220970947193,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,43,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.02976215964451767,0.822163367106339,0.4304044826066652,0.7206321418921497,-0.816783671715525,0.29493571472931307,0.3607332349503731,1.1579362352141247,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,44,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.6216503320778757,0.8874380395191707,0.9697739179998388,1.9014594423526685,-0.810486816933621,0.2943728583402062,0.3606151149723286,11.214659103278708,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,45,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,1.0063928130820936,0.8993654263763715,1.2139712346587856,2.5748217175484607,-0.7133982191410442,0.2664789004682203,0.352538661159648,32.51470495848287,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,46,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.3460004023786649,0.9141332635237704,0.7466393876311906,1.4503468183454973,-0.8508549358626514,0.31416706995271365,0.3864671901431454,4.41800241149829,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,47,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.45733170298783987,1.1430818062841483,0.8613802809852429,1.662722939105993,-0.8046920389136589,0.3970324418317089,0.41128190700481904,6.573430317862144,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,48,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.790685303968828,0.7002548197993466,1.1815557582320828,2.316912047299026,-0.42484182415737737,0.2429150247537441,0.26770112222022446,18.411804168432596,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,49,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,1.9651020799072456,1.118126923498357,1.5267881883811465,3.3494395588968326,-0.6481346086732932,0.35034811502019575,0.3631553026344993,229.19136297638428,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,50,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.6831800145408524,1.1744119139751201,1.0146067779210786,1.9038461271140068,-0.8264191009560524,0.35838021383943486,0.45666379232614124,13.509921615604485,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,51,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.568399156825037,0.8253775262482702,0.933259684246845,1.8672534621405386,-0.6467170804955669,0.2462167378200891,0.2949783091745199,9.490366857728189,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,52,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.25769635124560664,1.3734694330487256,0.4145869577773778,0.7491669028937313,-0.9729613172975697,0.40414066771834195,0.4868946283337198,0.2253761607883381,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,53,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,3.474922082498022,1.1109410904471893,1.926960535670525,4.792773518788154,-0.56737532438086,0.3343686360575227,0.36514238257135206,1794.4335843203585,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,54,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.37237911547499514,1.6148484809695558,0.955078511169633,1.8412433473744871,-0.882261103955394,0.48792246807101575,0.534944057904437,4.8682234302850205,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,55,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.360631330977093,0.9023898380107597,0.7618240131435844,1.4511741107764453,-0.6232940125108417,0.31618256879027123,0.3251971270290343,4.663396428331069,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,56,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,5.15495244389032,1.6588434680478452,1.9355149778353007,4.700446331902529,-0.6621380503573238,0.4514124869038976,0.5272730023586757,8833.310743269723,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,57,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.13057222505176624,0.6964985538036181,0.5100169715875713,0.8625179309895197,-0.8405154626711708,0.26215050607032164,0.28034740687105103,1.847104895566287,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,58,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.5113657552712603,1.6428634593511258,0.9978369690265679,2.057384802968539,-0.9844725058614491,0.49080617708362545,0.5449664649706337,7.885838679146612,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,59,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.7268235621605184,0.9638089758504064,1.0132949862049447,2.1298581651125716,-0.6953074733429618,0.3219942908258646,0.3316723439250114,15.35464674791462,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,60,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.5183091119525076,0.7439383286247475,0.9236512725089082,1.712885250039808,-0.6861499582032209,0.27225107101470347,0.28841205588348773,8.068652134044665,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,61,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.2768588013083948,0.7117643925653857,0.6815221258967287,1.235774753990073,-0.6671349522620738,0.2371871506754384,0.2678924887541188,3.3940198031464535,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,62,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,0.750614494045196,0.8326066251421341,1.0712360101227951,2.173664571212828,-0.5862439165634228,0.27383042019928855,0.2960472387690604,16.441922591969806,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,63,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.06542292529489091,0.8988103601870303,0.3557174170833915,0.6090626512994343,-0.7286075940289451,0.31975531515777217,0.4226116901078787,0.7129771600205163,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,64,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,2.054240048800607,1.246873323037964,1.4988013166283067,3.377838871892616,-0.8827665024550065,0.3907139078791569,0.40044525358595856,265.776047040625,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,65,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,1.3523287071917407,1.3500009707593439,1.2541404017368776,2.8053126816520466,-0.8192551927137195,0.3625260840991634,0.46902109443245954,72.02612379190617,insufficient_egarch_obs
Equity-option Greek Markowitz,Gross before costs,66,ewma_residual_fallback_insufficient_egarch_obs,60,ok,60,-0.36170394527832916,1.559811105498267,0.44226054438493306,0.7855381302609914,-0.989023750990071,0.491487198802582,0.5540404048727814,0.10595240042980529,insufficient_egarch_obs
