Ablation,Ann. return,Ann. vol,Sharpe,Calmar,Omega,Active assets
carry_only,6.701470998996984,1.9164807271628133,3.496758878925927,2.809625893980088e-05,8.037348345976534,54
variance_risk_premium_only,9.631391759962566,0.6700827342459892,14.373436693306676,,,54
skew_tail_only,4.4890452067116735,3.2048741838250296,1.4006931159319274,0.0030793538397452446,2.691677332065947,18
vix_regime_only,4.590815059335688,2.544245648201727,1.8043914362516356,0.0042982130732032746,3.3862924961758023,54
relative_value_only,2.5789118807598532,1.4076551542781675,1.8320622582327668,7.262838528939611,6.695662484712621,54
full_conditional_model,4.113956564258067,2.9681846972242787,1.3860177124776858,2.187721423486171,3.1853840590190656,54
