Diagnostic,Value
Rolling 36M OOS months,20.0
Rolling 36M OOS ann. return,1.8126947137265772
Rolling 36M OOS ann. vol,0.846507218690227
Rolling 36M OOS Sharpe,2.141381282644347
Rolling 36M OOS Sortino,16.252376500478167
Rolling 36M OOS Calmar,14.82377510333091
Rolling 36M OOS Omega,13.319023433242982
