path_id,strategy,sharpe,sortino,max_drawdown,ann_return,gross_nav,status
0,Greek Markowitz + VIX,1.1282466248227832,2.655910418789662,-0.8570071281426357,1.0959074753866873,0.9999999999999986,ok
1,Greek Markowitz + VIX,1.1645671000142037,2.6147420609463663,-0.7841106673940398,1.1383059762187973,0.9999999999999989,ok
2,Greek Markowitz + VIX,1.7879752014330277,5.160190217839571,-0.5614056260246465,1.7816029951943473,0.9999999999999997,ok
3,Greek Markowitz + VIX,0.9791574616148082,2.1241592063910626,-0.664157197075484,0.672009210112426,0.9999999999999997,ok
4,Greek Markowitz + VIX,2.269236108051037,8.525871027824897,-0.3824261436858376,2.5105616874939916,0.9999999999999021,ok
5,Greek Markowitz + VIX,1.3737944155528958,3.3556316237682164,-0.7906360940666924,1.7076257686312122,0.9999999999999992,ok
6,Greek Markowitz + VIX,1.1553112414179523,2.84465628946814,-0.8617338883445136,1.1905007625895956,0.9999999999999983,ok
7,Greek Markowitz + VIX,1.0714449103742139,2.4133340540440864,-0.48618390838797154,0.7846158880931886,0.9999999999999979,ok
8,Greek Markowitz + VIX,1.5831972801411307,4.319838650297663,-0.544735949140833,1.7606940400382567,0.9999999999999986,ok
9,Greek Markowitz + VIX,1.293330477844337,3.175954614650286,-0.6371652418147029,1.3233374892909118,0.999999999999997,ok
10,Greek Markowitz + VIX,1.066237603353133,2.2533611992885834,-0.45821911672871574,0.7350104794275187,0.9999999999999972,ok
11,Greek Markowitz + VIX,1.2443257691289145,2.8141877159601956,-0.5044201090720906,0.9751037821184867,1.000000000000004,ok
12,Greek Markowitz + VIX,1.6445714775164757,4.554055497152264,-0.6770231480988227,2.001922358036937,1.0,ok
13,Greek Markowitz + VIX,1.25361439892775,2.905564831277174,-0.7273744963930262,1.2497826955425415,0.999999999999999,ok
14,Greek Markowitz + VIX,1.3031439377314507,3.0975961130140983,-0.6672793057664843,1.2950227611968033,0.9999999999999971,ok
15,Greek Markowitz + VIX,1.3078789179809232,3.012653199505117,-0.5795305656460078,1.2028658519075681,0.9999999999999992,ok
16,Greek Markowitz + VIX,0.955191942588784,1.8521713129817825,-0.7097968944496942,0.614746187805371,0.9999999999999997,ok
17,Greek Markowitz + VIX,1.0903217978259976,2.4105669630723576,-0.8317160043992664,0.938214054388985,0.9999999999999983,ok
18,Greek Markowitz + VIX,1.4275372805339488,3.8458363146690995,-0.7397125141526659,1.7180152014598593,0.9999999999999981,ok
19,Greek Markowitz + VIX,2.2539090648642057,8.813837396765473,-0.2696154464079795,2.1702906397674426,0.9999999999999963,ok
20,Greek Markowitz + VIX,1.198392602096294,2.810270068118472,-0.5076744462618122,1.0111886885398484,0.9999999999999956,ok
21,Greek Markowitz + VIX,1.0894537182285084,2.3208359019676172,-0.6767185660670589,0.7864654935947402,0.9999999999999994,ok
22,Greek Markowitz + VIX,1.0677036531884552,2.4639198289946207,-0.834355755690448,0.9429370610362899,1.0000000000000029,ok
23,Greek Markowitz + VIX,2.2345494164547755,8.24505728013824,-0.39139483276937936,2.611547674900877,0.9999999999999958,ok
24,Greek Markowitz + VIX,1.2268683072279327,2.607606203743503,-0.4472876917027485,0.9062409947065149,1.0000000000000004,ok
25,Greek Markowitz + VIX,1.464114095433284,3.627731859681076,-0.7442215616170168,1.7135700307923627,1.0000000000000029,ok
26,Greek Markowitz + VIX,1.2565134968087681,2.7277993219917662,-0.41518107453501685,0.993463522862033,0.9999999999999964,ok
