return_date,Beta/delta-neutral + VIX::full_spread,Beta/delta-neutral + VIX::half_spread,Beta/delta-neutral + VIX::mid,Cost-aware Sortino + VIX::full_spread,Cost-aware Sortino + VIX::half_spread,Cost-aware Sortino + VIX::mid,Equal premium::full_spread,Equal premium::half_spread,Equal premium::mid,Equal risk::full_spread,Equal risk::half_spread,Equal risk::mid,Equity-option Greek Markowitz::full_spread,Equity-option Greek Markowitz::half_spread,Equity-option Greek Markowitz::mid,Greek Markowitz + VIX::full_spread,Greek Markowitz + VIX::half_spread,Greek Markowitz + VIX::mid,VIX hedge sleeve::full_spread,VIX hedge sleeve::half_spread,VIX hedge sleeve::mid
2021-12-31,-0.03979158824418225,-0.027823105483525592,-0.015854622722868902,-0.19291184892497182,-0.1822963364324166,-0.1716808239398614,-0.40486114726602007,-0.38754646359208433,-0.3702317799181486,-0.1920555634665628,-0.1765763741341424,-0.161097184801722,0.02324117978618002,0.024826378508587727,0.02641157723099548,-0.022668283631809834,-0.009267041939843628,0.004134199752122578,-1.1634081081081085,-1.0884081081081083,-1.0134081081081083
2022-01-31,0.006148869109975103,0.010072885433591383,0.013996901757207664,-0.960429799718664,-0.9528265480081113,-0.9452232962975587,0.4716482941920854,0.48608589218458437,0.5005234901770833,1.1141855430093681,1.128257544362837,1.142329545716306,-0.03859856080128603,-0.03729559757980003,-0.035992634358314055,-0.10206045472321455,-0.09853067098574136,-0.09500088724826818,0.0,0.0,0.0
2022-02-28,-0.06445450699929337,-0.05230932582641183,-0.040164144653530305,-0.01024991189988163,-0.002978720621098478,0.004292470657684624,0.0837739825368225,0.10021548625101592,0.1166569899652093,0.15447686229213617,0.1692987073701195,0.1841205524481029,-0.09162390417917303,-0.08997951015304194,-0.08833511612691089,-0.11231678625036667,-0.09880086106677045,-0.08528493588317423,-1.1632108108108103,-1.0882108108108106,-1.0132108108108107
2022-04-29,0.09805543585642507,0.11039399816756941,0.12273256047871375,-0.0873972573317867,-0.07963711628663984,-0.07187697524149302,-0.6914211215170497,-0.6714598612673703,-0.6514986010176911,-0.6109894510907262,-0.5940709310053361,-0.5771524109199461,0.0762357692873823,0.07893279887144554,0.08162982845550878,0.15250081132570106,0.16702363216378932,0.1815464530018776,-0.35857543859649077,-0.2835754385964907,-0.20857543859649097
2022-05-31,0.09762409257145845,0.10408861003275223,0.11055312749404601,-0.013380791803020483,4.148887551323769e-05,0.013463769554046864,-0.15846732168191313,-0.14249372252115558,-0.12652012336039806,-0.05710028063560507,-0.043562656125534074,-0.0300250316154631,0.06386022156555857,0.0668606271158977,0.06986103266623685,-0.0014378423462476466,0.0036441806771424392,0.008726203700532578,0.0,0.0,0.0
2022-06-30,0.014263045596899868,0.02537733572477755,0.03649162585265523,-0.16467805093036966,-0.15126073327699135,-0.13784341562361288,0.10759749245103341,0.12630093288423572,0.14500437331743793,0.2086005679635269,0.22531377864657834,0.24202698932962977,-0.11373344040647809,-0.11079872705508542,-0.10786401370369267,-0.008358511830459544,0.004409692600818369,0.01717789703209626,2.7755575615628914e-05,2.7755575615628914e-05,2.7755575615628914e-05
2022-07-29,-0.10897127101100453,-0.09580511248188511,-0.0826389539527657,-0.025054837156613757,-0.018854763827142434,-0.01265469049767116,-0.5262229101893078,-0.5087194167523339,-0.4912159233153599,-0.6077148155764378,-0.5903606026571865,-0.5730063897379353,-0.11392391701933072,-0.11132847595000102,-0.10873303488067133,-0.0002746103486154004,0.005355477925341308,0.010985566199298016,0.0,0.0,0.0
2022-08-31,-0.017289943613797744,-0.0161223039086654,-0.014954664203533093,-1.0144670583788153,-1.0088303157047425,-1.0031935730306696,-0.5658263097333921,-0.5597320653240602,-0.5536378209147281,-0.5353841744825214,-0.5282604619410184,-0.5211367493995153,-0.028737707696987604,-0.027542898122780105,-0.02634808854857259,-0.00027372678774742763,0.0010334700603325962,0.0023406669084126003,0.0,0.0,0.0
2022-09-30,0.08635319544182063,0.08905881496391149,0.09176443448600238,0.17067666354264324,0.18614058106841644,0.20160449859418964,-0.18535736609419073,-0.17013263412367657,-0.1549079021531625,0.03830305048033454,0.05554255732230784,0.07278206416428114,0.0614684801322037,0.062203948871862036,0.06293941761152037,0.04764946932183774,0.0493234024095544,0.050997335497271055,0.0,0.0,0.0
2022-10-31,-0.08314982832350751,-0.07627880882932847,-0.06940778933514942,0.1198769608555875,0.1307818220003556,0.14168668314512362,-0.06205421741672346,-0.04151304985602834,-0.0209718822953331,-0.2216536590226593,-0.20599299756327116,-0.19033233610388312,-0.028572015236969044,-0.026872056504981683,-0.025172097772994322,-0.060773667323642526,-0.05526824104403811,-0.04976281476443366,-1.1608622222222225,-1.0858622222222227,-1.0108622222222223
2022-11-30,0.046274033794257735,0.051028968303852625,0.055783902813447486,0.13072168905950096,0.14266986564299425,0.15461804222648753,0.08253326529336275,0.09918807782258197,0.11584289035180119,0.23723487425183662,0.25266992859509246,0.2681049829383482,0.1447509678522265,0.14632081328718322,0.14789065872213997,0.002842368852620129,0.0077151090763909426,0.012587849300161727,0.0,0.0,0.0
2022-12-30,-0.08369844975296073,-0.07282499780124506,-0.06195154584952937,-0.6764485121345643,-0.6653066943292388,-0.6541648765239135,0.05241183427368189,0.07159287936793547,0.09077392446218904,0.27002760185532537,0.2865920154198011,0.3031564289842768,-0.015546737666046338,-0.012692788023982401,-0.009838838381918465,-0.18275153957844284,-0.17691215286842696,-0.17107276615841108,0.0,0.0,0.0
2023-01-31,0.02780139320544314,0.034101971198500135,0.04040254919155712,0.13184086021505542,0.14393763440860427,0.1560344086021522,0.21267405341472104,0.2292874209127692,0.24590078841081736,0.10405148185785208,0.11575654133373339,0.12746160080961477,-0.04218771823397619,-0.040104832140513004,-0.03802194604704989,0.07612639924731074,0.08186757895351543,0.08760875865972013,0.0,0.0,0.0
2023-02-28,0.13116273112164145,0.13968356274924557,0.1482043943768497,1.627184741297568,1.6363893667912779,1.6455939922849878,-0.20374102712941008,-0.18451159452207302,-0.16528216191473588,-0.011122603747981045,0.00577924261796133,0.022681088983903707,0.027000074160385225,0.029599108016766806,0.03219814187314839,0.1137452044107015,0.12055060523136261,0.12735600605202382,0.0,0.0,0.0
2023-03-31,-0.017173149360884286,-0.005610521076382561,0.00595210720811924,0.13526860707461244,0.1477230610761628,0.16017751507770947,-0.011317075747924668,0.006964656406689439,0.02524638856130376,-0.10997702979956016,-0.09394021900859005,-0.07790340821761994,-0.08457179806066045,-0.08215782562632584,-0.0797438531919914,-0.1332844860638908,-0.12830464930169122,-0.12332481253949165,0.0,0.0,0.0
2023-04-28,-0.15174917871809274,-0.14057293945788038,-0.12939670019766802,-0.45793627204202214,-0.44961557677738256,-0.44129488151274293,-0.22473619635693542,-0.20738971593301153,-0.19004323550908764,-0.0667840218017806,-0.05216163764464055,-0.03753925348750049,-0.08280355536995067,-0.08042242691925654,-0.0780412984685624,-0.204123844140175,-0.19179194634203842,-0.17946004854390182,-1.168103703703704,-1.0931037037037037,-1.018103703703704
2023-05-31,0.0104559301945271,0.016350850471047524,0.022245770747567947,0.24533729569093674,0.26762555720653936,0.28991381872213867,0.24511043779314845,0.26162949591938617,0.278148554045624,-0.1030723979030814,-0.09051343158828391,-0.07795446527348641,0.05474748221492486,0.0566417756087217,0.05853606900251864,0.06569017963623966,0.06939229004215845,0.07309440044807725,-1.1744399999999995,-1.0994399999999998,-1.0244399999999998
2023-06-30,0.1813203134403577,0.1866783257899738,0.19203633813958987,3.241431707653446,3.2519803884148932,3.26252906917634,0.4324304269342722,0.45013445268331603,0.46783847843235976,0.5481265034029567,0.5643487618869042,0.5805710203708517,0.06770306678872968,0.06896015726006313,0.07021724773139658,0.15333252341902698,0.1571881498439739,0.16104377626892077,0.0,0.0,0.0
2023-07-31,0.03302061616451433,0.03756381565075844,0.04210701513700255,0.3109985118411947,0.3219272555059738,0.3328559991707528,-0.3677894900088185,-0.35314650180772794,-0.33850351360663744,-0.21405392195964584,-0.20121419338838756,-0.18837446481712927,-0.02238468761683077,-0.021244027844467998,-0.020103368072105228,0.02268471189888221,0.026270727140762548,0.029856742382642888,-1.1751958762886598,-1.1001958762886601,-1.0251958762886597
2023-08-31,0.0654673561491565,0.0676114789068206,0.06975560166448472,0.14531438721136758,0.1589023090586145,0.17249023090586138,0.06280788057455895,0.07955447114575225,0.0963010617169453,0.7223851972409545,0.7379033805525314,0.7534215638641085,0.060422337919203886,0.06089993412441514,0.0613775303296264,0.036529603396141454,0.03797010308698725,0.039410602777833044,0.0,0.0,0.0
2023-09-29,0.08491292851292022,0.09210221851835847,0.09929150852379669,-0.5538905308100261,-0.5434339072036808,-0.5329772835973351,-0.1553076408246228,-0.13918560872820734,-0.12306357663179195,-0.10043420024124691,-0.08666725104343118,-0.07290030184561544,0.11697692043208494,0.1177659968099051,0.11855507318772526,0.097490078630341,0.10503795831073948,0.11258583799113794,0.0,0.0,0.0
2023-10-31,0.03689895265603556,0.04718155762093685,0.05746416258583813,-0.4981189654409526,-0.48935579749773445,-0.48059262955451637,-0.3986336779615131,-0.3830005029875666,-0.36736732801362004,-0.3079592102906563,-0.29392025682039213,-0.27988130335012784,-0.007787797335840057,-0.006467836304667737,-0.005147875273495416,0.053105354705268296,0.06373274637204746,0.07436013803882661,-0.37668965517241326,-0.3016896551724132,-0.22668965517241313
2023-11-30,-0.09068772474589454,-0.0771872343229478,-0.06368674390000102,-0.15544484158739186,-0.14354823514412887,-0.13165162870086586,1.21308652199714,1.2311100726010678,1.2491336232049952,0.8466366924616501,0.86190228317515,0.8771678738886497,-0.021288732540652902,-0.020467425710865184,-0.01964611888107747,-0.135279970759243,-0.12363493348739832,-0.11198989621555361,0.0,0.0,0.0
2023-12-29,0.00481254088335237,0.012366335871308715,0.01992013085926506,0.188597823272885,0.19729250518248156,0.20598718709207814,-0.42218570834206637,-0.4032799127268381,-0.38437411711160985,-0.3533530936519699,-0.3353623081041724,-0.31737152255637496,0.02851778890879312,0.03044189170228408,0.032365994495775055,-0.014214032254390984,-0.006536556975098141,0.0011409183041947032,0.0,0.0,0.0
2024-01-31,0.3616631434005649,0.3739456826186121,0.38622822183665934,1.5349797891321686,1.5421947494223633,1.549409709712558,0.6706005731615899,0.6846905616415385,0.6987805501214871,0.5475296558207055,0.5610070215206162,0.5744843872205269,0.6580637825710709,0.6605036711876294,0.6629435598041881,0.2928249870083919,0.29672950859723857,0.30063403018608514,0.0,0.0,0.0
2024-02-29,0.15396549995506842,0.162332234974806,0.17069896999454362,0.3764168362993143,0.3838382949351496,0.3912597535709849,0.10868700923823824,0.12502466274843949,0.1413623162586407,0.12058262167531096,0.13509263993065132,0.14960265818599167,0.10802162494759684,0.10946323718853561,0.11090484942947439,0.16633730040994432,0.17462721064717152,0.1829171208843987,0.0,0.0,0.0
2024-04-30,0.2291996655163651,0.23998207558901394,0.2507644856616627,0.4284646588649344,0.43598357474050914,0.4435024906160839,0.11413976207384287,0.13084723977704285,0.1475547174802429,0.36489585038036043,0.380253971935789,0.3956120934912176,0.31209767230643615,0.3135615816921448,0.31502549107785344,0.1481617101439745,0.15704587802669004,0.16593004590940558,0.0,0.0,0.0
2024-05-31,-0.15209605588111524,-0.14418471625712484,-0.1362733766331344,-0.20277620678917047,-0.19585986509671888,-0.18894352340426782,0.12162044093598649,0.1394261782194142,0.15723191550284188,0.10598644336256383,0.12089580523613169,0.1358051671096996,-0.09289992531385995,-0.0909864447322248,-0.08907296415058961,-0.19463547887983648,-0.18591519262763168,-0.17719490637542692,0.0,0.0,0.0
2024-06-28,0.07892912628281354,0.08682846122617403,0.0947277961695345,0.37868691983750846,0.38777377728401186,0.3968606347305152,0.3721560515676915,0.39008216007039265,0.4080082685730938,0.2077562749625788,0.22549337526245258,0.24323047556232633,0.17992659435341124,0.18204409413162315,0.1841615939098351,0.07171205483098246,0.08035997308898644,0.08900789134699041,0.0,0.0,0.0
2024-07-31,0.20330680410031804,0.2080288317990432,0.21275085949776837,1.282955522403267,1.2925450100500586,1.3021344976968507,-0.013852125029859646,0.0025408541350507804,0.018933833299961112,0.0012513579455178169,0.016853442006302056,0.03245552606708629,0.15798127609577944,0.15966294906114256,0.16134462202650568,0.1873857702357001,0.19081566102780376,0.19424555181990738,-1.1787529411764706,-1.1037529411764704,-1.0287529411764704
2024-08-30,0.025261487970520607,0.03399244941293026,0.042723410855339906,-0.40038561733676326,-0.3910978123925739,-0.38181000744838456,-0.5002281321574181,-0.4829633122056404,-0.4656984922538628,-0.5232202386855415,-0.5081027788322428,-0.4929853189789441,-0.010601299116836426,-0.008783430146559728,-0.0069655611762830145,-0.027646156532261424,-0.023738477561183337,-0.01983079859010525,0.0,0.0,0.0
2024-09-30,0.0069897986360102585,0.02234202810499365,0.03769425757397707,-0.754130285394427,-0.7438411729890406,-0.7335520605836542,0.10677397840431928,0.12676581194102415,0.14675764547772902,-0.09212713058707664,-0.07286739650568273,-0.05360766242428883,0.023682233052852397,0.02518999312255308,0.02669775319225376,-0.16903436452980142,-0.16275331475989097,-0.15647226498998054,-1.202,-1.1269999999999998,-1.0519999999999998
2024-10-31,0.02374279387072312,0.029098204843041632,0.03445361581536015,-0.7560687927228629,-0.7501116955188065,-0.7441545983147503,-0.11141979241284766,-0.09462287613703148,-0.07782595986121518,-0.06347612947355524,-0.04759370509075272,-0.03171128070795013,-0.03551010012773936,-0.034585082314670695,-0.03366006450160203,0.0549038185012172,0.06080143505849976,0.06669905161578235,0.0,0.0,0.0
2024-11-29,0.1157286400315274,0.12592209838562787,0.13611555673972833,0.5004588920527481,0.5070382815388997,0.5136176710250516,-0.018452096262680535,-0.0032391388178540123,0.01197381862697252,-0.1029069004571884,-0.0885545596117931,-0.07420221876639778,0.20809900848756413,0.20940599316053982,0.2107129778335155,0.12065460186158267,0.13116985935572037,0.1416851168498581,-1.1711833623910337,-1.0961833623910338,-1.0211833623910336
2024-12-31,0.22864730249646392,0.24097668335242126,0.2533060642083785,0.1348532491229977,0.14747806648397366,0.16010288384494964,0.3818307952387624,0.4008103948934415,0.41978999454812077,0.3867929409567455,0.40535726096611263,0.4239215809754799,0.1259312827804627,0.1284308859172575,0.13093048905405225,0.2856475278474563,0.29827203579888234,0.31089654375030845,0.0,0.0,0.0
2025-01-31,-0.013810495801659519,-0.006525276036002053,0.0007599437296554165,-0.46369230122118926,-0.45569701852088434,-0.4477017358205795,-0.4217989511280882,-0.4042472699983419,-0.3866955888685955,-0.40351915374302144,-0.3880493547758257,-0.37257955580863,0.08128914705516116,0.08290764564983097,0.08452614424450078,-0.03897086425929585,-0.030814047869949776,-0.022657231480603706,-1.1668551724137934,-1.091855172413793,-1.0168551724137933
2025-02-28,-0.05773334711939305,-0.05440145657448112,-0.0510695660295692,0.18307815288116236,0.1897788731016661,0.19647959332216988,-0.09492265720612245,-0.07804285295641948,-0.06116304870671652,-0.01579230324210463,-0.0010437913930129077,0.013704720456078862,-0.028867051439733404,-0.027979321287585367,-0.027091591135437326,-0.035162911951008735,-0.03242257344195179,-0.029682234932894853,0.0,0.0,0.0
2025-04-30,-0.05513514995862261,-0.045190891728682,-0.035246633498741395,-0.21547734467527585,-0.20372242499840934,-0.19196750532154286,-0.2126515625648746,-0.1964804693658119,-0.1803093761667492,-0.06589263213200612,-0.05116219911121881,-0.03643176609043149,-0.0428183332440971,-0.04102449569570298,-0.03923065814730888,-0.021446429994272088,-0.011624155670344409,-0.0018018813464167483,-0.7047352941176478,-0.629735294117648,-0.5547352941176479
2025-05-30,-0.09734647682180961,-0.08501512169131849,-0.07268376656082735,3.1384948845710476,3.1464120858717797,3.1543292871725117,1.536430399341326,1.5534945699978902,1.5705587406544546,0.8874425395249235,0.9035913324624172,0.9197401253999111,0.038100262283291456,0.03971979970227295,0.04133933712125463,-0.1516209618464072,-0.13960451158382844,-0.1275880613212497,0.0,0.0,0.0
2025-06-30,0.05683588419559988,0.0686799098109692,0.08052393542633854,0.15946538540298374,0.17407438854454374,0.1886833916861037,-0.5247020027828266,-0.5071457411608246,-0.4895894795388227,-0.3734006458636534,-0.3596977923442229,-0.3459949388247925,0.0014738614349984619,0.0029947780140889553,0.004515694593179453,0.07078278818295775,0.08107399237685876,0.09136519657075978,-0.7350886075949367,-0.6600886075949366,-0.5850886075949369
2025-07-31,-0.058405456322257486,-0.04835464847412956,-0.038303840626001645,0.001752371058520609,0.008280313107241524,0.01480825515596244,-0.2925872639713874,-0.2768448345877833,-0.2611024052041791,-0.3494638959208202,-0.33553748140733025,-0.32161106689384034,-0.10917745829959788,-0.10685104438148205,-0.10452463046336621,-0.0907048668866578,-0.08050027927761767,-0.07029569166857755,0.0,0.0,0.0
2025-08-29,0.03927673168930119,0.04311184551305595,0.046946959336810694,-0.5247585680216635,-0.5132838836631745,-0.5018091993046855,-0.31163023642396276,-0.29528796640571875,-0.2789456963874747,-0.26620193686260046,-0.2520493618350103,-0.2378967868074201,0.005230006489074569,0.007040247526445953,0.008850488563817337,0.02699337627407,0.03030790629342735,0.03362243631278469,0.0,0.0,0.0
2025-09-30,0.14069707862139316,0.1470998599573004,0.15350264129320765,-0.1766409975865776,-0.16517264655410158,-0.1537042955216278,0.7025374667752667,0.7200604660803858,0.7375834653855047,0.6183397289563904,0.6333944557849098,0.6484491826134293,0.15796457389526325,0.15896558876263753,0.15996660363001178,0.17176334816858438,0.1787211216576122,0.18567889514664002,0.0,0.0,0.0
2025-10-31,-0.006449956345872417,0.0012059219968478326,0.008861800339568083,-0.7783253117998803,-0.7713301417744218,-0.7643349717489635,-0.7256822077486497,-0.7087112326043126,-0.6917402574599754,-0.6859227532336486,-0.6707586020279018,-0.655594450822155,-0.08796550575992068,-0.08688485897780483,-0.08580421219568897,0.007602817791442404,0.015999246049572247,0.02439567430770209,0.0,0.0,0.0
2025-11-28,-0.1278951668980042,-0.12420833058295665,-0.12052149426790906,-0.9422489025698212,-0.9358223880297915,-0.9293958734897617,0.02645643875418413,0.045017121124056994,0.06357780349392987,0.048165511980435755,0.06342552877278573,0.0786855455651357,-0.08557292442770294,-0.0842867186365321,-0.08300051284536128,-0.11926990231870309,-0.11613711910445845,-0.11300433589021382,0.0,0.0,0.0
2025-12-31,-0.01722204480626586,-0.00797198608232082,0.001278072641624186,0.20733823424764783,0.22622299342591448,0.24510775260418113,-0.5142544977904284,-0.4973264262826754,-0.4803983547749224,-0.41658361379374304,-0.39931764751325244,-0.3820516812327619,0.04567671052897758,0.04763652455546555,0.0495963385819535,-0.0385714335788098,-0.028952123900678885,-0.01933281422254797,0.0,0.0,0.0
2026-01-30,0.03298159147635954,0.0407871794802169,0.04859276748407425,-1.0122140984448293,-1.0081764133842637,-1.0041387283236987,-0.5409989711021921,-0.5194685720337275,-0.497938172965263,-0.478895713318656,-0.4608359616930876,-0.4427762100675191,-0.0554585004798275,-0.0546023634221732,-0.05374622636451893,-0.04199077230868691,-0.040406126138678465,-0.03882147996867002,0.0,0.0,0.0
2026-02-27,0.0640346078731382,0.07299431799809072,0.08195402812304324,0.27476266487440426,0.2995725867428417,0.3243825086112773,-0.42246196273103237,-0.40598850050575397,-0.38951503828047557,-0.32756777384964225,-0.3135340567993404,-0.2995003397490385,-0.04427656795330801,-0.04215596468688328,-0.04003536142045854,0.03024260017177119,0.03992221793253469,0.04960183569329819,-0.7822872928176791,-0.707287292817679,-0.6322872928176789
2026-03-31,0.036538487091358415,0.04469187625656698,0.052845265421775554,-0.7746209860712141,-0.7679039667764934,-0.7611869474817728,-0.5162635447123696,-0.5008818662500265,-0.48550018778768356,-0.33544682319985947,-0.3204134779037481,-0.30538013260763663,-0.008864723090558083,-0.007935323444816868,-0.007005923799075643,0.036564760017753856,0.044486718377741895,0.05240867673772991,-0.8382289830844166,-0.7632289830844167,-0.6882289830844167
2026-04-30,-0.16236324574707967,-0.14979746672388228,-0.13723168770068486,-0.39730679728044516,-0.39294276279250356,-0.3885787283045619,2.1675187693211817,2.188961837380343,2.2104049054395034,1.2126330337788807,1.2329823320134081,1.2533316302479354,0.07230245032602536,0.07548628911454096,0.07867012790305652,-0.15077481424857975,-0.1374644082875692,-0.12415400232655867,-1.1675827338129496,-1.09258273381295,-1.0175827338129502
