return_date,strategy,scenario,asset_id,reject_reason
2021-11-30,Equity-option Greek Markowitz,mid,NVDA_put_put_near,capacity_exceeded_no_fill
2021-12-31,Equity-option Greek Markowitz,mid,AAPL_put_call_near,capacity_exceeded_no_fill
2021-12-31,Equity-option Greek Markowitz,mid,GOOGL_call_put_near,capacity_exceeded_no_fill
2021-12-31,Equity-option Greek Markowitz,mid,JPM_call_atm,capacity_exceeded_no_fill
2021-12-31,Equity-option Greek Markowitz,mid,JPM_call_call_near,capacity_exceeded_no_fill
2021-12-31,Equity-option Greek Markowitz,mid,JPM_call_put_near,capacity_exceeded_no_fill
2021-12-31,Equity-option Greek Markowitz,mid,JPM_put_atm,capacity_exceeded_no_fill
2021-12-31,Equity-option Greek Markowitz,mid,JPM_put_put_near,capacity_exceeded_no_fill
2021-12-31,Equity-option Greek Markowitz,mid,META_call_put_near,capacity_exceeded_no_fill
2021-12-31,Equity-option Greek Markowitz,mid,META_call_put_wing,capacity_exceeded_no_fill
2021-12-31,Equity-option Greek Markowitz,mid,META_put_call_near,capacity_exceeded_no_fill
2021-12-31,Equity-option Greek Markowitz,mid,META_put_put_near,capacity_exceeded_no_fill
2021-12-31,Equity-option Greek Markowitz,mid,MSFT_call_call_near,capacity_exceeded_no_fill
2021-12-31,Equity-option Greek Markowitz,mid,MSFT_call_put_near,capacity_exceeded_no_fill
2021-12-31,Equity-option Greek Markowitz,mid,NVDA_call_put_near,capacity_exceeded_no_fill
2021-12-31,Equity-option Greek Markowitz,mid,TSLA_put_put_wing,capacity_exceeded_no_fill
2022-01-31,Equity-option Greek Markowitz,mid,AAPL_call_put_near,capacity_exceeded_no_fill
2022-01-31,Equity-option Greek Markowitz,mid,AAPL_put_put_near,capacity_exceeded_no_fill
2022-01-31,Equity-option Greek Markowitz,mid,GOOGL_call_put_near,missing_cost_input
2022-01-31,Equity-option Greek Markowitz,mid,JPM_call_call_near,capacity_exceeded_no_fill
2022-01-31,Equity-option Greek Markowitz,mid,JPM_call_put_near,capacity_exceeded_no_fill
2022-01-31,Equity-option Greek Markowitz,mid,JPM_put_atm,capacity_exceeded_no_fill
2022-01-31,Equity-option Greek Markowitz,mid,META_call_put_near,capacity_exceeded_no_fill
2022-01-31,Equity-option Greek Markowitz,mid,META_call_put_wing,missing_cost_input
2022-01-31,Equity-option Greek Markowitz,mid,META_put_call_near,missing_cost_input
2022-01-31,Equity-option Greek Markowitz,mid,META_put_put_near,capacity_exceeded_no_fill
2022-01-31,Equity-option Greek Markowitz,mid,MSFT_call_call_near,capacity_exceeded_no_fill
2022-01-31,Equity-option Greek Markowitz,mid,MSFT_call_put_near,capacity_exceeded_no_fill
2022-01-31,Equity-option Greek Markowitz,mid,MSFT_put_put_near,capacity_exceeded_no_fill
2022-01-31,Equity-option Greek Markowitz,mid,NVDA_call_put_near,capacity_exceeded_no_fill
2022-01-31,Equity-option Greek Markowitz,mid,NVDA_put_put_near,capacity_exceeded_no_fill
2022-02-28,Equity-option Greek Markowitz,mid,GOOGL_call_put_near,capacity_exceeded_no_fill
2022-02-28,Equity-option Greek Markowitz,mid,JPM_call_atm,capacity_exceeded_no_fill
2022-02-28,Equity-option Greek Markowitz,mid,JPM_call_call_near,capacity_exceeded_no_fill
2022-02-28,Equity-option Greek Markowitz,mid,JPM_call_put_near,capacity_exceeded_no_fill
2022-02-28,Equity-option Greek Markowitz,mid,JPM_put_atm,capacity_exceeded_no_fill
2022-02-28,Equity-option Greek Markowitz,mid,JPM_put_put_near,capacity_exceeded_no_fill
2022-02-28,Equity-option Greek Markowitz,mid,META_call_put_wing,missing_cost_input
2022-02-28,Equity-option Greek Markowitz,mid,META_put_call_near,capacity_exceeded_no_fill
2022-02-28,Equity-option Greek Markowitz,mid,META_put_put_near,capacity_exceeded_no_fill
2022-02-28,Equity-option Greek Markowitz,mid,MSFT_call_call_near,capacity_exceeded_no_fill
2022-02-28,Equity-option Greek Markowitz,mid,MSFT_call_put_near,capacity_exceeded_no_fill
2022-02-28,Equity-option Greek Markowitz,mid,NVDA_call_put_near,capacity_exceeded_no_fill
2022-02-28,Equity-option Greek Markowitz,mid,NVDA_put_put_near,capacity_exceeded_no_fill
2022-04-29,Equity-option Greek Markowitz,mid,AAPL_call_put_near,capacity_exceeded_no_fill
2022-04-29,Equity-option Greek Markowitz,mid,AAPL_put_call_near,capacity_exceeded_no_fill
2022-04-29,Equity-option Greek Markowitz,mid,JPM_call_atm,capacity_exceeded_no_fill
2022-04-29,Equity-option Greek Markowitz,mid,JPM_call_put_near,capacity_exceeded_no_fill
2022-04-29,Equity-option Greek Markowitz,mid,JPM_put_atm,capacity_exceeded_no_fill
2022-04-29,Equity-option Greek Markowitz,mid,META_call_call_near,capacity_exceeded_no_fill
2022-04-29,Equity-option Greek Markowitz,mid,META_call_put_near,capacity_exceeded_no_fill
2022-04-29,Equity-option Greek Markowitz,mid,META_call_put_wing,capacity_exceeded_no_fill
2022-04-29,Equity-option Greek Markowitz,mid,META_put_call_near,capacity_exceeded_no_fill
2022-04-29,Equity-option Greek Markowitz,mid,META_put_put_near,capacity_exceeded_no_fill
2022-04-29,Equity-option Greek Markowitz,mid,MSFT_call_call_near,capacity_exceeded_no_fill
2022-04-29,Equity-option Greek Markowitz,mid,MSFT_call_put_near,capacity_exceeded_no_fill
2022-04-29,Equity-option Greek Markowitz,mid,NVDA_call_put_wing,capacity_exceeded_no_fill
2022-04-29,Equity-option Greek Markowitz,mid,NVDA_put_call_near,capacity_exceeded_no_fill
2022-04-29,Equity-option Greek Markowitz,mid,TSLA_put_put_wing,capacity_exceeded_no_fill
2022-05-31,Equity-option Greek Markowitz,mid,AAPL_call_put_near,capacity_exceeded_no_fill
2022-05-31,Equity-option Greek Markowitz,mid,AMZN_put_put_wing,missing_cost_input
2022-05-31,Equity-option Greek Markowitz,mid,JPM_call_atm,capacity_exceeded_no_fill
2022-05-31,Equity-option Greek Markowitz,mid,JPM_call_put_near,capacity_exceeded_no_fill
2022-05-31,Equity-option Greek Markowitz,mid,JPM_put_atm,capacity_exceeded_no_fill
2022-05-31,Equity-option Greek Markowitz,mid,JPM_put_put_near,capacity_exceeded_no_fill
2022-05-31,Equity-option Greek Markowitz,mid,META_call_put_near,capacity_exceeded_no_fill
2022-05-31,Equity-option Greek Markowitz,mid,META_call_put_wing,capacity_exceeded_no_fill
2022-05-31,Equity-option Greek Markowitz,mid,META_put_call_near,capacity_exceeded_no_fill
2022-05-31,Equity-option Greek Markowitz,mid,META_put_put_near,capacity_exceeded_no_fill
2022-05-31,Equity-option Greek Markowitz,mid,MSFT_put_put_near,capacity_exceeded_no_fill
2022-05-31,Equity-option Greek Markowitz,mid,NVDA_call_put_near,capacity_exceeded_no_fill
2022-05-31,Equity-option Greek Markowitz,mid,NVDA_call_put_wing,missing_cost_input
2022-05-31,Equity-option Greek Markowitz,mid,TSLA_call_atm,capacity_exceeded_no_fill
2022-05-31,Equity-option Greek Markowitz,mid,TSLA_put_put_wing,capacity_exceeded_no_fill
2022-06-30,Equity-option Greek Markowitz,mid,AAPL_call_put_near,capacity_exceeded_no_fill
2022-06-30,Equity-option Greek Markowitz,mid,AAPL_put_put_near,capacity_exceeded_no_fill
2022-06-30,Equity-option Greek Markowitz,mid,GOOGL_call_put_near,capacity_exceeded_no_fill
2022-06-30,Equity-option Greek Markowitz,mid,JPM_call_put_near,missing_cost_input
2022-06-30,Equity-option Greek Markowitz,mid,JPM_put_atm,capacity_exceeded_no_fill
2022-06-30,Equity-option Greek Markowitz,mid,JPM_put_put_near,capacity_exceeded_no_fill
2022-06-30,Equity-option Greek Markowitz,mid,META_call_put_near,capacity_exceeded_no_fill
2022-06-30,Equity-option Greek Markowitz,mid,META_call_put_wing,capacity_exceeded_no_fill
2022-06-30,Equity-option Greek Markowitz,mid,META_put_call_near,capacity_exceeded_no_fill
2022-06-30,Equity-option Greek Markowitz,mid,META_put_put_near,capacity_exceeded_no_fill
2022-06-30,Equity-option Greek Markowitz,mid,MSFT_call_call_near,capacity_exceeded_no_fill
2022-06-30,Equity-option Greek Markowitz,mid,MSFT_call_put_near,capacity_exceeded_no_fill
2022-06-30,Equity-option Greek Markowitz,mid,MSFT_put_put_near,capacity_exceeded_no_fill
