Strategy,Return basis,path_id,method,n_source_obs,status,n_obs,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,var_95,cvar_95,terminal_wealth,block_length
Delta-matched equities,Gross before costs,0,circular_block_bootstrap,60,ok,60,2.052124733267138,0.9040231286278624,1.7043868800075912,3.9889750591841984,-0.7169838105974755,0.2609947694079013,0.35550232819714017,264.85696080310305,6
Delta-matched equities,Gross before costs,1,circular_block_bootstrap,60,ok,60,0.6338501146966629,0.9683017038331392,0.9736789114085175,1.8694306069593831,-0.7169838105974756,0.34536849031042965,0.4114112764900113,11.642897247931256,6
Delta-matched equities,Gross before costs,2,circular_block_bootstrap,60,ok,60,1.7369548512896182,0.8275845728815129,1.6273312311763575,4.192139381420237,-0.4816507588732658,0.23015765852319725,0.2740776650662127,153.58123897287135,6
Delta-matched equities,Gross before costs,3,circular_block_bootstrap,60,ok,60,-0.023811632380413505,0.9574449337993178,0.4507180991557562,0.730370086354208,-0.9165751302986016,0.41020975474919,0.42772777915901683,0.8864783657311791,6
Delta-matched equities,Gross before costs,4,circular_block_bootstrap,60,ok,60,0.7774424625922927,0.9586576978344009,1.0764787333544614,1.9982018798814754,-0.8405852247394837,0.37202878373719195,0.42480810842404576,17.740986100465705,6
Delta-matched equities,Gross before costs,5,circular_block_bootstrap,60,ok,60,1.5340628214621415,0.8731719557241682,1.520058673545456,3.1249533072418862,-0.8061847519768682,0.26843108738284727,0.320673831871423,104.49292492708865,6
Delta-matched equities,Gross before costs,6,circular_block_bootstrap,60,ok,60,1.309577133542121,0.8872324558556912,1.386071581363952,2.933935171108934,-0.8052519251424342,0.2696057461028869,0.3633333863307378,65.7146736328079,6
Delta-matched equities,Gross before costs,7,circular_block_bootstrap,60,ok,60,0.06905817482485732,1.0899094510037763,0.5861187162511793,1.0037265820654337,-0.9462845104938054,0.41020975474919,0.42772777915901694,1.396389884286896,6
Delta-matched equities,Gross before costs,8,circular_block_bootstrap,60,ok,60,1.2951734606225185,1.0144499270615916,1.3217719016144065,2.6290538281051457,-0.8091299952004036,0.3700192589470868,0.4010632721042802,63.690926616716105,6
Delta-matched equities,Gross before costs,9,circular_block_bootstrap,60,ok,60,0.0592307576666502,0.9771343748701623,0.5153282083824278,0.9111595486017914,-0.875860236089245,0.3700192589470868,0.39485446947284153,1.3333768665186714,6
Delta-matched equities,Gross before costs,10,circular_block_bootstrap,60,ok,60,1.8614108078092655,0.8569977557039047,1.6777479188603077,3.8328013009750657,-0.7764372723759303,0.23200331605747015,0.3770951265772009,191.8231709914641,6
Delta-matched equities,Gross before costs,11,circular_block_bootstrap,60,ok,60,0.1641256685802388,1.0084541840326322,0.6197134457352317,1.1312152132265676,-0.948906682351057,0.3700192589470868,0.4010632721042802,2.1379587761113155,6
Delta-matched equities,Gross before costs,12,circular_block_bootstrap,60,ok,60,0.07418996011651857,1.0323981464516139,0.562317155451965,0.9760249338552521,-0.8856780837231772,0.41020975474919,0.43210728526147363,1.4302285552089717,6
Delta-matched equities,Gross before costs,13,circular_block_bootstrap,60,ok,60,0.9756344002498645,0.9488148869397282,1.191000133399733,2.2958674902622795,-0.9151452893957147,0.34407108143481613,0.39903794860428665,30.097671514925143,6
Delta-matched equities,Gross before costs,14,circular_block_bootstrap,60,ok,60,0.3667349129293924,1.0093697261328214,0.8164274528030095,1.4122959124421377,-0.9204843810556536,0.4123995078004184,0.4540048157737571,4.7689354334697,6
Delta-matched equities,Gross before costs,15,circular_block_bootstrap,60,ok,60,0.09744164534131183,0.9565573086087265,0.5546242231644033,0.9698607790107339,-0.8405852247394837,0.37202878373719195,0.42480810842404576,1.591868478670064,6
Delta-matched equities,Gross before costs,16,circular_block_bootstrap,60,ok,60,0.9920138254797322,0.8887658234971397,1.241586020152515,2.285916201084805,-0.8405852247394837,0.41020975474919,0.43210728526147363,31.366188023697415,6
Delta-matched equities,Gross before costs,17,circular_block_bootstrap,60,ok,60,0.9808978811604601,0.8950837398768174,1.2275943335721347,2.284409797341308,-0.8849548344884628,0.3473780151005348,0.4394064620989015,30.500744289673094,6
Delta-matched equities,Gross before costs,18,circular_block_bootstrap,60,ok,60,1.629433344597854,0.8805431713697085,1.5326427718928608,3.6290999781643394,-0.5076930038419674,0.23324598868621937,0.317955927504789,125.69292424959357,6
Delta-matched equities,Gross before costs,19,circular_block_bootstrap,60,ok,60,1.4633716610817125,0.7561931917928254,1.577021706932054,3.650118254041862,-0.5420568084761601,0.23167994480960363,0.27365291113927087,90.708859123938,6
