Strategy,Return basis,path_id,method,n_source_obs,status,n_obs,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,var_95,cvar_95,terminal_wealth,defaulted,block_length
Equity-option Greek Markowitz,Gross before costs,0,circular_block_bootstrap,60,ok,60,2.297482605808509,1.140843649919697,1.6002014976407064,3.7336881009543137,-0.7637314794967504,0.31332615187677126,0.3588538369792684,389.86349037083517,False,6
Equity-option Greek Markowitz,Gross before costs,1,circular_block_bootstrap,60,ok,60,-0.05030908994928329,1.112401237338318,0.44369829914992215,0.8355119578007077,-0.8689460773241455,0.3994863658699255,0.4133158652514698,0.7725229778629199,False,6
Equity-option Greek Markowitz,Gross before costs,2,circular_block_bootstrap,60,ok,60,0.05601242923004435,1.122001777983998,0.5294762742600531,1.0668878807308493,-0.8647863371578877,0.30211010787301273,0.38920562704759987,1.3132431655274395,False,6
Equity-option Greek Markowitz,Gross before costs,3,circular_block_bootstrap,60,ok,60,0.1560706178991631,1.0276117579461486,0.6171492354967751,1.1202439393850485,-0.8747072477575251,0.3994863658699255,0.4271453646330141,2.0650083761716527,False,6
Equity-option Greek Markowitz,Gross before costs,4,circular_block_bootstrap,60,ok,60,1.201297872269421,1.0803086673276872,1.2314379315337691,2.694919557463592,-0.8312010514932655,0.31763416257642896,0.41792569837865123,51.688516651641564,False,6
Equity-option Greek Markowitz,Gross before costs,5,circular_block_bootstrap,60,ok,60,1.1716138540048258,1.1762394730135235,1.1655974470488268,2.7639057526113793,-0.8271904007165818,0.30211010787301273,0.38920562704759987,48.29620631132498,False,6
Equity-option Greek Markowitz,Gross before costs,6,circular_block_bootstrap,60,ok,60,0.6460105395330824,1.1397692496828347,0.9225598978453253,2.0869297673631126,-0.9734441577428841,0.30211010787301273,0.38920562704759987,12.08267401374894,False,6
Equity-option Greek Markowitz,Gross before costs,7,circular_block_bootstrap,60,ok,60,0.6793799520455199,0.806480512429001,1.0352879905231303,2.03638456761637,-0.6317849829580908,0.28556310359418835,0.32787341854466695,13.35810405025719,False,6
Equity-option Greek Markowitz,Gross before costs,8,circular_block_bootstrap,60,ok,60,2.32534645595278,0.9401652633077701,1.7185928247479936,5.482294651306428,-0.4266725113761167,0.22734825447340176,0.2492944399780818,406.6160319844927,False,6
Equity-option Greek Markowitz,Gross before costs,9,circular_block_bootstrap,60,ok,60,-0.5912107497337098,0.8528940508593579,-0.6319213248025501,-0.9340167017576038,-0.9852785012275118,0.3015197897675518,0.364332577200283,0.011415562975176145,False,6
Equity-option Greek Markowitz,Gross before costs,10,circular_block_bootstrap,60,ok,60,-0.10948124095693978,0.9149088197905357,0.28277760798332374,0.5156240841116234,-0.888961286148692,0.2856477963649864,0.34310609380546686,0.5600352483998904,False,6
Equity-option Greek Markowitz,Gross before costs,11,circular_block_bootstrap,60,ok,60,-0.08896151959886245,0.9921675185455948,0.33859996755278954,0.6313839666000767,-0.8895090578130714,0.28856041865348,0.38920562704759987,0.6276009688526074,False,6
Equity-option Greek Markowitz,Gross before costs,12,circular_block_bootstrap,60,ok,60,-0.21565319212529932,0.8674039593691008,0.12440619696466068,0.2081887839961795,-0.9560271809763563,0.28725695901014886,0.3572011618215815,0.29685247008931814,False,6
Equity-option Greek Markowitz,Gross before costs,13,circular_block_bootstrap,60,ok,60,0.6213482166168465,1.2356947809674268,0.9057880808396351,2.0840916498412136,-0.8841110128625042,0.3994863658699255,0.4271453646330141,11.204216470699878,False,6
Equity-option Greek Markowitz,Gross before costs,14,circular_block_bootstrap,60,ok,60,-0.053591579056008753,1.0355957071879625,0.43639073823697383,0.7498963473615319,-0.9264104745931795,0.40225226574623435,0.4548043633961029,0.7592642987995665,False,6
Equity-option Greek Markowitz,Gross before costs,15,circular_block_bootstrap,60,ok,60,-0.3179154838017829,1.052414961413778,0.0978107642595276,0.17333727819127884,-0.966322018846275,0.31763416257642896,0.41792569837865123,0.14763555270117273,False,6
Equity-option Greek Markowitz,Gross before costs,16,circular_block_bootstrap,60,ok,60,-0.1443444881269672,0.9654149569661821,0.25837098955470184,0.4846371826583128,-0.8718823078818165,0.30211010787301273,0.38920562704759987,0.4586641132531997,False,6
Equity-option Greek Markowitz,Gross before costs,17,circular_block_bootstrap,60,ok,60,0.9642293653164111,1.18321448788074,1.100122996778385,2.400088981975255,-0.8764631836230377,0.3994863658699255,0.4271453646330141,29.238897807492823,False,6
Equity-option Greek Markowitz,Gross before costs,18,circular_block_bootstrap,60,ok,60,0.5308319220757907,1.0783921655081001,0.8565976721406559,1.878945514427025,-0.8062894686253724,0.30211010787301273,0.31332615187677126,8.406932286912733,False,6
Equity-option Greek Markowitz,Gross before costs,19,circular_block_bootstrap,60,ok,60,0.347171152231732,0.9846551281767507,0.7256556553427813,1.5212853882411923,-0.8390836724326812,0.287970100548019,0.3054552438039583,4.437249736199827,False,6
Equity-option Greek Markowitz,Gross before costs,20,circular_block_bootstrap,60,ok,60,1.5714979254306547,1.0207527230312916,1.4483129184835142,2.9185448995933303,-0.874707247757525,0.3994863658699255,0.4271453646330141,112.44260316808723,False,6
Equity-option Greek Markowitz,Gross before costs,21,circular_block_bootstrap,60,ok,60,-0.2976527985563947,0.9642296944777209,0.08531057835360435,0.1391106945579796,-0.9445078583410366,0.31332615187677126,0.3588538369792684,0.1709067758903597,False,6
Equity-option Greek Markowitz,Gross before costs,22,circular_block_bootstrap,60,ok,60,0.19675434069077635,1.1057325394131572,0.6451516302915253,1.2689896495486641,-0.8698047911203459,0.3994863658699255,0.4271453646330141,2.454850545379647,False,6
Equity-option Greek Markowitz,Gross before costs,23,circular_block_bootstrap,60,ok,60,0.9335739263968919,1.0169802275697188,1.0710337547352249,2.945967569677005,-0.7608902081200254,0.2272732265651907,0.2575484172961286,27.0273773755317,False,6
Equity-option Greek Markowitz,Gross before costs,24,circular_block_bootstrap,60,ok,60,0.11534830447713817,1.093395858573998,0.5878182010204241,1.1153561540478591,-0.9086239995960651,0.3994863658699255,0.42161356488039636,1.7260467605289909,False,6
Equity-option Greek Markowitz,Gross before costs,25,circular_block_bootstrap,60,ok,60,-0.07247406177725002,0.9958931013519902,0.3598664613210493,0.6728553649009001,-0.9400501842088992,0.3015197897675518,0.364332577200283,0.6864838386142916,False,6
Equity-option Greek Markowitz,Gross before costs,26,circular_block_bootstrap,60,ok,60,0.8263042213936689,0.9960835221550763,1.0372077718715658,2.4028588917853657,-0.6560310813216945,0.287970100548019,0.3054552438039583,20.31728229204836,False,6
Equity-option Greek Markowitz,Gross before costs,27,circular_block_bootstrap,60,ok,60,0.4066217937166712,1.0151781042609664,0.7819273075226598,1.6214397141455688,-0.7194593802101112,0.287970100548019,0.356550101680142,5.506640311399754,False,6
Equity-option Greek Markowitz,Gross before costs,28,circular_block_bootstrap,60,ok,60,1.2898758833190742,1.1049262653472187,1.2406018174456122,2.9733434354840496,-0.7821407930676998,0.3015197897675518,0.3074229708221615,62.95927465822786,False,6
Equity-option Greek Markowitz,Gross before costs,29,circular_block_bootstrap,60,ok,60,1.910875148514219,1.0750694560138194,1.4866752432731873,3.763872976419176,-0.6319442689496426,0.30211010787301273,0.3420462232078227,208.9863359209038,False,6
Equity-option Greek Markowitz,Gross before costs,30,circular_block_bootstrap,60,ok,60,0.826966670598235,0.9987414009160049,1.046882685029403,2.337211937471199,-0.8246272653710949,0.2869512560083175,0.38920562704759987,20.354157131615622,False,6
Equity-option Greek Markowitz,Gross before costs,31,circular_block_bootstrap,60,ok,60,0.5689548040439663,0.9170173946350401,0.925158756321023,1.7914324054384616,-0.8693874600016881,0.3015197897675518,0.3517700197137367,9.507189850980541,False,6
Equity-option Greek Markowitz,Gross before costs,32,circular_block_bootstrap,60,ok,60,0.4809168062978475,0.9413082277965817,0.8306629770855792,1.771842861539873,-0.7374770198962772,0.28725695901014886,0.3002915554434601,7.122841967423834,False,6
Equity-option Greek Markowitz,Gross before costs,33,circular_block_bootstrap,60,ok,60,1.437747037774347,1.137544800834015,1.2780062556261709,3.2327694599773427,-0.5657868252167219,0.3015197897675518,0.3289630243204501,86.08811269154822,False,6
Equity-option Greek Markowitz,Gross before costs,34,circular_block_bootstrap,60,ok,60,0.8097280195249257,1.1064418636262667,1.0346209720779878,2.2310774153423463,-0.6817510773360679,0.31332615187677126,0.3564062588733483,19.411833273213745,False,6
Equity-option Greek Markowitz,Gross before costs,35,circular_block_bootstrap,60,ok,60,1.454176780668237,1.0684648635867204,1.3437203674782179,2.977647811747072,-0.7758266614028551,0.30211010787301273,0.38920562704759987,89.02853241447825,False,6
Equity-option Greek Markowitz,Gross before costs,36,circular_block_bootstrap,60,ok,60,0.9342110158189787,0.9932166895892788,1.1251517937938929,2.4451085977520894,-0.8160649025239912,0.2856477963649864,0.35179582476100774,27.071932710473973,False,6
Equity-option Greek Markowitz,Gross before costs,37,circular_block_bootstrap,60,ok,60,0.1991840904021016,1.028123433835262,0.6466926066266367,1.2216988383288203,-0.9391776701005757,0.3994863658699255,0.4271453646330141,2.4798721449125694,False,6
Equity-option Greek Markowitz,Gross before costs,38,circular_block_bootstrap,60,ok,60,-0.28446137739798893,1.0239645017784802,0.17146768829538295,0.27276360444832776,-0.9830211997340996,0.40225226574623435,0.4548043633961029,0.18757087446886184,False,6
