Strategy,Return basis,path_id,method,n_source_obs,status,n_obs,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,var_95,cvar_95,terminal_wealth,block_length
VIX hedge sleeve,Full-spread post-cost,495,circular_block_bootstrap,60,ok,60,-1.0,1.2452462830172304,-8.037986644803249,-3.1945470770351294,0.0,1.1089387387387388,1.1237552822516486,-0.0,6
VIX hedge sleeve,Full-spread post-cost,496,circular_block_bootstrap,60,ok,60,-1.0,1.2726971319258131,-7.980695138606491,-3.1922745276805387,-1.0,1.1089387387387388,1.1224656608456636,-0.0,6
VIX hedge sleeve,Full-spread post-cost,497,circular_block_bootstrap,60,ok,60,-1.0,1.2251707325582355,-8.269241545654433,-3.2087761460185087,0.0,1.058514802644371,1.1269746348813052,-0.0,6
VIX hedge sleeve,Full-spread post-cost,498,circular_block_bootstrap,60,ok,60,-1.0,1.304290393663638,-7.413717397595769,-3.1639789952744417,,1.0609256310950126,1.1123944073089278,-0.0,6
VIX hedge sleeve,Full-spread post-cost,499,circular_block_bootstrap,60,ok,60,-1.0,1.5643221705424102,-5.939921251832092,-3.034898771308836,,1.0583986254295532,1.0862604335117878,-0.0,6
VIX hedge sleeve,Full-spread post-cost,500,circular_block_bootstrap,60,ok,60,-1.0,1.552860246328884,-5.567647299114301,-2.9936121122348847,-1.0,1.0537206232439336,1.092893123712453,-0.0,6
VIX hedge sleeve,Full-spread post-cost,501,circular_block_bootstrap,60,ok,60,-1.0,1.5799163937318152,-5.9997072280323795,-3.056021792093935,-1.0556183908045977,1.1141222415940224,1.1239020752622366,0.0,6
VIX hedge sleeve,Full-spread post-cost,502,circular_block_bootstrap,60,ok,60,-1.0,1.1426639218195764,-8.97343700191735,-3.2500889095584014,-1.0,1.0609256310950126,1.1106665730238332,0.0,6
VIX hedge sleeve,Full-spread post-cost,503,circular_block_bootstrap,60,ok,60,-1.0,1.4498474931593095,-6.643983126780422,-3.1047352842932177,0.0,1.0586797764431097,1.1106749121009478,-0.0,6
VIX hedge sleeve,Full-spread post-cost,504,circular_block_bootstrap,60,ok,60,-1.0,1.5574342493964335,-5.880576856882625,-3.0375628779049233,,1.0556391996594297,1.0913123542033518,-0.0,6
VIX hedge sleeve,Full-spread post-cost,505,circular_block_bootstrap,60,ok,60,-1.0,1.268280426956204,-7.821782492369357,-3.1913900249696203,0.0,1.0537414320987655,1.0913040151262374,-0.0,6
VIX hedge sleeve,Full-spread post-cost,506,circular_block_bootstrap,60,ok,60,-1.0,1.4672251330927248,-6.475066928398155,-3.09503220073766,-1.0,1.0561527707776506,1.093819868587438,-0.0,6
VIX hedge sleeve,Full-spread post-cost,507,circular_block_bootstrap,60,ok,60,-1.0,1.5008834796133148,-6.541874914185311,-3.1024571142178266,,1.0560345679012346,1.0692606106106108,0.0,6
VIX hedge sleeve,Full-spread post-cost,508,circular_block_bootstrap,60,ok,60,-1.0,1.703303196769602,-5.235469783166409,-2.9460217022676627,-1.0,1.108963755970082,1.1237677908673203,-0.0,6
VIX hedge sleeve,Full-spread post-cost,509,circular_block_bootstrap,60,ok,60,-1.0,1.2574557148568462,-7.943244727923153,-3.198145602125811,,1.0609268819565796,1.1287024691663996,0.0,6
VIX hedge sleeve,Full-spread post-cost,510,circular_block_bootstrap,60,ok,60,-1.0,1.568805358145977,-5.641224115322719,-3.001431784107227,-1.0719624325975046,1.109221680251279,1.1304219643743796,0.0,6
VIX hedge sleeve,Full-spread post-cost,511,circular_block_bootstrap,60,ok,60,-1.0,1.4724999341202767,-6.554944434986154,-3.1054624245496028,0.0,1.108939989600306,1.1124027463860422,0.0,6
VIX hedge sleeve,Full-spread post-cost,512,circular_block_bootstrap,60,ok,60,-1.0,1.6160954424921947,-5.481712597659168,-2.9691162372004154,,1.1089387387387388,1.1224594065378277,-0.0,6
VIX hedge sleeve,Full-spread post-cost,513,circular_block_bootstrap,60,ok,60,-1.0,1.2372553166236904,-8.471056641909229,-3.219656053032995,,1.0609256310950126,1.126974634881305,-0.0,6
VIX hedge sleeve,Full-spread post-cost,514,circular_block_bootstrap,60,ok,60,-1.0,1.4277017540832042,-6.690365791801969,-3.096221236901164,,1.0583986254295532,1.083668682084146,-0.0,6
VIX hedge sleeve,Full-spread post-cost,515,circular_block_bootstrap,60,ok,60,-1.0,1.387312194816785,-7.19382479260615,-3.1585582853786613,-1.0,1.0583986254295532,1.069543348662447,0.0,6
VIX hedge sleeve,Full-spread post-cost,516,circular_block_bootstrap,60,ok,60,-1.0,1.5477483427014094,-5.87334747692766,-3.0217211631178547,,1.0609256310950126,1.1123944073089278,-0.0,6
VIX hedge sleeve,Full-spread post-cost,517,circular_block_bootstrap,60,ok,60,-1.0,1.1459524997106825,-8.949593494301784,-3.253957280369618,,1.108963755970082,1.12376779086732,-0.0,6
VIX hedge sleeve,Full-spread post-cost,518,circular_block_bootstrap,60,ok,60,-1.0,1.452307234025941,-6.721339295379828,-3.110625588816046,,1.109221680251279,1.146721687154737,-0.0,6
VIX hedge sleeve,Full-spread post-cost,519,circular_block_bootstrap,60,ok,60,-1.0,1.4775790602135939,-6.293827980679352,-3.0702173975341838,0.0,1.109221680251279,1.1304219643743796,0.0,6
VIX hedge sleeve,Full-spread post-cost,520,circular_block_bootstrap,60,ok,60,-1.0,1.6618756796114609,-4.9634822106034635,-2.9023756503497236,-1.0,1.011069281235258,1.0946209579975477,0.0,6
VIX hedge sleeve,Full-spread post-cost,521,circular_block_bootstrap,60,ok,60,-1.0,1.141700472632035,-9.24188290037701,-3.2628547265065904,,1.0561527707776506,1.092100373379458,-0.0,6
VIX hedge sleeve,Full-spread post-cost,522,circular_block_bootstrap,60,ok,60,-1.0,1.5120600022628043,-6.127348671558636,-3.04001892014678,,1.108963755970082,1.135992582952588,-0.0,6
VIX hedge sleeve,Full-spread post-cost,523,circular_block_bootstrap,60,ok,60,-1.0,1.526161569312238,-6.458808875753018,-3.0923428573617917,0.0,1.1630214099350942,1.1630214099350942,-0.0,6
VIX hedge sleeve,Full-spread post-cost,524,circular_block_bootstrap,60,ok,60,-1.0,1.6059226938101143,-5.590127643010474,-2.98750316075365,,1.0582844082013048,1.1106665730238332,0.0,6
VIX hedge sleeve,Full-spread post-cost,525,circular_block_bootstrap,60,ok,60,-1.0,1.4445860118274902,-6.512480650180035,-3.089190093602095,,1.0609268819565796,1.1269829739584194,-0.0,6
VIX hedge sleeve,Full-spread post-cost,526,circular_block_bootstrap,60,ok,60,-1.0,1.3494242043068312,-7.215019663256231,-3.1541165966854137,,1.0609256310950126,1.1106665730238332,0.0,6
VIX hedge sleeve,Full-spread post-cost,527,circular_block_bootstrap,60,ok,60,-1.0,1.2605902739319623,-8.171452500250968,-3.215849886659011,-1.0558609112709831,1.1141222415940224,1.1263470336792902,-0.0,6
VIX hedge sleeve,Full-spread post-cost,528,circular_block_bootstrap,60,ok,60,-1.0,1.3425696542435581,-7.368986503829767,-3.1662767825493225,-1.0719624325975046,1.109221680251279,1.146721687154737,0.0,6
VIX hedge sleeve,Full-spread post-cost,529,circular_block_bootstrap,60,ok,60,-1.0,1.5550367144581994,-5.683960418646994,-2.9937507897708957,,1.0583986254295532,1.0862604335117878,-0.0,6
VIX hedge sleeve,Full-spread post-cost,530,circular_block_bootstrap,60,ok,60,-1.0,1.4581691747843206,-6.688870464378829,-3.115059847386917,-1.0,1.108939989600306,1.1287024691663996,-0.0,6
VIX hedge sleeve,Full-spread post-cost,531,circular_block_bootstrap,60,ok,60,-1.0,1.1849661366423416,-8.587804702861396,-3.2270462018327404,0.0,1.0561527707776506,1.0920920343023435,0.0,6
VIX hedge sleeve,Full-spread post-cost,532,circular_block_bootstrap,60,ok,60,-1.0,1.541011311385881,-6.158003328696088,-3.0705937420282847,0.0,1.108963755970082,1.1237677908673203,-0.0,6
VIX hedge sleeve,Full-spread post-cost,533,circular_block_bootstrap,60,ok,60,-1.0,1.2869323463434503,-7.949093224233019,-3.2006740867504524,-1.0,1.109221680251279,1.1304219643743796,0.0,6
VIX hedge sleeve,Full-spread post-cost,534,circular_block_bootstrap,60,ok,60,-1.0,1.4117212762414537,-7.014859910813749,-3.1478872823479476,-1.0,1.0560345679012346,1.0850784047476285,0.0,6
VIX hedge sleeve,Full-spread post-cost,535,circular_block_bootstrap,60,ok,60,-1.0,1.1870655312541472,-8.43632461210288,-3.2287161202552075,0.0,1.0609256310950126,1.126974634881305,-0.0,6
VIX hedge sleeve,Full-spread post-cost,536,circular_block_bootstrap,60,ok,60,-1.0,1.5050529281529699,-6.398660879646773,-3.0790221959087285,0.0,1.108939989600306,1.1287024691663996,0.0,6
VIX hedge sleeve,Full-spread post-cost,537,circular_block_bootstrap,60,ok,60,-1.0,1.5717404307280352,-5.915622407194439,-3.045845412756914,-1.003276852720113,1.108963755970082,1.1237677908673203,-0.0,6
VIX hedge sleeve,Full-spread post-cost,538,circular_block_bootstrap,60,ok,60,-1.0,1.6250073678282757,-5.47348041161964,-2.9868924241541297,-1.0719624325975046,1.0609268819565796,1.1287024691663996,-0.0,6
VIX hedge sleeve,Full-spread post-cost,539,circular_block_bootstrap,60,ok,60,-1.0,1.23893404863064,-7.966561008340071,-3.190347680479266,,1.0561527707776506,1.0752453298659483,-0.0,6
VIX hedge sleeve,Full-spread post-cost,540,circular_block_bootstrap,60,ok,60,-1.0,1.229908468017667,-8.182231410330688,-3.2108789988692727,-1.0,1.0586797764431097,1.1089387387387388,-0.0,6
VIX hedge sleeve,Full-spread post-cost,541,circular_block_bootstrap,60,ok,60,-1.0,1.229831824542045,-8.313925329804777,-3.2252998818174627,,1.108963755970082,1.135992582952588,-0.0,6
VIX hedge sleeve,Full-spread post-cost,542,circular_block_bootstrap,60,ok,60,-1.0,1.5405735609718143,-6.096095684415943,-3.0582636307205036,,1.0611848062377767,1.1141222415940224,0.0,6
VIX hedge sleeve,Full-spread post-cost,543,circular_block_bootstrap,60,ok,60,-1.0,1.334788882436814,-7.351756400968327,-3.149339719056438,-1.0,1.1089387387387388,1.1224594065378277,-0.0,6
VIX hedge sleeve,Full-spread post-cost,544,circular_block_bootstrap,60,ok,60,-1.0,1.5152474412474024,-6.304445021148077,-3.08161873129286,-1.0,1.108939989600306,1.1287024691663996,-0.0,6
VIX hedge sleeve,Full-spread post-cost,545,circular_block_bootstrap,60,ok,60,-1.0,1.5207070644691592,-6.062279511446073,-3.057890007613416,-1.0719624325975046,1.109197913881503,1.1304219643743796,-0.0,6
VIX hedge sleeve,Full-spread post-cost,546,circular_block_bootstrap,60,ok,60,-1.0,1.6444245967736733,-5.429115611760602,-2.9792009758341695,-1.0,1.108939989600306,1.1287024691663996,-0.0,6
VIX hedge sleeve,Full-spread post-cost,547,circular_block_bootstrap,60,ok,60,-1.0,1.69150483060745,-5.242378804073063,-2.9528651228512284,-1.0556183908045977,1.058938951585874,1.1141222415940224,0.0,6
VIX hedge sleeve,Full-spread post-cost,548,circular_block_bootstrap,60,ok,60,-1.0,1.2835393850166728,-7.83340529668196,-3.198991086788593,,1.1141222415940224,1.1385718257645583,0.0,6
