snap_date,Equity-option Greek Markowitz::mid_repaired,Greek Markowitz + VIX::mid_repaired,Beta/delta-neutral + VIX::mid_repaired,Cost-aware Sortino + VIX::mid_repaired,Equal premium::mid_repaired,Equal risk::mid_repaired,VIX hedge sleeve::mid_repaired,Equity-option Greek Markowitz::half_spread_repaired,Greek Markowitz + VIX::half_spread_repaired,Beta/delta-neutral + VIX::half_spread_repaired,Cost-aware Sortino + VIX::half_spread_repaired,Equal premium::half_spread_repaired,Equal risk::half_spread_repaired,VIX hedge sleeve::half_spread_repaired,Equity-option Greek Markowitz::full_spread_repaired,Greek Markowitz + VIX::full_spread_repaired,Beta/delta-neutral + VIX::full_spread_repaired,Cost-aware Sortino + VIX::full_spread_repaired,Equal premium::full_spread_repaired,Equal risk::full_spread_repaired,VIX hedge sleeve::full_spread_repaired
2021-12-31,-0.07630649676390197,-0.1439816019449457,-0.11783279878786823,-0.3391731596607368,-0.3157076569188363,-0.18519496623945286,-0.9556907666054054,-0.0808109406332381,-0.16333151674400698,-0.13710717051545324,-0.3573632811104761,-0.33026303794529327,-0.1968191328067353,-1.0263603916054056,-0.08531538450257423,-0.1826814315430682,-0.15638154224303824,-0.3755534025602154,-0.34481841897175025,-0.20844329937401768,-1.0970300166054054
2022-01-31,-0.11502103986070317,-0.05697562415981252,0.07087128431923359,-0.46418860234216774,0.7970385082868168,0.6436561659620689,-0.011160662400000076,-0.11819771407724128,-0.06328470138247126,0.06301978178971215,-0.4688233862108101,0.7839201370638325,0.6340983714670846,-0.025485362400000072,-0.12137438829377933,-0.06959377860513001,0.055168279260190745,-0.47345817007945246,0.7708017658408481,0.6245405769721003,-0.039810062400000096
2022-02-28,-0.42113511494488576,-0.07374994881078224,-0.0006984283765449767,-0.23125890055907328,-0.055469503215487104,0.08432788369297714,-0.6307744781369369,-0.42476340384584826,-0.0922273461580667,-0.019246404830544114,-0.24877795960252824,-0.06915866492155823,0.07367926801334505,-0.6802013031369368,-0.4283916927468108,-0.11070474350535116,-0.037794381284543266,-0.2662970186459832,-0.08284782662762935,0.06303065233371297,-0.7296281281369369
2022-04-29,0.049620144279737946,0.20791958769666205,0.17454198528324463,0.12320382626223311,-0.527962597426471,-0.39557302530604765,-0.3338073961988303,0.044191906766441566,0.18880732805504885,0.15489428982977643,0.10603334202785564,-0.5430316399279338,-0.40705804001939816,-0.37829633369883026,0.038763669253145186,0.16969506841343562,0.13524659437630823,0.08886285779347818,-0.5581006824293966,-0.41854305473274855,-0.4227852711988303
2022-05-31,0.01761717750128544,-0.09651377257904448,0.03178280333813038,-0.09588804984093902,-0.04953545808247174,0.021883939500995965,-0.4575779700000001,0.013198964351565867,-0.10293258523989157,0.023123580108366598,-0.1124367253653844,-0.0625341773464181,0.012266234000004012,-0.49126365000000016,0.008780751201846237,-0.10935139790073867,0.014464356878602813,-0.1289854008898298,-0.07553289661036446,0.002648528499012065,-0.52494933
2022-06-30,0.02545412006295028,0.1617085064281945,0.20958984776209422,-0.24374029728461366,0.21509898535787156,0.32555052112682425,0.2008037284,0.021610065858609084,0.14386493815898443,0.1915030784815258,-0.26113377449694053,0.20180598973184447,0.3153629870628325,0.17058777339999998,0.017766011654267833,0.12602136988977436,0.17341630920095735,-0.2785272517092675,0.18851299410581737,0.30517545299884064,0.14037181839999996
2022-07-29,0.007040679447786552,-0.07863048560265609,-0.07491760290997979,-0.16405239339655975,-0.3601739701338725,-0.27845606260473776,-0.41583426280000024,0.004056324186299448,-0.09572958377068425,-0.09215037685454007,-0.18125057689814317,-0.3727902551345939,-0.28792438018617217,-0.44619538780000023,0.0010719689248123443,-0.1128286819387124,-0.10938315079910035,-0.1984487603997266,-0.38540654013531545,-0.29739269776760663,-0.4765565128000002
2022-08-31,-0.06995075014035493,-0.044623743831648216,-0.07223027389585879,-0.5297630544534775,-0.4021286352585142,-0.3244906268627834,0.0,-0.0729944046335394,-0.047161383918688876,-0.07459566962483394,-0.532800363804753,-0.4069711706587574,-0.32887440041600285,0.0,-0.07603805912672384,-0.04969902400572951,-0.07696106535380909,-0.5358376731560287,-0.41181370605900053,-0.3332581739692223,0.0
2022-09-30,0.059205218050340166,0.20850130245946008,0.29837175498460855,0.10421131047984736,-0.12888201701718446,-0.030290286465932015,-0.2331838916000002,0.057023395023844306,0.19480357576929724,0.2824679816915652,0.10141110222281727,-0.13921793364862114,-0.03863186963453369,-0.2503163666000001,0.054841571997348446,0.1811058490791344,0.2665642083985217,0.09861089396578715,-0.14955385028005777,-0.046973452803135335,-0.26744884160000004
2022-10-31,-0.025084546194961577,-0.01785428828130145,-0.04984389145233259,-0.032298508444444374,-0.13483431088302789,-0.14714926530512412,-0.5675312032740741,-0.027253684267216353,-0.024553552486514252,-0.05916295268067184,-0.04821508155479748,-0.1452835743725882,-0.15497135905019635,-0.6095295032740741,-0.029422822339471133,-0.03125281669172708,-0.0684820139090111,-0.0641316546651507,-0.15573283786214853,-0.1627934527952686,-0.6515278032740742
2022-11-30,-0.010400888523841773,0.03551946594489172,0.004709820191076408,-0.20710117929983318,0.06273050395557456,0.12191681907714055,-0.5033062668000001,-0.013189273503807206,0.027450386917241554,-0.005686498160225539,-0.21063772167539546,0.051830441106197805,0.11339068862658147,-0.5397436968,-0.015977658483772625,0.019381307889591387,-0.01608281651152746,-0.2141742640509578,0.040930378256821054,0.10486455817602237,-0.5761811268000001
2022-12-30,-0.05302858633948686,-0.1338605341756288,-0.06984370383602509,-0.27853195738546477,0.11126253529897372,0.1710935862562732,-0.3982159408,-0.05673355639715265,-0.1504233647937596,-0.08843634149762702,-0.2852716834131147,0.09944231852127523,0.16154606896467916,-0.4273336858,-0.06043852645481844,-0.1669861954118904,-0.10702897915922896,-0.29201140944076465,0.08762210174357676,0.15199855167308512,-0.45645143080000017
2023-01-31,0.0795318007752735,0.11572803171291687,0.07407957041577161,-0.19540901382271325,0.31713865834586263,0.1765317150921117,-0.049393783199999985,0.07685036848918614,0.10832166409914618,0.06419028584678307,-0.2038467197484206,0.3069723209217254,0.16815958389097074,-0.05298140819999997,0.07416893620309875,0.10091529648537548,0.05430100127779454,-0.21228442567412786,0.29680598349758813,0.15978745268982977,-0.056569033200000174
2023-02-28,0.16170421593781403,0.19444382546637265,0.1774329682410093,0.6164678609797057,-0.13346860809960173,-0.10521255002437187,-0.2680796536000001,0.1594649464124932,0.18565917436707144,0.1663347922976604,0.6085293089739675,-0.14387900329771378,-0.11353266477513756,-0.2876028436,0.15722567688717237,0.17687452326777028,0.15523661635431146,0.6005907569682295,-0.15428939849582582,-0.12185277952590325,-0.3071260336000001
2023-03-31,0.009766597210842276,0.1498314310266477,0.07378260784946378,-0.023757624540607925,0.07713839549117363,0.006106901322877278,-0.4023876500000001,0.0076108434073807185,0.13296201460505114,0.05659158325021463,-0.03077577047712543,0.06669691132870359,-0.0021547232561380802,-0.43159752500000015,0.005455089603919161,0.11609259818345447,0.03940055865096548,-0.03779391641364249,0.05625542716623355,-0.01041634783515355,-0.4608074000000002
2023-04-28,-0.13738361239115682,-0.2864000852246372,-0.23839282151926935,-0.5431785782035916,-0.16200947014114275,-0.08956271168805226,-0.7736376844345678,-0.1404677239893582,-0.3046026848604205,-0.2565038907906831,-0.5518275273950695,-0.17337016293431395,-0.09913781272642413,-0.8296704344345678,-0.14355183558755952,-0.32280528449620394,-0.27461496006209674,-0.5604764765865473,-0.1847308557274851,-0.10871291376479597,-0.8857031844345677
2023-05-31,0.14142205473220218,0.18837716297906837,0.1369264845080757,0.2958013673421873,0.10673658285973847,-0.005548127650794814,-0.45551915359999984,0.13936719063012667,0.18211772212480315,0.12875916750682032,0.2931512444656661,0.09695898056922969,-0.013468394574689416,-0.4888598585999999,0.13731232652805117,0.17585828127053804,0.12059185050556492,0.2905011215891449,0.08718137827872097,-0.021388661498584025,-0.5222005635999998
2023-06-30,0.35405612132598524,0.3287160981755196,0.3475641170618322,0.7100020208945229,0.33832811073839375,0.3123293774572861,-0.19570880280000003,0.351043501976322,0.3168177772748086,0.33361558874387165,0.7041284406640783,0.3267362283528014,0.3029054631244973,-0.20987946030000004,0.3480308826266589,0.30491945637409756,0.3196670604259111,0.6982548604336335,0.3151443459672091,0.29348154879170846,-0.22405011780000006
2023-07-31,0.05485074210692268,0.011898785707248935,-0.025887716020159712,-0.1893474234047116,-0.31776297125755004,-0.19092814341385042,-0.44017872156288673,0.05136702423912484,-0.001559376527818887,-0.0411052910029269,-0.1923565338102216,-0.32785221174502455,-0.19955249548309476,-0.4719694915628867,0.04788330637132701,-0.015017538762886695,-0.05632286598569411,-0.1953656442157315,-0.33794145223249905,-0.20817684755233903,-0.5037602615628867
2023-08-31,0.04165547522180968,-0.011505145973626773,0.08468089298658753,-0.280306867772549,0.3373065714310093,0.5141631680892964,-0.40764716439999993,0.039836710526083396,-0.018591845690085103,0.07540741233582844,-0.2832438063340022,0.3287046494506429,0.5071431161803857,-0.44757441939999987,0.03801794583035706,-0.025678545406543435,0.06613393168506933,-0.28618074489545536,0.32010272747027657,0.5001230642714749,-0.4875016743999999
2023-09-29,0.11868119053172228,0.1454354340089133,0.19484099724630388,-0.11599967972537084,-0.0925583596398947,-0.02777463054181123,-0.24466310880000008,0.11700305395538294,0.12949217812582892,0.17913679053171147,-0.1193846454832222,-0.10080367505352333,-0.034894191340121034,-0.2622695238,0.1153249173790436,0.11354892224274452,0.16343258381711906,-0.12276961124107355,-0.10904899046715197,-0.04201375213843084,-0.27987593880000017
2023-10-31,-0.16740789466470088,-0.021098070863568602,-0.04460976271546083,-0.15544004287747315,-0.3329155672649636,-0.25959534086215375,-0.3262814555908044,-0.17044417948608506,-0.03892406601063714,-0.06242719526656265,-0.170083075235682,-0.3440016952348183,-0.2686550984023708,-0.36919333059080445,-0.1734804643074692,-0.0567500611577057,-0.08024462781766448,-0.18472610759389074,-0.3550878232046731,-0.2777148559425877,-0.4121052055908044
2023-11-30,0.28540175979318655,0.016169996504333595,0.04093348004722741,0.7694494858255809,0.8498791777097789,0.4968067141532241,-0.5424622564000001,0.28298706273054847,-0.0008351096619360621,0.02368733364042455,0.7530045086176806,0.8392955479124442,0.488322941230253,-0.5814059239,0.2805723656679103,-0.017840215828205774,0.006441187233621665,0.7365595314097804,0.8287119181151092,0.4798391683072819,-0.6203495914000001
2023-12-29,0.09149405924663077,0.04786915371996142,0.07718117978828913,-0.006511877558575685,-0.23989662942334772,-0.15306788732858362,-0.32944541960000007,0.08824737724731434,0.029965703448774694,0.0593244329025308,-0.010411859706410065,-0.25039227521326257,-0.16130318017696205,-0.35318583710000007,0.08500069524799791,0.012062253177587967,0.041467686016772476,-0.014311841854244445,-0.26088792100317737,-0.16953847302534047,-0.37692625460000007
2024-01-31,0.4067920716188449,0.4673583063928666,0.48189461739893463,1.014305686915427,0.35622240863512145,0.23535079124480188,-0.2322078379999999,0.40374487654351154,0.4506356474374849,0.46502754895673365,1.0107156446875614,0.34688869448823656,0.2272262216852065,-0.2617120879999999,0.4006976814681782,0.4339129884821033,0.4481604805145327,1.0071256024596953,0.3375549803413517,0.21910165212561117,-0.2912163379999999
2024-02-29,0.35508982240106934,0.507348408942193,0.48262869105623807,1.5154650351809162,0.04939044518681054,0.1019555586897127,-0.3401172920000002,0.3511765612579191,0.48929188675755675,0.4648181668552469,1.4981052638915355,0.037780910020630096,0.09281881990543371,-0.36446341700000007,0.3472633001147689,0.4712353645729204,0.44700764265425563,1.4807454926021553,0.02617137485444966,0.08368208112115472,-0.3888095420000002
2024-04-30,0.2634996329014091,0.2588233492613938,0.2803613981057416,0.31246595050177056,0.11811727650218189,0.21255171995138294,-0.10853015880000016,0.2609793996483341,0.24127239477685894,0.2626089771719269,0.30501132526429947,0.1082542759646636,0.20411029351277088,-0.1171110888000001,0.2584591663952591,0.22372144029232408,0.2448565562381122,0.29755670002682827,0.09839127542714533,0.19566886707415887,-0.12569201880000014
2024-05-31,-0.08238000539953877,-0.30657740206089973,-0.2777948337544508,-0.8726168990203813,0.22571816523297034,0.08434310734513618,-0.36401900360000006,-0.08650447023863851,-0.3251795176863953,-0.2965612760505553,-0.8891978061643944,0.21265404171116004,0.07442210840892925,-0.39020378359999996,-0.09062893507773827,-0.3437816333118909,-0.31532771834665985,-0.9057787133084074,0.19958991818934968,0.06450110947272235,-0.4163885636000001
2024-06-28,0.26586420622188645,0.17634902806639044,0.21929482245546594,0.6869633707836368,0.2571385640000263,0.18548047835962495,-0.2792568828,0.26236969572980134,0.15855146788032692,0.20145043113237626,0.6693571995320633,0.24512214905665503,0.17609019998970482,-0.29914924530000003,0.25887518523771624,0.1407539076942634,0.18360603980928658,0.6517510282804899,0.23310573411328378,0.16669992161978464,-0.31904160779999996
2024-07-31,0.23181187887183413,0.2703532190785056,0.29200513422646146,0.5563671525360699,-0.07425457364096627,-0.018641233124391587,-0.5121428662588234,0.2286680399737103,0.26291097630101345,0.28249418595087683,0.5517235480612943,-0.08538447783794567,-0.028100846338589863,-0.5520102962588235,0.22552420107558643,0.25546873352352123,0.2729832376752922,0.5470799435865187,-0.09651438203492507,-0.03756045955278811,-0.5918777262588234
2024-08-30,-0.02928750955668477,0.06021726528928003,0.057999591259861295,-0.17384582393107706,-0.37889248310605894,-0.2855447596772565,-0.2926526668,-0.03341011753873502,0.041709167250771575,0.039025584103070346,-0.18904369239827767,-0.39158232390540254,-0.2954298468705145,-0.3142412068,-0.037532725520785265,0.023201069212263115,0.020051576946279404,-0.2042415608654783,-0.4042721647047462,-0.30531493406377247,-0.3358297468
2024-09-30,-0.0027183051819041903,0.13591781744917256,0.06807606184601186,-0.04470722089602608,0.07985859064460049,0.05167749137244211,-0.09241365906666632,-0.005861488601771714,0.12009532615589644,0.049758796330111266,-0.05244770866332271,0.06805531944239603,0.04212698159429098,-0.13263470656666632,-0.009004672021639237,0.10427283486262032,0.031441530814210666,-0.060188196430619345,0.05625204824019159,0.03257647181613986,-0.1728557540666663
2024-10-31,0.11973098609062915,0.2944661526590233,0.21604692054795105,0.19665668130204278,-0.15970456456635487,-0.09231214430805437,-0.18304723560000016,0.11652731706654612,0.2773213201698822,0.19916752608086968,0.1927881387062777,-0.17040614376830962,-0.10128581035431863,-0.21177709560000016,0.11332364804246309,0.2601764876807411,0.18228813161378837,0.18891959611051262,-0.18110772297026437,-0.11025947640058292,-0.24050695560000016
2024-11-29,0.3386886538105248,0.21654128506647005,0.21428526086304195,2.892979619945642,-0.03420437719518095,0.03192633612592127,-0.9469717598606892,0.3352046724732435,0.19851703577314897,0.1962775739877189,2.874293860315622,-0.04735690237612016,0.021542560542678724,-1.016640562360689,0.33172069113596203,0.1804927864798279,0.17826988711239583,2.855608100685602,-0.06050942755705936,0.011158784959436188,-1.0863093648606892
2024-12-31,0.23329080385477197,0.3905530351583944,0.30404859994887956,0.8737390807382817,0.24177500247586342,0.13475953432033716,-0.022547902800000075,0.23085328511870018,0.37333405337792797,0.28779594374654277,0.8661975438343545,0.2306482061930336,0.12560244742624407,-0.027188152800000087,0.22841576638262845,0.35611507159746164,0.27154328754420604,0.8586560069304277,0.21952140991020386,0.11644536053215102,-0.0318284028000001
2025-01-31,0.1833980503149964,0.010297842193199673,0.03594688467780272,-0.24900911161449518,-0.1612173162119222,-0.0622405869775062,-0.5113321129379311,0.17979172374935412,-0.007404301952727833,0.018084889789915317,-0.2582583016697344,-0.17354214800568962,-0.07172220112584579,-0.5489215004379311,0.17618539718371184,-0.02510644609865534,0.00022289490202791196,-0.26750749172497357,-0.18586697979945704,-0.08120381527418538,-0.586510887937931
2025-02-28,-0.09328701225624844,-0.10191743809667285,-0.06877760727470983,-0.0010286416155698974,-0.0815054516702224,-0.04640697725688672,-0.37396330280000023,-0.09703360685678766,-0.11579587963364084,-0.08485506217204322,-0.011292514106114815,-0.09376242505214792,-0.05610999745121731,-0.4013014178000003,-0.10078020145732691,-0.12967432117060884,-0.10093251706937661,-0.021556386596659732,-0.10601939843407347,-0.06581301764554787,-0.4286395328000001
2025-04-30,-0.07868100544284251,0.013757021202254666,0.03294092635623318,-0.4252012255328729,-0.05427847190544521,0.09218567477952097,-0.3921632383058828,-0.08236815322861252,-0.0042288207924931764,0.014549005545256514,-0.4444542857679448,-0.06674821409185111,0.08268730719929814,-0.45328793330588274,-0.0860553010143825,-0.022214662787241046,-0.0038429152657201418,-0.4637073460030168,-0.07921795627825703,0.0731889396190753,-0.5144126283058827
2025-05-30,0.3924435265827483,0.23327802098439687,0.19185717716182982,2.2182962938161483,0.9814823187968348,0.6729578527698183,-0.694459072,0.3896322367644601,0.21579845107623452,0.1743391490750542,2.2122767379729855,0.9697194544858668,0.6639923198497917,-0.745491727,0.3868209469461721,0.19831888116807217,0.1568211209882785,2.206257182129822,0.9579565901748991,0.6550267869297651,-0.796524382
2025-06-30,0.03145839201177823,0.17528879124165436,0.14785469555376793,0.020278370567122395,-0.3749161646104805,-0.24510109048955567,-0.358368432664979,0.02863320923359974,0.15755418199638943,0.1299717061255379,0.008294670211494715,-0.38693267775992485,-0.25455252348508695,-0.3951272026649789,0.025808026455421244,0.13981957275112453,0.11208871669730791,-0.003689030144132993,-0.39894919090936914,-0.2640039564806182,-0.43188597266497897
2025-07-31,0.066754481319273,0.02863513236340826,0.05509231793558776,0.2918866208100147,-0.2931468454274546,-0.2119011021673493,-0.39017544520000014,0.06361257541531395,0.010810468024542932,0.03726082982040929,0.2745313103164853,-0.3054596717236122,-0.22174080638335358,-0.41843993020000014,0.06047066951135491,-0.00701419631432239,0.019429341705230817,0.25717599982295597,-0.31777249801976987,-0.23158051059935786,-0.44670441520000015
2025-08-29,0.004667860664442033,-0.027904685767822734,-0.01679134819434204,-0.28137934412779725,-0.2487891837413253,-0.20709424598693937,-0.3831479736000002,0.00030876636747160374,-0.04404683979358043,-0.035022506064153136,-0.2967980230763199,-0.2621340230044798,-0.21798137057179273,-0.41104833360000004,-0.0040503279294988315,-0.06018899381933812,-0.05325366393396423,-0.31221670202484253,-0.2754788622676343,-0.2288684951566461,-0.4389486936000001
2025-09-30,0.3781307867109765,0.45050075037516857,0.40337435388139503,1.4664341431819694,0.40310722980422103,0.29217639784798904,-0.5497676108,0.37524256475685225,0.4330302432381329,0.3860148795757371,1.4561305531843103,0.39094371284859303,0.282927471353927,-0.5897811083,0.37235434280272806,0.4155597361010972,0.3686554052700792,1.4458269631866512,0.3787801958929651,0.273678544859865,-0.6297946058000001
2025-10-31,-0.136475771493665,0.03643339984258695,0.00794173094306641,-0.5546067672831716,-0.5025847240756688,-0.40933107997823664,-0.17398747920000002,-0.14017011515196878,0.018633714300352877,-0.010267144402999528,-0.5651810623959992,-0.5142890328223572,-0.41829145325647893,-0.18832201170000007,-0.14386445881027254,0.0008340287581187766,-0.02847601974906548,-0.5757553575088268,-0.5259933415690455,-0.4272518265347211,-0.2026565442
2025-11-28,-0.16161732263256978,-0.16751777548488683,-0.11529583437478323,-0.6574957483609953,-0.007433434454709849,0.014650228956264333,0.10571986559999957,-0.16723697194601356,-0.18329007052711177,-0.13312368921723933,-0.6745989032337367,-0.02245988733443941,0.0015431566712039158,0.06743757809999956,-0.17285662125945728,-0.1990623655693367,-0.15095154405969544,-0.6917020581064781,-0.03748634021416897,-0.011563915613856508,0.02915529059999955
2025-12-31,0.053571329820275355,-0.07959687016621614,-0.03759167940332918,0.12749641609475304,-0.39558121212097175,-0.3125402518031698,-0.06550635840000019,0.05032652788057836,-0.09720825688902227,-0.055408694457433946,0.1227412057541615,-0.40785404540283243,-0.3220972418375381,-0.07029219840000023,0.047081725940881364,-0.11481964361182842,-0.07322570951153874,0.11798599541356997,-0.420126878684693,-0.33165423187190635,-0.07507803840000027
2026-01-30,-0.07782229239330396,0.033420084336918454,0.04957092028321064,-0.30825634341502883,-0.22593240238099913,-0.16544540338791008,0.08568274800000003,-0.08171808514211798,0.017281625382854576,0.03223997406887514,-0.31387631474759004,-0.2377871369957458,-0.1749342935373227,0.07248605550000004,-0.08561387789093203,0.0011431664287906845,0.014909027854539639,-0.31949628608015124,-0.24964187161049242,-0.18442318368673533,0.05928936300000004
2026-02-27,-0.14573211277542594,0.026158755224009178,0.0970466402060879,-0.20667176770793644,-0.30316717074257893,-0.19810168512154624,-0.5432879561392264,-0.1502114898407053,0.007073527187044487,0.07803896760797925,-0.22335504076716978,-0.3171699925485274,-0.20933919112182925,-0.5923991661392264,-0.15469086690598463,-0.012011700849920176,0.059031295009870616,-0.24003831382640323,-0.33117281435447576,-0.2205766971221123,-0.6415103761392263
2026-03-31,-0.0631066298803768,0.01502353701631684,0.033699570045613025,-0.4727974172967395,-0.44420777710929404,-0.28043793628858604,-0.6882289830844167,-0.06741595596837552,-0.004105302301753572,0.0144394352494331,-0.48388832280050353,-0.45830364433741466,-0.2916212490070411,-0.7632289830844167,-0.07172528205637421,-0.02323414161982401,-0.004820699546746812,-0.49497922830426744,-0.4723995115655354,-0.3028045617254962,-0.8382289830844166
2026-04-30,0.12657323344915067,-0.14093301991752055,-0.23027166441456146,-0.1094296743439516,1.7650640849541366,0.9796455935409695,-0.7366823506043167,0.11790291440268114,-0.16273602636249251,-0.252829187435459,-0.1268078533734534,1.7467903128150435,0.9641553234950638,-0.7909877756043167,0.10923259535621155,-0.18453903280746453,-0.2753867104563566,-0.14418603240295524,1.7285165406759504,0.9486650534491584,-0.8452932006043166
