path_id,strategy,basis,sharpe,sortino,max_drawdown,ann_return,terminal_wealth,defaulted,n_months,status
path_00,Beta/delta-neutral + VIX,full_spread_post_cost,-0.009707089710024118,-0.010900132005451528,-1.0,-1.0,0.0,True,129,complete
path_00,Beta/delta-neutral + VIX,gross,0.5098591266581842,0.6697271908600363,-1.0,-1.0,0.0,True,129,complete
path_00,Equal premium,full_spread_post_cost,0.1562901231478451,0.3405089841944616,-0.9963819718771395,-0.24857426755084988,0.0463207071347335,False,129,complete
path_00,Equal premium,gross,0.23596257034981755,0.5037851084717593,-0.999996522611956,-0.6493845033878594,1.2791880778334803e-05,False,129,complete
path_00,Equal risk,full_spread_post_cost,0.15155993896470668,0.3308207753879671,-0.9815885359371835,-0.15804674670219288,0.15734240292845908,False,129,complete
path_00,Equal risk,gross,0.42573326866559463,0.9330843138967095,-0.9959434450532878,-0.17991274711222127,0.11857569000916031,False,129,complete
path_00,Equity-option Greek Markowitz,full_spread_post_cost,0.7909611618715228,1.7122852748616018,-0.63964741563565,0.3385924436054648,22.9863474764556,False,129,complete
path_00,Equity-option Greek Markowitz,gross,0.9240712194990062,1.9077358056899272,-0.9134933400298302,0.5255693945137303,93.73324450649065,False,129,complete
path_00,Greek Markowitz + VIX,full_spread_post_cost,0.0020531062123561104,0.0023454266123479886,-1.0,-1.0,0.0,True,129,complete
path_00,Greek Markowitz + VIX,gross,0.5067207650543515,0.7018901889827425,-1.0,-1.0,0.0,True,129,complete
path_00,VIX hedge sleeve,full_spread_post_cost,0.06874147359763785,0.3640442674123761,-1.0,-1.0,0.0,True,129,complete
path_00,VIX hedge sleeve,gross,-0.4035245563403542,-1.4821164834614617,-1.0,-1.0,0.0,True,129,complete
path_01,Beta/delta-neutral + VIX,full_spread_post_cost,0.06310064370284332,0.07929860451602,-1.0,-1.0,0.0,True,129,complete
path_01,Beta/delta-neutral + VIX,gross,0.6720728092863417,1.0788895780167531,-1.0,-1.0,0.0,True,129,complete
path_01,Equal premium,full_spread_post_cost,0.1562901231478451,0.3405089841944616,-0.9963819718771395,-0.24857426755084988,0.0463207071347335,False,129,complete
path_01,Equal premium,gross,0.23596257034981755,0.5037851084717593,-0.999996522611956,-0.6493845033878594,1.2791880778334803e-05,False,129,complete
path_01,Equal risk,full_spread_post_cost,0.18426069420851868,0.3674260269929196,-0.9777217034580572,-0.1171157260579947,0.26209917118993614,False,129,complete
path_01,Equal risk,gross,0.45475224642824313,0.9679892688047418,-0.9935512496514882,-0.13827644674511175,0.2019322146206608,False,129,complete
path_01,Equity-option Greek Markowitz,full_spread_post_cost,0.7232587229051409,1.5706044455987596,-0.6207588493149057,0.28336810534778323,14.614227041851857,False,129,complete
path_01,Equity-option Greek Markowitz,gross,0.9361998905575337,2.0175309656405247,-0.8870608810037287,0.576744163560089,133.63900855122682,False,129,complete
path_01,Greek Markowitz + VIX,full_spread_post_cost,0.01229451207299375,0.015975297224554562,-0.9739040767231464,-0.18235534744091364,0.11483372648844384,False,129,complete
path_01,Greek Markowitz + VIX,gross,0.7427423853638796,1.3779282333802703,-0.8972198801354005,0.29181292201361275,15.681801893338857,False,129,complete
path_01,VIX hedge sleeve,full_spread_post_cost,0.06874147359763785,0.3640442674123761,-1.0,-1.0,0.0,True,129,complete
path_01,VIX hedge sleeve,gross,-0.4035245563403542,-1.4821164834614617,-1.0,-1.0,0.0,True,129,complete
path_02,Beta/delta-neutral + VIX,full_spread_post_cost,-0.05429554135019146,-0.06529844943677904,-1.0,-1.0,0.0,True,129,complete
path_02,Beta/delta-neutral + VIX,gross,0.6819909222130567,1.1165041368823647,-1.0,-1.0,0.0,True,129,complete
path_02,Equal premium,full_spread_post_cost,0.1562901231478451,0.3405089841944616,-0.9963819718771395,-0.24857426755084988,0.0463207071347335,False,129,complete
path_02,Equal premium,gross,0.23596257034981755,0.5037851084717593,-0.999996522611956,-0.6493845033878594,1.2791880778334803e-05,False,129,complete
path_02,Equal risk,full_spread_post_cost,0.2465725869132143,0.5090992131227562,-0.9668525553194954,-0.07013161442115046,0.4576473337496471,False,129,complete
path_02,Equal risk,gross,0.4496765140395745,0.9633832643494121,-0.9925665369000697,-0.14196353457885202,0.19283539897934726,False,129,complete
path_02,Equity-option Greek Markowitz,full_spread_post_cost,0.4934705987411893,0.9462813534781591,-0.6727519340712205,0.14147720629790794,4.147370835279833,False,129,complete
path_02,Equity-option Greek Markowitz,gross,0.779429414375984,1.5667562584004782,-1.0,-1.0,0.0,True,129,complete
path_02,Greek Markowitz + VIX,full_spread_post_cost,-0.10666351024799839,-0.13441845554050444,-1.0,-1.0,0.0,True,129,complete
path_02,Greek Markowitz + VIX,gross,0.6966435814233817,1.2381908227089458,-0.9558558286855993,0.14269470866484335,4.195172525367976,False,129,complete
path_02,VIX hedge sleeve,full_spread_post_cost,0.06874147359763785,0.3640442674123761,-1.0,-1.0,0.0,True,129,complete
