config,strategy,evidence_status,return_date,decision_date,train_start,train_end,train_observations,recent_observations,gross_return,predicted_cost,net_return,gross_nav,selected_scale,expected_net_log_growth,robust_sortino,recent_covariance_weight,predicted_annual_vol,worst_annual_downside,scenario_cvar_loss,worst_three_month_loss,worst_six_month_loss,short_margin_used,collateral_used,integer_execution_abstained,integer_conversion_feasible,integer_contracts,selected_feasible,selected_max_breach,rejected_max_breach,rejected_breach_volatility,rejected_breach_downside,rejected_breach_three_month_loss,rejected_breach_six_month_loss,rejected_breach_assignment,information_set_valid
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2019-06-28,2019-05-31,2015-02-27,2019-05-31,50,36,0.015441042991638182,0.0002862288015442191,0.015154814190093962,0.010954,0.015305074737249477,0.004702237886348121,0.056404564174298996,0.5,0.10782476739741528,0.026273455959771538,0.01124022880154422,0.033343078295443807,0.030442574497040464,0.0,0.010954,False,True,13,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2019-07-31,2019-06-28,2015-02-27,2019-06-28,51,36,0.001433991699218705,0.00016256325811886088,0.0012714284410998442,0.005870000000000001,0.009190779305339635,0.004219369451829424,0.07737520092857143,0.5,0.0645563611702065,0.006059555224939821,0.005093392095503129,0.007008913648759552,0.0007908410738409755,0.022345999717712405,0.026015999717712405,False,True,7,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2019-08-30,2019-07-31,2015-02-27,2019-07-31,52,36,-0.012644999671936035,0.0003181202360134759,-0.012963119907949511,0.015409,0.020091358047553524,0.0058485982392457924,0.0840649936656166,0.5,0.17786274753309336,0.031462532282007495,0.017007500710042076,0.04613932201715654,0.04782580456126806,0.014276000289916994,0.027831000289916995,False,True,50,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2019-09-30,2019-08-30,2015-02-27,2019-08-30,53,36,-0.004616000900268555,0.00020385238628301125,-0.004819853286551566,0.007885,0.011061821521031238,0.0038624687748691927,0.08941452628332848,0.5,0.072127288718192,0.012079686805513582,0.0068027243542068795,0.01573263092750199,0.007053622909265922,0.022560999870300292,0.02894599987030029,False,True,14,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2019-10-31,2019-09-30,2015-02-27,2019-09-30,54,36,-0.009401992553710941,0.000346773179474894,-0.009748765733185834,0.016791,0.018926236794938923,0.0060545291766987775,0.06648911566128131,0.5,0.24119799479056533,0.03436395267831268,0.019079374465565346,0.053596999398241585,0.06680672305693913,0.011691999816894531,0.027017999816894532,False,True,21,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2019-11-29,2019-10-31,2015-02-27,2019-10-31,55,36,0.010292003540039067,0.00036639246027796824,0.009925611079761098,0.014161,0.01604918663451152,0.0031358490666239026,0.09442639577774184,0.5,0.1636052088536889,0.02730428088818447,0.014112605236465535,0.040002393933934566,0.02588688442270548,0.00286739990234375,0.01675839990234375,False,True,57,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2019-12-31,2019-11-29,2015-02-27,2019-11-29,56,36,-0.0004029994506835931,0.00024587524862003016,-0.0006488746993036233,0.008385,0.01206811229725551,0.004214419683769713,0.06734677423873575,0.5,0.08618862568875739,0.01594618161126969,0.01179174705339932,0.02948658139953486,0.028892433249726568,0.02575720043182373,0.03202320043182373,False,True,17,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2020-01-31,2019-12-31,2015-02-27,2019-12-31,57,36,0.012784008834838868,0.000455811238283234,0.012328197596555634,0.008631,0.01243484896641644,0.0023453576646796643,0.24299925582363238,0.5,0.07064878313143073,0.009117624506555495,0.006036985657254222,0.007574179074658738,0.007323134855439228,0.07705819892120361,0.08015919892120361,False,True,88,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2020-02-28,2020-01-31,2015-02-27,2020-01-31,58,36,0.000834000732421875,0.00028772977177314623,0.0005462709606487287,0.005552,0.010668955226291875,0.003045439230659377,54.52075558434755,0.5,0.01715772529270509,0.003378044460633439,0.002844283801625833,0.0027744083690720567,0.0004081900383547943,0.06294180096435548,0.06364380096435547,False,True,27,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2020-03-31,2020-02-28,2015-02-27,2020-02-28,59,36,-0.16458899469757082,0.0011954676092150473,-0.16578446230678587,0.034169,0.050135427977244386,0.01718607253024532,17.38176952079794,0.5,0.09466901620451494,0.011440897761942655,0.007629168418080363,0.0037673889529394877,0.0,0.12204599800109864,0.12379799800109864,False,True,64,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2020-04-30,2020-03-31,2015-02-27,2020-03-31,60,36,0.028641001586914062,0.0004954650776404063,0.028145536509273657,0.023074,0.030175645890584274,0.009063867085568661,0.39236068343274383,0.5,0.05298989905706745,0.008044476061856393,0.006638244931422258,0.0033614421364380753,0.0,0.0566140015258789,0.0654630015258789,False,True,18,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2020-05-29,2020-04-30,2015-02-27,2020-04-30,61,36,0.009140003570556639,0.000896036112061709,0.008243967458494931,0.034201,0.040844823225742434,0.013941126826501933,0.26058502462374383,0.5,0.10884001409406856,0.024491168246568367,0.018365708615367918,0.03179404616994497,0.026027401537741746,0.12164929847717287,0.13086529847717288,False,True,56,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2020-06-30,2020-05-29,2015-02-27,2020-05-29,62,36,0.011132999267578127,0.0006171657028534866,0.01051583356472464,0.020117,0.02771768152267508,0.007706761621892825,0.31668589497819616,0.5,0.08431986708071838,0.01650794017808013,0.011897665285857985,0.02770694783068528,0.016671138465392144,0.10020400190734863,0.10687400190734862,False,True,65,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2020-07-31,2020-06-30,2015-02-27,2020-06-30,63,36,0.0007759992675781214,0.0005807438077160942,0.00019525545986202723,0.019766,0.03291223393224665,0.01072571617330113,0.25306485388698563,0.5,0.06239409412242265,0.010719512669756567,0.00813803989731449,0.01711388456809848,0.006956480883453464,0.09195130224609376,0.10054030224609375,False,True,30,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2020-08-31,2020-07-31,2015-02-27,2020-07-31,64,36,0.011128008789062536,0.0011497066326497303,0.009978302156412806,0.042052,0.06423637722838492,0.017495632378956766,0.14938780991652845,0.5,0.16702152202090556,0.05954209617478442,0.044300311896779354,0.09718960707070112,0.08754581923319982,0.0834666012573242,0.0990766012573242,False,True,107,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2020-09-30,2020-08-31,2015-02-27,2020-08-31,65,36,0.002003000000000003,0.0011781347371378672,0.0008248652628621359,0.037676999999999995,0.04616951008723369,0.01807013741917831,0.16332652391226546,0.5,0.1520026609967315,0.03555963727763776,0.02618097724497235,0.046939629823530615,0.023661968679209444,0.1750400040283203,0.1848770040283203,False,True,75,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2020-10-30,2020-09-30,2015-02-27,2020-09-30,66,36,0.007594998657226562,0.0004722426571558637,0.007122756000070698,0.017332999999999998,0.031452803873360254,0.009844193182939729,0.18108719514463084,0.5,0.060214597633358985,0.02861929714423963,0.02074676261941697,0.04386585559837752,0.04473220407725942,0.06491819787597655,0.06928919787597655,False,True,49,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2020-11-30,2020-10-30,2015-02-27,2020-10-30,67,36,0.00044899999999999975,0.0003294877720875632,0.00011951222791243654,0.012208000000000002,0.020619547783532814,0.006143019462481102,0.39937136389156064,0.5,0.033740178427865336,0.009649012528919546,0.00874450174146409,0.013111230458280554,0.013414844592365527,0.04995239923095703,0.05326039923095703,False,True,25,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2020-12-31,2020-11-30,2015-02-27,2020-11-30,68,36,0.007465000000000005,0.0004694898845986021,0.006995510115401403,0.015087000000000001,0.027421749648852987,0.008337146318856781,0.396529739460948,0.5,0.04755815909238882,0.013734449728876382,0.010325844462582726,0.0254422783534074,0.015147414970614892,0.07016699920654297,0.07457799920654297,False,True,38,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2021-01-29,2020-12-31,2015-02-27,2020-12-31,69,36,0.004862999328613284,0.00021835045516354105,0.004644648873449743,0.006182999999999999,0.013956669299060991,0.004050206808829532,0.332371395864653,0.5,0.02812845021595641,0.00890889646034112,0.004703013694130003,0.011308963632388758,0.007883817839123508,0.07830539825439453,0.07978639825439453,False,True,16,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2021-02-26,2021-01-29,2015-02-27,2021-01-29,70,36,0.0001620022583007797,0.0006947484984457717,-0.000532746240144992,0.028996,0.040387384861191485,0.013310971223391763,0.3680432712953855,0.5,0.08404774392413383,0.01724355279646618,0.016766190802713972,0.027458935778875482,0.015049409984633222,0.0907130029296875,0.1027440029296875,False,True,33,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2021-03-31,2021-02-26,2015-02-27,2021-02-26,71,36,-0.0039010002136230433,0.0005196177252740115,-0.004420617938897055,0.017349999999999997,0.029178610113073745,0.010243190532210126,0.24082243801166428,0.5,0.058467650750866476,0.021470375099149924,0.01685989747660281,0.04007723841905919,0.03847794416461725,0.08629670156860353,0.08886170156860353,False,True,49,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2021-04-30,2021-03-31,2015-02-27,2021-03-31,72,36,0.017767008911132816,0.00044124518342503796,0.017325763727707777,0.014943000000000001,0.025073729639321352,0.007171973925802723,0.25412065069237494,0.5,0.099908426769869,0.013418460236484634,0.010227470339484719,0.012444128861740067,0.009643269756903217,0.04907379864501953,0.055583798645019535,False,True,65,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2021-06-30,2021-04-30,2015-02-27,2021-04-30,73,36,-0.01039500311279297,0.0004427230899966116,-0.010837726202789581,0.015535000000000002,0.02813534046406227,0.008965472260140014,0.16010333267706064,0.5,0.17948096117722573,0.021190674190226386,0.016011661973916968,0.019542999367194502,0.021022359887708397,0.05796639923095703,0.06306339923095704,False,True,70,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2021-07-30,2021-06-30,2015-02-27,2021-06-30,74,36,0.0027779988403320317,0.00046423672878639086,0.002313762111545641,0.015804,0.023272336481893814,0.006838609107561447,0.16877301416559404,0.5,0.08482488787366071,0.014999919295100963,0.010555143103599913,0.027729252511469293,0.03185296390091963,0.07337999884033204,0.08175099884033205,False,True,69,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2021-08-31,2021-07-30,2015-02-27,2021-07-30,75,36,0.007271993713378894,0.0007353054921153382,0.006536688221263556,0.024003,0.03248434847080573,0.010914453437787953,0.21879018859120208,0.5,0.10919739511350773,0.026573185502103303,0.017701059534518844,0.04812779984735405,0.04365431972686973,0.11731160040283205,0.12719760040283204,False,True,128,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2021-09-30,2021-08-31,2015-02-27,2021-08-31,76,36,-0.0061959968261718745,0.00036633317055702634,-0.006562329996728901,0.011383,0.015815127479518964,0.0074376733951855315,0.13867846412483628,0.5,0.11758042099040936,0.02065501777357595,0.01626978229464531,0.02491574033456334,0.03236349971271013,0.028080000427246093,0.03702300042724609,False,True,55,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2021-10-29,2021-09-30,2015-02-27,2021-09-30,77,36,-0.012349006835937497,0.0009818461314122398,-0.013330852967349737,0.037702,0.048274156600516226,0.017146015973967345,0.2985160123674013,0.5,0.13744891280338137,0.03156361964838888,0.023459298987884833,0.042840757394959295,0.042371077962392034,0.1180986039123535,0.1351386039123535,False,True,118,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2021-11-30,2021-10-29,2015-02-27,2021-10-29,78,36,0.02594100305175781,0.0007236589676010944,0.025217344084156715,0.028187000000000004,0.03924921681916257,0.014099436620691411,0.21188922143163236,0.5,0.1609286948224328,0.027339858365359047,0.019988204405481748,0.04584527019362872,0.026187870937867563,0.08033000134277343,0.09338100134277344,False,True,124,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2021-12-31,2021-11-30,2015-02-27,2021-11-30,79,36,-0.04700401344299317,0.0006896029627855133,-0.04769361640577868,0.031191000000000003,0.05855025564474901,0.016031977322447818,0.47185152359683064,0.5,0.09740691570659858,0.01854521581967198,0.019948668379482608,0.010851809848635652,0.0,0.15629040090942384,0.16407140090942385,False,True,48,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2022-01-31,2021-12-31,2015-02-27,2021-12-31,80,36,0.011319999267578111,0.0005773516635772555,0.010742647604000856,0.018795000000000003,0.029221945123934567,0.009384465436095866,0.22055963056188582,0.5,0.15161105700047903,0.021237835175492218,0.016384768527565485,0.04232247911551379,0.0238695238665787,0.12045660278320314,0.12716560278320313,False,True,111,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2022-02-28,2022-01-31,2015-02-27,2022-01-31,81,36,0.01004,0.0006765874677091542,0.009363412532290847,0.025731999999999998,0.03533174914087141,0.008260513889854599,0.2675757331368318,0.5,0.059499751825640115,0.021399382750262805,0.01791131124621114,0.039520416445861795,0.04477499213992864,0.1338662969970703,0.1404622969970703,False,True,61,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2022-04-29,2022-02-28,2015-02-27,2022-02-28,82,36,0.007395995330810547,0.0003760859691652869,0.00701990936164526,0.01934,0.029672572135768984,0.007543414230284078,0.3210209764892626,0.5,0.08849794715412299,0.017916473687554585,0.011859258688559231,0.024029565676830345,0.014031435411168358,0.03229860050964355,0.04331860050964355,False,True,29,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2022-05-31,2022-04-29,2015-02-27,2022-04-29,83,36,-0.012101998413085938,0.0002718383517637707,-0.012373836764849709,0.011534,0.02611236552822596,0.0058173046423721135,0.3403155055526038,0.5,0.027263718471194444,0.011600761071713973,0.01019267344690237,0.01691602612690657,0.02277230699953825,0.04535039916992188,0.05032639916992188,False,True,22,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2022-06-30,2022-05-31,2015-02-27,2022-05-31,84,36,0.001688,0.0002342852192593107,0.0014537147807406894,0.009042000000000001,0.017461820104302254,0.004071887825624236,0.23393379029460148,0.5,0.035471352302565116,0.017030330930459484,0.01182346551183319,0.025742626137953195,0.02480335469472361,0.016954599914550783,0.02083159991455078,False,True,35,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2022-07-29,2022-06-30,2015-02-27,2022-06-30,85,36,0.0021699992599487367,0.000527667413080768,0.0016423318468679687,0.021521999999999996,0.02901133867164152,0.006462208744400516,0.19862238726929904,0.5,0.09012004327946764,0.030457680682247343,0.02294243152522812,0.04507941166087204,0.04015760321239692,0.06083779931640625,0.07046579931640626,False,True,77,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2022-08-31,2022-07-29,2015-02-27,2022-07-29,86,36,-0.003063995941162111,0.000898061232347169,-0.00396205717350928,0.039507,0.04863567210144158,0.010608900605667795,0.21806770949816956,0.5,0.15690031820597677,0.04743182397798338,0.03672861081690795,0.07869257320240153,0.06806541267828448,0.1099532987060547,0.1276672987060547,False,True,117,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2022-09-30,2022-08-31,2015-02-27,2022-08-31,87,36,0.0023500017089843808,0.00027832649244418316,0.0020716752165401975,0.011023,0.016282980116681323,0.003182717324619754,0.23348333430629672,0.5,0.03665362038057181,0.01273031145782022,0.009917725169774719,0.02275469084653159,0.023556048325194312,0.05580249829101563,0.05978049829101563,False,True,40,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2022-10-31,2022-09-30,2015-02-27,2022-09-30,88,36,-0.0024439997863769563,0.0002768884187100393,-0.0027208882050869954,0.013916,0.018831165820852536,0.004256345361553539,0.2649116155000332,0.5,0.06019194247311354,0.013675438714487375,0.010794139263224497,0.01642880904229449,0.020961597637928042,0.02503450003051758,0.03142250003051758,False,True,36,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2022-11-30,2022-10-31,2015-02-27,2022-10-31,89,36,-0.005578998596191408,0.0006054800917744845,-0.006184478687965893,0.024179,0.03090881888078628,0.006557172933452137,0.3147176220459263,0.5,0.12498789605617959,0.02117811496832637,0.01631043532794027,0.03876981049829531,0.02486705760422281,0.06902859930419922,0.08243759930419922,False,True,107,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2022-12-30,2022-11-30,2015-02-27,2022-11-30,90,36,-0.0008769999999999997,0.00012463565843175706,-0.0010016356584317569,0.00418,0.006400590153274919,0.001705970238579099,0.14916265159066994,0.5,0.03526791775093834,0.0092562788638878,0.007628462273066512,0.014032810183161715,0.018079313509938966,0.010235999999999999,0.011902,False,True,32,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2023-01-31,2022-12-30,2015-02-27,2022-12-30,91,36,-0.0005809966430664025,0.0005029801296565865,-0.0010839767727229888,0.019992000000000003,0.024638825907483404,0.005478150037439165,0.22269099356135602,0.25,0.08646336580149268,0.022352838880576004,0.018415803404599404,0.045524023488752285,0.02886368514941684,0.042129200210571295,0.0501722002105713,False,True,103,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2023-02-28,2023-01-31,2015-02-27,2023-01-31,92,36,0.023513004577636734,0.0008139029750824233,0.02269910160255431,0.031287999999999996,0.035914218592519496,0.0076865706707256115,0.2904435485533262,0.25,0.16654209072607243,0.030639122640867236,0.024211139306367348,0.06233333652534501,0.04603549695832465,0.08687559948730468,0.10155559948730468,False,True,168,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2023-03-31,2023-02-28,2015-02-27,2023-02-28,93,36,0.009613001419067381,0.0004716124303817458,0.009141388988685635,0.016169999999999997,0.019232945703987626,0.0036968086274713242,0.15912423005772108,0.25,0.08235703765859771,0.02188209385320633,0.014371447486349258,0.028480219062275602,0.028438648558983592,0.04839763436621094,0.05634463436621094,False,True,109,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2023-04-28,2023-03-31,2015-02-27,2023-03-31,94,36,-0.015524000518798832,0.00042285051103138497,-0.015946851029830216,0.015734,0.018181090830681392,0.0040235004448407954,0.12458664074572007,0.25,0.06546243837958249,0.02721526520525527,0.02104697554139144,0.03467800265891652,0.04147897028460812,0.033829999755859375,0.04080599975585937,False,True,88,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
