config,strategy,evidence_status,return_date,decision_date,train_start,train_end,train_observations,recent_observations,gross_return,predicted_cost,net_return,gross_nav,selected_scale,expected_net_log_growth,robust_sortino,recent_covariance_weight,predicted_annual_vol,worst_annual_downside,scenario_cvar_loss,worst_three_month_loss,worst_six_month_loss,short_margin_used,collateral_used,integer_execution_abstained,integer_conversion_feasible,integer_contracts,selected_feasible,selected_max_breach,rejected_max_breach,rejected_breach_volatility,rejected_breach_downside,rejected_breach_three_month_loss,rejected_breach_six_month_loss,rejected_breach_assignment,information_set_valid
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2023-05-31,2023-04-28,2015-02-27,2023-04-28,95,36,0.03351599932861328,0.0005522326111041173,0.03296376671750916,0.020305999999999998,0.021215689139211277,0.009016809008289009,0.09025782551215823,0.25,0.19218801923460363,0.0562233098535177,0.0574962479656803,0.10590780034273839,0.11459789648263208,0.03698,0.050385,False,True,119,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2023-06-30,2023-05-31,2015-02-27,2023-05-31,96,36,-0.003334989562988286,0.0007251547572184546,-0.004060144320206741,0.030565000000000002,0.034069726456271134,0.009873984283908295,0.11749669972983695,0.25,0.11025891063806877,0.04113998524747771,0.0347201963889498,0.05046656068279054,0.07703978978197423,0.05524059985351562,0.06667959985351563,False,True,136,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2023-07-31,2023-06-30,2015-02-27,2023-06-30,97,36,-0.0023670056762695154,0.00031184997095161837,-0.002678855647221134,0.013041999999999998,0.016080803916621922,0.006661595975010002,0.09172830214158635,0.25,0.09429383725810199,0.02669435404754056,0.022536812922829465,0.05358999842469703,0.04688498443997924,0.018242,0.028258,False,True,87,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2023-08-31,2023-07-31,2015-02-27,2023-07-31,98,36,0.001967000000000001,0.0005203708451540002,0.0014466291548460007,0.015927,0.025982811022136232,0.007177875146052434,0.15001540021165782,0.25,0.13678182640854197,0.02761507051339136,0.022919650095527967,0.032295364803761384,0.03211125483772581,0.04521950012207032,0.05203150012207032,False,True,158,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2023-09-29,2023-08-31,2015-02-27,2023-08-31,99,36,-0.006659997375488278,0.0005423958615599439,-0.007202393237048222,0.028017,0.03444317594167797,0.010633939920050291,0.12062558627993654,0.25,0.1563777846631499,0.030556694014839087,0.02193722065180294,0.041462512176409394,0.059191568339749034,0.054886600646972664,0.07287560064697267,False,True,106,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2023-10-31,2023-09-29,2015-02-27,2023-09-29,100,36,0.005348004638671878,0.0010544187810003387,0.00429358585767154,0.037159,0.04856113691563113,0.008213999129642697,0.28315471867263875,0.5,0.1428691791282811,0.04788174389798807,0.03768998766192769,0.08307249255415095,0.09146136268970184,0.09073560021972657,0.10413760021972657,False,True,239,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2023-11-30,2023-10-31,2015-02-27,2023-10-31,101,36,0.054403015777587896,0.0008340817954803454,0.05356893398210755,0.037716000000000006,0.04434657473766959,0.008561527187072624,0.22359991642255503,0.5,0.10971370435050042,0.0434683996404855,0.033483384056189516,0.05953848719746546,0.07469289979230231,0.042893,0.064071,False,True,158,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2023-12-29,2023-11-30,2015-02-27,2023-11-30,102,36,-0.0007190018310546833,0.0006273283260606432,-0.0013463301571153266,0.022726,0.0270004345604549,0.005628188107058679,0.13997385974596324,0.5,0.13896535793916048,0.0342532817770609,0.024748657559112625,0.051656004168722625,0.0496026941255131,0.06443719992065429,0.07304819992065428,False,True,151,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2024-01-31,2023-12-29,2015-02-27,2023-12-29,103,36,0.018221002258300784,0.00020749370309065238,0.018013508555210132,0.007530999999999999,0.010165846041338345,0.0037185665071471693,0.12830890661115052,0.5,0.0381545110583506,0.013746680361378234,0.010415861570122713,0.019113086880401253,0.02267477721648059,0.0123925,0.0164995,False,True,56,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2024-02-29,2024-01-31,2015-02-27,2024-01-31,104,36,0.019874995239257814,0.0005858014268587697,0.019289193812399043,0.021745,0.028528282274639168,0.00647146332217588,0.257813228587763,0.5,0.0866372864497435,0.018940696877494813,0.014132506367576389,0.03638903416841399,0.029173137945017746,0.05460819921875001,0.06692919921875001,False,True,135,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2024-04-30,2024-02-29,2015-02-27,2024-02-29,105,36,0.025941994995117186,0.0008645293497855605,0.025077465645331625,0.030288000000000002,0.036075359856786504,0.009800625497184039,0.182733079500039,0.5,0.11866668274979907,0.030478729965241765,0.020292630180264237,0.04022909302631206,0.0369300985974953,0.11155820166015626,0.12655320166015627,False,True,199,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2024-05-31,2024-04-30,2015-02-27,2024-04-30,106,36,-0.041280018493652336,0.0017114347235013666,-0.042991453217153704,0.065756,0.07376055075116618,0.018051840778911765,0.2274978365429369,0.5,0.1906523329571593,0.0659771960636148,0.05382640701684677,0.11367943302516914,0.11954699220585807,0.10127979968261719,0.13426879968261718,False,True,323,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2024-06-28,2024-05-31,2015-02-27,2024-05-31,107,36,-0.002721999633789057,0.0008077900940470367,-0.0035297897278360937,0.024798999999999998,0.03182193675566501,0.00524811097253126,0.2828076242411226,0.5,0.09510451075447533,0.03136152756635827,0.02515611152797913,0.05938813892531314,0.08744052532909996,0.04608,0.058109,False,True,200,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2024-07-31,2024-06-28,2015-02-27,2024-06-28,108,36,-0.01011399987792969,0.0005840659919101555,-0.010698065869839846,0.019664,0.02153376551171632,0.009959040043586454,0.10727796274480822,0.5,0.11529957209287924,0.050684539472712425,0.04681954307674391,0.0998091412697738,0.10987192350578379,0.029904,0.043443999999999997,False,True,139,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2024-08-30,2024-07-31,2015-02-27,2024-07-31,109,36,0.007441002868652307,0.001143424227891236,0.006297578640761071,0.041927,0.04474758762271604,0.010111812828808582,0.18594548218943255,0.5,0.1555680126973568,0.04550987161214197,0.035419346916097515,0.06549622340862604,0.08035004907020638,0.04898400000000001,0.070925,False,True,225,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2024-09-30,2024-08-30,2015-02-27,2024-08-30,110,36,0.0033109972534179685,0.0004023815700352561,0.002908615683382712,0.014599,0.017643987500773423,0.0036085650718863964,0.2416659522739557,0.5,0.0429079202058551,0.01827643170795403,0.014263530124073527,0.03440789205328232,0.04157878184007946,0.021187600097656255,0.028452600097656256,False,True,82,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2024-10-31,2024-09-30,2015-02-27,2024-09-30,111,36,0.010942000000000002,0.00014187452961797367,0.01080012547038203,0.004288,0.0056430582256731055,0.004026604042478719,0.11624288613305205,0.5,0.0520065190442074,0.015265475343381078,0.013128648635717556,0.022896908415471096,0.028980866004819417,0.0076515,0.0106775,False,True,40,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2024-11-29,2024-10-31,2015-02-27,2024-10-31,112,36,0.022358994812011715,0.0007021704870562764,0.02165682432495544,0.02983,0.03581571011293781,0.007355743719739167,0.2875819785169485,0.25,0.08429373458101604,0.03101734306593564,0.023235491799912928,0.04391694031623228,0.042449506312557506,0.047181777658203125,0.062044777658203126,False,True,124,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2024-12-31,2024-11-29,2015-02-27,2024-11-29,113,36,0.03038600085449219,0.0008664325745485703,0.02951956827994362,0.032059000000000004,0.03703454345023199,0.01097443350832235,0.23533244908184278,0.25,0.1232190612755267,0.041340154502400334,0.03738432907629099,0.07056169262659207,0.09151285525650388,0.05602578000000001,0.07040178000000001,False,True,201,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2025-01-31,2024-12-31,2015-02-27,2024-12-31,114,36,-0.0005619949340820327,0.0003085227265440258,-0.0008705176606260584,0.013548000000000001,0.017229144014883648,0.003993570834333596,0.19084385752472222,0.25,0.039684284676580944,0.017523154946106963,0.013310526124889347,0.023176599233926676,0.021205138162723625,0.01845172986572266,0.025828729865722662,False,True,61,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2025-02-28,2025-01-31,2015-02-27,2025-01-31,115,36,-0.0018700009765625048,0.000612503919817769,-0.002482504896380274,0.023737,0.029361919638415553,0.0055371609513682404,0.2564757192142256,0.25,0.09311841637179497,0.024225013844129645,0.01929895901643934,0.04855663584265746,0.05458731733114375,0.038295964122070314,0.050917964122070315,False,True,116,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2025-04-30,2025-02-28,2015-02-27,2025-02-28,116,36,-0.006987999328613277,0.0010266373801187676,-0.008014636708732044,0.043511999999999995,0.04995128641844184,0.008556388231534205,0.32394043118785926,0.25,0.13808223252923674,0.03395331616406836,0.027614086488883745,0.06917330480853179,0.07598829451191735,0.06841391597558594,0.09355991597558594,False,True,178,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2025-05-30,2025-04-30,2015-02-27,2025-04-30,117,36,0.04095699060058594,0.0007137065842279062,0.04024328401635804,0.031865,0.0350278812324329,0.008444966558479929,0.2312647649632471,0.25,0.07924450713791853,0.032102952528272305,0.02610108457093672,0.0595481609829952,0.05329522459073388,0.04325445792675781,0.05941845792675781,False,True,117,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2025-06-30,2025-05-30,2015-02-27,2025-05-30,118,36,0.02667300854492188,0.0014537848222269255,0.025219223722694955,0.061101,0.06651533986684513,0.014599294044388193,0.28165670094809087,0.25,0.22222529629320362,0.053590782022732084,0.04663760454315749,0.09868869022642679,0.09755215161901953,0.079286724,0.11373572400000001,False,True,266,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2025-07-31,2025-06-30,2015-02-27,2025-06-30,119,36,0.0008679958496093569,0.0009503399400962679,-8.234409048691097e-05,0.03825,0.0439062927673874,0.010405102360857543,0.2964219344136137,0.25,0.14280753253611403,0.03483994956364097,0.02933096805361674,0.07391708901105876,0.07095528972518594,0.08545130029296875,0.10492530029296876,False,True,171,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2025-08-29,2025-07-31,2015-02-27,2025-07-31,120,36,-0.009019005065917964,0.0007351551270940728,-0.009754160193012036,0.029189000000000003,0.03408056582874574,0.007977773684916862,0.2635790964172483,0.5,0.10797641937636379,0.02353656814656172,0.019917697497908237,0.0333104352880208,0.033646129422368,0.049938631609375006,0.06354263160937501,False,True,131,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2025-09-30,2025-08-29,2015-02-27,2025-08-29,121,36,0.0837390029907226,0.0015612564502372392,0.08217774654048536,0.066826,0.07149052414006588,0.020146836666112826,0.23046639590853205,0.5,0.2094238413923967,0.07638488116063762,0.05811163111122305,0.11674034991895521,0.15609339458378624,0.0890470194140625,0.1244660194140625,False,True,276,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2025-10-31,2025-09-30,2015-02-27,2025-09-30,122,36,0.0013970004272460936,0.000411912154894329,0.0009850882723517647,0.015469,0.021351922764605166,0.00508991871833461,0.22771850254560358,0.5,0.05621557137986872,0.01841647114706341,0.013606096882952074,0.03421777508178747,0.02976752959059592,0.03128355985351563,0.03939555985351563,False,True,93,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2025-11-28,2025-10-31,2015-02-27,2025-10-31,123,36,-0.00018699926757812435,0.0010397563157315882,-0.0012267555833097125,0.047239,0.05370353736604615,0.01162188867688684,0.2807484023655432,0.5,0.10726286821290451,0.04117439168611697,0.036338085044997824,0.07753888559076016,0.07793891532719321,0.06434415221972657,0.08788815221972657,False,True,172,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2025-12-31,2025-11-28,2015-02-27,2025-11-28,124,36,-0.019868988159179615,0.0011101299981767874,-0.020979118157356404,0.037831000000000004,0.04532101977629594,0.009818722566666566,0.261773452960194,0.5,0.13024131183925636,0.04186347018291734,0.034542637631489556,0.07253577194223593,0.07201596138341071,0.070289702,0.08793670199999999,False,True,222,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2026-01-30,2025-12-31,2015-02-27,2025-12-31,125,36,0.012012996643066386,0.0018456513228171535,0.010167345320249233,0.062057,0.0666848300947875,0.010415064306022122,0.2187134706903792,0.5,0.23583157659832676,0.07003903814429006,0.059152725211936825,0.10689183210012909,0.14300595478167744,0.15078565019531248,0.18297465019531248,False,True,393,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2026-02-27,2026-01-30,2015-02-27,2026-01-30,126,36,0.006393002197265623,0.0004210643173120632,0.00597193787995356,0.018909,0.023769457467529728,0.005238756765637236,0.2569131117410952,0.5,0.06150267366541616,0.024654591712303532,0.02213563159012077,0.04425905986605794,0.04819791306244359,0.03432156029296875,0.03905256029296875,False,True,71,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2026-03-31,2026-02-27,2015-02-27,2026-02-27,127,36,-0.0023430006103515606,0.0017496171422995812,-0.004092617752651142,0.085753,0.09226218659187935,0.023704377931960736,0.2689401794595169,0.5,0.21559237202526144,0.08484968660781425,0.07404806060557363,0.12572076970280888,0.17306083539038053,0.11550897629296876,0.15982697629296877,False,True,281,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
orig+VIX,R2 robust net Sortino,retrospective_development_sample,2026-04-30,2026-03-31,2015-02-27,2026-03-31,128,36,0.02196099291992187,0.001267911181778571,0.0206930817381433,0.050515,0.05562732305548449,0.010493498533681953,0.3040032566538435,0.5,0.12955645021304715,0.053459825598252485,0.04484507826735827,0.10742598414712401,0.09463337872510824,0.08267532797558595,0.10691232797558595,False,True,168,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
larger+VIX,R2 robust net Sortino,retrospective_development_sample,2018-02-28,2018-01-31,2015-02-27,2018-01-31,36,36,-0.00040200028991699244,7.539979218384004e-05,-0.0004774000821008325,0.0027609999999999996,0.009629030765095074,0.005739899049976728,43.453339756678304,0.5,0.010460592300849392,0.0024465847019639934,0.0027726033756105186,0.002925736211530139,0.0005349022718458274,0.01443239974975586,0.01540339974975586,False,True,9,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
larger+VIX,R2 robust net Sortino,retrospective_development_sample,2018-04-30,2018-02-28,2015-02-27,2018-02-28,37,36,0.0002810003356933595,0.0001506710154380865,0.000130329320255273,0.004065,0.007920997811575124,0.005006855111878443,76.52095925434207,0.5,0.015904118096178196,0.0017734257357573085,0.001117233395920004,0.0010280599587783046,0.0,0.02526240020751953,0.02742840020751953,False,True,19,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
larger+VIX,R2 robust net Sortino,retrospective_development_sample,2018-05-31,2018-04-30,2015-02-27,2018-04-30,38,36,-0.00047500000000000005,3.055359189291926e-05,-0.0005055535918929193,0.0007430000000000001,0.005050982591239143,0.0026900107475116707,52.505979461292114,0.5,0.0050599600666771044,0.0015699820969815946,0.0006489878108763092,0.0019162239180084972,0.003672717393654379,0.0014922000122070313,0.0021012000122070315,False,True,8,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
larger+VIX,R2 robust net Sortino,retrospective_development_sample,2018-06-29,2018-05-31,2015-02-27,2018-05-31,39,36,0.00010200000000000001,3.822510095053766e-05,6.377489904946235e-05,0.00069,0.0035500447896963786,0.0017544679156376863,144.4787403608425,0.5,0.027559682019859335,0.0005116865581032319,0.00038091869143261293,0.0004445194189053314,0.0003216192380289806,0.006685199966430664,0.007024199966430664,False,True,10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
larger+VIX,R2 robust net Sortino,retrospective_development_sample,2018-07-31,2018-06-29,2015-02-27,2018-06-29,40,36,0.0017850007508972555,0.00022094153723137283,0.0015640592136658828,0.00486,0.009916342741890655,0.005166594712927458,81.76967957136024,0.5,0.09247178862974179,0.0027955661792238517,0.0021391033382266098,0.0033647218548528146,0.0,0.022351200180053717,0.025161200180053717,False,True,18,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
larger+VIX,R2 robust net Sortino,retrospective_development_sample,2018-08-31,2018-07-31,2015-02-27,2018-07-31,41,36,0.0014970008759342497,8.593237471134639e-05,0.0014110685012229034,0.002317,0.007593831790399396,0.00407546921622355,64.58266494160574,0.5,0.019853781018355242,0.002064753138556886,0.0010600992769804192,3.4153463428832076e-05,0.0,0.015560799865722659,0.016587799865722657,False,True,14,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
larger+VIX,R2 robust net Sortino,retrospective_development_sample,2018-09-28,2018-08-31,2015-02-27,2018-08-31,42,36,-0.0030430001831054676,0.00024332741178203766,-0.003286327594887505,0.006087,0.012952175055124323,0.00653655222856515,104.4267929947635,0.5,0.03539733736926747,0.002214019565385045,0.0017253502836458753,0.0017816844760180084,0.0,0.03679180004119873,0.03998880004119873,False,True,35,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
larger+VIX,R2 robust net Sortino,retrospective_development_sample,2018-10-31,2018-09-28,2015-02-27,2018-09-28,43,36,-0.01656600079345703,0.00019415093285233144,-0.01676015172630936,0.005379999999999999,0.011004330369197582,0.006522354775896727,84.20679922404611,0.5,0.03438671238156621,0.0010732998383877399,0.000826176506446619,0.0,0.0,0.03513059974670411,0.03801359974670411,False,True,26,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
larger+VIX,R2 robust net Sortino,retrospective_development_sample,2018-11-30,2018-10-31,2015-02-27,2018-10-31,44,36,0.00038,1.3327137294643236e-05,0.00036667286270535677,0.00038,0.003498961414727293,0.0019427378138346734,0.42310627037642246,0.5,0.0018417283954238577,0.0012125104074892533,0.0008981680186573395,0.001547640166722486,0.0017887105768442657,0.005227000122070313,0.005227000122070313,False,True,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
larger+VIX,R2 robust net Sortino,retrospective_development_sample,2018-12-31,2018-11-30,2015-02-27,2018-11-30,45,36,-0.0037140003662109347,2.5566005279282374e-05,-0.0037395663714902172,0.0006039999999999999,0.003193926175830736,0.001487256617549271,1.0275725858421825,0.5,0.0022393806251901067,0.0005314487467482966,0.0004749375830045638,0.000720011834313361,0.0005932474406961097,0.00562719970703125,0.00577919970703125,False,True,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
larger+VIX,R2 robust net Sortino,retrospective_development_sample,2019-01-31,2018-12-31,2015-02-27,2018-12-31,46,36,0.02949296077728272,0.00028918184449160686,0.02920377893279111,0.00916,0.010671748786392168,0.003446241841394006,0.02840203894710161,0.5,0.13153173858638795,0.029576203186214622,0.009453609214309794,0.02808052811033801,0.051418088545294616,0.0,0.00916,False,True,9,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
larger+VIX,R2 robust net Sortino,retrospective_development_sample,2019-02-28,2019-01-31,2015-02-27,2019-01-31,47,36,0.00039400183105468747,5.514835304922034e-05,0.00033885347800546715,0.001827,0.006346700737159379,0.003002906690626556,10.79320118582099,0.5,0.010020770944074123,0.00261449189515498,0.0014585200388961004,0.003162840261062616,0.003554965904887797,0.0017752000427246092,0.0034942000427246093,False,True,8,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
larger+VIX,R2 robust net Sortino,retrospective_development_sample,2019-04-30,2019-02-28,2015-02-27,2019-02-28,48,36,0.0019300008087158203,0.0001171224391135042,0.0018128783696023162,0.0032249999999999996,0.00745556974830783,0.003524997133067143,39.49203644698475,0.5,0.026356339301436955,0.0005219727367852976,8.169407164525102e-05,0.0,0.0,0.021581999588012695,0.023592999588012694,False,True,19,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
larger+VIX,R2 robust net Sortino,retrospective_development_sample,2019-05-31,2019-04-30,2015-02-27,2019-04-30,49,36,9.700002288818362e-05,3.145793460570158e-05,6.554208828248204e-05,0.000713,0.003386384811259139,0.0014473168979052522,50.53518057309245,0.5,0.009006166402756706,0.0010959268361498522,0.001109451561926758,0.0011032698180957201,0.0011901941386459614,0.009021599731445314,0.009342599731445314,False,True,6,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
larger+VIX,R2 robust net Sortino,retrospective_development_sample,2019-06-28,2019-05-31,2015-02-27,2019-05-31,50,36,0.0027849996337890627,0.00011735004116299882,0.002667649592626064,0.004251,0.006931389011320952,0.0030738089295709974,2.050840018396448,0.5,0.01847510833761907,0.0012026827260814463,0.0009562684686070192,0.001819611912660779,0.0,0.009791999969482424,0.012841999969482425,False,True,15,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
larger+VIX,R2 robust net Sortino,retrospective_development_sample,2019-07-31,2019-06-28,2015-02-27,2019-06-28,51,36,0.005335000335693339,0.00034387712712842294,0.004991123208564916,0.012847000000000003,0.01770231851887908,0.007691760062492686,12.874163983579976,0.5,0.04715077522303,0.003758378183883507,0.0030130110946155722,0.007548149942257276,0.0,0.027197599868774416,0.03783559986877442,False,True,46,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
larger+VIX,R2 robust net Sortino,retrospective_development_sample,2019-08-30,2019-07-31,2015-02-27,2019-07-31,52,36,0.004068001571655274,0.00012153296357024104,0.003946468608085034,0.003861,0.008459993045580025,0.0031093448777775013,17.94556250835313,0.5,0.021476715827772098,0.002134568290306673,0.001901579964801691,0.004342589946484732,0.003781902572368656,0.012420800225448607,0.015330800225448606,False,True,26,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
larger+VIX,R2 robust net Sortino,retrospective_development_sample,2019-09-30,2019-08-30,2015-02-27,2019-08-30,53,36,-0.006836002685546877,0.0003751151309524389,-0.007211117816499316,0.013821999999999997,0.019479618996219358,0.00805048385713897,13.556238408427918,0.5,0.04258433734619072,0.0036336306255962208,0.003648248546123932,0.009100893343041982,0.0,0.034231200065612796,0.0451682000656128,False,True,47,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
larger+VIX,R2 robust net Sortino,retrospective_development_sample,2019-10-31,2019-09-30,2015-02-27,2019-09-30,54,36,-0.0017330035400390494,0.00015816158369443537,-0.0018911651237334848,0.005098,0.010811098995794674,0.004131424906784747,6.741515686713447,0.5,0.01744312722720299,0.0014993311703013488,0.0013964275178273394,0.0022098817014647443,0.0,0.014763999824523925,0.018622999824523926,False,True,35,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
larger+VIX,R2 robust net Sortino,retrospective_development_sample,2019-11-29,2019-10-31,2015-02-27,2019-10-31,55,36,0.00692199821472169,0.00038934551626196144,0.006532652698459728,0.013738,0.017937225075010377,0.005448039824734828,29.10034918145105,0.5,0.06822196103204478,0.002770981218753378,0.002104238566383015,0.002336221174381481,0.0,0.04952859893798829,0.05949759893798829,False,True,66,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
larger+VIX,R2 robust net Sortino,retrospective_development_sample,2019-12-31,2019-11-29,2015-02-27,2019-11-29,56,36,0.0018260037841796874,0.00018441046779718817,0.0016415933163824992,0.005548,0.011314694200833907,0.004885835986006473,14.189425081411134,0.5,0.03110232697857934,0.003403826953835357,0.002558782228262175,0.0020997783845436713,0.0,0.02655880065917969,0.02976080065917969,False,True,34,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
larger+VIX,R2 robust net Sortino,retrospective_development_sample,2020-01-31,2019-12-31,2015-02-27,2019-12-31,57,36,0.0019000016784667968,0.00013646321079846657,0.00176353846766833,0.00214,0.0061240869913582845,0.0016657017835671735,143.86514632359916,0.5,0.01563560907555753,0.002148692499117319,0.0014246358870696023,0.0017768861642336597,0.0013471677387558723,0.017376399784851074,0.018303399784851074,False,True,32,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
larger+VIX,R2 robust net Sortino,retrospective_development_sample,2020-02-28,2020-01-31,2015-02-27,2020-01-31,58,36,0.002599000534057621,0.0004785917195974644,0.0021204088144601563,0.008356,0.015392407945408602,0.004725301595794594,180.6756960862176,0.5,0.028199086817839423,0.005697803067537475,0.003238068098293775,0.004918049134124636,0.0014122608071833742,0.03747940016174317,0.04114240016174317,False,True,71,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
larger+VIX,R2 robust net Sortino,retrospective_development_sample,2020-03-31,2020-02-28,2015-02-27,2020-02-28,59,36,-0.11684400046539309,0.00047192974183358534,-0.11731593020722668,0.007976,0.023852536038104465,0.007639513781051386,125.21274657126017,0.5,0.0695319824723896,0.025348590183533883,0.018869970064834565,0.035421033262739376,0.03673059101689535,0.047519599914550785,0.04981959991455079,False,True,71,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
larger+VIX,R2 robust net Sortino,retrospective_development_sample,2020-04-30,2020-03-31,2015-02-27,2020-03-31,60,36,0.007238996322631838,0.0005178703056682114,0.006721126016963627,0.0186,0.037424843012761395,0.011192644935386919,96.28374977997028,0.5,0.030735590181171182,0.020739008691874335,0.014483664686344933,0.022848221846019534,0.018992395018006314,0.04112190036010742,0.04742590036010742,False,True,52,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
larger+VIX,R2 robust net Sortino,retrospective_development_sample,2020-05-29,2020-04-30,2015-02-27,2020-04-30,61,36,0.002364999702453615,0.00012062502284048709,0.002244374679613128,0.003637,0.013238724235382778,0.004258635411036699,89.69128567099455,0.5,0.01282684752775251,0.006833823802451742,0.004940731851339068,0.010351741164667083,0.010103199980556976,0.02136390014648438,0.02202090014648438,False,True,17,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
