path_id,sortino_improvement,net_log_growth_improvement
559,0.3823233502611465,-0.009012921088424433
560,-1.1387576570556641,-0.00924103275390468
561,-0.9288265288583749,-0.009274520736582671
562,-1.014315985181207,-0.009097555980650892
563,-1.7763088784031584,-0.012686862678978785
564,-0.7670419352472077,-0.008640009360531555
565,-1.0753976188165761,-0.009117150011678685
566,-1.2366663334305799,-0.01001515896894636
567,-0.8380340479692584,-0.009788569967672136
568,-0.952848559266728,-0.008909403945538567
569,-0.7235793129681722,-0.010169105149513955
570,-1.1186936800534937,-0.010473920942725517
571,-1.1820990798668167,-0.01155645878710818
572,-0.2984338309374044,-0.008451822652961296
573,-1.0664781924744329,-0.010345227481976074
574,-0.776206079731834,-0.011137428892331812
575,-1.4303756926569264,-0.00987311639989083
576,-0.6908690028364943,-0.005657916731451828
577,-1.494137045585265,-0.011146588619134734
578,-0.49871649336313606,-0.00392284119363933
579,-0.03166184208699163,-0.005665744802535821
580,-1.3035525157618268,-0.01190720103203946
581,-0.7785696948507284,-0.007093296699469835
582,-0.391205170374499,-0.006633352960677521
583,-0.3331308097014345,-0.007055442074220793
584,-1.350931644596142,-0.01227316122940335
585,-1.2215436619014972,-0.011437516598665366
586,-0.4588439041883068,-0.010584995084789196
587,-0.520670198199458,-0.0056903576624166554
588,-1.1272261793492748,-0.01045222749196459
589,-0.449393649251413,-0.010892901490559664
590,-1.396317057404061,-0.011219800552441254
591,-0.6220797754617908,-0.005466092772983483
592,-1.3294681520949172,-0.010074881247395417
593,-0.9067784285151995,-0.008447631676898576
594,-1.4536436690212047,-0.01313378822196809
595,-0.4988375061648842,-0.0071814763931447295
596,-0.8195787865047941,-0.008005697349668732
597,-0.8672317934034861,-0.00853822514319048
598,-0.1495523718629419,-0.0057045430315853084
599,-0.12381795667983364,-0.006628169457473004
600,-0.6162536534234285,-0.004941044223351726
601,-1.3664685484453138,-0.011985366639516541
602,-0.6680251788059154,-0.004845599849072891
603,-1.0621337863451135,-0.008298968250791702
604,0.355076580101094,-0.004737238091035834
605,-1.1775295361615803,-0.011042019691098514
606,-0.922417049517157,-0.008997076405529637
607,0.8840027960672467,-0.008081106214959746
608,-0.8155953831879756,-0.010505998308520366
609,-1.022214193357392,-0.008582145276386795
610,-0.37281706568375095,-0.005002467097936341
611,-0.1876376461602518,-0.007655944207478447
612,-0.8841628261076568,-0.007904293594658692
613,-0.9911510395127914,-0.009362183903940937
614,-0.9850160517273994,-0.00941132600001299
615,-0.6285910772067034,-0.010524904593238073
616,-1.7123363620322658,-0.01240915639435396
617,-0.9714786121104602,-0.01185350724171161
618,-0.08603482093612191,-0.002240252994652961
619,-1.9756624317344655,-0.014272949745878566
620,-0.8016464563128273,-0.006830408838430322
621,-0.40875947653002753,-0.008287416667564433
622,-0.8079692729281464,-0.00956517925314082
