config,strategy,n_obs,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,var_95,cvar_95,terminal_wealth,defaulted
larger,R2 robust net Sortino,93,0.005997816127814026,0.028223837271519007,0.22566338368961486,0.47930164563601874,-0.04298360508097365,0.010374731809171221,0.013548498563821159,1.0474349089096384,False
larger,R1.1 25pct positive-edge deployment,93,0.12283199536284695,0.22080841441223242,0.6341233947309571,1.1138905303889617,-0.3939656396263781,0.08111227762194895,0.09805283281833524,2.4543672136173877,False
larger+VIX,R2 robust net Sortino,93,-0.012374655989689898,0.04479848120527109,-0.2539930156396176,-0.26505315215425274,-0.12736751660016443,0.00491380105565858,0.030612994127497538,0.9080081614469553,False
larger+VIX,R1.1 25pct positive-edge deployment,93,0.14231014732037695,0.11853660992780564,1.1870554756746807,2.1965096025855146,-0.12125351882233826,0.03571081518192426,0.06742741756992046,2.80431160402556,False
orig,R2 robust net Sortino,93,0.07407325344888527,0.11111064569596402,0.6972340245298574,1.9827532735005615,-0.12022307292357393,0.026894448306013858,0.031205613254787802,1.7398537354798898,False
orig,R1.1 25pct positive-edge deployment,93,0.11765719339245195,0.20971272212162592,0.6350765149451283,1.0967759554871641,-0.38110033724647174,0.0835289974955224,0.09979497436304986,2.3680550092750567,False
orig+VIX,R2 robust net Sortino,93,0.023025785081760564,0.08495330056275004,0.3126119361139287,0.3970459556304699,-0.1704840256833584,0.017959757880840678,0.06138710124092559,1.1929465786137252,False
orig+VIX,R1.1 25pct positive-edge deployment,93,0.16004995578395276,0.1339714878610771,1.1804704540113942,2.275000335244693,-0.1705011868057048,0.04402368599851006,0.07690150984917028,3.1600529658249568,False
