config,return_date,decision_date,reason,rejected_integer_contracts,rejected_feasible,rejected_max_breach,rejected_scenario_cvar_loss,rejected_worst_stress_return,rejected_short_margin_used,rejected_collateral_used,rejected_gross_nav,rejected_breach_base,rejected_breach_cap,rejected_breach_cvar,rejected_breach_stress,rejected_breach_margin,rejected_breach_collateral,rejected_breach_assignment,rejected_predicted_annual_vol,rejected_worst_annual_downside,rejected_worst_three_month_loss,rejected_worst_six_month_loss,rejected_predictable_cost,rejected_breach_volatility,rejected_breach_downside,rejected_breach_three_month_loss,rejected_breach_six_month_loss,rejected_annual_downside_recent,rejected_annual_downside_expanding_bootstrap,rejected_annual_downside_imputation_1,rejected_annual_downside_imputation_2,rejected_annual_downside_imputation_3,rejected_annual_downside_imputation_4,rejected_annual_downside_imputation_5
orig+VIX,2019-05-31,2019-04-30,direct_integer_conversion_infeasible,25,False,0.001100791561398029,0.010303249864057869,-0.004550387821077501,0.008393800258636477,0.020278800258636476,0.013791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25110079156139803,0.0186469226477595,0.026102102237738678,0.015271115107947097,0.00029074825220240194,0.001100791561398029,0.0,0.0,0.0,0.017467776439600055,0.018352827123982157,0.0186469226477595,0.018167438359777837,0.01841200215915037,0.017945199288389908,0.017887339086550044
orig,2019-05-31,2019-04-30,direct_integer_conversion_infeasible,25,False,0.001100791561398029,0.010303249864057869,-0.004550387821077501,0.008393800258636477,0.020278800258636476,0.013791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25110079156139803,0.0186469226477595,0.026102102237738678,0.015271115107947097,0.00029074825220240194,0.001100791561398029,0.0,0.0,0.0,0.017467776439600055,0.018352827123982157,0.0186469226477595,0.018167438359777837,0.01841200215915037,0.017945199288389908,0.017887339086550044
