config,return_date,family,observations,annual_downside
orig+VIX,2023-09-29,imputation_5,99,0.8910137911688961
orig+VIX,2023-10-31,recent,36,0.8575741535466225
orig+VIX,2023-10-31,expanding_bootstrap,500,0.7556153808597659
orig+VIX,2023-10-31,imputation_1,100,0.9002349176826272
orig+VIX,2023-10-31,imputation_2,100,0.8370672601262182
orig+VIX,2023-10-31,imputation_3,100,0.9308930439779972
orig+VIX,2023-10-31,imputation_4,100,0.9308930609277972
orig+VIX,2023-10-31,imputation_5,100,0.9308930597267867
orig+VIX,2023-11-30,recent,36,0.7637024812423354
orig+VIX,2023-11-30,expanding_bootstrap,500,0.7695390630300165
orig+VIX,2023-11-30,imputation_1,101,0.864694304787544
orig+VIX,2023-11-30,imputation_2,101,0.9129689904588006
orig+VIX,2023-11-30,imputation_3,101,0.9608071829171935
orig+VIX,2023-11-30,imputation_4,101,0.8965734816140954
orig+VIX,2023-11-30,imputation_5,101,0.9608071786600425
orig+VIX,2023-12-29,recent,36,0.9996772611128485
orig+VIX,2023-12-29,expanding_bootstrap,500,1.0455465389549747
orig+VIX,2023-12-29,imputation_1,102,1.2685116511850294
orig+VIX,2023-12-29,imputation_2,102,1.2685117054602029
orig+VIX,2023-12-29,imputation_3,102,1.2685116300062493
orig+VIX,2023-12-29,imputation_4,102,1.1904145507202426
orig+VIX,2023-12-29,imputation_5,102,1.2685115181980806
orig+VIX,2024-01-31,recent,36,1.1566240931531546
orig+VIX,2024-01-31,expanding_bootstrap,500,1.2925010910625043
orig+VIX,2024-01-31,imputation_1,103,1.382527338619679
orig+VIX,2024-01-31,imputation_2,103,1.47943702596572
orig+VIX,2024-01-31,imputation_3,103,1.5453492637365411
orig+VIX,2024-01-31,imputation_4,103,1.5453492788220213
orig+VIX,2024-01-31,imputation_5,103,1.5067665796937098
orig+VIX,2024-02-29,recent,36,0.6080286152387124
orig+VIX,2024-02-29,expanding_bootstrap,500,0.5358771457925968
orig+VIX,2024-02-29,imputation_1,104,0.6380958087266241
orig+VIX,2024-02-29,imputation_2,104,0.5954108955022867
orig+VIX,2024-02-29,imputation_3,104,0.6380957729550021
orig+VIX,2024-02-29,imputation_4,104,0.6380957954824686
orig+VIX,2024-02-29,imputation_5,104,0.6380957935293036
orig+VIX,2024-04-30,recent,36,0.8321894815910132
orig+VIX,2024-04-30,expanding_bootstrap,500,0.6768894797109565
orig+VIX,2024-04-30,imputation_1,105,0.8599795745151265
orig+VIX,2024-04-30,imputation_2,105,0.8195980778242649
orig+VIX,2024-04-30,imputation_3,105,0.7945896408202844
orig+VIX,2024-04-30,imputation_4,105,0.859979696592464
orig+VIX,2024-04-30,imputation_5,105,0.8599796807472913
orig+VIX,2024-05-31,recent,36,0.8501893122376337
orig+VIX,2024-05-31,expanding_bootstrap,500,0.8317433363257929
orig+VIX,2024-05-31,imputation_1,106,0.883959358875503
orig+VIX,2024-05-31,imputation_2,106,0.8707224624236555
orig+VIX,2024-05-31,imputation_3,106,0.8839593507418362
orig+VIX,2024-05-31,imputation_4,106,0.8637527518989888
orig+VIX,2024-05-31,imputation_5,106,0.8564552235918595
orig+VIX,2024-06-28,recent,36,0.7941344293915984
orig+VIX,2024-06-28,expanding_bootstrap,500,0.6650488348245162
orig+VIX,2024-06-28,imputation_1,107,0.8974517674937748
orig+VIX,2024-06-28,imputation_2,107,0.8357610080671971
orig+VIX,2024-06-28,imputation_3,107,0.897451769358456
orig+VIX,2024-06-28,imputation_4,107,0.8974517907200653
orig+VIX,2024-06-28,imputation_5,107,0.8254384919317856
orig+VIX,2024-07-31,recent,36,1.1376574686746816
orig+VIX,2024-07-31,expanding_bootstrap,500,2.342881772142591
orig+VIX,2024-07-31,imputation_1,108,2.3805930663144124
orig+VIX,2024-07-31,imputation_2,108,2.2621821551570793
orig+VIX,2024-07-31,imputation_3,108,2.3955937919776784
orig+VIX,2024-07-31,imputation_4,108,2.395593696921757
orig+VIX,2024-07-31,imputation_5,108,2.3220137305380124
orig+VIX,2024-08-30,recent,36,0.8377515100873741
orig+VIX,2024-08-30,expanding_bootstrap,500,0.8864633590104625
orig+VIX,2024-08-30,imputation_1,109,0.9583475121395914
orig+VIX,2024-08-30,imputation_2,109,1.022259613749396
orig+VIX,2024-08-30,imputation_3,109,1.0222596150171948
orig+VIX,2024-08-30,imputation_4,109,1.0222595336378955
orig+VIX,2024-08-30,imputation_5,109,0.9654147462088525
orig+VIX,2024-09-30,recent,36,0.7442197439432492
orig+VIX,2024-09-30,expanding_bootstrap,500,0.9315554243648813
orig+VIX,2024-09-30,imputation_1,110,0.9959084386555362
orig+VIX,2024-09-30,imputation_2,110,0.8312083260219675
orig+VIX,2024-09-30,imputation_3,110,0.9959084408531335
orig+VIX,2024-09-30,imputation_4,110,0.9700852045069347
orig+VIX,2024-09-30,imputation_5,110,0.8948768975599434
orig+VIX,2024-10-31,recent,36,1.3828114459534833
orig+VIX,2024-10-31,expanding_bootstrap,500,2.1279758255979635
orig+VIX,2024-10-31,imputation_1,111,2.8361213116069086
orig+VIX,2024-10-31,imputation_2,111,2.603762899053738
orig+VIX,2024-10-31,imputation_3,111,2.8361214216324666
orig+VIX,2024-10-31,imputation_4,111,2.7765993287579414
orig+VIX,2024-10-31,imputation_5,111,2.683882717993288
orig+VIX,2024-11-29,recent,36,0.6587499903010705
orig+VIX,2024-11-29,expanding_bootstrap,500,0.7281944430406864
orig+VIX,2024-11-29,imputation_1,112,0.8423628833484775
orig+VIX,2024-11-29,imputation_2,112,0.719714935191102
orig+VIX,2024-11-29,imputation_3,112,0.8423628784012319
orig+VIX,2024-11-29,imputation_4,112,0.771992172262803
orig+VIX,2024-11-29,imputation_5,112,0.8347881433306514
orig+VIX,2024-12-31,recent,36,0.8675674743821488
orig+VIX,2024-12-31,expanding_bootstrap,500,0.8618182426312878
orig+VIX,2024-12-31,imputation_1,113,1.0719624960458483
orig+VIX,2024-12-31,imputation_2,113,1.071962409148725
orig+VIX,2024-12-31,imputation_3,113,1.0719625055995643
orig+VIX,2024-12-31,imputation_4,113,1.0719625035946974
orig+VIX,2024-12-31,imputation_5,113,1.07196249363586
orig+VIX,2025-01-31,recent,36,0.7496529602450952
orig+VIX,2025-01-31,expanding_bootstrap,500,0.822600753310407
orig+VIX,2025-01-31,imputation_1,114,0.9332754850018632
orig+VIX,2025-01-31,imputation_2,114,0.8920945043510193
orig+VIX,2025-01-31,imputation_3,114,0.9782566080801086
orig+VIX,2025-01-31,imputation_4,114,0.8959600629271723
orig+VIX,2025-01-31,imputation_5,114,0.9782565978745168
orig+VIX,2025-02-28,recent,36,0.5981728432535361
orig+VIX,2025-02-28,expanding_bootstrap,500,0.7013287388520223
orig+VIX,2025-02-28,imputation_1,115,0.7491631970035435
orig+VIX,2025-02-28,imputation_2,115,0.7905047063842385
orig+VIX,2025-02-28,imputation_3,115,0.7905047124862826
orig+VIX,2025-02-28,imputation_4,115,0.7589059003003104
orig+VIX,2025-02-28,imputation_5,115,0.7905047149710468
orig+VIX,2025-04-30,recent,36,0.4554303035752177
orig+VIX,2025-04-30,expanding_bootstrap,500,0.5307640053819471
orig+VIX,2025-04-30,imputation_1,116,0.660939366167488
orig+VIX,2025-04-30,imputation_2,116,0.6650166946808775
orig+VIX,2025-04-30,imputation_3,116,0.6173860789575043
orig+VIX,2025-04-30,imputation_4,116,0.6650166618189038
orig+VIX,2025-04-30,imputation_5,116,0.6650166953064128
orig+VIX,2025-05-30,recent,36,0.7190222916668447
orig+VIX,2025-05-30,expanding_bootstrap,500,0.7703371686748206
orig+VIX,2025-05-30,imputation_1,117,0.8823718141609096
orig+VIX,2025-05-30,imputation_2,117,0.9103584223501412
orig+VIX,2025-05-30,imputation_3,117,0.8675233999832782
orig+VIX,2025-05-30,imputation_4,117,0.9103584285828782
orig+VIX,2025-05-30,imputation_5,117,0.9103584288208754
orig+VIX,2025-06-30,recent,36,0.5755625241524914
orig+VIX,2025-06-30,expanding_bootstrap,500,0.6756282389001367
orig+VIX,2025-06-30,imputation_1,118,0.7991274692121122
orig+VIX,2025-06-30,imputation_2,118,0.7991274295715656
orig+VIX,2025-06-30,imputation_3,118,0.7991274458786661
orig+VIX,2025-06-30,imputation_4,118,0.7814883163992663
orig+VIX,2025-06-30,imputation_5,118,0.7991274699481329
orig+VIX,2025-07-31,recent,36,0.5927698728106698
orig+VIX,2025-07-31,expanding_bootstrap,500,0.7217820316961127
orig+VIX,2025-07-31,imputation_1,119,0.7854200445695734
orig+VIX,2025-07-31,imputation_2,119,0.7854200441382029
orig+VIX,2025-07-31,imputation_3,119,0.7854200453961583
orig+VIX,2025-07-31,imputation_4,119,0.7854200250016861
orig+VIX,2025-07-31,imputation_5,119,0.785420047057714
orig+VIX,2025-08-29,recent,36,0.5152056407207442
orig+VIX,2025-08-29,expanding_bootstrap,500,0.5988388482922283
orig+VIX,2025-08-29,imputation_1,120,0.6282896964225493
orig+VIX,2025-08-29,imputation_2,120,0.6516304259076765
orig+VIX,2025-08-29,imputation_3,120,0.6516304670024384
orig+VIX,2025-08-29,imputation_4,120,0.6516304449952842
orig+VIX,2025-08-29,imputation_5,120,0.6516304659513559
orig+VIX,2025-09-30,recent,36,0.7304246110060065
orig+VIX,2025-09-30,expanding_bootstrap,500,0.9253009979921712
orig+VIX,2025-09-30,imputation_1,121,1.0139050404886836
orig+VIX,2025-09-30,imputation_2,121,0.9382657808026417
orig+VIX,2025-09-30,imputation_3,121,1.0575737305165407
orig+VIX,2025-09-30,imputation_4,121,1.0681288735523944
orig+VIX,2025-09-30,imputation_5,121,1.0034233511671535
orig+VIX,2025-10-31,recent,36,0.47682048956686385
orig+VIX,2025-10-31,expanding_bootstrap,500,0.6638962793489637
orig+VIX,2025-10-31,imputation_1,122,0.7369195622842442
orig+VIX,2025-10-31,imputation_2,122,0.7198915283476396
orig+VIX,2025-10-31,imputation_3,122,0.8093940273035349
orig+VIX,2025-10-31,imputation_4,122,0.8093940224259569
orig+VIX,2025-10-31,imputation_5,122,0.7638469732019916
orig+VIX,2025-11-28,recent,36,0.4831336144909013
orig+VIX,2025-11-28,expanding_bootstrap,500,0.6661771219928596
orig+VIX,2025-11-28,imputation_1,123,0.7611566875030094
orig+VIX,2025-11-28,imputation_2,123,0.7611567239521778
orig+VIX,2025-11-28,imputation_3,123,0.7481688560917021
orig+VIX,2025-11-28,imputation_4,123,0.761156724847374
orig+VIX,2025-11-28,imputation_5,123,0.7611567238469433
orig+VIX,2025-12-31,recent,36,0.5762956607241418
orig+VIX,2025-12-31,expanding_bootstrap,500,0.886138876328735
orig+VIX,2025-12-31,imputation_1,124,0.8727327285823444
orig+VIX,2025-12-31,imputation_2,124,0.8998034245560051
orig+VIX,2025-12-31,imputation_3,124,0.8998034271306347
orig+VIX,2025-12-31,imputation_4,124,0.8171537040068217
orig+VIX,2025-12-31,imputation_5,124,0.8753109387617345
orig+VIX,2026-01-30,recent,36,0.6327723316569167
orig+VIX,2026-01-30,expanding_bootstrap,500,0.8054338460578718
orig+VIX,2026-01-30,imputation_1,125,0.9507959921377972
orig+VIX,2026-01-30,imputation_2,125,1.0649692612566992
orig+VIX,2026-01-30,imputation_3,125,1.0649697063864276
orig+VIX,2026-01-30,imputation_4,125,0.933992092730729
orig+VIX,2026-01-30,imputation_5,125,1.064969705473666
orig+VIX,2026-02-27,recent,36,0.6756357645132882
orig+VIX,2026-02-27,expanding_bootstrap,500,1.0205710971280182
orig+VIX,2026-02-27,imputation_1,126,0.9791040394946334
orig+VIX,2026-02-27,imputation_2,126,0.978245523723349
orig+VIX,2026-02-27,imputation_3,126,1.0205712149665709
orig+VIX,2026-02-27,imputation_4,126,1.0205712129265712
orig+VIX,2026-02-27,imputation_5,126,0.9780558394979835
orig+VIX,2026-03-31,recent,36,0.7553814732190816
orig+VIX,2026-03-31,expanding_bootstrap,500,0.9145233203342248
orig+VIX,2026-03-31,imputation_1,127,0.8978724458258227
orig+VIX,2026-03-31,imputation_2,127,0.9145233325402118
orig+VIX,2026-03-31,imputation_3,127,0.9145233190478851
orig+VIX,2026-03-31,imputation_4,127,0.9145233205869292
orig+VIX,2026-03-31,imputation_5,127,0.9036749149037493
orig+VIX,2026-04-30,recent,36,0.6464456381088244
orig+VIX,2026-04-30,expanding_bootstrap,500,0.7998465943002825
orig+VIX,2026-04-30,imputation_1,128,0.9430725378536984
orig+VIX,2026-04-30,imputation_2,128,0.9599354159177036
orig+VIX,2026-04-30,imputation_3,128,0.9320921005829979
orig+VIX,2026-04-30,imputation_4,128,0.9200045465590132
orig+VIX,2026-04-30,imputation_5,128,0.8810251067282281
larger+VIX,2018-02-28,recent,36,0.0008795842892537545
larger+VIX,2018-02-28,expanding_bootstrap,500,0.0007591547617189294
larger+VIX,2018-02-28,imputation_1,36,0.0008795730972620018
larger+VIX,2018-02-28,imputation_2,36,0.0008795835786535304
larger+VIX,2018-02-28,imputation_3,36,0.0003403223516807701
larger+VIX,2018-02-28,imputation_4,36,0.0008795325871869803
larger+VIX,2018-02-28,imputation_5,36,0.0008795787797340868
larger+VIX,2018-04-30,recent,36,0.0003000404576090171
larger+VIX,2018-04-30,expanding_bootstrap,500,0.0002595231404868445
larger+VIX,2018-04-30,imputation_1,37,0.00085658693756287
larger+VIX,2018-04-30,imputation_2,37,0.000856532476361974
larger+VIX,2018-04-30,imputation_3,37,0.0008566247035561315
larger+VIX,2018-04-30,imputation_4,37,0.000856617570011032
larger+VIX,2018-04-30,imputation_5,37,0.0008565510893780461
larger+VIX,2018-05-31,recent,36,0.0003196732669624372
larger+VIX,2018-05-31,expanding_bootstrap,500,0.00030816656352962023
larger+VIX,2018-05-31,imputation_1,38,0.0008466232928895248
larger+VIX,2018-05-31,imputation_2,38,0.0008466509515513784
larger+VIX,2018-05-31,imputation_3,38,0.0008465926579801213
larger+VIX,2018-05-31,imputation_4,38,0.0003071638717738905
larger+VIX,2018-05-31,imputation_5,38,0.0008466566858441454
larger+VIX,2018-06-29,recent,36,0.0007301246935074646
larger+VIX,2018-06-29,expanding_bootstrap,500,0.0006803562938798838
larger+VIX,2018-06-29,imputation_1,39,0.00043169402671865045
larger+VIX,2018-06-29,imputation_2,39,0.0007301647066252771
larger+VIX,2018-06-29,imputation_3,39,0.0007301467462736512
larger+VIX,2018-06-29,imputation_4,39,0.0007301654552008524
larger+VIX,2018-06-29,imputation_5,39,0.0007301652427989245
larger+VIX,2018-07-31,recent,36,0.0007556194358151448
larger+VIX,2018-07-31,expanding_bootstrap,500,0.000916398830383219
larger+VIX,2018-07-31,imputation_1,40,0.0009193262636861839
larger+VIX,2018-07-31,imputation_2,40,0.0009193612785786493
larger+VIX,2018-07-31,imputation_3,40,0.0009194444775768898
larger+VIX,2018-07-31,imputation_4,40,0.000919077513708858
larger+VIX,2018-07-31,imputation_5,40,0.0009194614670520235
larger+VIX,2018-08-31,recent,36,0.00077426475737946
larger+VIX,2018-08-31,expanding_bootstrap,500,0.000777355646944146
larger+VIX,2018-08-31,imputation_1,41,0.0007785612896580097
larger+VIX,2018-08-31,imputation_2,41,0.0007785040369698434
larger+VIX,2018-08-31,imputation_3,41,0.0007785218359996409
larger+VIX,2018-08-31,imputation_4,41,0.0007785460454181647
larger+VIX,2018-08-31,imputation_5,41,0.0007785449508599171
larger+VIX,2018-09-28,recent,36,0.0007459900367402288
larger+VIX,2018-09-28,expanding_bootstrap,500,0.0007585537547475977
larger+VIX,2018-09-28,imputation_1,42,0.0007591510926858892
larger+VIX,2018-09-28,imputation_2,42,0.0007594248187157168
larger+VIX,2018-09-28,imputation_3,42,0.000759277449484339
larger+VIX,2018-09-28,imputation_4,42,0.0007594263497122698
larger+VIX,2018-09-28,imputation_5,42,0.0007593105179223133
larger+VIX,2018-10-31,recent,36,0.00010245386306085918
larger+VIX,2018-10-31,expanding_bootstrap,500,9.523250529343748e-05
larger+VIX,2018-10-31,imputation_1,43,0.000857885691123548
larger+VIX,2018-10-31,imputation_2,43,0.0008578819016482452
larger+VIX,2018-10-31,imputation_3,43,0.0008574823304824135
larger+VIX,2018-10-31,imputation_4,43,0.0008578740173256813
larger+VIX,2018-10-31,imputation_5,43,0.0008576942782150421
larger+VIX,2018-11-30,recent,36,0.0005814895271699613
larger+VIX,2018-11-30,expanding_bootstrap,500,0.0005290100700720118
larger+VIX,2018-11-30,imputation_1,44,0.0013220554546378065
larger+VIX,2018-11-30,imputation_2,44,0.0013220560291738834
larger+VIX,2018-11-30,imputation_3,44,0.0006524133569908111
larger+VIX,2018-11-30,imputation_4,44,0.0013220520980188747
larger+VIX,2018-11-30,imputation_5,44,0.0013220561400557032
larger+VIX,2018-12-31,recent,36,0.00021529816478019803
larger+VIX,2018-12-31,expanding_bootstrap,500,0.0012039626515668526
larger+VIX,2018-12-31,imputation_1,45,0.001204112486060346
larger+VIX,2018-12-31,imputation_2,45,0.001204112979374121
larger+VIX,2018-12-31,imputation_3,45,0.0012041137192039357
larger+VIX,2018-12-31,imputation_4,45,0.0012041143949299746
larger+VIX,2018-12-31,imputation_5,45,0.0012041128823563063
larger+VIX,2019-01-31,recent,36,2.734996626107251
larger+VIX,2019-01-31,expanding_bootstrap,500,2.674041791918122
larger+VIX,2019-01-31,imputation_1,46,2.6828265094067874
larger+VIX,2019-01-31,imputation_2,46,2.720940600037187
larger+VIX,2019-01-31,imputation_3,46,2.643818922420879
larger+VIX,2019-01-31,imputation_4,46,2.8395301296382054
larger+VIX,2019-01-31,imputation_5,46,2.7407392055204274
larger+VIX,2019-02-28,recent,36,0.0009079283375574193
larger+VIX,2019-02-28,expanding_bootstrap,500,0.0006608790307975352
larger+VIX,2019-02-28,imputation_1,47,0.0009079441544993998
larger+VIX,2019-02-28,imputation_2,47,0.0009079417152911759
larger+VIX,2019-02-28,imputation_3,47,0.0009079468569070915
larger+VIX,2019-02-28,imputation_4,47,0.000907952310113165
larger+VIX,2019-02-28,imputation_5,47,0.0009079469104071206
larger+VIX,2019-04-30,recent,36,0.0008252399968849774
larger+VIX,2019-04-30,expanding_bootstrap,500,0.0007408830046044945
larger+VIX,2019-04-30,imputation_1,48,0.0008252390207849718
larger+VIX,2019-04-30,imputation_2,48,0.0008249701368123169
larger+VIX,2019-04-30,imputation_3,48,0.0008252387234737444
larger+VIX,2019-04-30,imputation_4,48,0.0008252373321714782
larger+VIX,2019-04-30,imputation_5,48,0.0008252375213512004
larger+VIX,2019-05-31,recent,36,0.00014731636623940822
larger+VIX,2019-05-31,expanding_bootstrap,500,0.0008809507725168961
larger+VIX,2019-05-31,imputation_1,49,0.0008818968696582165
larger+VIX,2019-05-31,imputation_2,49,0.0008819026723481573
larger+VIX,2019-05-31,imputation_3,49,0.0008818929855618187
larger+VIX,2019-05-31,imputation_4,49,0.0008819048547866957
larger+VIX,2019-05-31,imputation_5,49,0.0008817846154983368
larger+VIX,2019-06-28,recent,36,0.00033637196073345294
larger+VIX,2019-06-28,expanding_bootstrap,500,0.0011225004969172931
larger+VIX,2019-06-28,imputation_1,50,0.0011225138670558892
larger+VIX,2019-06-28,imputation_2,50,0.0011225145325970875
larger+VIX,2019-06-28,imputation_3,50,0.0011225133956952922
larger+VIX,2019-06-28,imputation_4,50,0.0011225140265526277
larger+VIX,2019-06-28,imputation_5,50,0.0011225132342133322
larger+VIX,2019-07-31,recent,36,0.0005818308585611289
larger+VIX,2019-07-31,expanding_bootstrap,500,0.00032999134310832844
larger+VIX,2019-07-31,imputation_1,51,0.0009107894061930195
larger+VIX,2019-07-31,imputation_2,51,0.0009107385919762278
larger+VIX,2019-07-31,imputation_3,51,0.0009107866801874002
larger+VIX,2019-07-31,imputation_4,51,0.0009107872383429901
larger+VIX,2019-07-31,imputation_5,51,0.0009107885897765546
larger+VIX,2019-08-30,recent,36,0.0007708965971506327
larger+VIX,2019-08-30,expanding_bootstrap,500,0.0007707523897600552
larger+VIX,2019-08-30,imputation_1,52,0.0007708877675599614
larger+VIX,2019-08-30,imputation_2,52,0.0007708234206308039
larger+VIX,2019-08-30,imputation_3,52,0.0007709040176685555
larger+VIX,2019-08-30,imputation_4,52,0.0007708972191600754
larger+VIX,2019-08-30,imputation_5,52,0.000770900483336926
larger+VIX,2019-09-30,recent,36,0.00038736296103754445
larger+VIX,2019-09-30,expanding_bootstrap,500,0.0009191569863969852
larger+VIX,2019-09-30,imputation_1,53,0.0009192137095887652
larger+VIX,2019-09-30,imputation_2,53,0.0009192153381313322
larger+VIX,2019-09-30,imputation_3,53,0.0009192083461739812
larger+VIX,2019-09-30,imputation_4,53,0.0009192138121824956
larger+VIX,2019-09-30,imputation_5,53,0.0009192152641092945
larger+VIX,2019-10-31,recent,36,0.0004937429372205065
larger+VIX,2019-10-31,expanding_bootstrap,500,0.0003871989823053516
larger+VIX,2019-10-31,imputation_1,54,0.0008165100257285768
larger+VIX,2019-10-31,imputation_2,54,0.0008165164351578645
larger+VIX,2019-10-31,imputation_3,54,0.0008165204688148802
larger+VIX,2019-10-31,imputation_4,54,0.0008165133485301459
larger+VIX,2019-10-31,imputation_5,54,0.0008165207646387778
larger+VIX,2019-11-29,recent,36,0.0006120097710475799
larger+VIX,2019-11-29,expanding_bootstrap,500,0.0008990053541331492
larger+VIX,2019-11-29,imputation_1,55,0.0008992815430068561
larger+VIX,2019-11-29,imputation_2,55,0.0008992734254935767
larger+VIX,2019-11-29,imputation_3,55,0.000899270331886956
larger+VIX,2019-11-29,imputation_4,55,0.0008992727967089123
larger+VIX,2019-11-29,imputation_5,55,0.0008992701130309106
larger+VIX,2019-12-31,recent,36,0.00043368522343064715
larger+VIX,2019-12-31,expanding_bootstrap,500,0.0003559524729037596
larger+VIX,2019-12-31,imputation_1,56,0.0009092331746857911
larger+VIX,2019-12-31,imputation_2,56,0.000909224885402146
larger+VIX,2019-12-31,imputation_3,56,0.0009092287155489158
larger+VIX,2019-12-31,imputation_4,56,0.0009092345768739816
larger+VIX,2019-12-31,imputation_5,56,0.0009092368009632987
larger+VIX,2020-01-31,recent,36,0.0001742020664892785
larger+VIX,2020-01-31,expanding_bootstrap,500,0.00013221007277138962
larger+VIX,2020-01-31,imputation_1,57,0.0006088484698323381
larger+VIX,2020-01-31,imputation_2,57,0.0006088832581669975
larger+VIX,2020-01-31,imputation_3,57,0.0006088758802625222
larger+VIX,2020-01-31,imputation_4,57,0.0006088608756357908
larger+VIX,2020-01-31,imputation_5,57,0.0006088294377486208
larger+VIX,2020-02-28,recent,36,0.0006837258158091499
larger+VIX,2020-02-28,expanding_bootstrap,500,0.0006810827835400995
larger+VIX,2020-02-28,imputation_1,58,0.000683904142783465
larger+VIX,2020-02-28,imputation_2,58,0.0006839827353260595
larger+VIX,2020-02-28,imputation_3,58,0.0006838432635423354
larger+VIX,2020-02-28,imputation_4,58,0.0006839294953490992
larger+VIX,2020-02-28,imputation_5,58,0.0006839709230918611
larger+VIX,2020-03-31,recent,36,0.00012705572150342303
larger+VIX,2020-03-31,expanding_bootstrap,500,0.000728852224925541
larger+VIX,2020-03-31,imputation_1,59,0.0007289923742396545
larger+VIX,2020-03-31,imputation_2,59,0.0007289858729557626
larger+VIX,2020-03-31,imputation_3,59,0.0007289192922765838
larger+VIX,2020-03-31,imputation_4,59,0.0007289595269514496
larger+VIX,2020-03-31,imputation_5,59,0.0007289957416667881
larger+VIX,2020-04-30,recent,36,0.00027155521224857444
larger+VIX,2020-04-30,expanding_bootstrap,500,0.0007384765586498313
larger+VIX,2020-04-30,imputation_1,60,0.0007389918739518523
larger+VIX,2020-04-30,imputation_2,60,0.0007390265568155088
larger+VIX,2020-04-30,imputation_3,60,0.0007390283412749375
larger+VIX,2020-04-30,imputation_4,60,0.000739009637677325
larger+VIX,2020-04-30,imputation_5,60,0.0007389994519948678
larger+VIX,2020-05-29,recent,36,0.0004079782527002336
larger+VIX,2020-05-29,expanding_bootstrap,500,0.0007180447455698628
larger+VIX,2020-05-29,imputation_1,61,0.0007182926438501238
larger+VIX,2020-05-29,imputation_2,61,0.0007183667162720034
larger+VIX,2020-05-29,imputation_3,61,0.000718101525894117
larger+VIX,2020-05-29,imputation_4,61,0.0007183597116960889
larger+VIX,2020-05-29,imputation_5,61,0.0007183841741581382
larger+VIX,2020-06-30,recent,36,0.0003284265057050809
larger+VIX,2020-06-30,expanding_bootstrap,500,0.0006941681222822563
larger+VIX,2020-06-30,imputation_1,62,0.0006991547090821436
larger+VIX,2020-06-30,imputation_2,62,0.0006991652175113184
larger+VIX,2020-06-30,imputation_3,62,0.0006991628375301315
larger+VIX,2020-06-30,imputation_4,62,0.000699136865443697
larger+VIX,2020-06-30,imputation_5,62,0.0006991775976416558
larger+VIX,2020-07-31,recent,36,0.00012097010357101158
larger+VIX,2020-07-31,expanding_bootstrap,500,0.0005561143676254079
larger+VIX,2020-07-31,imputation_1,63,0.0005564653631159115
larger+VIX,2020-07-31,imputation_2,63,0.000556468810323569
larger+VIX,2020-07-31,imputation_3,63,0.0005564717828780247
larger+VIX,2020-07-31,imputation_4,63,0.0005565055728746612
larger+VIX,2020-07-31,imputation_5,63,0.0005564570243031699
larger+VIX,2020-08-31,recent,36,0.0
larger+VIX,2020-08-31,expanding_bootstrap,500,0.0006372113822210502
larger+VIX,2020-08-31,imputation_1,64,0.0006420141830185347
larger+VIX,2020-08-31,imputation_2,64,0.00064197877262051
larger+VIX,2020-08-31,imputation_3,64,0.0006420016759757916
larger+VIX,2020-08-31,imputation_4,64,0.0006420107045917813
larger+VIX,2020-08-31,imputation_5,64,0.0006419879225099803
larger+VIX,2020-09-30,recent,36,0.00015439278151322305
larger+VIX,2020-09-30,expanding_bootstrap,500,0.000610909734573314
larger+VIX,2020-09-30,imputation_1,65,0.0006131942874190762
larger+VIX,2020-09-30,imputation_2,65,0.0006132765958651502
larger+VIX,2020-09-30,imputation_3,65,0.0006132575687250946
larger+VIX,2020-09-30,imputation_4,65,0.000613288888289282
larger+VIX,2020-09-30,imputation_5,65,0.0006132881231981818
larger+VIX,2020-10-30,recent,36,0.00066077952658237
larger+VIX,2020-10-30,expanding_bootstrap,500,0.0005556078799908488
larger+VIX,2020-10-30,imputation_1,66,0.0006617131017329163
larger+VIX,2020-10-30,imputation_2,66,0.0006617486088887683
larger+VIX,2020-10-30,imputation_3,66,0.0006617466324736115
larger+VIX,2020-10-30,imputation_4,66,0.0006617330913209464
larger+VIX,2020-10-30,imputation_5,66,0.0006617465404802837
larger+VIX,2020-11-30,recent,36,0.0005627590394847528
larger+VIX,2020-11-30,expanding_bootstrap,500,0.000557886883427049
larger+VIX,2020-11-30,imputation_1,67,0.0005627318356155805
larger+VIX,2020-11-30,imputation_2,67,0.0005627533401471028
larger+VIX,2020-11-30,imputation_3,67,0.0005627610243849477
larger+VIX,2020-11-30,imputation_4,67,0.0005627594363108792
larger+VIX,2020-11-30,imputation_5,67,0.0005627473017561891
larger+VIX,2020-12-31,recent,36,0.0006052251502119326
larger+VIX,2020-12-31,expanding_bootstrap,500,0.0006049576151863626
larger+VIX,2020-12-31,imputation_1,68,0.0006053646362082714
larger+VIX,2020-12-31,imputation_2,68,0.0006053734908075316
larger+VIX,2020-12-31,imputation_3,68,0.0006053508547016421
larger+VIX,2020-12-31,imputation_4,68,0.0006053205434945516
larger+VIX,2020-12-31,imputation_5,68,0.000605377462210431
larger+VIX,2021-01-29,recent,36,0.0006506319329181423
larger+VIX,2021-01-29,expanding_bootstrap,500,0.0004692201414585217
larger+VIX,2021-01-29,imputation_1,69,0.0006506705807485545
larger+VIX,2021-01-29,imputation_2,69,0.0006507515362407756
larger+VIX,2021-01-29,imputation_3,69,0.0006507236429962541
larger+VIX,2021-01-29,imputation_4,69,0.0006505933175239871
larger+VIX,2021-01-29,imputation_5,69,0.0006507432644688025
larger+VIX,2021-02-26,recent,36,0.0005870550252467256
