config,config_label,verdict,deployable,e1_net_sharpe,e1_net_sortino,e1_gross_sharpe,e1_gross_sortino,rolling_net_sharpe,mc_resampled_net_p05,mc_refit_net_p05,best_naive_strategy,best_naive_net_sharpe,stock_markowitz_sharpe,edge_vs_best_naive,edge_vs_stock_markowitz,beats_best_naive,beats_stock_markowitz
orig,orig,diagnostic_capacity_infeasible,False,0.77766727014241033,1.7831594051787354,0.97457247664120761,2.4043445797564806,0.58509177243267985,0.19915609652814101,0.57044385790339203,Equal risk capped,0.36478399712191262,0.90888333010083822,0.4128832730204976,-0.13121605995842781,True,False
orig+VIX,orig+VIX,pass,True,1.3831478314520482,3.5507756028124731,1.6748372792288579,4.8058516426510707,1.0330623778864181,0.87297470740337624,1.1776239675595399,Equal premium capped,-0.89004290760951754,0.90888333010083822,2.2731907390615658,0.47426450135121001,True,True
larger,larger,mixed,True,0.58715474973123605,1.298187296830978,0.84680602223613255,2.0852692372987049,0.4801085343558868,-0.0013743420164889001,0.53666883080859895,Equal risk capped,0.59621481197055304,0.90888333010083822,-0.0090600622393166002,-0.32172858036960172,False,False
larger+VIX,larger+VIX,pass,True,1.6282919496891228,4.3768508796220322,2.0096858991318056,6.2567930499431732,1.2725494340774863,1.0958190511653805,1.3603367122089285,Equal risk capped,0.29286717968107773,0.90888333010083822,1.335424770008045,0.71940861958828461,True,True
