scope,config,strategy,paths,default_share,minimum_terminal_wealth,sharpe_p05,sharpe_p50,sharpe_p95,status,relative_sharpe_p05
liquid_era_2018_plus,larger,larger legacy E1 specification,11,0,12.559262076644142,0.76583645767557496,0.80184994330742165,0.91303471509033285,survived,-0.26544981076005136
liquid_era_2018_plus,larger+VIX,larger+VIX legacy E1 specification,11,1,0,,,,fail_default,0.10276813101786074
liquid_era_2018_plus,orig,orig legacy E1 specification,11,0,30.676640864880525,0.86028714558941966,0.90783820005926397,0.9729438090760324,survived,-0.56110227169188942
liquid_era_2018_plus,orig+VIX,orig+VIX legacy E1 specification,11,1,0,,,,fail_default,0.21425132841348221
claim_window_2020_plus,larger,larger legacy E1 specification,11,0,3.2210468973973505,0.66003277019162465,0.70557904244142255,0.82669366929673305,survived,-0.15154348444488228
claim_window_2020_plus,larger+VIX,larger+VIX legacy E1 specification,11,0,128.10498651931613,1.445269498848067,1.4740531813505131,1.7224139789220825,survived,1.5009324305220395
claim_window_2020_plus,orig,orig legacy E1 specification,11,0,1.0639432084909777,0.43714261965135542,0.4895613112907895,0.72247366402885094,survived,-0.12538575904235594
claim_window_2020_plus,orig+VIX,orig+VIX legacy E1 specification,11,0,19.00691375662036,1.0031858786778327,1.0618179890993873,1.2493425130959741,survived,2.2565409802107652
