config,strategy,evidence_status,return_date,decision_date,train_start,train_end,march_2020_in_training_window,march_2020_observation_policy,gross_return,predicted_cost,net_return,gross_nav,predicted_annual_vol,risk_aversion,stage1_gross_nav,deployment_target,deployment_target_feasible,deployment_target_applied,deployment_target_met_after_integer_repair,deployment_shortfall_after_integer_repair,positive_edge_contracts,scenario_cvar_loss,short_margin_used,collateral_used,integer_repair_failed,integer_execution_abstained,integer_conversion_feasible,integer_abstention_reason,integer_repair_method,pre_repair_feasible,pre_repair_max_breach,best_failed_method,failed_max_breach,failed_breach_base,failed_breach_cap,failed_breach_cvar,failed_breach_stress,failed_breach_margin,failed_breach_collateral,failed_breach_assignment,failed_breach_volatility,failed_scenario_cvar_loss,failed_worst_stress_return,failed_short_margin_used,failed_collateral_used,failed_predicted_annual_vol,information_set_valid,continuous_predicted_annual_vol,direct_truncation_max_breach,direct_truncation_scenario_cvar_loss,direct_truncation_worst_stress_return,direct_truncation_short_margin_used,direct_truncation_collateral_used,direct_truncation_predicted_annual_vol,direct_truncation_breach_base,direct_truncation_breach_cap,direct_truncation_breach_cvar,direct_truncation_breach_stress,direct_truncation_breach_margin,direct_truncation_breach_collateral,direct_truncation_breach_assignment,direct_truncation_breach_volatility,direct_truncation_breach_positive_edge
orig,R1.1 25pct positive-edge deployment,retrospective_development_sample,2018-08-31,2018-07-31,2015-07-31,2018-07-31,False,retained_if_in_window,0.0243640100402831,0.0018135991894693,0.0225504108508137,0.067184,0.2161947067729083,0.2927670635648943,0.0765965124913393,0.5,False,False,False,0.432816,18,0.0726089488650583,0.1499712014770508,0.2025922014770508,False,False,True,,truncate_toward_cash,True,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.2499901929202912,0.0,0.0726089488650583,-0.090553282686494,0.1499712014770508,0.2025922014770508,0.2161947067729083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orig,R1.1 25pct EGARCH diagnostic,retrospective_development_sample,2018-08-31,2018-07-31,2015-07-31,2018-07-31,False,retained_if_in_window,0.0188440102844237,0.001381027875486,0.0174629824089376,0.052864,0.1963416535208403,0.2647595062493005,0.0676669194302209,0.5,False,False,False,0.447136,18,0.0530041754269583,0.1139040008544921,0.1547720008544921,False,False,True,,truncate_toward_cash,True,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.24998839770581,0.0,0.0530041754269583,-0.0649899858737674,0.1139040008544921,0.1547720008544921,0.1963416535208403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orig,R1.1 25pct positive-edge deployment,retrospective_development_sample,2018-09-28,2018-08-31,2015-08-31,2018-08-31,False,retained_if_in_window,-0.0563590064086914,0.0011956891173018,-0.0575546955259932,0.066469,0.2130476320766291,0.4932526850154677,0.0759825218660638,0.5,False,False,False,0.433531,15,0.0619550641753634,0.056136001586914,0.118980001586914,False,False,True,,truncate_toward_cash,True,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.2499881450365328,0.0,0.0619550641753634,-0.1060597256844526,0.056136001586914,0.118980001586914,0.2130476320766291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orig,R1.1 25pct EGARCH diagnostic,retrospective_development_sample,2018-09-28,2018-08-31,2015-08-31,2018-08-31,False,retained_if_in_window,-0.0712809991149902,0.0014830568152912,-0.0727640559302814,0.079843,0.2231398050233591,0.5684996800568718,0.0902208868534032,0.5,False,False,False,0.420157,17,0.0842310380825908,0.096390200805664,0.169408200805664,False,False,True,,truncate_toward_cash,True,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.2499971393594153,0.0,0.0842310380825908,-0.140922914754526,0.096390200805664,0.169408200805664,0.2231398050233591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orig,R1.1 25pct positive-edge deployment,retrospective_development_sample,2018-10-31,2018-09-28,2015-09-30,2018-09-28,False,retained_if_in_window,-0.1185019991455078,0.0013308575602427,-0.1198328567057505,0.05844,0.2158829148059845,0.3669232193509035,0.0766942812648243,0.5,False,False,False,0.44156,16,0.0726353185866259,0.1576313995361328,0.2002043995361328,False,False,True,,truncate_toward_cash,True,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.2499881887999625,0.0,0.0726353185866259,-0.1029826098455609,0.1576313995361328,0.2002043995361328,0.2158829148059845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orig,R1.1 25pct EGARCH diagnostic,retrospective_development_sample,2018-10-31,2018-09-28,2015-09-30,2018-09-28,False,retained_if_in_window,-0.1274329989624023,0.0015679566457626,-0.1290009556081649,0.070434,0.221604935413749,0.3724956589136346,0.080855393766017,0.5,False,False,False,0.429566,19,0.0852419947789473,0.1520109996795654,0.2068379996795654,False,False,True,,truncate_toward_cash,True,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.2499908994466515,0.0,0.0852419947789473,-0.1064271661354994,0.1520109996795654,0.2068379996795654,0.221604935413749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orig,R1.1 25pct positive-edge deployment,retrospective_development_sample,2018-11-30,2018-10-31,2015-10-30,2018-10-31,False,retained_if_in_window,-0.0630409890136718,0.0012043885743155,-0.0642453775879874,0.066811,0.1912151283650232,0.1189621858749861,0.0824235026959552,0.5,False,False,False,0.433189,18,0.078050544906791,0.0390736001586914,0.0941896001586914,False,False,True,,truncate_toward_cash,True,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.249996680324982,0.0,0.078050544906791,-0.0677847577036584,0.0390736001586914,0.0941896001586914,0.1912151283650232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orig,R1.1 25pct EGARCH diagnostic,retrospective_development_sample,2018-11-30,2018-10-31,2015-10-30,2018-10-31,False,retained_if_in_window,-0.0582379866333007,0.0010361016836207,-0.0592740883169215,0.0577569999999999,0.2213134572197842,0.1170467542359272,0.0646308887492294,0.5,False,False,False,0.442243,17,0.0875942361535142,0.0517234002685546,0.0945754002685546,False,False,True,,truncate_toward_cash,True,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.2499942641469323,0.0,0.0875942361535142,-0.0654908649035892,0.0517234002685546,0.0945754002685546,0.2213134572197842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orig,R1.1 25pct positive-edge deployment,retrospective_development_sample,2018-12-31,2018-11-30,2015-11-30,2018-11-30,False,retained_if_in_window,-0.0814770011062622,0.0015027840992914,-0.0829797852055536,0.0733159999999999,0.2125247868526794,0.0506494326488676,0.0847279059579084,0.5,False,False,False,0.426684,11,0.0855049573382251,0.0163430004119873,0.0861320004119873,False,False,True,,truncate_toward_cash,True,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.249993669432547,0.0,0.0855049573382251,-0.0804064775169537,0.0163430004119873,0.0861320004119873,0.2125247868526794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orig,R1.1 25pct EGARCH diagnostic,retrospective_development_sample,2018-12-31,2018-11-30,2015-11-30,2018-11-30,False,retained_if_in_window,-0.0731980013275146,0.0012989552490813,-0.074496956576596,0.063224,0.2048137610827574,0.0546025763461619,0.076738710539339,0.5,False,False,False,0.436776,11,0.078783355544418,0.0196116004943847,0.0786936004943847,False,False,True,,truncate_toward_cash,True,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.2499978695477361,0.0,0.078783355544418,-0.069369490284991,0.0196116004943847,0.0786936004943847,0.2048137610827574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orig,R1.1 25pct positive-edge deployment,retrospective_development_sample,2019-01-31,2018-12-31,2015-12-31,2018-12-31,False,retained_if_in_window,0.0752979475326538,0.0009101086661634,0.0743878388664903,0.035567,0.2320114143993888,0.0373137499162948,0.0387701900049084,0.5,False,False,False,0.464433,7,0.0571340948833687,0.0196116004943847,0.0525146004943847,False,False,True,,truncate_toward_cash,True,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.2499863322986332,0.0,0.0571340948833687,-0.0372641967585097,0.0196116004943847,0.0525146004943847,0.2320114143993888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orig,R1.1 25pct EGARCH diagnostic,retrospective_development_sample,2019-01-31,2018-12-31,2015-12-31,2018-12-31,False,retained_if_in_window,0.0594399561767578,0.0008079741960403,0.0586319819807174,0.0275359999999999,0.2021134203481732,0.0271294607935228,0.0349647076372831,0.5,False,False,False,0.472464,7,0.0490009604132457,0.0196116004943847,0.0444836004943847,False,False,True,,truncate_toward_cash,True,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.2499921402214218,0.0,0.0490009604132457,-0.0483031581875152,0.0196116004943847,0.0444836004943847,0.2021134203481732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orig,R1.1 25pct positive-edge deployment,retrospective_development_sample,2019-02-28,2019-01-31,2016-01-29,2019-01-31,False,retained_if_in_window,-0.0116019986953735,0.0008152232602193,-0.0124172219555928,0.042671,0.2141047232307743,0.0747054095156806,0.0510647913772364,0.5,False,False,False,0.457329,10,0.0683825138268931,0.0401246002197265,0.0754896002197265,False,False,True,,truncate_toward_cash,True,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.2499848115825881,0.0,0.0683825138268931,-0.0347921014292,0.0401246002197265,0.0754896002197265,0.2141047232307743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orig,R1.1 25pct EGARCH diagnostic,retrospective_development_sample,2019-02-28,2019-01-31,2016-01-29,2019-01-31,False,retained_if_in_window,-0.0106339992218017,0.0006831256647413,-0.0113171248865431,0.035775,0.1975481939758231,0.0642866399974041,0.0452572563917639,0.5,False,False,False,0.464225,12,0.0669336974901905,0.0458746002197265,0.0733836002197265,False,False,True,,truncate_toward_cash,True,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.2499866104856777,0.0,0.0669336974901905,-0.0420022889607322,0.0458746002197265,0.0733836002197265,0.1975481939758231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orig,R1.1 25pct positive-edge deployment,retrospective_development_sample,2019-04-30,2019-02-28,2016-02-29,2019-02-28,False,retained_if_in_window,0.0646459584808349,0.0008067569796677,0.0638392015011671,0.036015,0.2260041513001421,0.2924894659299916,0.03965070879059,0.5,False,False,False,0.463985,15,0.0703020199152265,0.0394343993759155,0.0700493993759155,False,False,True,,truncate_toward_cash,True,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.2499948598690221,0.0,0.0703020199152265,-0.0927850971658744,0.0394343993759155,0.0700493993759155,0.2260041513001421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000131
orig,R1.1 25pct EGARCH diagnostic,retrospective_development_sample,2019-04-30,2019-02-28,2016-02-29,2019-02-28,False,retained_if_in_window,0.072895920639038,0.0010437004513839,0.071852220187654,0.049945,0.2215985588989598,0.3639189231014342,0.0592529390486066,0.5,False,False,False,0.450055,14,0.084342585492428,0.0394343993759155,0.0839793993759155,False,False,True,,truncate_toward_cash,True,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.2499804361034273,0.0,0.084342585492428,-0.1066212712709576,0.0394343993759155,0.0839793993759155,0.2215985588989598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000131
