config,config_label,basis,e1_strategy,naive_strategy,net_sharpe,net_sharpe_ci_lo,net_sharpe_ci_hi,net_sortino,net_sortino_ci_lo,net_sortino_ci_hi,stock_sharpe,delta_sharpe_stock,jk_z_stock,jk_p_stock,boot_p_stock,n_obs_stock,naive_sharpe,delta_sharpe_naive,jk_z_naive,jk_p_naive,boot_p_naive,n_obs_naive,psr,dsr,dsr_trials,dsr_trials_sensitivity,dsr_sensitivity,n_obs,block_size,n_boot,seed,alpha
orig,orig,static,orig legacy E1 specification,Equal risk capped,0.77766727014241055,0.1627158626839405,1.432899358717439,1.7831594051787367,0.30781421513836771,3.8428588334956664,0.90888333010083844,-0.13121605995842781,-0.284824363828869,0.77577870537249782,0.73199999999999965,60,0.36478399712191262,0.4128832730204976,2.4687633864515641,0.013558083443732201,0.0040000000000000001,60,0.973017040958288,0.944864851857529,22,40,0.0010715001735343,60,8,1000,20260625,0.10000000000000001
orig,orig,rolling,orig legacy E1 specification,Equal risk capped,0.58509177243267985,-0.30638900783967082,1.3908720994558881,1.4024711570279484,-0.54015054127218265,4.2379321497865448,0.90888333010083844,-0.3237915576681582,-0.68606878226863965,0.49266973558157112,0.34799999999999992,60,0.47402358589049443,0.1110681865421856,0.4937731057190401,0.6214664288078724,0.69599999999999995,60,,,22,40,,60,8,1000,20260625,0.10000000000000001
orig+VIX,orig+VIX,static,orig+VIX legacy E1 specification,Equal premium capped,1.3831478314520489,0.89496238107648451,1.9710870684565207,3.5507756028124744,2.0108756408653301,5.8867233928456351,0.90888333010083844,0.4742645013512099,0.87286638503224823,0.38273591040037352,0.31,60,-0.89004290760951732,2.2731907390615653,7.0052924170722815,2.4647051364049804e-12,0,60,0.99961951833285323,0.99716920202702797,22,38,0.0025590759437907002,60,8,1000,20260625,0.10000000000000001
orig+VIX,orig+VIX,rolling,orig+VIX legacy E1 specification,Equal premium capped,1.0330623778864181,0.40345118925432483,1.7514027721302492,2.4494308841733217,0.75345267032349905,5.0673004399331552,0.90888333010083844,0.1241790477855792,0.2255206707574752,0.82157424657630185,0.80600000000000005,60,-0.26928022641889621,1.3023426043053139,4.5580796767730369,5.1623454456720953e-06,0,60,,,22,38,,60,8,1000,20260625,0.10000000000000001
larger,larger,static,larger legacy E1 specification,Equal risk capped,0.58715474973123605,0.028954513883565802,1.1734647487904566,1.2981872968309784,0.054659007798311302,3.003095378945337,0.90888333010083844,-0.32172858036960172,-0.77898220279394526,0.4359901986066182,0.378,60,0.59621481197055304,-0.0090600622393164007,-0.041150055016357101,0.96717627023904085,0.98199999999999998,60,0.92538546406769684,0.74487429917368142,22,38,0.00063231824847080002,60,8,1000,20260625,0.10000000000000001
larger,larger,rolling,larger legacy E1 specification,Equal risk capped,0.48010853435588691,-0.31694302068835323,1.2539032839096238,0.99569920167989923,-0.49866111023521492,3.3151513702206201,0.90888333010083844,-0.42877479574495142,-0.96278775322966381,0.33565404786866182,0.30199999999999982,60,0.66304752073073991,-0.1829389863748529,-0.7592271124684844,0.44771671005268532,0.46000000000000002,60,,,22,38,,60,8,1000,20260625,0.10000000000000001
larger+VIX,larger+VIX,static,larger+VIX legacy E1 specification,Equal risk capped,1.6282919496891226,1.1111054908343452,2.2445761002508542,4.3768508796220322,2.5384269571552802,7.2892402853003908,0.90888333010083844,0.71940861958828395,1.3439293186298449,0.17897124419457111,0.19400000000000001,60,0.29286717968107773,1.3354247700080444,4.5182544097865822,6.2351538982643474e-06,0,60,0.99995058146436078,0.99591652069929881,22,38,0.051516091169481401,60,8,1000,20260625,0.10000000000000001
larger+VIX,larger+VIX,rolling,larger+VIX legacy E1 specification,Equal risk capped,1.2725494340774863,0.52457288961832771,2.115213838789936,3.1299432373494551,1.0727211663498928,6.8754481236767928,0.90888333010083844,0.36366610397664773,0.67438271934701655,0.50006802624806335,0.52000000000000002,60,0.15311855595981341,1.1194308781176727,3.2339921356633923,0.0012207281698341,0.002,60,,,22,38,,60,8,1000,20260625,0.10000000000000001
